"","msa.fips","year","total.personal.income"
"new.row.833","39140",1992,1907784
"new.row.834","39140",1993,2083695
"new.row.835","39140",1994,2387406
"new.row.836","39140",1995,2540456
"new.row.837","39140",1996,2763401
"new.row.838","39140",1997,3021117
"new.row.839","39140",1998,3328515
"new.row.840","39140",1999,3519981
"new.row.841","39140",2000,3792222
"new.row.842","39140",2001,3907519
"new.row.843","39140",2002,4075600
"new.row.844","39140",2003,4340878
"new.row.845","39140",2004,4839973
"new.row.846","39140",2005,5471859
"new.row.847","39140",2006,6058552
"new.row.848","39140",2007,6602162
"new.row.849","39140",2008,6602128
"new.row.850","39140",2009,6272906
"new.row.851","39140",2010,6245478
"new.row.852","39140",2011,6498204
"new.row.853","39140",2012,6800376
"new.row.854","39140",2013,6992574
"new.row.855","43420",1969,234813
"new.row.856","43420",1970,257515
"new.row.857","43420",1971,309697
"new.row.858","43420",1972,349636
"new.row.859","43420",1973,392076
"new.row.860","43420",1974,420365
"new.row.861","43420",1975,441430
"new.row.862","43420",1976,482914
"new.row.863","43420",1977,524110
"new.row.864","43420",1978,595921
"new.row.865","43420",1979,641878
"new.row.866","43420",1980,726638
"new.row.867","43420",1981,807641
"new.row.868","43420",1982,852784
"new.row.869","43420",1983,929541
"new.row.870","43420",1984,1026242
"new.row.871","43420",1985,1075100
"new.row.872","43420",1986,1143298
"new.row.873","43420",1987,1220695
"new.row.874","43420",1988,1285149
"new.row.875","43420",1989,1350222
"new.row.876","43420",1990,1430817
"new.row.877","43420",1991,1517202
"new.row.878","43420",1992,1644510
"new.row.879","43420",1993,1712326
"new.row.880","43420",1994,1810586
"new.row.881","43420",1995,1881196
"new.row.882","43420",1996,1982724
"new.row.883","43420",1997,2070745
"new.row.884","43420",1998,2223773
"new.row.885","43420",1999,2317789
"new.row.886","43420",2000,2495772
"new.row.887","43420",2001,2697957
"new.row.888","43420",2002,2835359
"new.row.889","43420",2003,3056550
"new.row.890","43420",2004,3363498
"new.row.891","43420",2005,3694254
"new.row.892","43420",2006,3937792
"new.row.893","43420",2007,4252136
"new.row.894","43420",2008,4388445
"new.row.895","43420",2009,4592178
"new.row.896","43420",2010,4695244
"new.row.897","43420",2011,4869173
"new.row.898","43420",2012,4803928
"new.row.899","43420",2013,4740219
"new.row.900","46060",1969,1253132
"new.row.901","46060",1970,1442740
"new.row.902","46060",1971,1662951
"new.row.903","46060",1972,1891480
"new.row.904","46060",1973,2151284
"new.row.905","46060",1974,2399946
"new.row.906","46060",1975,2617370
"new.row.907","46060",1976,2867261
"new.row.908","46060",1977,3172885
"new.row.909","46060",1978,3660548
"new.row.910","46060",1979,4300631
"new.row.911","46060",1980,4949450
"new.row.912","46060",1981,5751732
"new.row.913","46060",1982,6101627
"new.row.914","46060",1983,6627483
"new.row.915","46060",1984,7308086
"new.row.916","46060",1985,7982823
"new.row.917","46060",1986,8684400
"new.row.918","46060",1987,9225499
"new.row.919","46060",1988,9839197
"new.row.920","46060",1989,10587350
"new.row.921","46060",1990,10910534
"new.row.922","46060",1991,11530657
"new.row.923","46060",1992,12206882
"new.row.924","46060",1993,13350376
"new.row.925","46060",1994,14493859
"new.row.926","46060",1995,15429729
"new.row.927","46060",1996,16432016
"new.row.928","46060",1997,17389155
"new.row.929","46060",1998,18864929
"new.row.930","46060",1999,19959892
"new.row.931","46060",2000,21433539
"new.row.932","46060",2001,22276863
"new.row.933","46060",2002,22856422
"new.row.934","46060",2003,24020133
"new.row.935","46060",2004,26205609
"new.row.936","46060",2005,29014146
"new.row.937","46060",2006,31951109
"new.row.938","46060",2007,33641312
"new.row.939","46060",2008,35320737
"new.row.940","46060",2009,33713976
"new.row.941","46060",2010,33883172
"new.row.942","46060",2011,35132468
"new.row.943","46060",2012,36412855
"new.row.944","46060",2013,36935363
"new.row.945","49740",1969,209110
"new.row.946","49740",1970,234330
"new.row.947","49740",1971,271010
"new.row.948","49740",1972,295512
"new.row.949","49740",1973,321946
"new.row.950","49740",1974,412284
"new.row.951","49740",1975,428440
"new.row.952","49740",1976,481572
"new.row.953","49740",1977,516248
"new.row.954","49740",1978,577205
"new.row.955","49740",1979,699954
"new.row.956","49740",1980,788190
"new.row.957","49740",1981,859803
"new.row.958","49740",1982,896929
"new.row.959","49740",1983,857086
"new.row.960","49740",1984,971903
"new.row.961","49740",1985,1074513
"new.row.962","49740",1986,1136030
"new.row.963","49740",1987,1289082
"new.row.964","49740",1988,1428347
"new.row.965","49740",1989,1466008
"new.row.966","49740",1990,1525403
"new.row.967","49740",1991,1676974
"new.row.968","49740",1992,1804762
"new.row.969","49740",1993,1967330
"new.row.970","49740",1994,2001339
"new.row.971","49740",1995,2338046
"new.row.972","49740",1996,2253886
"new.row.973","49740",1997,2436938
"new.row.974","49740",1998,2696034
"new.row.975","49740",1999,2739238
"new.row.976","49740",2000,2917734
"new.row.977","49740",2001,3048783
"new.row.978","49740",2002,3334446
"new.row.979","49740",2003,3498676
"new.row.980","49740",2004,3929688
"new.row.981","49740",2005,4239834
"new.row.982","49740",2006,4494510
"new.row.983","49740",2007,4872658
"new.row.984","49740",2008,5033709
"new.row.985","49740",2009,5161859
"new.row.986","49740",2010,5289911
"new.row.987","49740",2011,5512842
"new.row.988","49740",2012,5427233
"new.row.989","49740",2013,5529669
"new.row.990","22220",1969,386136
"new.row.991","22220",1970,413500
"new.row.992","22220",1971,469256
"new.row.993","22220",1972,555070
"new.row.994","22220",1973,664697
"new.row.995","22220",1974,705444
"new.row.996","22220",1975,838319
"new.row.997","22220",1976,944112
"new.row.998","22220",1977,1058436
"new.row.999","22220",1978,1228205
"new.row.1000","22220",1979,1370875
"new.row.1001","22220",1980,1541650
"new.row.1002","22220",1981,1762652
"new.row.1003","22220",1982,1881857
"new.row.1004","22220",1983,2076141
"new.row.1005","22220",1984,2378295
"new.row.1006","22220",1985,2604532
"new.row.1007","22220",1986,2878495
"new.row.1008","22220",1987,3020068
"new.row.1009","22220",1988,3285616
"new.row.1010","22220",1989,3619637
"new.row.1011","22220",1990,3812399
"new.row.1012","22220",1991,4076128
"new.row.1013","22220",1992,4550583
"new.row.1014","22220",1993,4910147
"new.row.1015","22220",1994,5340172
"new.row.1016","22220",1995,5801160
"new.row.1017","22220",1996,6226032
"new.row.1018","22220",1997,6620428
"new.row.1019","22220",1998,7170926
"new.row.1020","22220",1999,7695154
"new.row.1021","22220",2000,8266378
"new.row.1022","22220",2001,8948544
"new.row.1023","22220",2002,9446448
"new.row.1024","22220",2003,10111423
"new.row.1025","22220",2004,11205910
"new.row.1026","22220",2005,12125084
"new.row.1027","22220",2006,13239199
"new.row.1028","22220",2007,14192054
"new.row.1029","22220",2008,14645025
"new.row.1030","22220",2009,14493512
"new.row.1031","22220",2010,15067509
"new.row.1032","22220",2011,16321834
"new.row.1033","22220",2012,17853803
"new.row.1034","22220",2013,18627529
"new.row.1035","22900",1969,422941
"new.row.1036","22900",1970,466712
"new.row.1037","22900",1971,523554
"new.row.1038","22900",1972,585671
"new.row.1039","22900",1973,668285
"new.row.1040","22900",1974,765468
"new.row.1041","22900",1975,856290
"new.row.1042","22900",1976,962687
"new.row.1043","22900",1977,1087157
"new.row.1044","22900",1978,1229707
"new.row.1045","22900",1979,1377263
"new.row.1046","22900",1980,1544520
"new.row.1047","22900",1981,1751745
"new.row.1048","22900",1982,1834175
"new.row.1049","22900",1983,1974938
"new.row.1050","22900",1984,2191606
"new.row.1051","22900",1985,2351304
"new.row.1052","22900",1986,2499755
"new.row.1053","22900",1987,2650215
"new.row.1054","22900",1988,2822207
"new.row.1055","22900",1989,2992558
"new.row.1056","22900",1990,3138634
"new.row.1057","22900",1991,3291630
"new.row.1058","22900",1992,3621123
"new.row.1059","22900",1993,3772014
"new.row.1060","22900",1994,4073855
"new.row.1061","22900",1995,4306929
"new.row.1062","22900",1996,4531150
"new.row.1063","22900",1997,4775396
"new.row.1064","22900",1998,5088076
"new.row.1065","22900",1999,5319865
"new.row.1066","22900",2000,5718677
"new.row.1067","22900",2001,6023008
"new.row.1068","22900",2002,6110811
"new.row.1069","22900",2003,6357961
"new.row.1070","22900",2004,6769281
"new.row.1071","22900",2005,7234753
"new.row.1072","22900",2006,7827283
"new.row.1073","22900",2007,8182432
"new.row.1074","22900",2008,8691273
"new.row.1075","22900",2009,8454053
"new.row.1076","22900",2010,8571574
"new.row.1077","22900",2011,9212673
"new.row.1078","22900",2012,9715715
"new.row.1079","22900",2013,9718270
"new.row.1080","26300",1969,153823
"new.row.1081","26300",1970,174278
"new.row.1082","26300",1971,201694
"new.row.1083","26300",1972,228670
"new.row.1084","26300",1973,261720
"new.row.1085","26300",1974,299980
"new.row.1086","26300",1975,327632
"new.row.1087","26300",1976,371958
"new.row.1088","26300",1977,419624
"new.row.1089","26300",1978,473182
"new.row.1090","26300",1979,527864
"new.row.1091","26300",1980,605359
"new.row.1092","26300",1981,681402
"new.row.1093","26300",1982,734220
"new.row.1094","26300",1983,772701
"new.row.1095","26300",1984,842838
"new.row.1096","26300",1985,902425
"new.row.1097","26300",1986,948672
"new.row.1098","26300",1987,983550
"new.row.1099","26300",1988,1036344
"new.row.1100","26300",1989,1147023
"new.row.1101","26300",1990,1215556
"new.row.1102","26300",1991,1286825
"new.row.1103","26300",1992,1406570
"new.row.1104","26300",1993,1521911
"new.row.1105","26300",1994,1613804
"new.row.1106","26300",1995,1718903
"new.row.1107","26300",1996,1813213
"new.row.1108","26300",1997,1921795
"new.row.1109","26300",1998,2039849
"new.row.1110","26300",1999,2083851
"new.row.1111","26300",2000,2191126
"new.row.1112","26300",2001,2262588
"new.row.1113","26300",2002,2280944
"new.row.1114","26300",2003,2363234
"new.row.1115","26300",2004,2505410
"new.row.1116","26300",2005,2700807
"new.row.1117","26300",2006,2946614
"new.row.1118","26300",2007,3120167
"new.row.1119","26300",2008,3167867
"new.row.1120","26300",2009,3145284
"new.row.1121","26300",2010,3192862
"new.row.1122","26300",2011,3430311
"new.row.1123","26300",2012,3730777
"new.row.1124","26300",2013,3743661
"new.row.1125","27860",1969,203546
"new.row.1126","27860",1970,232414
"new.row.1127","27860",1971,251845
"new.row.1128","27860",1972,278994
"new.row.1129","27860",1973,340650
"new.row.1130","27860",1974,382837
"new.row.1131","27860",1975,409457
"new.row.1132","27860",1976,438190
"new.row.1133","27860",1977,490563
"new.row.1134","27860",1978,630056
"new.row.1135","27860",1979,628823
"new.row.1136","27860",1980,648642
"new.row.1137","27860",1981,736363
"new.row.1138","27860",1982,766321
"new.row.1139","27860",1983,787705
"new.row.1140","27860",1984,906507
"new.row.1141","27860",1985,950533
"new.row.1142","27860",1986,969010
"new.row.1143","27860",1987,1059809
"new.row.1144","27860",1988,1158119
"new.row.1145","27860",1989,1220832
"new.row.1146","27860",1990,1290360
"new.row.1147","27860",1991,1379141
"new.row.1148","27860",1992,1519157
"new.row.1149","27860",1993,1585064
"new.row.1150","27860",1994,1663474
"new.row.1151","27860",1995,1804909
"new.row.1152","27860",1996,1915719
"new.row.1153","27860",1997,2009649
"new.row.1154","27860",1998,2127788
"new.row.1155","27860",1999,2244389
"new.row.1156","27860",2000,2375290
"new.row.1157","27860",2001,2463289
"new.row.1158","27860",2002,2541831
"new.row.1159","27860",2003,2792778
"new.row.1160","27860",2004,2891625
"new.row.1161","27860",2005,3004983
"new.row.1162","27860",2006,3193611
"new.row.1163","27860",2007,3365880
"new.row.1164","27860",2008,3628554
"new.row.1165","27860",2009,3630891
"new.row.1166","27860",2010,3717668
"new.row.1167","27860",2011,4052333
"new.row.1168","27860",2012,4367675
"new.row.1169","27860",2013,4398873
"new.row.1170","30780",1969,1322954
"new.row.1171","30780",1970,1451569
"new.row.1172","30780",1971,1638928
"new.row.1173","30780",1972,1856646
"new.row.1174","30780",1973,2126742
"new.row.1175","30780",1974,2413965
"new.row.1176","30780",1975,2688037
"new.row.1177","30780",1976,2982400
"new.row.1178","30780",1977,3289788
"new.row.1179","30780",1978,3755164
"new.row.1180","30780",1979,4176312
"new.row.1181","30780",1980,4643590
"new.row.1182","30780",1981,5105638
"new.row.1183","30780",1982,5467465
"new.row.1184","30780",1983,5914315
"new.row.1185","30780",1984,6462117
"new.row.1186","30780",1985,7003110
"new.row.1187","30780",1986,7450954
"new.row.1188","30780",1987,7746933
"new.row.1189","30780",1988,8202370
"new.row.1190","30780",1989,8867701
"new.row.1191","30780",1990,9425516
"new.row.1192","30780",1991,9993287
"new.row.1193","30780",1992,10859880
"new.row.1194","30780",1993,11398526
"new.row.1195","30780",1994,12019554
"new.row.1196","30780",1995,12815161
"new.row.1197","30780",1996,13661809
"new.row.1198","30780",1997,14320110
"new.row.1199","30780",1998,15336950
"new.row.1200","30780",1999,15995364
"new.row.1201","30780",2000,16966780
"new.row.1202","30780",2001,17733014
"new.row.1203","30780",2002,18434916
"new.row.1204","30780",2003,19342098
"new.row.1205","30780",2004,20518485
"new.row.1206","30780",2005,21891935
"new.row.1207","30780",2006,23633107
"new.row.1208","30780",2007,25550319
"new.row.1209","30780",2008,26571313
"new.row.1210","30780",2009,26326307
"new.row.1211","30780",2010,26672323
"new.row.1212","30780",2011,28648806
"new.row.1213","30780",2012,30849860
"new.row.1214","30780",2013,30969605
"new.row.1215","32820",1969,2939552
"new.row.1216","32820",1970,3228107
"new.row.1217","32820",1971,3622577
"new.row.1218","32820",1972,4108550
"new.row.1219","32820",1973,4570547
"new.row.1220","32820",1974,5062857
"new.row.1221","32820",1975,5494253
"new.row.1222","32820",1976,5969280
"new.row.1223","32820",1977,6554583
"new.row.1224","32820",1978,7403842
"new.row.1225","32820",1979,8276274
"new.row.1226","32820",1980,9156641
"new.row.1227","32820",1981,10017498
"new.row.1228","32820",1982,10574859
"new.row.1229","32820",1983,11353390
"new.row.1230","32820",1984,12585574
"new.row.1231","32820",1985,13480382
"new.row.1232","32820",1986,14336552
"new.row.1233","32820",1987,15500187
"new.row.1234","32820",1988,16790357
"new.row.1235","32820",1989,18266019
"new.row.1236","32820",1990,19310820
"new.row.1237","32820",1991,20122985
"new.row.1238","32820",1992,21743613
"new.row.1239","32820",1993,23127381
"new.row.1240","32820",1994,24884449
"new.row.1241","32820",1995,26722528
"new.row.1242","32820",1996,28351905
"new.row.1243","32820",1997,29907700
"new.row.1244","32820",1998,33481817
"new.row.1245","32820",1999,34636929
"new.row.1246","32820",2000,36057552
"new.row.1247","32820",2001,38451769
"new.row.1248","32820",2002,39347481
"new.row.1249","32820",2003,40725882
"new.row.1250","32820",2004,42666268
"new.row.1251","32820",2005,44003948
"new.row.1252","32820",2006,46434402
"new.row.1253","32820",2007,48219541
"new.row.1254","32820",2008,48975620
"new.row.1255","32820",2009,47796676
"new.row.1256","32820",2010,48992009
"new.row.1257","32820",2011,51384226
"new.row.1258","32820",2012,54474029
"new.row.1259","32820",2013,54993583
"new.row.1260","38220",1969,271041
"new.row.1261","38220",1970,291282
"new.row.1262","38220",1971,320839
"new.row.1263","38220",1972,347911
"new.row.1264","38220",1973,405187
"new.row.1265","38220",1974,434142
"new.row.1266","38220",1975,477449
"new.row.1267","38220",1976,534913
"new.row.1268","38220",1977,591488
"new.row.1269","38220",1978,679287
"new.row.1270","38220",1979,757451
"new.row.1271","38220",1980,823260
"new.row.1272","38220",1981,905314
"new.row.1273","38220",1982,916824
"new.row.1274","38220",1983,964491
"new.row.1275","38220",1984,1049477
"new.row.1276","38220",1985,1101655
"new.row.1277","38220",1986,1184101
"new.row.1278","38220",1987,1207508
"new.row.1279","38220",1988,1306990
"new.row.1280","38220",1989,1363071
"new.row.1281","38220",1990,1423958
