"","msa.fips","year","earnings.by.place.of.work"
"new.row.10053","12100",1987,3945465
"new.row.10054","12100",1988,4387140
"new.row.10055","12100",1989,4534775
"new.row.10056","12100",1990,4723856
"new.row.10057","12100",1991,4330940
"new.row.10058","12100",1992,4874268
"new.row.10059","12100",1993,5159146
"new.row.10060","12100",1994,5295564
"new.row.10061","12100",1995,5655531
"new.row.10062","12100",1996,6018707
"new.row.10063","12100",1997,6334978
"new.row.10064","12100",1998,6609873
"new.row.10065","12100",1999,6812088
"new.row.10066","12100",2000,7120055
"new.row.10067","12100",2001,7271820
"new.row.10068","12100",2002,7545252
"new.row.10069","12100",2003,7881788
"new.row.10070","12100",2004,8268294
"new.row.10071","12100",2005,8689341
"new.row.10072","12100",2006,8998896
"new.row.10073","12100",2007,8999498
"new.row.10074","12100",2008,8889962
"new.row.10075","12100",2009,8404400
"new.row.10076","12100",2010,8427026
"new.row.10077","12100",2011,8553053
"new.row.10078","12100",2012,8754748
"new.row.10079","12100",2013,8755907
"new.row.10080","35620",1969,70466444
"new.row.10081","35620",1970,75275677
"new.row.10082","35620",1971,79507867
"new.row.10083","35620",1972,85614373
"new.row.10084","35620",1973,91494028
"new.row.10085","35620",1974,96798882
"new.row.10086","35620",1975,101813617
"new.row.10087","35620",1976,108568173
"new.row.10088","35620",1977,118073198
"new.row.10089","35620",1978,130641194
"new.row.10090","35620",1979,143739338
"new.row.10091","35620",1980,157987236
"new.row.10092","35620",1981,173474552
"new.row.10093","35620",1982,186558254
"new.row.10094","35620",1983,203086513
"new.row.10095","35620",1984,224289370
"new.row.10096","35620",1985,243156322
"new.row.10097","35620",1986,264073803
"new.row.10098","35620",1987,289209525
"new.row.10099","35620",1988,320116834
"new.row.10100","35620",1989,336842110
"new.row.10101","35620",1990,357379257
"new.row.10102","35620",1991,351290538
"new.row.10103","35620",1992,376714326
"new.row.10104","35620",1993,387812962
"new.row.10105","35620",1994,399413012
"new.row.10106","35620",1995,420814897
"new.row.10107","35620",1996,447361343
"new.row.10108","35620",1997,479599136
"new.row.10109","35620",1998,511486298
"new.row.10110","35620",1999,546027062
"new.row.10111","35620",2000,595002323
"new.row.10112","35620",2001,616766882
"new.row.10113","35620",2002,616501039
"new.row.10114","35620",2003,627471619
"new.row.10115","35620",2004,663632545
"new.row.10116","35620",2005,691661368
"new.row.10117","35620",2006,740604300
"new.row.10118","35620",2007,790634329
"new.row.10119","35620",2008,805627238
"new.row.10120","35620",2009,774496807
"new.row.10121","35620",2010,806827920
"new.row.10122","35620",2011,834884610
"new.row.10123","35620",2012,862690723
"new.row.10124","35620",2013,882920172
"new.row.10125","36140",1969,134333
"new.row.10126","36140",1970,152846
"new.row.10127","36140",1971,169562
"new.row.10128","36140",1972,191901
"new.row.10129","36140",1973,229711
"new.row.10130","36140",1974,248388
"new.row.10131","36140",1975,272855
"new.row.10132","36140",1976,307806
"new.row.10133","36140",1977,340627
"new.row.10134","36140",1978,385359
"new.row.10135","36140",1979,416129
"new.row.10136","36140",1980,455054
"new.row.10137","36140",1981,487150
"new.row.10138","36140",1982,511822
"new.row.10139","36140",1983,568459
"new.row.10140","36140",1984,629306
"new.row.10141","36140",1985,692731
"new.row.10142","36140",1986,758176
"new.row.10143","36140",1987,829190
"new.row.10144","36140",1988,931633
"new.row.10145","36140",1989,983765
"new.row.10146","36140",1990,1019291
"new.row.10147","36140",1991,1034735
"new.row.10148","36140",1992,1110240
"new.row.10149","36140",1993,1152681
"new.row.10150","36140",1994,1201599
"new.row.10151","36140",1995,1249474
"new.row.10152","36140",1996,1298453
"new.row.10153","36140",1997,1403501
"new.row.10154","36140",1998,1452356
"new.row.10155","36140",1999,1545274
"new.row.10156","36140",2000,1633455
"new.row.10157","36140",2001,1730381
"new.row.10158","36140",2002,1809973
"new.row.10159","36140",2003,1922262
"new.row.10160","36140",2004,2052142
"new.row.10161","36140",2005,2163858
"new.row.10162","36140",2006,2210685
"new.row.10163","36140",2007,2212438
"new.row.10164","36140",2008,2293591
"new.row.10165","36140",2009,2294682
"new.row.10166","36140",2010,2303170
"new.row.10167","36140",2011,2332567
"new.row.10168","36140",2012,2413775
"new.row.10169","36140",2013,2459168
"new.row.10170","45940",1969,1174137
"new.row.10171","45940",1970,1262231
"new.row.10172","45940",1971,1387341
"new.row.10173","45940",1972,1565853
"new.row.10174","45940",1973,1744928
"new.row.10175","45940",1974,1891143
"new.row.10176","45940",1975,1960381
"new.row.10177","45940",1976,2150341
"new.row.10178","45940",1977,2362742
"new.row.10179","45940",1978,2624293
"new.row.10180","45940",1979,2870976
"new.row.10181","45940",1980,3129783
"new.row.10182","45940",1981,3411662
"new.row.10183","45940",1982,3615309
"new.row.10184","45940",1983,3955017
"new.row.10185","45940",1984,4433132
"new.row.10186","45940",1985,4843482
"new.row.10187","45940",1986,5318027
"new.row.10188","45940",1987,5844434
"new.row.10189","45940",1988,6544534
"new.row.10190","45940",1989,6930912
"new.row.10191","45940",1990,7397921
"new.row.10192","45940",1991,7676932
"new.row.10193","45940",1992,8193571
"new.row.10194","45940",1993,8418617
"new.row.10195","45940",1994,8739302
"new.row.10196","45940",1995,9008254
"new.row.10197","45940",1996,9235819
"new.row.10198","45940",1997,9991864
"new.row.10199","45940",1998,10447346
"new.row.10200","45940",1999,10981847
"new.row.10201","45940",2000,12170128
"new.row.10202","45940",2001,12818251
"new.row.10203","45940",2002,13390845
"new.row.10204","45940",2003,14053721
"new.row.10205","45940",2004,14734231
"new.row.10206","45940",2005,15288150
"new.row.10207","45940",2006,16469976
"new.row.10208","45940",2007,16938720
"new.row.10209","45940",2008,17525325
"new.row.10210","45940",2009,17303352
"new.row.10211","45940",2010,18110149
"new.row.10212","45940",2011,18427088
"new.row.10213","45940",2012,19237859
"new.row.10214","45940",2013,19752092
"new.row.10215","47220",1969,393702
"new.row.10216","47220",1970,418095
"new.row.10217","47220",1971,449231
"new.row.10218","47220",1972,496053
"new.row.10219","47220",1973,555671
"new.row.10220","47220",1974,587571
"new.row.10221","47220",1975,601923
"new.row.10222","47220",1976,670704
"new.row.10223","47220",1977,733249
"new.row.10224","47220",1978,815316
"new.row.10225","47220",1979,875087
"new.row.10226","47220",1980,943410
"new.row.10227","47220",1981,1005012
"new.row.10228","47220",1982,1037852
"new.row.10229","47220",1983,1090055
"new.row.10230","47220",1984,1148985
"new.row.10231","47220",1985,1220347
"new.row.10232","47220",1986,1338978
"new.row.10233","47220",1987,1464209
"new.row.10234","47220",1988,1611278
"new.row.10235","47220",1989,1715981
"new.row.10236","47220",1990,1800512
"new.row.10237","47220",1991,1833734
"new.row.10238","47220",1992,1943362
"new.row.10239","47220",1993,1997283
"new.row.10240","47220",1994,2089315
"new.row.10241","47220",1995,2173841
"new.row.10242","47220",1996,2247456
"new.row.10243","47220",1997,2370485
"new.row.10244","47220",1998,2449937
"new.row.10245","47220",1999,2492172
"new.row.10246","47220",2000,2612739
"new.row.10247","47220",2001,2771925
"new.row.10248","47220",2002,2830467
"new.row.10249","47220",2003,2980573
"new.row.10250","47220",2004,3202965
"new.row.10251","47220",2005,3354054
"new.row.10252","47220",2006,3463301
"new.row.10253","47220",2007,3568916
"new.row.10254","47220",2008,3703776
"new.row.10255","47220",2009,3687505
"new.row.10256","47220",2010,3703018
"new.row.10257","47220",2011,3778654
"new.row.10258","47220",2012,3900872
"new.row.10259","47220",2013,3894860
"new.row.10260","10740",1969,1000596
"new.row.10261","10740",1970,1110925
"new.row.10262","10740",1971,1250102
"new.row.10263","10740",1972,1446326
"new.row.10264","10740",1973,1613123
"new.row.10265","10740",1974,1770312
"new.row.10266","10740",1975,1954658
"new.row.10267","10740",1976,2218539
"new.row.10268","10740",1977,2504964
"new.row.10269","10740",1978,2917650
"new.row.10270","10740",1979,3319532
"new.row.10271","10740",1980,3639876
"new.row.10272","10740",1981,3989501
"new.row.10273","10740",1982,4150712
"new.row.10274","10740",1983,4616337
"new.row.10275","10740",1984,5148365
"new.row.10276","10740",1985,5645652
"new.row.10277","10740",1986,6010921
"new.row.10278","10740",1987,6408168
"new.row.10279","10740",1988,6860344
"new.row.10280","10740",1989,7261681
"new.row.10281","10740",1990,7773566
"new.row.10282","10740",1991,8333238
"new.row.10283","10740",1992,9013821
"new.row.10284","10740",1993,9819347
"new.row.10285","10740",1994,10732959
"new.row.10286","10740",1995,11527084
"new.row.10287","10740",1996,12026174
"new.row.10288","10740",1997,12657994
"new.row.10289","10740",1998,13388610
"new.row.10290","10740",1999,13982409
"new.row.10291","10740",2000,15420957
"new.row.10292","10740",2001,16633156
"new.row.10293","10740",2002,17179999
"new.row.10294","10740",2003,17678608
"new.row.10295","10740",2004,18517707
"new.row.10296","10740",2005,19499940
"new.row.10297","10740",2006,20785137
"new.row.10298","10740",2007,21500119
"new.row.10299","10740",2008,22105636
"new.row.10300","10740",2009,21752535
"new.row.10301","10740",2010,21782372
"new.row.10302","10740",2011,22299510
"new.row.10303","10740",2012,22741025
"new.row.10304","10740",2013,22821773
"new.row.10305","22140",1969,118795
"new.row.10306","22140",1970,116460
"new.row.10307","22140",1971,139740
"new.row.10308","22140",1972,161471
"new.row.10309","22140",1973,193851
"new.row.10310","22140",1974,235017
"new.row.10311","22140",1975,272273
"new.row.10312","22140",1976,324926
"new.row.10313","22140",1977,401507
"new.row.10314","22140",1978,484694
"new.row.10315","22140",1979,534754
"new.row.10316","22140",1980,631484
"new.row.10317","22140",1981,744488
"new.row.10318","22140",1982,755075
"new.row.10319","22140",1983,708806
"new.row.10320","22140",1984,729827
"new.row.10321","22140",1985,772111
"new.row.10322","22140",1986,759669
"new.row.10323","22140",1987,730500
"new.row.10324","22140",1988,783396
"new.row.10325","22140",1989,865162
"new.row.10326","22140",1990,991245
"new.row.10327","22140",1991,1062618
"new.row.10328","22140",1992,1133584
"new.row.10329","22140",1993,1228735
"new.row.10330","22140",1994,1310222
"new.row.10331","22140",1995,1399426
"new.row.10332","22140",1996,1420865
"new.row.10333","22140",1997,1511314
"new.row.10334","22140",1998,1575645
"new.row.10335","22140",1999,1638020
"new.row.10336","22140",2000,1774767
"new.row.10337","22140",2001,1945470
"new.row.10338","22140",2002,1994209
"new.row.10339","22140",2003,2059907
"new.row.10340","22140",2004,2228421
"new.row.10341","22140",2005,2419931
"new.row.10342","22140",2006,2674823
"new.row.10343","22140",2007,2843944
"new.row.10344","22140",2008,3183889
"new.row.10345","22140",2009,2885921
"new.row.10346","22140",2010,2892677
"new.row.10347","22140",2011,3092840
"new.row.10348","22140",2012,3182239
"new.row.10349","22140",2013,3203146
"new.row.10350","29740",1969,181666
"new.row.10351","29740",1970,193010
"new.row.10352","29740",1971,216650
"new.row.10353","29740",1972,232524
"new.row.10354","29740",1973,254206
"new.row.10355","29740",1974,287985
"new.row.10356","29740",1975,295612
"new.row.10357","29740",1976,340040
"new.row.10358","29740",1977,384239
"new.row.10359","29740",1978,440347
"new.row.10360","29740",1979,470976
"new.row.10361","29740",1980,510397
"new.row.10362","29740",1981,581231
"new.row.10363","29740",1982,629733
"new.row.10364","29740",1983,720773
"new.row.10365","29740",1984,782924
"new.row.10366","29740",1985,848973
"new.row.10367","29740",1986,915385
"new.row.10368","29740",1987,969313
"new.row.10369","29740",1988,1013912
"new.row.10370","29740",1989,1116850
"new.row.10371","29740",1990,1204081
"new.row.10372","29740",1991,1278706
"new.row.10373","29740",1992,1406626
"new.row.10374","29740",1993,1474342
"new.row.10375","29740",1994,1495361
"new.row.10376","29740",1995,1615926
"new.row.10377","29740",1996,1650088
"new.row.10378","29740",1997,1741171
"new.row.10379","29740",1998,1897261
"new.row.10380","29740",1999,1984799
"new.row.10381","29740",2000,2117122
"new.row.10382","29740",2001,2322041
"new.row.10383","29740",2002,2524526
"new.row.10384","29740",2003,2657141
"new.row.10385","29740",2004,2833924
"new.row.10386","29740",2005,3072937
"new.row.10387","29740",2006,3225082
"new.row.10388","29740",2007,3432563
"new.row.10389","29740",2008,3580535
"new.row.10390","29740",2009,3663294
"new.row.10391","29740",2010,3867438
"new.row.10392","29740",2011,3931621
"new.row.10393","29740",2012,3970474
"new.row.10394","29740",2013,4045294
"new.row.10395","42140",1969,127161
"new.row.10396","42140",1970,141579
"new.row.10397","42140",1971,159965
"new.row.10398","42140",1972,183840
"new.row.10399","42140",1973,209850
"new.row.10400","42140",1974,238040
"new.row.10401","42140",1975,263322
"new.row.10402","42140",1976,297936
"new.row.10403","42140",1977,341314
"new.row.10404","42140",1978,397493
"new.row.10405","42140",1979,436605
"new.row.10406","42140",1980,481470
"new.row.10407","42140",1981,534757
"new.row.10408","42140",1982,585845
"new.row.10409","42140",1983,657615
"new.row.10410","42140",1984,734077
"new.row.10411","42140",1985,801755
"new.row.10412","42140",1986,890246
"new.row.10413","42140",1987,930444
"new.row.10414","42140",1988,999579
"new.row.10415","42140",1989,1099650
"new.row.10416","42140",1990,1211695
"new.row.10417","42140",1991,1355216
"new.row.10418","42140",1992,1488766
"new.row.10419","42140",1993,1660091
"new.row.10420","42140",1994,1772519
"new.row.10421","42140",1995,1918730
"new.row.10422","42140",1996,1958438
"new.row.10423","42140",1997,2094159
"new.row.10424","42140",1998,2269514
"new.row.10425","42140",1999,2361717
"new.row.10426","42140",2000,2667078
"new.row.10427","42140",2001,2966940
"new.row.10428","42140",2002,3292385
"new.row.10429","42140",2003,3288407
"new.row.10430","42140",2004,3424504
"new.row.10431","42140",2005,3600877
"new.row.10432","42140",2006,3850535
"new.row.10433","42140",2007,4019871
"new.row.10434","42140",2008,4066185
"new.row.10435","42140",2009,3772582
"new.row.10436","42140",2010,3779909
"new.row.10437","42140",2011,3821246
"new.row.10438","42140",2012,3864964
"new.row.10439","42140",2013,3960313
"new.row.10440","10580",1969,2585848
"new.row.10441","10580",1970,2843539
"new.row.10442","10580",1971,3144352
"new.row.10443","10580",1972,3380084
"new.row.10444","10580",1973,3637655
"new.row.10445","10580",1974,3887490
"new.row.10446","10580",1975,4052989
"new.row.10447","10580",1976,4348327
"new.row.10448","10580",1977,4692876
"new.row.10449","10580",1978,5217953
"new.row.10450","10580",1979,5729277
"new.row.10451","10580",1980,6192509
"new.row.10452","10580",1981,6696384
"new.row.10453","10580",1982,7175222
"new.row.10454","10580",1983,7696143
"new.row.10455","10580",1984,8602354
"new.row.10456","10580",1985,9347836
"new.row.10457","10580",1986,10145409
"new.row.10458","10580",1987,10890499
"new.row.10459","10580",1988,11936602
"new.row.10460","10580",1989,12912238
"new.row.10461","10580",1990,13701031
"new.row.10462","10580",1991,14052821
"new.row.10463","10580",1992,14923015
"new.row.10464","10580",1993,15450071
"new.row.10465","10580",1994,15961087
"new.row.10466","10580",1995,16175782
"new.row.10467","10580",1996,16663498
"new.row.10468","10580",1997,17631389
"new.row.10469","10580",1998,18410353
"new.row.10470","10580",1999,19561364
"new.row.10471","10580",2000,21173952
"new.row.10472","10580",2001,22413729
"new.row.10473","10580",2002,22808280
"new.row.10474","10580",2003,23770623
"new.row.10475","10580",2004,24766507
"new.row.10476","10580",2005,25433686
"new.row.10477","10580",2006,26630213
"new.row.10478","10580",2007,27370842
"new.row.10479","10580",2008,28619595
"new.row.10480","10580",2009,29300887
"new.row.10481","10580",2010,29726006
"new.row.10482","10580",2011,30415696
"new.row.10483","10580",2012,31334031
"new.row.10484","10580",2013,32502942
"new.row.10485","13780",1969,914203
"new.row.10486","13780",1970,961948
"new.row.10487","13780",1971,1010402
"new.row.10488","13780",1972,1069060
"new.row.10489","13780",1973,1152481
"new.row.10490","13780",1974,1224617
"new.row.10491","13780",1975,1305809
"new.row.10492","13780",1976,1404413
"new.row.10493","13780",1977,1541882
"new.row.10494","13780",1978,1716300
"new.row.10495","13780",1979,1885144
"new.row.10496","13780",1980,2035260
"new.row.10497","13780",1981,2223822
"new.row.10498","13780",1982,2414741
"new.row.10499","13780",1983,2565413
"new.row.10500","13780",1984,2868404
"new.row.10501","13780",1985,3078010
"new.row.10502","13780",1986,3191603
"new.row.10503","13780",1987,3397529
"new.row.10504","13780",1988,3609555
"new.row.10505","13780",1989,3771915
"new.row.10506","13780",1990,3861341
"new.row.10507","13780",1991,3978442
"new.row.10508","13780",1992,4092255
"new.row.10509","13780",1993,4090616
"new.row.10510","13780",1994,4069931
"new.row.10511","13780",1995,4096335
"new.row.10512","13780",1996,4189977
"new.row.10513","13780",1997,4343646
"new.row.10514","13780",1998,4402659
"new.row.10515","13780",1999,4667963
"new.row.10516","13780",2000,4981938
"new.row.10517","13780",2001,5057152
"new.row.10518","13780",2002,5058646
"new.row.10519","13780",2003,5037697
"new.row.10520","13780",2004,5197827
"new.row.10521","13780",2005,5391549
"new.row.10522","13780",2006,5711895
"new.row.10523","13780",2007,5949890
"new.row.10524","13780",2008,6214582
"new.row.10525","13780",2009,6167327
"new.row.10526","13780",2010,6181433
"new.row.10527","13780",2011,6245260
"new.row.10528","13780",2012,6295379
"new.row.10529","13780",2013,6297584
"new.row.10530","15380",1969,4574457
"new.row.10531","15380",1970,4774165
"new.row.10532","15380",1971,5097010
"new.row.10533","15380",1972,5408710
"new.row.10534","15380",1973,5933498
"new.row.10535","15380",1974,6298037
"new.row.10536","15380",1975,6527446
"new.row.10537","15380",1976,7083591
"new.row.10538","15380",1977,7756353
"new.row.10539","15380",1978,8454785
"new.row.10540","15380",1979,9278573
"new.row.10541","15380",1980,9668529
"new.row.10542","15380",1981,10342382
"new.row.10543","15380",1982,10408179
"new.row.10544","15380",1983,10770646
"new.row.10545","15380",1984,11836454
"new.row.10546","15380",1985,12674445
"new.row.10547","15380",1986,13412319
"new.row.10548","15380",1987,14114177
"new.row.10549","15380",1988,15336223
"new.row.10550","15380",1989,16265481
"new.row.10551","15380",1990,17155832
"new.row.10552","15380",1991,17461129
"new.row.10553","15380",1992,18408310
"new.row.10554","15380",1993,18757919
"new.row.10555","15380",1994,19427323
"new.row.10556","15380",1995,20040294
"new.row.10557","15380",1996,20589996
"new.row.10558","15380",1997,21361714
"new.row.10559","15380",1998,21981968
"new.row.10560","15380",1999,23165414
"new.row.10561","15380",2000,24303559
"new.row.10562","15380",2001,24467139
"new.row.10563","15380",2002,24979665
"new.row.10564","15380",2003,25812351
"new.row.10565","15380",2004,27111781
"new.row.10566","15380",2005,27444831
"new.row.10567","15380",2006,28636378
"new.row.10568","15380",2007,29571068
"new.row.10569","15380",2008,30556963
"new.row.10570","15380",2009,30556679
"new.row.10571","15380",2010,31471430
"new.row.10572","15380",2011,32852597
"new.row.10573","15380",2012,33775284
"new.row.10574","15380",2013,34449421
"new.row.10575","21300",1969,319472
"new.row.10576","21300",1970,339325
"new.row.10577","21300",1971,351688
"new.row.10578","21300",1972,379397
"new.row.10579","21300",1973,418508
"new.row.10580","21300",1974,435773
"new.row.10581","21300",1975,445833
"new.row.10582","21300",1976,485003
"new.row.10583","21300",1977,505416
"new.row.10584","21300",1978,551560
"new.row.10585","21300",1979,591789
"new.row.10586","21300",1980,644689
"new.row.10587","21300",1981,693194
"new.row.10588","21300",1982,688404
"new.row.10589","21300",1983,710323
"new.row.10590","21300",1984,771192
"new.row.10591","21300",1985,784109
"new.row.10592","21300",1986,827288
"new.row.10593","21300",1987,921046
"new.row.10594","21300",1988,1007567
"new.row.10595","21300",1989,1101018
"new.row.10596","21300",1990,1153619
"new.row.10597","21300",1991,1183520
"new.row.10598","21300",1992,1230941
"new.row.10599","21300",1993,1257946
"new.row.10600","21300",1994,1313024
"new.row.10601","21300",1995,1362714
"new.row.10602","21300",1996,1412659
"new.row.10603","21300",1997,1480135
"new.row.10604","21300",1998,1546814
"new.row.10605","21300",1999,1608469
"new.row.10606","21300",2000,1653782
"new.row.10607","21300",2001,1680473
"new.row.10608","21300",2002,1664404
"new.row.10609","21300",2003,1702684
"new.row.10610","21300",2004,1754419
"new.row.10611","21300",2005,1858058
"new.row.10612","21300",2006,1932894
"new.row.10613","21300",2007,2008553
"new.row.10614","21300",2008,2130980
"new.row.10615","21300",2009,2081947
"new.row.10616","21300",2010,2220089
"new.row.10617","21300",2011,2310561
"new.row.10618","21300",2012,2362865
"new.row.10619","21300",2013,2366685
"new.row.10620","24020",1969,281416
"new.row.10621","24020",1970,307536
"new.row.10622","24020",1971,325467
"new.row.10623","24020",1972,348020
"new.row.10624","24020",1973,379017
"new.row.10625","24020",1974,404973
"new.row.10626","24020",1975,415410
"new.row.10627","24020",1976,462769
"new.row.10628","24020",1977,500892
"new.row.10629","24020",1978,565053
"new.row.10630","24020",1979,623661
"new.row.10631","24020",1980,672169
"new.row.10632","24020",1981,722840
"new.row.10633","24020",1982,763376
"new.row.10634","24020",1983,812921
"new.row.10635","24020",1984,922397
"new.row.10636","24020",1985,982588
"new.row.10637","24020",1986,1090076
"new.row.10638","24020",1987,1203547
"new.row.10639","24020",1988,1334129
"new.row.10640","24020",1989,1393859
"new.row.10641","24020",1990,1443712
"new.row.10642","24020",1991,1466423
"new.row.10643","24020",1992,1577741
"new.row.10644","24020",1993,1615904
"new.row.10645","24020",1994,1676858
"new.row.10646","24020",1995,1733840
"new.row.10647","24020",1996,1783604
"new.row.10648","24020",1997,1854365
"new.row.10649","24020",1998,1905600
"new.row.10650","24020",1999,1964438
"new.row.10651","24020",2000,2115513
"new.row.10652","24020",2001,2100505
"new.row.10653","24020",2002,2151967
"new.row.10654","24020",2003,2272871
"new.row.10655","24020",2004,2434839
"new.row.10656","24020",2005,2555382
"new.row.10657","24020",2006,2650101
"new.row.10658","24020",2007,2719102
"new.row.10659","24020",2008,2854253
"new.row.10660","24020",2009,2858032
"new.row.10661","24020",2010,2940970
"new.row.10662","24020",2011,3036074
"new.row.10663","24020",2012,3150182
"new.row.10664","24020",2013,3180271
"new.row.10665","27060",1969,222531
"new.row.10666","27060",1970,241385
"new.row.10667","27060",1971,256783
"new.row.10668","27060",1972,283667
"new.row.10669","27060",1973,324579
"new.row.10670","27060",1974,360737
"new.row.10671","27060",1975,372018
"new.row.10672","27060",1976,392494
"new.row.10673","27060",1977,398268
"new.row.10674","27060",1978,442811
"new.row.10675","27060",1979,487184
"new.row.10676","27060",1980,550942
"new.row.10677","27060",1981,627608
"new.row.10678","27060",1982,705686
"new.row.10679","27060",1983,804620
"new.row.10680","27060",1984,911965
"new.row.10681","27060",1985,987790
"new.row.10682","27060",1986,1061896
"new.row.10683","27060",1987,1147238
"new.row.10684","27060",1988,1239430
"new.row.10685","27060",1989,1363123
"new.row.10686","27060",1990,1413416
"new.row.10687","27060",1991,1453609
"new.row.10688","27060",1992,1516151
"new.row.10689","27060",1993,1538956
"new.row.10690","27060",1994,1613388
"new.row.10691","27060",1995,1663165
"new.row.10692","27060",1996,1664525
"new.row.10693","27060",1997,1752063
"new.row.10694","27060",1998,1806274
"new.row.10695","27060",1999,1983363
"new.row.10696","27060",2000,2067898
"new.row.10697","27060",2001,2151388
"new.row.10698","27060",2002,2244763
"new.row.10699","27060",2003,2414690
"new.row.10700","27060",2004,2521588
"new.row.10701","27060",2005,2578104
"new.row.10702","27060",2006,2702943
"new.row.10703","27060",2007,2811550
"new.row.10704","27060",2008,3016646
"new.row.10705","27060",2009,3065497
"new.row.10706","27060",2010,3099178
"new.row.10707","27060",2011,3180805
"new.row.10708","27060",2012,3305125
"new.row.10709","27060",2013,3342660
"new.row.10710","28740",1969,389176
"new.row.10711","28740",1970,418214
"new.row.10712","28740",1971,444278
"new.row.10713","28740",1972,471480
"new.row.10714","28740",1973,524895
"new.row.10715","28740",1974,556356
"new.row.10716","28740",1975,578419
"new.row.10717","28740",1976,605979
"new.row.10718","28740",1977,647675
"new.row.10719","28740",1978,723612
"new.row.10720","28740",1979,810882
"new.row.10721","28740",1980,872389
"new.row.10722","28740",1981,938273
"new.row.10723","28740",1982,1060034
"new.row.10724","28740",1983,1201795
"new.row.10725","28740",1984,1376042
"new.row.10726","28740",1985,1482322
"new.row.10727","28740",1986,1642110
"new.row.10728","28740",1987,1722785
"new.row.10729","28740",1988,1817359
"new.row.10730","28740",1989,1927927
"new.row.10731","28740",1990,2000016
"new.row.10732","28740",1991,2124969
"new.row.10733","28740",1992,2216849
"new.row.10734","28740",1993,2097925
"new.row.10735","28740",1994,2029206
"new.row.10736","28740",1995,1968437
"new.row.10737","28740",1996,1964994
"new.row.10738","28740",1997,2074306
"new.row.10739","28740",1998,2216633
"new.row.10740","28740",1999,2379479
"new.row.10741","28740",2000,2520538
"new.row.10742","28740",2001,2584618
"new.row.10743","28740",2002,2646504
"new.row.10744","28740",2003,2771663
"new.row.10745","28740",2004,2878558
"new.row.10746","28740",2005,2989728
"new.row.10747","28740",2006,3291706
"new.row.10748","28740",2007,3405189
"new.row.10749","28740",2008,3496856
"new.row.10750","28740",2009,3471183
"new.row.10751","28740",2010,3565212
"new.row.10752","28740",2011,3592595
"new.row.10753","28740",2012,3657185
"new.row.10754","28740",2013,3711789
"new.row.10755","40380",1969,3701432
"new.row.10756","40380",1970,3855820
"new.row.10757","40380",1971,4093644
"new.row.10758","40380",1972,4433744
"new.row.10759","40380",1973,4892459
"new.row.10760","40380",1974,5328037
"new.row.10761","40380",1975,5573950
"new.row.10762","40380",1976,5975609
"new.row.10763","40380",1977,6508403
"new.row.10764","40380",1978,7137405
"new.row.10765","40380",1979,7953803
"new.row.10766","40380",1980,8747890
"new.row.10767","40380",1981,9666942
"new.row.10768","40380",1982,10384191
"new.row.10769","40380",1983,10697912
"new.row.10770","40380",1984,11693343
"new.row.10771","40380",1985,12702448
"new.row.10772","40380",1986,13399659
"new.row.10773","40380",1987,13991893
"new.row.10774","40380",1988,15304091
"new.row.10775","40380",1989,16401096
"new.row.10776","40380",1990,16998376
"new.row.10777","40380",1991,17712955
"new.row.10778","40380",1992,18621511
"new.row.10779","40380",1993,19146836
"new.row.10780","40380",1994,19612075
"new.row.10781","40380",1995,20368493
"new.row.10782","40380",1996,20940630
"new.row.10783","40380",1997,21792545
"new.row.10784","40380",1998,22538146
"new.row.10785","40380",1999,23550822
"new.row.10786","40380",2000,24502751
"new.row.10787","40380",2001,25266103
"new.row.10788","40380",2002,25292098
"new.row.10789","40380",2003,26085936
"new.row.10790","40380",2004,27168862
"new.row.10791","40380",2005,27936102
"new.row.10792","40380",2006,28875269
"new.row.10793","40380",2007,29794763
"new.row.10794","40380",2008,30800762
"new.row.10795","40380",2009,30523005
"new.row.10796","40380",2010,31315315
"new.row.10797","40380",2011,32487765
"new.row.10798","40380",2012,33491148
"new.row.10799","40380",2013,34238573
"new.row.10800","45060",1969,2060773
"new.row.10801","45060",1970,2171462
"new.row.10802","45060",1971,2344427
"new.row.10803","45060",1972,2548761
"new.row.10804","45060",1973,2789227
"new.row.10805","45060",1974,3023023
"new.row.10806","45060",1975,3072071
"new.row.10807","45060",1976,3343136
"new.row.10808","45060",1977,3718213
"new.row.10809","45060",1978,4109623
"new.row.10810","45060",1979,4626245
"new.row.10811","45060",1980,5016225
"new.row.10812","45060",1981,5424976
"new.row.10813","45060",1982,5835338
"new.row.10814","45060",1983,6354012
"new.row.10815","45060",1984,7162518
"new.row.10816","45060",1985,7730493
"new.row.10817","45060",1986,8147104
"new.row.10818","45060",1987,8420800
"new.row.10819","45060",1988,9102385
"new.row.10820","45060",1989,9850793
"new.row.10821","45060",1990,10412996
"new.row.10822","45060",1991,10508733
"new.row.10823","45060",1992,11130201
"new.row.10824","45060",1993,11313149
"new.row.10825","45060",1994,11531514
"new.row.10826","45060",1995,11719927
"new.row.10827","45060",1996,11900612
"new.row.10828","45060",1997,12350143
"new.row.10829","45060",1998,12792790
"new.row.10830","45060",1999,13503215
"new.row.10831","45060",2000,14088537
"new.row.10832","45060",2001,14334367
"new.row.10833","45060",2002,14768674
"new.row.10834","45060",2003,15223873
"new.row.10835","45060",2004,15865907
"new.row.10836","45060",2005,16357424
"new.row.10837","45060",2006,17061371
