"","msa.fips","year","nonfarm.personal.income"
"new.row.7842","25180",1979,1327939
"new.row.7843","25180",1980,1438079
"new.row.7844","25180",1981,1577023
"new.row.7845","25180",1982,1680090
"new.row.7846","25180",1983,1769293
"new.row.7847","25180",1984,1972637
"new.row.7848","25180",1985,2103722
"new.row.7849","25180",1986,2233939
"new.row.7850","25180",1987,2405570
"new.row.7851","25180",1988,2597721
"new.row.7852","25180",1989,2830943
"new.row.7853","25180",1990,2954334
"new.row.7854","25180",1991,3047685
"new.row.7855","25180",1992,3201158
"new.row.7856","25180",1993,3343813
"new.row.7857","25180",1994,3566760
"new.row.7858","25180",1995,3733361
"new.row.7859","25180",1996,3961869
"new.row.7860","25180",1997,4320522
"new.row.7861","25180",1998,4496825
"new.row.7862","25180",1999,4691590
"new.row.7863","25180",2000,5121024
"new.row.7864","25180",2001,5484288
"new.row.7865","25180",2002,5765946
"new.row.7866","25180",2003,6061740
"new.row.7867","25180",2004,6490252
"new.row.7868","25180",2005,6923047
"new.row.7869","25180",2006,7495699
"new.row.7870","25180",2007,7906511
"new.row.7871","25180",2008,8243298
"new.row.7872","25180",2009,8300312
"new.row.7873","25180",2010,8518910
"new.row.7874","25180",2011,9003958
"new.row.7875","25180",2012,9237934
"new.row.7876","12700",1969,419607
"new.row.7877","12700",1970,470321
"new.row.7878","12700",1971,541979
"new.row.7879","12700",1972,619276
"new.row.7880","12700",1973,690130
"new.row.7881","12700",1974,761153
"new.row.7882","12700",1975,860874
"new.row.7883","12700",1976,973465
"new.row.7884","12700",1977,1100632
"new.row.7885","12700",1978,1249618
"new.row.7886","12700",1979,1431443
"new.row.7887","12700",1980,1656218
"new.row.7888","12700",1981,1887649
"new.row.7889","12700",1982,2113351
"new.row.7890","12700",1983,2334203
"new.row.7891","12700",1984,2683999
"new.row.7892","12700",1985,2974812
"new.row.7893","12700",1986,3273106
"new.row.7894","12700",1987,3637601
"new.row.7895","12700",1988,3954511
"new.row.7896","12700",1989,4042271
"new.row.7897","12700",1990,4334800
"new.row.7898","12700",1991,4407091
"new.row.7899","12700",1992,4737665
"new.row.7900","12700",1993,5089084
"new.row.7901","12700",1994,5414021
"new.row.7902","12700",1995,5794017
"new.row.7903","12700",1996,6240209
"new.row.7904","12700",1997,6650223
"new.row.7905","12700",1998,7258376
"new.row.7906","12700",1999,7839758
"new.row.7907","12700",2000,8316873
"new.row.7908","12700",2001,8928723
"new.row.7909","12700",2002,8987471
"new.row.7910","12700",2003,9340804
"new.row.7911","12700",2004,10016267
"new.row.7912","12700",2005,10149045
"new.row.7913","12700",2006,10795232
"new.row.7914","12700",2007,11224838
"new.row.7915","12700",2008,11489508
"new.row.7916","12700",2009,11189872
"new.row.7917","12700",2010,11577078
"new.row.7918","12700",2011,12467489
"new.row.7919","12700",2012,12970412
"new.row.7920","14460",1969,17351736
"new.row.7921","14460",1970,18805558
"new.row.7922","14460",1971,20093567
"new.row.7923","14460",1972,21665426
"new.row.7924","14460",1973,23396985
"new.row.7925","14460",1974,25260139
"new.row.7926","14460",1975,27053520
"new.row.7927","14460",1976,29024571
"new.row.7928","14460",1977,31613522
"new.row.7929","14460",1978,34917639
"new.row.7930","14460",1979,38861419
"new.row.7931","14460",1980,43895831
"new.row.7932","14460",1981,49181890
"new.row.7933","14460",1982,54185242
"new.row.7934","14460",1983,59196295
"new.row.7935","14460",1984,66987296
"new.row.7936","14460",1985,72803812
"new.row.7937","14460",1986,78610063
"new.row.7938","14460",1987,85241079
"new.row.7939","14460",1988,94108526
"new.row.7940","14460",1989,99085797
"new.row.7941","14460",1990,101988325
"new.row.7942","14460",1991,103593379
"new.row.7943","14460",1992,109500170
"new.row.7944","14460",1993,113904976
"new.row.7945","14460",1994,119527226
"new.row.7946","14460",1995,126942764
"new.row.7947","14460",1996,135362548
"new.row.7948","14460",1997,144052299
"new.row.7949","14460",1998,154008397
"new.row.7950","14460",1999,164778403
"new.row.7951","14460",2000,185164998
"new.row.7952","14460",2001,192054185
"new.row.7953","14460",2002,191277227
"new.row.7954","14460",2003,195081241
"new.row.7955","14460",2004,204972133
"new.row.7956","14460",2005,214562491
"new.row.7957","14460",2006,231638733
"new.row.7958","14460",2007,243280607
"new.row.7959","14460",2008,250493474
"new.row.7960","14460",2009,245575480
"new.row.7961","14460",2010,253589669
"new.row.7962","14460",2011,269484397
"new.row.7963","14460",2012,280156619
"new.row.7964","38340",1969,577210
"new.row.7965","38340",1970,616689
"new.row.7966","38340",1971,657656
"new.row.7967","38340",1972,707099
"new.row.7968","38340",1973,778426
"new.row.7969","38340",1974,846385
"new.row.7970","38340",1975,908605
"new.row.7971","38340",1976,958851
"new.row.7972","38340",1977,1019621
"new.row.7973","38340",1978,1120340
"new.row.7974","38340",1979,1235864
"new.row.7975","38340",1980,1377379
"new.row.7976","38340",1981,1519897
"new.row.7977","38340",1982,1648955
"new.row.7978","38340",1983,1759256
"new.row.7979","38340",1984,1948516
"new.row.7980","38340",1985,2070676
"new.row.7981","38340",1986,2211139
"new.row.7982","38340",1987,2334429
"new.row.7983","38340",1988,2516094
"new.row.7984","38340",1989,2691373
"new.row.7985","38340",1990,2772685
"new.row.7986","38340",1991,2981953
"new.row.7987","38340",1992,2884593
"new.row.7988","38340",1993,2970200
"new.row.7989","38340",1994,3067263
"new.row.7990","38340",1995,3197276
"new.row.7991","38340",1996,3388850
"new.row.7992","38340",1997,3568400
"new.row.7993","38340",1998,3747221
"new.row.7994","38340",1999,3904822
"new.row.7995","38340",2000,4185425
"new.row.7996","38340",2001,4373269
"new.row.7997","38340",2002,4455131
"new.row.7998","38340",2003,4507240
"new.row.7999","38340",2004,4791433
"new.row.8000","38340",2005,4948178
"new.row.8001","38340",2006,5215321
"new.row.8002","38340",2007,5457502
"new.row.8003","38340",2008,5638729
"new.row.8004","38340",2009,5502199
"new.row.8005","38340",2010,5616092
"new.row.8006","38340",2011,5931872
"new.row.8007","38340",2012,6103968
"new.row.8008","39300",1969,5324521
"new.row.8009","39300",1970,5797318
"new.row.8010","39300",1971,6183777
"new.row.8011","39300",1972,6750609
"new.row.8012","39300",1973,7255732
"new.row.8013","39300",1974,7675532
"new.row.8014","39300",1975,8321946
"new.row.8015","39300",1976,9120108
"new.row.8016","39300",1977,10000602
"new.row.8017","39300",1978,11016494
"new.row.8018","39300",1979,12255418
"new.row.8019","39300",1980,13717803
"new.row.8020","39300",1981,15191623
"new.row.8021","39300",1982,16364613
"new.row.8022","39300",1983,17684254
"new.row.8023","39300",1984,19552850
"new.row.8024","39300",1985,21050431
"new.row.8025","39300",1986,22608571
"new.row.8026","39300",1987,24258426
"new.row.8027","39300",1988,26674168
"new.row.8028","39300",1989,28793762
"new.row.8029","39300",1990,29614298
"new.row.8030","39300",1991,29885281
"new.row.8031","39300",1992,31333914
"new.row.8032","39300",1993,32665761
"new.row.8033","39300",1994,33877503
"new.row.8034","39300",1995,35658640
"new.row.8035","39300",1996,37066597
"new.row.8036","39300",1997,39291997
"new.row.8037","39300",1998,41739013
"new.row.8038","39300",1999,43787125
"new.row.8039","39300",2000,47230232
"new.row.8040","39300",2001,49924940
"new.row.8041","39300",2002,51807191
"new.row.8042","39300",2003,54065500
"new.row.8043","39300",2004,56489492
"new.row.8044","39300",2005,58050893
"new.row.8045","39300",2006,61574800
"new.row.8046","39300",2007,64419476
"new.row.8047","39300",2008,66280302
"new.row.8048","39300",2009,65406337
"new.row.8049","39300",2010,67663075
"new.row.8050","39300",2011,70537887
"new.row.8051","39300",2012,72668585
"new.row.8052","44140",1969,2231875
"new.row.8053","44140",1970,2369035
"new.row.8054","44140",1971,2514594
"new.row.8055","44140",1972,2711859
"new.row.8056","44140",1973,2956174
"new.row.8057","44140",1974,3174558
"new.row.8058","44140",1975,3473019
"new.row.8059","44140",1976,3688206
"new.row.8060","44140",1977,4031592
"new.row.8061","44140",1978,4456309
"new.row.8062","44140",1979,4971666
"new.row.8063","44140",1980,5556792
"new.row.8064","44140",1981,6099017
"new.row.8065","44140",1982,6605962
"new.row.8066","44140",1983,7060563
"new.row.8067","44140",1984,7812376
"new.row.8068","44140",1985,8362828
"new.row.8069","44140",1986,8951354
"new.row.8070","44140",1987,9718486
"new.row.8071","44140",1988,10593980
"new.row.8072","44140",1989,11451785
"new.row.8073","44140",1990,11586585
"new.row.8074","44140",1991,11818311
"new.row.8075","44140",1992,12181163
"new.row.8076","44140",1993,12505906
"new.row.8077","44140",1994,13048094
"new.row.8078","44140",1995,13617938
"new.row.8079","44140",1996,14203436
"new.row.8080","44140",1997,14897022
"new.row.8081","44140",1998,15448521
"new.row.8082","44140",1999,16051294
"new.row.8083","44140",2000,17183618
"new.row.8084","44140",2001,17898553
"new.row.8085","44140",2002,18398403
"new.row.8086","44140",2003,19041820
"new.row.8087","44140",2004,19749864
"new.row.8088","44140",2005,20640755
"new.row.8089","44140",2006,21838384
"new.row.8090","44140",2007,22963269
"new.row.8091","44140",2008,23822737
"new.row.8092","44140",2009,23898905
"new.row.8093","44140",2010,24326235
"new.row.8094","44140",2011,25524069
"new.row.8095","44140",2012,26463600
"new.row.8096","11460",1969,1039594
"new.row.8097","11460",1970,1080625
"new.row.8098","11460",1971,1196244
"new.row.8099","11460",1972,1327397
"new.row.8100","11460",1973,1488891
"new.row.8101","11460",1974,1612375
"new.row.8102","11460",1975,1769689
"new.row.8103","11460",1976,2002257
"new.row.8104","11460",1977,2257513
"new.row.8105","11460",1978,2576770
"new.row.8106","11460",1979,2861568
"new.row.8107","11460",1980,3145320
"new.row.8108","11460",1981,3381874
"new.row.8109","11460",1982,3574222
"new.row.8110","11460",1983,3851865
"new.row.8111","11460",1984,4233251
"new.row.8112","11460",1985,4610300
"new.row.8113","11460",1986,4934237
"new.row.8114","11460",1987,5193837
"new.row.8115","11460",1988,5683630
"new.row.8116","11460",1989,6179620
"new.row.8117","11460",1990,6567339
"new.row.8118","11460",1991,6640541
"new.row.8119","11460",1992,7108437
"new.row.8120","11460",1993,7516476
"new.row.8121","11460",1994,8052356
"new.row.8122","11460",1995,8601910
"new.row.8123","11460",1996,9010496
"new.row.8124","11460",1997,9507251
"new.row.8125","11460",1998,10091241
"new.row.8126","11460",1999,10777903
"new.row.8127","11460",2000,11579751
"new.row.8128","11460",2001,11847635
"new.row.8129","11460",2002,12118949
"new.row.8130","11460",2003,12597408
"new.row.8131","11460",2004,13154112
"new.row.8132","11460",2005,13172247
"new.row.8133","11460",2006,13624345
"new.row.8134","11460",2007,13838776
"new.row.8135","11460",2008,13986838
"new.row.8136","11460",2009,13345070
"new.row.8137","11460",2010,13783568
"new.row.8138","11460",2011,14353036
"new.row.8139","11460",2012,15146403
"new.row.8140","12980",1969,548877
"new.row.8141","12980",1970,567393
"new.row.8142","12980",1971,619940
"new.row.8143","12980",1972,679775
"new.row.8144","12980",1973,742073
"new.row.8145","12980",1974,795231
"new.row.8146","12980",1975,878021
"new.row.8147","12980",1976,965717
"new.row.8148","12980",1977,1047792
"new.row.8149","12980",1978,1151885
"new.row.8150","12980",1979,1251162
"new.row.8151","12980",1980,1330397
"new.row.8152","12980",1981,1436748
"new.row.8153","12980",1982,1504402
"new.row.8154","12980",1983,1545668
"new.row.8155","12980",1984,1621121
"new.row.8156","12980",1985,1737481
"new.row.8157","12980",1986,1830142
"new.row.8158","12980",1987,1959972
"new.row.8159","12980",1988,2046950
"new.row.8160","12980",1989,2185370
"new.row.8161","12980",1990,2298798
"new.row.8162","12980",1991,2415162
"new.row.8163","12980",1992,2570944
"new.row.8164","12980",1993,2660972
"new.row.8165","12980",1994,2824080
"new.row.8166","12980",1995,2922327
"new.row.8167","12980",1996,3027794
"new.row.8168","12980",1997,3235798
"new.row.8169","12980",1998,3338690
"new.row.8170","12980",1999,3397431
"new.row.8171","12980",2000,3465322
"new.row.8172","12980",2001,3555450
"new.row.8173","12980",2002,3677014
"new.row.8174","12980",2003,3765943
"new.row.8175","12980",2004,3897043
"new.row.8176","12980",2005,4000573
"new.row.8177","12980",2006,4092004
"new.row.8178","12980",2007,4238936
"new.row.8179","12980",2008,4450331
"new.row.8180","12980",2009,4384485
"new.row.8181","12980",2010,4506622
"new.row.8182","12980",2011,4597701
"new.row.8183","12980",2012,4791904
"new.row.8184","13020",1969,406512
"new.row.8185","13020",1970,413507
"new.row.8186","13020",1971,457848
"new.row.8187","13020",1972,491950
"new.row.8188","13020",1973,547249
"new.row.8189","13020",1974,594515
"new.row.8190","13020",1975,647969
"new.row.8191","13020",1976,739692
"new.row.8192","13020",1977,846645
"new.row.8193","13020",1978,930582
"new.row.8194","13020",1979,1014620
"new.row.8195","13020",1980,1101810
"new.row.8196","13020",1981,1210064
"new.row.8197","13020",1982,1248296
"new.row.8198","13020",1983,1311431
"new.row.8199","13020",1984,1405535
"new.row.8200","13020",1985,1475492
"new.row.8201","13020",1986,1553811
"new.row.8202","13020",1987,1603247
"new.row.8203","13020",1988,1700719
"new.row.8204","13020",1989,1774118
"new.row.8205","13020",1990,1891301
"new.row.8206","13020",1991,1954966
"new.row.8207","13020",1992,2073852
"new.row.8208","13020",1993,2166310
"new.row.8209","13020",1994,2295777
"new.row.8210","13020",1995,2367267
"new.row.8211","13020",1996,2476168
"new.row.8212","13020",1997,2596583
"new.row.8213","13020",1998,2670818
"new.row.8214","13020",1999,2773990
"new.row.8215","13020",2000,2932728
"new.row.8216","13020",2001,2942390
"new.row.8217","13020",2002,2929008
"new.row.8218","13020",2003,3014305
"new.row.8219","13020",2004,3085801
"new.row.8220","13020",2005,3117128
"new.row.8221","13020",2006,3215124
"new.row.8222","13020",2007,3318495
"new.row.8223","13020",2008,3455199
"new.row.8224","13020",2009,3421943
"new.row.8225","13020",2010,3499288
"new.row.8226","13020",2011,3607334
"new.row.8227","13020",2012,3663393
"new.row.8228","19820",1969,19775499
"new.row.8229","19820",1970,20340558
"new.row.8230","19820",1971,21914240
"new.row.8231","19820",1972,24274560
"new.row.8232","19820",1973,27056747
"new.row.8233","19820",1974,28669635
"new.row.8234","19820",1975,30061627
"new.row.8235","19820",1976,33535861
"new.row.8236","19820",1977,37770706
"new.row.8237","19820",1978,42116231
"new.row.8238","19820",1979,45847785
"new.row.8239","19820",1980,48540419
"new.row.8240","19820",1981,51107363
"new.row.8241","19820",1982,52487648
"new.row.8242","19820",1983,55660271
"new.row.8243","19820",1984,61952707
"new.row.8244","19820",1985,68064566
"new.row.8245","19820",1986,72677439
"new.row.8246","19820",1987,75155338
"new.row.8247","19820",1988,80545530
"new.row.8248","19820",1989,86451406
"new.row.8249","19820",1990,90062340
"new.row.8250","19820",1991,90530179
"new.row.8251","19820",1992,95718208
"new.row.8252","19820",1993,100933287
"new.row.8253","19820",1994,108504058
"new.row.8254","19820",1995,115067880
"new.row.8255","19820",1996,121228444
"new.row.8256","19820",1997,127535890
"new.row.8257","19820",1998,135884294
"new.row.8258","19820",1999,142113535
"new.row.8259","19820",2000,152570623
"new.row.8260","19820",2001,153571462
"new.row.8261","19820",2002,153587116
"new.row.8262","19820",2003,157442552
"new.row.8263","19820",2004,161198755
"new.row.8264","19820",2005,165795567
"new.row.8265","19820",2006,168535168
"new.row.8266","19820",2007,172520095
"new.row.8267","19820",2008,172363985
"new.row.8268","19820",2009,161848961
"new.row.8269","19820",2010,164607492
"new.row.8270","19820",2011,174708444
"new.row.8271","19820",2012,181275901
"new.row.8272","22420",1969,1807145
"new.row.8273","22420",1970,1758884
"new.row.8274","22420",1971,2037875
"new.row.8275","22420",1972,2216326
"new.row.8276","22420",1973,2432873
"new.row.8277","22420",1974,2453382
"new.row.8278","22420",1975,2670552
"new.row.8279","22420",1976,3180091
"new.row.8280","22420",1977,3666839
"new.row.8281","22420",1978,4019917
"new.row.8282","22420",1979,4387190
"new.row.8283","22420",1980,4615810
"new.row.8284","22420",1981,5032989
"new.row.8285","22420",1982,5000670
"new.row.8286","22420",1983,5439814
"new.row.8287","22420",1984,6058884
"new.row.8288","22420",1985,6584531
"new.row.8289","22420",1986,6915011
"new.row.8290","22420",1987,6618414
"new.row.8291","22420",1988,6845902
"new.row.8292","22420",1989,7174336
"new.row.8293","22420",1990,7512492
"new.row.8294","22420",1991,7873037
"new.row.8295","22420",1992,8136804
"new.row.8296","22420",1993,8503237
"new.row.8297","22420",1994,9383683
"new.row.8298","22420",1995,9886729
"new.row.8299","22420",1996,10327964
"new.row.8300","22420",1997,10507039
"new.row.8301","22420",1998,10816699
"new.row.8302","22420",1999,11134143
"new.row.8303","22420",2000,11665285
"new.row.8304","22420",2001,11543965
"new.row.8305","22420",2002,11687317
"new.row.8306","22420",2003,11987439
"new.row.8307","22420",2004,12131914
"new.row.8308","22420",2005,12121124
"new.row.8309","22420",2006,12474952
"new.row.8310","22420",2007,12667597
"new.row.8311","22420",2008,12666128
"new.row.8312","22420",2009,12448125
"new.row.8313","22420",2010,12766494
"new.row.8314","22420",2011,13246180
"new.row.8315","22420",2012,13552488
"new.row.8316","24340",1969,2252039
"new.row.8317","24340",1970,2372379
"new.row.8318","24340",1971,2569517
"new.row.8319","24340",1972,2857244
"new.row.8320","24340",1973,3185554
"new.row.8321","24340",1974,3487222
"new.row.8322","24340",1975,3777653
"new.row.8323","24340",1976,4227983
"new.row.8324","24340",1977,4762096
"new.row.8325","24340",1978,5434385
"new.row.8326","24340",1979,6091464
"new.row.8327","24340",1980,6649130
"new.row.8328","24340",1981,7291787
"new.row.8329","24340",1982,7700081
"new.row.8330","24340",1983,8324930
"new.row.8331","24340",1984,9323972
"new.row.8332","24340",1985,10083832
"new.row.8333","24340",1986,10807227
"new.row.8334","24340",1987,11610121
"new.row.8335","24340",1988,12596966
"new.row.8336","24340",1989,13655575
"new.row.8337","24340",1990,14648741
"new.row.8338","24340",1991,15252895
"new.row.8339","24340",1992,16572007
"new.row.8340","24340",1993,17278453
"new.row.8341","24340",1994,18838334
"new.row.8342","24340",1995,20064093
"new.row.8343","24340",1996,21316402
"new.row.8344","24340",1997,22649716
"new.row.8345","24340",1998,24194976
"new.row.8346","24340",1999,25258515
"new.row.8347","24340",2000,26970528
"new.row.8348","24340",2001,27125242
"new.row.8349","24340",2002,27350436
"new.row.8350","24340",2003,28112691
"new.row.8351","24340",2004,29584615
"new.row.8352","24340",2005,30807933
"new.row.8353","24340",2006,32202631
"new.row.8354","24340",2007,32716438
"new.row.8355","24340",2008,33374172
"new.row.8356","24340",2009,32212822
"new.row.8357","24340",2010,33370206
"new.row.8358","24340",2011,35387586
"new.row.8359","24340",2012,37238568
"new.row.8360","27100",1969,555421
"new.row.8361","27100",1970,575786
"new.row.8362","27100",1971,602388
"new.row.8363","27100",1972,676698
"new.row.8364","27100",1973,759363
"new.row.8365","27100",1974,820702
"new.row.8366","27100",1975,893083
"new.row.8367","27100",1976,968709
"new.row.8368","27100",1977,1078302
"new.row.8369","27100",1978,1218720
"new.row.8370","27100",1979,1338400
"new.row.8371","27100",1980,1427401
"new.row.8372","27100",1981,1537166
"new.row.8373","27100",1982,1574667
"new.row.8374","27100",1983,1641527
"new.row.8375","27100",1984,1744592
"new.row.8376","27100",1985,1819976
"new.row.8377","27100",1986,1924332
"new.row.8378","27100",1987,2063613
"new.row.8379","27100",1988,2173239
"new.row.8380","27100",1989,2348981
"new.row.8381","27100",1990,2432495
"new.row.8382","27100",1991,2484836
"new.row.8383","27100",1992,2634879
"new.row.8384","27100",1993,2791016
"new.row.8385","27100",1994,2966956
"new.row.8386","27100",1995,3146075
"new.row.8387","27100",1996,3291579
"new.row.8388","27100",1997,3472236
"new.row.8389","27100",1998,3608014
"new.row.8390","27100",1999,3842842
"new.row.8391","27100",2000,4047894
"new.row.8392","27100",2001,4077308
"new.row.8393","27100",2002,4143487
"new.row.8394","27100",2003,4213579
"new.row.8395","27100",2004,4345832
"new.row.8396","27100",2005,4461019
"new.row.8397","27100",2006,4553219
"new.row.8398","27100",2007,4711201
"new.row.8399","27100",2008,4791159
"new.row.8400","27100",2009,4711475
"new.row.8401","27100",2010,4834577
"new.row.8402","27100",2011,5066937
"new.row.8403","27100",2012,5225870
"new.row.8404","28020",1969,949867
"new.row.8405","28020",1970,1000167
"new.row.8406","28020",1971,1059691
"new.row.8407","28020",1972,1159979
"new.row.8408","28020",1973,1292051
"new.row.8409","28020",1974,1432932
"new.row.8410","28020",1975,1576778
"new.row.8411","28020",1976,1741035
"new.row.8412","28020",1977,1941867
"new.row.8413","28020",1978,2167310
"new.row.8414","28020",1979,2410404
"new.row.8415","28020",1980,2643413
"new.row.8416","28020",1981,2916359
"new.row.8417","28020",1982,3045354
"new.row.8418","28020",1983,3249994
"new.row.8419","28020",1984,3531750
"new.row.8420","28020",1985,3770379
"new.row.8421","28020",1986,4063600
"new.row.8422","28020",1987,4340739
"new.row.8423","28020",1988,4681599
"new.row.8424","28020",1989,5109202
"new.row.8425","28020",1990,5298868
"new.row.8426","28020",1991,5556411
"new.row.8427","28020",1992,5878667
"new.row.8428","28020",1993,6231986
"new.row.8429","28020",1994,6610995
"new.row.8430","28020",1995,6927517
"new.row.8431","28020",1996,7300578
"new.row.8432","28020",1997,7576213
"new.row.8433","28020",1998,7941291
"new.row.8434","28020",1999,8162499
"new.row.8435","28020",2000,8491498
"new.row.8436","28020",2001,8714322
"new.row.8437","28020",2002,8986167
"new.row.8438","28020",2003,9321216
"new.row.8439","28020",2004,9652996
"new.row.8440","28020",2005,9932243
"new.row.8441","28020",2006,10350141
"new.row.8442","28020",2007,10718932
"new.row.8443","28020",2008,11168013
"new.row.8444","28020",2009,10953922
"new.row.8445","28020",2010,11143929
"new.row.8446","28020",2011,11643272
"new.row.8447","28020",2012,12092864
"new.row.8448","29620",1969,1411033
"new.row.8449","29620",1970,1460341
"new.row.8450","29620",1971,1658300
"new.row.8451","29620",1972,1828458
"new.row.8452","29620",1973,2022308
"new.row.8453","29620",1974,2126349
"new.row.8454","29620",1975,2371629
"new.row.8455","29620",1976,2667665
"new.row.8456","29620",1977,3001505
"new.row.8457","29620",1978,3325075
"new.row.8458","29620",1979,3708341
"new.row.8459","29620",1980,4061246
"new.row.8460","29620",1981,4448869
"new.row.8461","29620",1982,4624502
"new.row.8462","29620",1983,5039344
"new.row.8463","29620",1984,5443505
"new.row.8464","29620",1985,5867388
"new.row.8465","29620",1986,6264147
"new.row.8466","29620",1987,6459812
"new.row.8467","29620",1988,6858357
"new.row.8468","29620",1989,7392179
"new.row.8469","29620",1990,7752482
"new.row.8470","29620",1991,8106105
"new.row.8471","29620",1992,8562845
"new.row.8472","29620",1993,8843193
"new.row.8473","29620",1994,9458420
"new.row.8474","29620",1995,9902461
"new.row.8475","29620",1996,10391684
"new.row.8476","29620",1997,10895950
"new.row.8477","29620",1998,11212486
"new.row.8478","29620",1999,11813225
"new.row.8479","29620",2000,12410371
"new.row.8480","29620",2001,12807654
"new.row.8481","29620",2002,12914646
"new.row.8482","29620",2003,13258122
"new.row.8483","29620",2004,13557877
"new.row.8484","29620",2005,13889776
"new.row.8485","29620",2006,14439632
"new.row.8486","29620",2007,14914096
"new.row.8487","29620",2008,15450742
"new.row.8488","29620",2009,15092756
"new.row.8489","29620",2010,15621402
"new.row.8490","29620",2011,15978295
"new.row.8491","29620",2012,16394857
"new.row.8492","33220",1969,265809
"new.row.8493","33220",1970,274306
"new.row.8494","33220",1971,296217
"new.row.8495","33220",1972,317182
"new.row.8496","33220",1973,347226
"new.row.8497","33220",1974,400849
"new.row.8498","33220",1975,441994
"new.row.8499","33220",1976,505843
"new.row.8500","33220",1977,586889
"new.row.8501","33220",1978,656437
"new.row.8502","33220",1979,724039
"new.row.8503","33220",1980,767955
"new.row.8504","33220",1981,849225
"new.row.8505","33220",1982,897346
"new.row.8506","33220",1983,945527
"new.row.8507","33220",1984,1012849
"new.row.8508","33220",1985,1083606
"new.row.8509","33220",1986,1166803
"new.row.8510","33220",1987,1263750
"new.row.8511","33220",1988,1389894
"new.row.8512","33220",1989,1537546
"new.row.8513","33220",1990,1637599
"new.row.8514","33220",1991,1689766
"new.row.8515","33220",1992,1820118
"new.row.8516","33220",1993,1910982
"new.row.8517","33220",1994,1995101
"new.row.8518","33220",1995,2113663
"new.row.8519","33220",1996,2257954
"new.row.8520","33220",1997,2325927
"new.row.8521","33220",1998,2501726
"new.row.8522","33220",1999,2538308
"new.row.8523","33220",2000,2655246
"new.row.8524","33220",2001,2666754
"new.row.8525","33220",2002,2662011
"new.row.8526","33220",2003,2756675
"new.row.8527","33220",2004,3099834
"new.row.8528","33220",2005,3078350
"new.row.8529","33220",2006,3220647
"new.row.8530","33220",2007,3377998
"new.row.8531","33220",2008,3670479
"new.row.8532","33220",2009,3417285
"new.row.8533","33220",2010,3459535
"new.row.8534","33220",2011,3734504
"new.row.8535","33220",2012,3788833
"new.row.8536","33780",1969,425356
"new.row.8537","33780",1970,436776
"new.row.8538","33780",1971,481532
"new.row.8539","33780",1972,546061
"new.row.8540","33780",1973,621558
"new.row.8541","33780",1974,669663
"new.row.8542","33780",1975,713306
"new.row.8543","33780",1976,815938
"new.row.8544","33780",1977,928544
"new.row.8545","33780",1978,1043642
"new.row.8546","33780",1979,1152779
"new.row.8547","33780",1980,1250005
"new.row.8548","33780",1981,1360930
"new.row.8549","33780",1982,1428074
"new.row.8550","33780",1983,1534630
"new.row.8551","33780",1984,1630786
"new.row.8552","33780",1985,1732524
"new.row.8553","33780",1986,1898796
"new.row.8554","33780",1987,1971133
"new.row.8555","33780",1988,2131696
"new.row.8556","33780",1989,2255616
"new.row.8557","33780",1990,2326734
"new.row.8558","33780",1991,2381937
"new.row.8559","33780",1992,2578080
"new.row.8560","33780",1993,2750519
"new.row.8561","33780",1994,3067603
"new.row.8562","33780",1995,3224777
"new.row.8563","33780",1996,3383901
"new.row.8564","33780",1997,3581541
"new.row.8565","33780",1998,3816751
"new.row.8566","33780",1999,4101517
"new.row.8567","33780",2000,4331689
"new.row.8568","33780",2001,4381025
"new.row.8569","33780",2002,4434268
"new.row.8570","33780",2003,4584664
"new.row.8571","33780",2004,4722146
"new.row.8572","33780",2005,4871852
"new.row.8573","33780",2006,5048181
"new.row.8574","33780",2007,5225194
"new.row.8575","33780",2008,5220302
"new.row.8576","33780",2009,5016187
"new.row.8577","33780",2010,5169600
"new.row.8578","33780",2011,5439787
"new.row.8579","33780",2012,5773332
"new.row.8580","34740",1969,551311
"new.row.8581","34740",1970,574829
"new.row.8582","34740",1971,595221
"new.row.8583","34740",1972,661072
"new.row.8584","34740",1973,719787
"new.row.8585","34740",1974,794633
"new.row.8586","34740",1975,869677
"new.row.8587","34740",1976,947973
"new.row.8588","34740",1977,1039184
"new.row.8589","34740",1978,1165068
"new.row.8590","34740",1979,1282705
"new.row.8591","34740",1980,1381814
"new.row.8592","34740",1981,1489133
"new.row.8593","34740",1982,1552683
"new.row.8594","34740",1983,1616438
"new.row.8595","34740",1984,1785862
"new.row.8596","34740",1985,1888223
"new.row.8597","34740",1986,1962939
"new.row.8598","34740",1987,2054851
"new.row.8599","34740",1988,2143310
"new.row.8600","34740",1989,2287340
"new.row.8601","34740",1990,2409719
"new.row.8602","34740",1991,2472917
"new.row.8603","34740",1992,2617077
"new.row.8604","34740",1993,2733190
"new.row.8605","34740",1994,2919362
"new.row.8606","34740",1995,3060909
"new.row.8607","34740",1996,3229364
"new.row.8608","34740",1997,3449730
"new.row.8609","34740",1998,3645602
"new.row.8610","34740",1999,3863718
"new.row.8611","34740",2000,4071102
"new.row.8612","34740",2001,4202895
"new.row.8613","34740",2002,4211191
"new.row.8614","34740",2003,4343860
"new.row.8615","34740",2004,4464413
"new.row.8616","34740",2005,4549864
"new.row.8617","34740",2006,4711766
"new.row.8618","34740",2007,4849757
"new.row.8619","34740",2008,4968563
"new.row.8620","34740",2009,4840262
"new.row.8621","34740",2010,4987652
