"","msa.fips","year","wage.and.salary.employment"
"new.row.11318","47260",1979,585405
"new.row.11319","47260",1980,597530
"new.row.11320","47260",1981,606279
"new.row.11321","47260",1982,608638
"new.row.11322","47260",1983,627681
"new.row.11323","47260",1984,657101
"new.row.11324","47260",1985,685527
"new.row.11325","47260",1986,708194
"new.row.11326","47260",1987,738029
"new.row.11327","47260",1988,753387
"new.row.11328","47260",1989,765686
"new.row.11329","47260",1990,775164
"new.row.11330","47260",1991,763493
"new.row.11331","47260",1992,770183
"new.row.11332","47260",1993,775785
"new.row.11333","47260",1994,777291
"new.row.11334","47260",1995,785974
"new.row.11335","47260",1996,797485
"new.row.11336","47260",1997,809934
"new.row.11337","47260",1998,820306
"new.row.11338","47260",1999,830703
"new.row.11339","47260",2000,844353
"new.row.11340","47260",2001,847493
"new.row.11341","47260",2002,855062
"new.row.11342","47260",2003,860971
"new.row.11343","47260",2004,874161
"new.row.11344","47260",2005,881638
"new.row.11345","47260",2006,888494
"new.row.11346","47260",2007,892297
"new.row.11347","47260",2008,886211
"new.row.11348","47260",2009,851686
"new.row.11349","47260",2010,839172
"new.row.11350","47260",2011,834447
"new.row.11351","47260",2012,838717
"new.row.11352","48900",1969,40760
"new.row.11353","48900",1970,40735
"new.row.11354","48900",1971,40385
"new.row.11355","48900",1972,42548
"new.row.11356","48900",1973,45870
"new.row.11357","48900",1974,46029
"new.row.11358","48900",1975,43866
"new.row.11359","48900",1976,45895
"new.row.11360","48900",1977,47103
"new.row.11361","48900",1978,48937
"new.row.11362","48900",1979,51757
"new.row.11363","48900",1980,52185
"new.row.11364","48900",1981,52403
"new.row.11365","48900",1982,51775
"new.row.11366","48900",1983,52443
"new.row.11367","48900",1984,56301
"new.row.11368","48900",1985,59201
"new.row.11369","48900",1986,63026
"new.row.11370","48900",1987,64216
"new.row.11371","48900",1988,67580
"new.row.11372","48900",1989,70222
"new.row.11373","48900",1990,72795
"new.row.11374","48900",1991,72935
"new.row.11375","48900",1992,75393
"new.row.11376","48900",1993,77298
"new.row.11377","48900",1994,80523
"new.row.11378","48900",1995,84599
"new.row.11379","48900",1996,89273
"new.row.11380","48900",1997,94029
"new.row.11381","48900",1998,97089
"new.row.11382","48900",1999,100665
"new.row.11383","48900",2000,101417
"new.row.11384","48900",2001,102218
"new.row.11385","48900",2002,103056
"new.row.11386","48900",2003,104343
"new.row.11387","48900",2004,108487
"new.row.11388","48900",2005,113351
"new.row.11389","48900",2006,118352
"new.row.11390","48900",2007,123747
"new.row.11391","48900",2008,122282
"new.row.11392","48900",2009,114653
"new.row.11393","48900",2010,112760
"new.row.11394","48900",2011,114532
"new.row.11395","48900",2012,115075
"new.row.11396","49180",1969,150676
"new.row.11397","49180",1970,150156
"new.row.11398","49180",1971,151104
"new.row.11399","49180",1972,158163
"new.row.11400","49180",1973,167240
"new.row.11401","49180",1974,170803
"new.row.11402","49180",1975,165387
"new.row.11403","49180",1976,172697
"new.row.11404","49180",1977,180509
"new.row.11405","49180",1978,187087
"new.row.11406","49180",1979,193218
"new.row.11407","49180",1980,192922
"new.row.11408","49180",1981,196390
"new.row.11409","49180",1982,193129
"new.row.11410","49180",1983,195731
"new.row.11411","49180",1984,206649
"new.row.11412","49180",1985,213082
"new.row.11413","49180",1986,217746
"new.row.11414","49180",1987,226102
"new.row.11415","49180",1988,234990
"new.row.11416","49180",1989,237275
"new.row.11417","49180",1990,240461
"new.row.11418","49180",1991,234347
"new.row.11419","49180",1992,237785
"new.row.11420","49180",1993,243331
"new.row.11421","49180",1994,250785
"new.row.11422","49180",1995,255977
"new.row.11423","49180",1996,260494
"new.row.11424","49180",1997,265184
"new.row.11425","49180",1998,269506
"new.row.11426","49180",1999,273145
"new.row.11427","49180",2000,276213
"new.row.11428","49180",2001,272245
"new.row.11429","49180",2002,268230
"new.row.11430","49180",2003,264618
"new.row.11431","49180",2004,265731
"new.row.11432","49180",2005,270375
"new.row.11433","49180",2006,275099
"new.row.11434","49180",2007,277011
"new.row.11435","49180",2008,274830
"new.row.11436","49180",2009,261187
"new.row.11437","49180",2010,257407
"new.row.11438","49180",2011,257631
"new.row.11439","49180",2012,261615
"new.row.11440","13900",1969,22925
"new.row.11441","13900",1970,24025
"new.row.11442","13900",1971,24529
"new.row.11443","13900",1972,25442
"new.row.11444","13900",1973,26809
"new.row.11445","13900",1974,28498
"new.row.11446","13900",1975,30521
"new.row.11447","13900",1976,32675
"new.row.11448","13900",1977,34027
"new.row.11449","13900",1978,35652
"new.row.11450","13900",1979,38277
"new.row.11451","13900",1980,38825
"new.row.11452","13900",1981,38191
"new.row.11453","13900",1982,38076
"new.row.11454","13900",1983,38509
"new.row.11455","13900",1984,39097
"new.row.11456","13900",1985,39294
"new.row.11457","13900",1986,39214
"new.row.11458","13900",1987,40112
"new.row.11459","13900",1988,40802
"new.row.11460","13900",1989,42265
"new.row.11461","13900",1990,43402
"new.row.11462","13900",1991,44749
"new.row.11463","13900",1992,46561
"new.row.11464","13900",1993,47935
"new.row.11465","13900",1994,49241
"new.row.11466","13900",1995,50654
"new.row.11467","13900",1996,51277
"new.row.11468","13900",1997,52698
"new.row.11469","13900",1998,54075
"new.row.11470","13900",1999,55512
"new.row.11471","13900",2000,56194
"new.row.11472","13900",2001,56878
"new.row.11473","13900",2002,57618
"new.row.11474","13900",2003,58626
"new.row.11475","13900",2004,60160
"new.row.11476","13900",2005,61574
"new.row.11477","13900",2006,63620
"new.row.11478","13900",2007,64817
"new.row.11479","13900",2008,65984
"new.row.11480","13900",2009,66614
"new.row.11481","13900",2010,67509
"new.row.11482","13900",2011,69171
"new.row.11483","13900",2012,71975
"new.row.11484","10420",1969,256279
"new.row.11485","10420",1970,254887
"new.row.11486","10420",1971,249596
"new.row.11487","10420",1972,256141
"new.row.11488","10420",1973,264601
"new.row.11489","10420",1974,267660
"new.row.11490","10420",1975,256462
"new.row.11491","10420",1976,254900
"new.row.11492","10420",1977,266201
"new.row.11493","10420",1978,273561
"new.row.11494","10420",1979,276312
"new.row.11495","10420",1980,268453
"new.row.11496","10420",1981,265096
"new.row.11497","10420",1982,256237
"new.row.11498","10420",1983,252178
"new.row.11499","10420",1984,260577
"new.row.11500","10420",1985,266851
"new.row.11501","10420",1986,270106
"new.row.11502","10420",1987,275091
"new.row.11503","10420",1988,281977
"new.row.11504","10420",1989,289668
"new.row.11505","10420",1990,292049
"new.row.11506","10420",1991,290017
"new.row.11507","10420",1992,294496
"new.row.11508","10420",1993,302973
"new.row.11509","10420",1994,314067
"new.row.11510","10420",1995,322711
"new.row.11511","10420",1996,328000
"new.row.11512","10420",1997,332972
"new.row.11513","10420",1998,333855
"new.row.11514","10420",1999,340152
"new.row.11515","10420",2000,340683
"new.row.11516","10420",2001,335337
"new.row.11517","10420",2002,334736
"new.row.11518","10420",2003,333482
"new.row.11519","10420",2004,339159
"new.row.11520","10420",2005,344357
"new.row.11521","10420",2006,347999
"new.row.11522","10420",2007,350920
"new.row.11523","10420",2008,350867
"new.row.11524","10420",2009,329719
"new.row.11525","10420",2010,324821
"new.row.11526","10420",2011,327635
"new.row.11527","10420",2012,331563
"new.row.11528","15940",1969,147784
"new.row.11529","15940",1970,147669
"new.row.11530","15940",1971,142190
"new.row.11531","15940",1972,144927
"new.row.11532","15940",1973,153579
