"","msa.fips","year","wage.and.salary.employment"
"new.row.14332","26420",2001,2374246
"new.row.14333","26420",2002,2374928
"new.row.14334","26420",2003,2356955
"new.row.14335","26420",2004,2380687
"new.row.14336","26420",2005,2439718
"new.row.14337","26420",2006,2535716
"new.row.14338","26420",2007,2648003
"new.row.14339","26420",2008,2721268
"new.row.14340","26420",2009,2655614
"new.row.14341","26420",2010,2636139
"new.row.14342","26420",2011,2707274
"new.row.14343","26420",2012,2812489
"new.row.14344","28660",1969,78102
"new.row.14345","28660",1970,79506
"new.row.14346","28660",1971,79316
"new.row.14347","28660",1972,85427
"new.row.14348","28660",1973,90848
"new.row.14349","28660",1974,94219
"new.row.14350","28660",1975,97859
"new.row.14351","28660",1976,102292
"new.row.14352","28660",1977,103772
"new.row.14353","28660",1978,106419
"new.row.14354","28660",1979,100782
"new.row.14355","28660",1980,103614
"new.row.14356","28660",1981,106624
"new.row.14357","28660",1982,106666
"new.row.14358","28660",1983,107428
"new.row.14359","28660",1984,110783
"new.row.14360","28660",1985,114812
"new.row.14361","28660",1986,116230
"new.row.14362","28660",1987,117484
"new.row.14363","28660",1988,119621
"new.row.14364","28660",1989,120105
"new.row.14365","28660",1990,118799
"new.row.14366","28660",1991,108320
"new.row.14367","28660",1992,118514
"new.row.14368","28660",1993,129057
"new.row.14369","28660",1994,138964
"new.row.14370","28660",1995,144147
"new.row.14371","28660",1996,144541
"new.row.14372","28660",1997,146327
"new.row.14373","28660",1998,149385
"new.row.14374","28660",1999,152312
"new.row.14375","28660",2000,154027
"new.row.14376","28660",2001,153729
"new.row.14377","28660",2002,155550
"new.row.14378","28660",2003,156262
"new.row.14379","28660",2004,157801
"new.row.14380","28660",2005,163305
"new.row.14381","28660",2006,170703
"new.row.14382","28660",2007,178884
"new.row.14383","28660",2008,186977
"new.row.14384","28660",2009,184986
"new.row.14385","28660",2010,180619
"new.row.14386","28660",2011,181450
"new.row.14387","28660",2012,181093
"new.row.14388","29700",1969,23378
"new.row.14389","29700",1970,24007
"new.row.14390","29700",1971,23546
"new.row.14391","29700",1972,24176
"new.row.14392","29700",1973,25074
"new.row.14393","29700",1974,24514
"new.row.14394","29700",1975,25233
"new.row.14395","29700",1976,26782
"new.row.14396","29700",1977,28326
"new.row.14397","29700",1978,29873
"new.row.14398","29700",1979,31740
"new.row.14399","29700",1980,34577
"new.row.14400","29700",1981,37678
"new.row.14401","29700",1982,36992
"new.row.14402","29700",1983,32380
"new.row.14403","29700",1984,34181
"new.row.14404","29700",1985,36993
"new.row.14405","29700",1986,36861
"new.row.14406","29700",1987,38223
"new.row.14407","29700",1988,40667
"new.row.14408","29700",1989,43819
"new.row.14409","29700",1990,47226
"new.row.14410","29700",1991,50744
"new.row.14411","29700",1992,53654
"new.row.14412","29700",1993,57412
"new.row.14413","29700",1994,60723
"new.row.14414","29700",1995,59664
"new.row.14415","29700",1996,60819
"new.row.14416","29700",1997,65028
"new.row.14417","29700",1998,68403
"new.row.14418","29700",1999,70636
"new.row.14419","29700",2000,74446
"new.row.14420","29700",2001,76129
"new.row.14421","29700",2002,79395
"new.row.14422","29700",2003,81688
"new.row.14423","29700",2004,85050
"new.row.14424","29700",2005,88094
"new.row.14425","29700",2006,90453
"new.row.14426","29700",2007,93333
"new.row.14427","29700",2008,94751
"new.row.14428","29700",2009,91706
"new.row.14429","29700",2010,91713
"new.row.14430","29700",2011,95570
"new.row.14431","29700",2012,97584
"new.row.14432","30980",1969,40922
"new.row.14433","30980",1970,41880
"new.row.14434","30980",1971,42795
"new.row.14435","30980",1972,44287
"new.row.14436","30980",1973,47084
"new.row.14437","30980",1974,49641
"new.row.14438","30980",1975,50877
"new.row.14439","30980",1976,55177
"new.row.14440","30980",1977,56924
"new.row.14441","30980",1978,60347
"new.row.14442","30980",1979,64196
"new.row.14443","30980",1980,66565
"new.row.14444","30980",1981,71962
"new.row.14445","30980",1982,73063
"new.row.14446","30980",1983,69746
"new.row.14447","30980",1984,70884
"new.row.14448","30980",1985,71320
"new.row.14449","30980",1986,68685
"new.row.14450","30980",1987,67988
"new.row.14451","30980",1988,69813
"new.row.14452","30980",1989,69654
"new.row.14453","30980",1990,71626
"new.row.14454","30980",1991,72739
"new.row.14455","30980",1992,74188
"new.row.14456","30980",1993,74823
"new.row.14457","30980",1994,76634
"new.row.14458","30980",1995,78293
"new.row.14459","30980",1996,80939
"new.row.14460","30980",1997,84333
"new.row.14461","30980",1998,86325
"new.row.14462","30980",1999,86240
"new.row.14463","30980",2000,88073
"new.row.14464","30980",2001,91047
"new.row.14465","30980",2002,90067
"new.row.14466","30980",2003,89214
"new.row.14467","30980",2004,89498
"new.row.14468","30980",2005,92195
"new.row.14469","30980",2006,95308
"new.row.14470","30980",2007,99350
"new.row.14471","30980",2008,102077
"new.row.14472","30980",2009,98575
"new.row.14473","30980",2010,100050
"new.row.14474","30980",2011,102382
"new.row.14475","30980",2012,105345
"new.row.14476","31180",1969,70426
"new.row.14477","31180",1970,72155
"new.row.14478","31180",1971,73239
"new.row.14479","31180",1972,77542
"new.row.14480","31180",1973,83396
"new.row.14481","31180",1974,87119
"new.row.14482","31180",1975,87787
"new.row.14483","31180",1976,92727
"new.row.14484","31180",1977,97807
"new.row.14485","31180",1978,101539
"new.row.14486","31180",1979,101521
"new.row.14487","31180",1980,102877
"new.row.14488","31180",1981,102156
"new.row.14489","31180",1982,102392
"new.row.14490","31180",1983,103291
"new.row.14491","31180",1984,102014
"new.row.14492","31180",1985,102892
"new.row.14493","31180",1986,101263
"new.row.14494","31180",1987,101899
"new.row.14495","31180",1988,103343
"new.row.14496","31180",1989,104244
"new.row.14497","31180",1990,106591
"new.row.14498","31180",1991,107447
"new.row.14499","31180",1992,107292
"new.row.14500","31180",1993,110647
"new.row.14501","31180",1994,112792
"new.row.14502","31180",1995,116909
"new.row.14503","31180",1996,117222
"new.row.14504","31180",1997,119586
"new.row.14505","31180",1998,121208
"new.row.14506","31180",1999,122572
"new.row.14507","31180",2000,124952
"new.row.14508","31180",2001,127876
"new.row.14509","31180",2002,126960
"new.row.14510","31180",2003,124977
"new.row.14511","31180",2004,126443
"new.row.14512","31180",2005,128389
"new.row.14513","31180",2006,130585
"new.row.14514","31180",2007,131173
"new.row.14515","31180",2008,134245
"new.row.14516","31180",2009,133271
"new.row.14517","31180",2010,132475
"new.row.14518","31180",2011,134408
"new.row.14519","31180",2012,135855
"new.row.14520","32580",1969,42754
"new.row.14521","32580",1970,43869
"new.row.14522","32580",1971,46370
"new.row.14523","32580",1972,51694
"new.row.14524","32580",1973,57120
"new.row.14525","32580",1974,60897
"new.row.14526","32580",1975,63521
"new.row.14527","32580",1976,68367
"new.row.14528","32580",1977,72424
"new.row.14529","32580",1978,74969
"new.row.14530","32580",1979,77488
"new.row.14531","32580",1980,82576
"new.row.14532","32580",1981,88561
"new.row.14533","32580",1982,92415
"new.row.14534","32580",1983,89833
"new.row.14535","32580",1984,91610
"new.row.14536","32580",1985,95348
"new.row.14537","32580",1986,95894
"new.row.14538","32580",1987,99584
"new.row.14539","32580",1988,104121
"new.row.14540","32580",1989,110693
"new.row.14541","32580",1990,113181
"new.row.14542","32580",1991,115563
"new.row.14543","32580",1992,119877
"new.row.14544","32580",1993,124828
"new.row.14545","32580",1994,130234
"new.row.14546","32580",1995,135304
"new.row.14547","32580",1996,139758
"new.row.14548","32580",1997,147835
"new.row.14549","32580",1998,153467
"new.row.14550","32580",1999,161326
"new.row.14551","32580",2000,171952
"new.row.14552","32580",2001,178483
"new.row.14553","32580",2002,184296
"new.row.14554","32580",2003,192492
"new.row.14555","32580",2004,201948
"new.row.14556","32580",2005,211816
"new.row.14557","32580",2006,219496
"new.row.14558","32580",2007,230486
"new.row.14559","32580",2008,236265
"new.row.14560","32580",2009,234739
"new.row.14561","32580",2010,236507
"new.row.14562","32580",2011,241791
"new.row.14563","32580",2012,246059
"new.row.14564","33260",1969,27981
"new.row.14565","33260",1970,27509
"new.row.14566","33260",1971,27973
"new.row.14567","33260",1972,27983
"new.row.14568","33260",1973,28987
"new.row.14569","33260",1974,30632
"new.row.14570","33260",1975,34038
"new.row.14571","33260",1976,34843
"new.row.14572","33260",1977,38337
"new.row.14573","33260",1978,41332
"new.row.14574","33260",1979,42773
"new.row.14575","33260",1980,48385
"new.row.14576","33260",1981,55736
"new.row.14577","33260",1982,59355
"new.row.14578","33260",1983,54966
"new.row.14579","33260",1984,54923
"new.row.14580","33260",1985,56155
"new.row.14581","33260",1986,50203
"new.row.14582","33260",1987,48563
"new.row.14583","33260",1988,50015
"new.row.14584","33260",1989,48394
"new.row.14585","33260",1990,48834
"new.row.14586","33260",1991,50316
"new.row.14587","33260",1992,49692
"new.row.14588","33260",1993,50189
"new.row.14589","33260",1994,51181
"new.row.14590","33260",1995,52348
"new.row.14591","33260",1996,53486
"new.row.14592","33260",1997,57562
"new.row.14593","33260",1998,58419
"new.row.14594","33260",1999,55326
"new.row.14595","33260",2000,55809
"new.row.14596","33260",2001,57550
"new.row.14597","33260",2002,57143
"new.row.14598","33260",2003,58891
"new.row.14599","33260",2004,60213
"new.row.14600","33260",2005,63270
"new.row.14601","33260",2006,66917
"new.row.14602","33260",2007,70270
"new.row.14603","33260",2008,74523
"new.row.14604","33260",2009,70824
"new.row.14605","33260",2010,72660
"new.row.14606","33260",2011,79096
"new.row.14607","33260",2012,85858
"new.row.14608","36220",1969,32951
"new.row.14609","36220",1970,33520
"new.row.14610","36220",1971,33894
"new.row.14611","36220",1972,35039
"new.row.14612","36220",1973,37339
"new.row.14613","36220",1974,40427
"new.row.14614","36220",1975,42405
"new.row.14615","36220",1976,44113
"new.row.14616","36220",1977,46980
"new.row.14617","36220",1978,50680
"new.row.14618","36220",1979,51319
"new.row.14619","36220",1980,55433
"new.row.14620","36220",1981,63627
"new.row.14621","36220",1982,64153
"new.row.14622","36220",1983,55944
"new.row.14623","36220",1984,54785
"new.row.14624","36220",1985,56093
"new.row.14625","36220",1986,47659
"new.row.14626","36220",1987,44339
"new.row.14627","36220",1988,45821
"new.row.14628","36220",1989,44936
"new.row.14629","36220",1990,46482
"new.row.14630","36220",1991,47548
"new.row.14631","36220",1992,46680
"new.row.14632","36220",1993,47132
"new.row.14633","36220",1994,48196
"new.row.14634","36220",1995,48753
"new.row.14635","36220",1996,49451
"new.row.14636","36220",1997,51604
"new.row.14637","36220",1998,54521
"new.row.14638","36220",1999,50589
"new.row.14639","36220",2000,51897
"new.row.14640","36220",2001,53330
"new.row.14641","36220",2002,53285
"new.row.14642","36220",2003,53009
"new.row.14643","36220",2004,53919
"new.row.14644","36220",2005,56118
"new.row.14645","36220",2006,60081
"new.row.14646","36220",2007,62478
"new.row.14647","36220",2008,66342
"new.row.14648","36220",2009,61872
"new.row.14649","36220",2010,62531
"new.row.14650","36220",2011,68578
"new.row.14651","36220",2012,74398
"new.row.14652","41660",1969,26550
"new.row.14653","41660",1970,27432
"new.row.14654","41660",1971,28281
"new.row.14655","41660",1972,28732
"new.row.14656","41660",1973,30597
"new.row.14657","41660",1974,30871
"new.row.14658","41660",1975,31735
"new.row.14659","41660",1976,33420
"new.row.14660","41660",1977,35292
"new.row.14661","41660",1978,37671
"new.row.14662","41660",1979,38659
"new.row.14663","41660",1980,40273
"new.row.14664","41660",1981,41960
"new.row.14665","41660",1982,43337
"new.row.14666","41660",1983,43058
"new.row.14667","41660",1984,43550
"new.row.14668","41660",1985,43270
"new.row.14669","41660",1986,42609
"new.row.14670","41660",1987,42883
"new.row.14671","41660",1988,43064
"new.row.14672","41660",1989,43208
"new.row.14673","41660",1990,43074
"new.row.14674","41660",1991,43848
"new.row.14675","41660",1992,44344
"new.row.14676","41660",1993,45084
"new.row.14677","41660",1994,45770
"new.row.14678","41660",1995,47355
"new.row.14679","41660",1996,48261
"new.row.14680","41660",1997,48764
"new.row.14681","41660",1998,50174
"new.row.14682","41660",1999,49563
"new.row.14683","41660",2000,50188
"new.row.14684","41660",2001,51027
"new.row.14685","41660",2002,50747
"new.row.14686","41660",2003,50327
"new.row.14687","41660",2004,49754
"new.row.14688","41660",2005,49761
"new.row.14689","41660",2006,50606
"new.row.14690","41660",2007,50341
"new.row.14691","41660",2008,50706
"new.row.14692","41660",2009,50197
"new.row.14693","41660",2010,50568
"new.row.14694","41660",2011,51154
"new.row.14695","41660",2012,52102
"new.row.14696","41700",1969,376229
"new.row.14697","41700",1970,371667
"new.row.14698","41700",1971,381552
"new.row.14699","41700",1972,386869
"new.row.14700","41700",1973,403146
"new.row.14701","41700",1974,406534
"new.row.14702","41700",1975,398661
"new.row.14703","41700",1976,411015
"new.row.14704","41700",1977,423996
"new.row.14705","41700",1978,443592
"new.row.14706","41700",1979,461176
"new.row.14707","41700",1980,480809
"new.row.14708","41700",1981,494182
"new.row.14709","41700",1982,506317
"new.row.14710","41700",1983,520035
"new.row.14711","41700",1984,549896
"new.row.14712","41700",1985,574365
"new.row.14713","41700",1986,582404
"new.row.14714","41700",1987,580974
"new.row.14715","41700",1988,581083
"new.row.14716","41700",1989,592158
"new.row.14717","41700",1990,599338
"new.row.14718","41700",1991,609950
"new.row.14719","41700",1992,628738
"new.row.14720","41700",1993,651136
"new.row.14721","41700",1994,675573
"new.row.14722","41700",1995,704741
"new.row.14723","41700",1996,722426
"new.row.14724","41700",1997,751016
"new.row.14725","41700",1998,769367
"new.row.14726","41700",1999,789742
"new.row.14727","41700",2000,807141
"new.row.14728","41700",2001,817563
"new.row.14729","41700",2002,822146
"new.row.14730","41700",2003,819736
"new.row.14731","41700",2004,826194
"new.row.14732","41700",2005,846059
"new.row.14733","41700",2006,879615
"new.row.14734","41700",2007,902006
"new.row.14735","41700",2008,921475
"new.row.14736","41700",2009,906583
"new.row.14737","41700",2010,910591
"new.row.14738","41700",2011,925837
"new.row.14739","41700",2012,948970
"new.row.14740","43300",1969,32634
"new.row.14741","43300",1970,32235
"new.row.14742","43300",1971,29349
"new.row.14743","43300",1972,29974
"new.row.14744","43300",1973,30946
"new.row.14745","43300",1974,31866
"new.row.14746","43300",1975,29938
"new.row.14747","43300",1976,30599
"new.row.14748","43300",1977,32306
"new.row.14749","43300",1978,35097
"new.row.14750","43300",1979,37556
"new.row.14751","43300",1980,37240
"new.row.14752","43300",1981,37141
"new.row.14753","43300",1982,36095
"new.row.14754","43300",1983,35889
"new.row.14755","43300",1984,37038
"new.row.14756","43300",1985,38038
"new.row.14757","43300",1986,38026
"new.row.14758","43300",1987,37861
"new.row.14759","43300",1988,37993
"new.row.14760","43300",1989,37968
"new.row.14761","43300",1990,38980
"new.row.14762","43300",1991,38710
"new.row.14763","43300",1992,38391
"new.row.14764","43300",1993,38750
"new.row.14765","43300",1994,40032
"new.row.14766","43300",1995,41724
"new.row.14767","43300",1996,42740
"new.row.14768","43300",1997,44779
"new.row.14769","43300",1998,45053
"new.row.14770","43300",1999,46114
"new.row.14771","43300",2000,47009
"new.row.14772","43300",2001,45589
"new.row.14773","43300",2002,44990
"new.row.14774","43300",2003,45084
"new.row.14775","43300",2004,45134
"new.row.14776","43300",2005,45121
"new.row.14777","43300",2006,45942
"new.row.14778","43300",2007,45694
"new.row.14779","43300",2008,45955
"new.row.14780","43300",2009,44978
"new.row.14781","43300",2010,44344
"new.row.14782","43300",2011,45031
"new.row.14783","43300",2012,45055
"new.row.14784","46340",1969,36555
"new.row.14785","46340",1970,37885
"new.row.14786","46340",1971,38693
"new.row.14787","46340",1972,41479
"new.row.14788","46340",1973,43867
"new.row.14789","46340",1974,44601
"new.row.14790","46340",1975,44505
"new.row.14791","46340",1976,46865
"new.row.14792","46340",1977,50023
"new.row.14793","46340",1978,53215
"new.row.14794","46340",1979,56709
"new.row.14795","46340",1980,57875
"new.row.14796","46340",1981,59869
"new.row.14797","46340",1982,61814
"new.row.14798","46340",1983,62987
"new.row.14799","46340",1984,66426
"new.row.14800","46340",1985,66676
"new.row.14801","46340",1986,65327
"new.row.14802","46340",1987,65099
"new.row.14803","46340",1988,64917
"new.row.14804","46340",1989,65710
"new.row.14805","46340",1990,66790
"new.row.14806","46340",1991,68631
"new.row.14807","46340",1992,69744
"new.row.14808","46340",1993,71348
"new.row.14809","46340",1994,73433
"new.row.14810","46340",1995,75916
"new.row.14811","46340",1996,77909
"new.row.14812","46340",1997,81565
"new.row.14813","46340",1998,83826
"new.row.14814","46340",1999,84762
"new.row.14815","46340",2000,87319
"new.row.14816","46340",2001,87802
"new.row.14817","46340",2002,88356
"new.row.14818","46340",2003,89043
"new.row.14819","46340",2004,91154
"new.row.14820","46340",2005,93795
"new.row.14821","46340",2006,95769
"new.row.14822","46340",2007,97649
"new.row.14823","46340",2008,99286
"new.row.14824","46340",2009,96181
"new.row.14825","46340",2010,95826
"new.row.14826","46340",2011,96760
"new.row.14827","46340",2012,97307
"new.row.14828","47020",1969,18757
"new.row.14829","47020",1970,18277
"new.row.14830","47020",1971,19447
"new.row.14831","47020",1972,20585
"new.row.14832","47020",1973,21455
"new.row.14833","47020",1974,22080
"new.row.14834","47020",1975,23040
"new.row.14835","47020",1976,24444
"new.row.14836","47020",1977,25744
"new.row.14837","47020",1978,27958
"new.row.14838","47020",1979,28914
"new.row.14839","47020",1980,30890
"new.row.14840","47020",1981,34859
"new.row.14841","47020",1982,34722
"new.row.14842","47020",1983,32056
"new.row.14843","47020",1984,33071
"new.row.14844","47020",1985,33467
"new.row.14845","47020",1986,31137
"new.row.14846","47020",1987,30456
"new.row.14847","47020",1988,30252
"new.row.14848","47020",1989,30628
"new.row.14849","47020",1990,31446
"new.row.14850","47020",1991,33409
"new.row.14851","47020",1992,33694
"new.row.14852","47020",1993,34724
"new.row.14853","47020",1994,35767
"new.row.14854","47020",1995,36055
"new.row.14855","47020",1996,36664
"new.row.14856","47020",1997,38083
"new.row.14857","47020",1998,39365
"new.row.14858","47020",1999,39522
"new.row.14859","47020",2000,40467
"new.row.14860","47020",2001,40762
"new.row.14861","47020",2002,40626
"new.row.14862","47020",2003,39629
"new.row.14863","47020",2004,39851
"new.row.14864","47020",2005,41026
"new.row.14865","47020",2006,42229
"new.row.14866","47020",2007,42910
"new.row.14867","47020",2008,43304
"new.row.14868","47020",2009,40789
"new.row.14869","47020",2010,40420
"new.row.14870","47020",2011,41083
"new.row.14871","47020",2012,43196
"new.row.14872","47380",1969,61178
"new.row.14873","47380",1970,60268
"new.row.14874","47380",1971,61049
"new.row.14875","47380",1972,63947
"new.row.14876","47380",1973,66220
"new.row.14877","47380",1974,66892
"new.row.14878","47380",1975,65845
"new.row.14879","47380",1976,69287
"new.row.14880","47380",1977,71546
"new.row.14881","47380",1978,74161
"new.row.14882","47380",1979,75802
"new.row.14883","47380",1980,77572
"new.row.14884","47380",1981,78605
"new.row.14885","47380",1982,78790
"new.row.14886","47380",1983,80042
"new.row.14887","47380",1984,83277
"new.row.14888","47380",1985,84601
"new.row.14889","47380",1986,83327
"new.row.14890","47380",1987,81853
"new.row.14891","47380",1988,82933
"new.row.14892","47380",1989,83884
"new.row.14893","47380",1990,84966
"new.row.14894","47380",1991,87666
"new.row.14895","47380",1992,89381
"new.row.14896","47380",1993,91627
"new.row.14897","47380",1994,94742
"new.row.14898","47380",1995,98435
"new.row.14899","47380",1996,99630
"new.row.14900","47380",1997,102261
"new.row.14901","47380",1998,104099
"new.row.14902","47380",1999,106499
"new.row.14903","47380",2000,107125
"new.row.14904","47380",2001,106831
"new.row.14905","47380",2002,107172
"new.row.14906","47380",2003,108731
"new.row.14907","47380",2004,109902
"new.row.14908","47380",2005,110744
"new.row.14909","47380",2006,111760
"new.row.14910","47380",2007,113425
"new.row.14911","47380",2008,113586
"new.row.14912","47380",2009,111632
"new.row.14913","47380",2010,111135
"new.row.14914","47380",2011,111313
"new.row.14915","47380",2012,112433
"new.row.14916","48660",1969,60462
"new.row.14917","48660",1970,56152
"new.row.14918","48660",1971,58705
"new.row.14919","48660",1972,56742
"new.row.14920","48660",1973,59097
"new.row.14921","48660",1974,60215
"new.row.14922","48660",1975,59278
"new.row.14923","48660",1976,61562
"new.row.14924","48660",1977,62450
"new.row.14925","48660",1978,64588
"new.row.14926","48660",1979,66606
"new.row.14927","48660",1980,67902
"new.row.14928","48660",1981,70563
"new.row.14929","48660",1982,68850
"new.row.14930","48660",1983,65762
"new.row.14931","48660",1984,67105
"new.row.14932","48660",1985,66994
"new.row.14933","48660",1986,64617
"new.row.14934","48660",1987,62728
"new.row.14935","48660",1988,62708
"new.row.14936","48660",1989,63049
"new.row.14937","48660",1990,63021
"new.row.14938","48660",1991,60196
"new.row.14939","48660",1992,60696
"new.row.14940","48660",1993,63375
"new.row.14941","48660",1994,65401
"new.row.14942","48660",1995,68038
"new.row.14943","48660",1996,69526
"new.row.14944","48660",1997,70527
"new.row.14945","48660",1998,70625
"new.row.14946","48660",1999,70579
"new.row.14947","48660",2000,72006
"new.row.14948","48660",2001,72938
"new.row.14949","48660",2002,72575
"new.row.14950","48660",2003,71373
"new.row.14951","48660",2004,70044
"new.row.14952","48660",2005,67854
"new.row.14953","48660",2006,70879
"new.row.14954","48660",2007,70594
"new.row.14955","48660",2008,70470
"new.row.14956","48660",2009,68148
"new.row.14957","48660",2010,66793
"new.row.14958","48660",2011,65428
"new.row.14959","48660",2012,65712
"new.row.14960","36260",1969,87970
"new.row.14961","36260",1970,88513
"new.row.14962","36260",1971,89542
"new.row.14963","36260",1972,93326
"new.row.14964","36260",1973,95131
"new.row.14965","36260",1974,96772
"new.row.14966","36260",1975,97857
"new.row.14967","36260",1976,101066
"new.row.14968","36260",1977,105035
"new.row.14969","36260",1978,111541
"new.row.14970","36260",1979,116600
"new.row.14971","36260",1980,117186
"new.row.14972","36260",1981,119313
"new.row.14973","36260",1982,119345
"new.row.14974","36260",1983,121108
"new.row.14975","36260",1984,128838
"new.row.14976","36260",1985,136308
"new.row.14977","36260",1986,140352
"new.row.14978","36260",1987,141670
"new.row.14979","36260",1988,145620
"new.row.14980","36260",1989,151534
"new.row.14981","36260",1990,156483
"new.row.14982","36260",1991,157926
"new.row.14983","36260",1992,161065
"new.row.14984","36260",1993,166389
"new.row.14985","36260",1994,172800
"new.row.14986","36260",1995,180194
"new.row.14987","36260",1996,190557
"new.row.14988","36260",1997,198652
"new.row.14989","36260",1998,200649
"new.row.14990","36260",1999,203713
"new.row.14991","36260",2000,206608
"new.row.14992","36260",2001,208544
"new.row.14993","36260",2002,211510
"new.row.14994","36260",2003,213474
"new.row.14995","36260",2004,219714
"new.row.14996","36260",2005,223100
"new.row.14997","36260",2006,231118
"new.row.14998","36260",2007,238514
"new.row.14999","36260",2008,238120
"new.row.15000","36260",2009,227538
"new.row.15001","36260",2010,224782
"new.row.15002","36260",2011,229155
"new.row.15003","36260",2012,233603
"new.row.15004","39340",1969,43899
"new.row.15005","39340",1970,45070
"new.row.15006","39340",1971,46767
"new.row.15007","39340",1972,50691
"new.row.15008","39340",1973,54805
"new.row.15009","39340",1974,57083
"new.row.15010","39340",1975,56169
"new.row.15011","39340",1976,59064
"new.row.15012","39340",1977,63259
"new.row.15013","39340",1978,68140
"new.row.15014","39340",1979,70738
"new.row.15015","39340",1980,69487
"new.row.15016","39340",1981,69971
"new.row.15017","39340",1982,69910
"new.row.15018","39340",1983,70853
"new.row.15019","39340",1984,75756
"new.row.15020","39340",1985,77978
"new.row.15021","39340",1986,79956
"new.row.15022","39340",1987,82055
"new.row.15023","39340",1988,89852
"new.row.15024","39340",1989,95482
"new.row.15025","39340",1990,102871
"new.row.15026","39340",1991,108460
"new.row.15027","39340",1992,110704
"new.row.15028","39340",1993,115708
"new.row.15029","39340",1994,123564
"new.row.15030","39340",1995,130962
"new.row.15031","39340",1996,138164
"new.row.15032","39340",1997,143544
"new.row.15033","39340",1998,150098
"new.row.15034","39340",1999,155465
"new.row.15035","39340",2000,160985
"new.row.15036","39340",2001,161896
"new.row.15037","39340",2002,160814
"new.row.15038","39340",2003,161589
"new.row.15039","39340",2004,169393
"new.row.15040","39340",2005,178143
"new.row.15041","39340",2006,188496
"new.row.15042","39340",2007,198162
"new.row.15043","39340",2008,196130
"new.row.15044","39340",2009,186346
"new.row.15045","39340",2010,184633
"new.row.15046","39340",2011,191060
"new.row.15047","39340",2012,199746
"new.row.15048","41100",1969,3340
"new.row.15049","41100",1970,3699
"new.row.15050","41100",1971,3815
"new.row.15051","41100",1972,4149
"new.row.15052","41100",1973,4414
"new.row.15053","41100",1974,4380
"new.row.15054","41100",1975,4453
"new.row.15055","41100",1976,4941
"new.row.15056","41100",1977,5320
"new.row.15057","41100",1978,5908
"new.row.15058","41100",1979,6616
"new.row.15059","41100",1980,6816
"new.row.15060","41100",1981,6910
"new.row.15061","41100",1982,6937
"new.row.15062","41100",1983,7324
"new.row.15063","41100",1984,8537
"new.row.15064","41100",1985,9934
"new.row.15065","41100",1986,11120
"new.row.15066","41100",1987,11632
"new.row.15067","41100",1988,12609
"new.row.15068","41100",1989,13931
"new.row.15069","41100",1990,15729
"new.row.15070","41100",1991,17024
"new.row.15071","41100",1992,18351
"new.row.15072","41100",1993,20767
"new.row.15073","41100",1994,24475
"new.row.15074","41100",1995,27000
"new.row.15075","41100",1996,29092
"new.row.15076","41100",1997,30128
"new.row.15077","41100",1998,31843
"new.row.15078","41100",1999,33422
"new.row.15079","41100",2000,35169
"new.row.15080","41100",2001,37395
"new.row.15081","41100",2002,39323
"new.row.15082","41100",2003,41251
"new.row.15083","41100",2004,45254
"new.row.15084","41100",2005,49661
"new.row.15085","41100",2006,54161
"new.row.15086","41100",2007,56206
"new.row.15087","41100",2008,54139
"new.row.15088","41100",2009,49660
"new.row.15089","41100",2010,48277
"new.row.15090","41100",2011,49070
"new.row.15091","41100",2012,51542
"new.row.15092","41620",1969,197202
"new.row.15093","41620",1970,204841
"new.row.15094","41620",1971,211478
"new.row.15095","41620",1972,223137
"new.row.15096","41620",1973,237403
"new.row.15097","41620",1974,248393
"new.row.15098","41620",1975,250508
"new.row.15099","41620",1976,260880
"new.row.15100","41620",1977,276116
"new.row.15101","41620",1978,295939
"new.row.15102","41620",1979,305835
"new.row.15103","41620",1980,306089
"new.row.15104","41620",1981,308268
"new.row.15105","41620",1982,311634
"new.row.15106","41620",1983,316906
"new.row.15107","41620",1984,336290
"new.row.15108","41620",1985,349414
"new.row.15109","41620",1986,354073
"new.row.15110","41620",1987,358166
"new.row.15111","41620",1988,367734
"new.row.15112","41620",1989,381141
"new.row.15113","41620",1990,397507
"new.row.15114","41620",1991,407243
"new.row.15115","41620",1992,419405
"new.row.15116","41620",1993,439879
"new.row.15117","41620",1994,463596
"new.row.15118","41620",1995,489258
"new.row.15119","41620",1996,513438
"new.row.15120","41620",1997,533407
"new.row.15121","41620",1998,549521
"new.row.15122","41620",1999,562472
"new.row.15123","41620",2000,577409
"new.row.15124","41620",2001,576135
"new.row.15125","41620",2002,566127
"new.row.15126","41620",2003,560274
"new.row.15127","41620",2004,568732
"new.row.15128","41620",2005,588948
"new.row.15129","41620",2006,615405
"new.row.15130","41620",2007,639369
"new.row.15131","41620",2008,641525
"new.row.15132","41620",2009,612063
"new.row.15133","41620",2010,608464
"new.row.15134","41620",2011,622110
"new.row.15135","41620",2012,643454
"new.row.15136","15540",1969,52718
"new.row.15137","15540",1970,54475
"new.row.15138","15540",1971,54228
"new.row.15139","15540",1972,54511
"new.row.15140","15540",1973,55846
"new.row.15141","15540",1974,56104
"new.row.15142","15540",1975,55625
"new.row.15143","15540",1976,58084
"new.row.15144","15540",1977,60402
"new.row.15145","15540",1978,65636
"new.row.15146","15540",1979,69063
"new.row.15147","15540",1980,70719
"new.row.15148","15540",1981,73280
"new.row.15149","15540",1982,74002
"new.row.15150","15540",1983,75829
"new.row.15151","15540",1984,79097
"new.row.15152","15540",1985,82263
