"","msa.fips","year","farm.personal.income"
"new.row.12423","38900",1984,106775
"new.row.12424","38900",1985,106075
"new.row.12425","38900",1986,155797
"new.row.12426","38900",1987,146463
"new.row.12427","38900",1988,177658
"new.row.12428","38900",1989,180965
"new.row.12429","38900",1990,231220
"new.row.12430","38900",1991,255609
"new.row.12431","38900",1992,233479
"new.row.12432","38900",1993,235288
"new.row.12433","38900",1994,217426
"new.row.12434","38900",1995,222191
"new.row.12435","38900",1996,251475
"new.row.12436","38900",1997,301123
"new.row.12437","38900",1998,303360
"new.row.12438","38900",1999,305227
"new.row.12439","38900",2000,274358
"new.row.12440","38900",2001,302201
"new.row.12441","38900",2002,296366
"new.row.12442","38900",2003,386496
"new.row.12443","38900",2004,400779
"new.row.12444","38900",2005,412825
"new.row.12445","38900",2006,461467
"new.row.12446","38900",2007,444819
"new.row.12447","38900",2008,338208
"new.row.12448","38900",2009,310597
"new.row.12449","38900",2010,237425
"new.row.12450","38900",2011,277409
"new.row.12451","38900",2012,225247
"new.row.12452","41420",1969,29674
"new.row.12453","41420",1970,23055
"new.row.12454","41420",1971,23200
"new.row.12455","41420",1972,20955
"new.row.12456","41420",1973,48006
"new.row.12457","41420",1974,54417
"new.row.12458","41420",1975,42492
"new.row.12459","41420",1976,48191
"new.row.12460","41420",1977,41915
"new.row.12461","41420",1978,37305
"new.row.12462","41420",1979,42126
"new.row.12463","41420",1980,58695
"new.row.12464","41420",1981,52427
"new.row.12465","41420",1982,47720
"new.row.12466","41420",1983,41305
"new.row.12467","41420",1984,51586
"new.row.12468","41420",1985,56012
"new.row.12469","41420",1986,86297
"new.row.12470","41420",1987,86546
"new.row.12471","41420",1988,139876
"new.row.12472","41420",1989,121992
"new.row.12473","41420",1990,135417
"new.row.12474","41420",1991,149976
"new.row.12475","41420",1992,159452
"new.row.12476","41420",1993,157620
"new.row.12477","41420",1994,159121
"new.row.12478","41420",1995,135248
"new.row.12479","41420",1996,185134
"new.row.12480","41420",1997,197334
"new.row.12481","41420",1998,194045
"new.row.12482","41420",1999,213208
"new.row.12483","41420",2000,165362
"new.row.12484","41420",2001,188785
"new.row.12485","41420",2002,166248
"new.row.12486","41420",2003,226094
"new.row.12487","41420",2004,235973
"new.row.12488","41420",2005,247098
"new.row.12489","41420",2006,300537
"new.row.12490","41420",2007,296254
"new.row.12491","41420",2008,254380
"new.row.12492","41420",2009,218077
"new.row.12493","41420",2010,200651
"new.row.12494","41420",2011,222538
"new.row.12495","41420",2012,198374
"new.row.12496","11020",1969,4490
"new.row.12497","11020",1970,5948
"new.row.12498","11020",1971,4198
"new.row.12499","11020",1972,4006
"new.row.12500","11020",1973,4635
"new.row.12501","11020",1974,3851
"new.row.12502","11020",1975,4014
"new.row.12503","11020",1976,4983
"new.row.12504","11020",1977,4499
"new.row.12505","11020",1978,5782
"new.row.12506","11020",1979,7138
"new.row.12507","11020",1980,4358
"new.row.12508","11020",1981,5376
"new.row.12509","11020",1982,5612
"new.row.12510","11020",1983,4170
"new.row.12511","11020",1984,9431
"new.row.12512","11020",1985,10176
"new.row.12513","11020",1986,10710
"new.row.12514","11020",1987,12090
"new.row.12515","11020",1988,11565
"new.row.12516","11020",1989,13253
"new.row.12517","11020",1990,10139
"new.row.12518","11020",1991,8510
"new.row.12519","11020",1992,12205
"new.row.12520","11020",1993,8078
"new.row.12521","11020",1994,9817
"new.row.12522","11020",1995,9797
"new.row.12523","11020",1996,12413
"new.row.12524","11020",1997,12330
"new.row.12525","11020",1998,23218
"new.row.12526","11020",1999,23245
"new.row.12527","11020",2000,18917
"new.row.12528","11020",2001,21933
"new.row.12529","11020",2002,13589
"new.row.12530","11020",2003,19498
"new.row.12531","11020",2004,34995
"new.row.12532","11020",2005,32168
"new.row.12533","11020",2006,20504
"new.row.12534","11020",2007,30839
"new.row.12535","11020",2008,19527
"new.row.12536","11020",2009,10880
"new.row.12537","11020",2010,19650
"new.row.12538","11020",2011,30427
"new.row.12539","11020",2012,22147
"new.row.12540","14100",1969,6643
"new.row.12541","14100",1970,6096
"new.row.12542","14100",1971,4900
"new.row.12543","14100",1972,4792
"new.row.12544","14100",1973,7530
"new.row.12545","14100",1974,7121
"new.row.12546","14100",1975,6964
"new.row.12547","14100",1976,8105
"new.row.12548","14100",1977,6881
"new.row.12549","14100",1978,7644
"new.row.12550","14100",1979,10310
"new.row.12551","14100",1980,5090
"new.row.12552","14100",1981,9699
"new.row.12553","14100",1982,8041
"new.row.12554","14100",1983,-1570
"new.row.12555","14100",1984,7089
"new.row.12556","14100",1985,8221
"new.row.12557","14100",1986,5994
"new.row.12558","14100",1987,7561
"new.row.12559","14100",1988,9057
"new.row.12560","14100",1989,12114
"new.row.12561","14100",1990,10711
"new.row.12562","14100",1991,3032
"new.row.12563","14100",1992,17740
"new.row.12564","14100",1993,14620
"new.row.12565","14100",1994,14995
"new.row.12566","14100",1995,5057
"new.row.12567","14100",1996,15073
"new.row.12568","14100",1997,13317
"new.row.12569","14100",1998,11618
"new.row.12570","14100",1999,7880
"new.row.12571","14100",2000,14877
"new.row.12572","14100",2001,10205
"new.row.12573","14100",2002,5163
"new.row.12574","14100",2003,14993
"new.row.12575","14100",2004,22692
"new.row.12576","14100",2005,17417
"new.row.12577","14100",2006,15091
"new.row.12578","14100",2007,17568
"new.row.12579","14100",2008,13422
"new.row.12580","14100",2009,12098
"new.row.12581","14100",2010,16225
"new.row.12582","14100",2011,16312
"new.row.12583","14100",2012,20586
"new.row.12584","16540",1969,15028
"new.row.12585","16540",1970,15919
"new.row.12586","16540",1971,13451
"new.row.12587","16540",1972,15434
"new.row.12588","16540",1973,17545
"new.row.12589","16540",1974,20563
"new.row.12590","16540",1975,13395
"new.row.12591","16540",1976,16909
"new.row.12592","16540",1977,15050
"new.row.12593","16540",1978,19125
"new.row.12594","16540",1979,23073
"new.row.12595","16540",1980,15214
"new.row.12596","16540",1981,23871
"new.row.12597","16540",1982,24816
"new.row.12598","16540",1983,21365
"new.row.12599","16540",1984,40274
"new.row.12600","16540",1985,43441
"new.row.12601","16540",1986,52356
"new.row.12602","16540",1987,39989
"new.row.12603","16540",1988,39365
"new.row.12604","16540",1989,46194
"new.row.12605","16540",1990,38072
"new.row.12606","16540",1991,28367
"new.row.12607","16540",1992,52078
"new.row.12608","16540",1993,43155
"new.row.12609","16540",1994,38603
"new.row.12610","16540",1995,26699
"new.row.12611","16540",1996,46618
"new.row.12612","16540",1997,41126
"new.row.12613","16540",1998,53927
"new.row.12614","16540",1999,57026
"new.row.12615","16540",2000,60564
"new.row.12616","16540",2001,70214
"new.row.12617","16540",2002,30755
"new.row.12618","16540",2003,64465
"new.row.12619","16540",2004,93847
"new.row.12620","16540",2005,93708
"new.row.12621","16540",2006,69100
"new.row.12622","16540",2007,95412
"new.row.12623","16540",2008,88255
"new.row.12624","16540",2009,53349
"new.row.12625","16540",2010,64520
"new.row.12626","16540",2011,88795
"new.row.12627","16540",2012,74605
"new.row.12628","20700",1969,745
"new.row.12629","20700",1970,810
"new.row.12630","20700",1971,410
"new.row.12631","20700",1972,354
"new.row.12632","20700",1973,1233
"new.row.12633","20700",1974,423
"new.row.12634","20700",1975,1189
"new.row.12635","20700",1976,1416
"new.row.12636","20700",1977,1235
"new.row.12637","20700",1978,579
"new.row.12638","20700",1979,1668
"new.row.12639","20700",1980,826
"new.row.12640","20700",1981,1335
"new.row.12641","20700",1982,608
"new.row.12642","20700",1983,-724
"new.row.12643","20700",1984,103
"new.row.12644","20700",1985,466
"new.row.12645","20700",1986,-331
"new.row.12646","20700",1987,-209
"new.row.12647","20700",1988,233
"new.row.12648","20700",1989,278
"new.row.12649","20700",1990,1198
"new.row.12650","20700",1991,773
"new.row.12651","20700",1992,620
"new.row.12652","20700",1993,339
"new.row.12653","20700",1994,770
"new.row.12654","20700",1995,175
"new.row.12655","20700",1996,826
"new.row.12656","20700",1997,250
"new.row.12657","20700",1998,20
"new.row.12658","20700",1999,-456
"new.row.12659","20700",2000,903
"new.row.12660","20700",2001,-171
"new.row.12661","20700",2002,-627
"new.row.12662","20700",2003,776
"new.row.12663","20700",2004,2077
"new.row.12664","20700",2005,1211
"new.row.12665","20700",2006,956
"new.row.12666","20700",2007,-1298
"new.row.12667","20700",2008,-431
"new.row.12668","20700",2009,469
"new.row.12669","20700",2010,641
"new.row.12670","20700",2011,336
"new.row.12671","20700",2012,963
"new.row.12672","21500",1969,7598
"new.row.12673","21500",1970,9560
"new.row.12674","21500",1971,7521
"new.row.12675","21500",1972,6806
"new.row.12676","21500",1973,13415
"new.row.12677","21500",1974,12811
"new.row.12678","21500",1975,11860
"new.row.12679","21500",1976,13417
"new.row.12680","21500",1977,15520
"new.row.12681","21500",1978,18938
"new.row.12682","21500",1979,15162
"new.row.12683","21500",1980,9834
"new.row.12684","21500",1981,16184
"new.row.12685","21500",1982,9810
"new.row.12686","21500",1983,7089
"new.row.12687","21500",1984,10403
"new.row.12688","21500",1985,13282
"new.row.12689","21500",1986,14794
"new.row.12690","21500",1987,21040
"new.row.12691","21500",1988,14612
"new.row.12692","21500",1989,20637
"new.row.12693","21500",1990,23082
"new.row.12694","21500",1991,23231
"new.row.12695","21500",1992,35474
"new.row.12696","21500",1993,25109
"new.row.12697","21500",1994,20604
"new.row.12698","21500",1995,14174
"new.row.12699","21500",1996,27689
"new.row.12700","21500",1997,18625
"new.row.12701","21500",1998,22698
"new.row.12702","21500",1999,31434
"new.row.12703","21500",2000,28858
"new.row.12704","21500",2001,24803
"new.row.12705","21500",2002,16342
"new.row.12706","21500",2003,25625
"new.row.12707","21500",2004,18892
"new.row.12708","21500",2005,18590
"new.row.12709","21500",2006,15624
"new.row.12710","21500",2007,14923
"new.row.12711","21500",2008,15065
"new.row.12712","21500",2009,10992
"new.row.12713","21500",2010,15787
"new.row.12714","21500",2011,27263
"new.row.12715","21500",2012,34850
"new.row.12716","23900",1969,10617
"new.row.12717","23900",1970,8293
"new.row.12718","23900",1971,6735
"new.row.12719","23900",1972,7754
"new.row.12720","23900",1973,10745
"new.row.12721","23900",1974,14880
"new.row.12722","23900",1975,9459
"new.row.12723","23900",1976,16281
"new.row.12724","23900",1977,18295
"new.row.12725","23900",1978,9811
"new.row.12726","23900",1979,9692
"new.row.12727","23900",1980,5456
"new.row.12728","23900",1981,5776
"new.row.12729","23900",1982,15174
"new.row.12730","23900",1983,8485
"new.row.12731","23900",1984,17748
"new.row.12732","23900",1985,16392
"new.row.12733","23900",1986,26465
"new.row.12734","23900",1987,20229
"new.row.12735","23900",1988,21993
"new.row.12736","23900",1989,18078
"new.row.12737","23900",1990,28215
"new.row.12738","23900",1991,30020
"new.row.12739","23900",1992,39409
"new.row.12740","23900",1993,32192
"new.row.12741","23900",1994,17954
"new.row.12742","23900",1995,27954
"new.row.12743","23900",1996,39734
"new.row.12744","23900",1997,31902
"new.row.12745","23900",1998,23586
"new.row.12746","23900",1999,31440
"new.row.12747","23900",2000,18428
"new.row.12748","23900",2001,30269
"new.row.12749","23900",2002,16922
"new.row.12750","23900",2003,31091
"new.row.12751","23900",2004,19820
"new.row.12752","23900",2005,17460
"new.row.12753","23900",2006,5007
"new.row.12754","23900",2007,13190
"new.row.12755","23900",2008,40935
"new.row.12756","23900",2009,33762
"new.row.12757","23900",2010,26209
"new.row.12758","23900",2011,25967
"new.row.12759","23900",2012,34949
"new.row.12760","25420",1969,19010
"new.row.12761","25420",1970,20789
"new.row.12762","25420",1971,14653
"new.row.12763","25420",1972,14625
"new.row.12764","25420",1973,22151
"new.row.12765","25420",1974,21853
"new.row.12766","25420",1975,17720
"new.row.12767","25420",1976,21999
"new.row.12768","25420",1977,15092
"new.row.12769","25420",1978,15777
"new.row.12770","25420",1979,21085
"new.row.12771","25420",1980,3404
"new.row.12772","25420",1981,13432
"new.row.12773","25420",1982,18250
"new.row.12774","25420",1983,10299
"new.row.12775","25420",1984,38488
"new.row.12776","25420",1985,37736
"new.row.12777","25420",1986,38794
"new.row.12778","25420",1987,35083
"new.row.12779","25420",1988,22319
"new.row.12780","25420",1989,39991
"new.row.12781","25420",1990,38134
"new.row.12782","25420",1991,22713
"new.row.12783","25420",1992,48336
"new.row.12784","25420",1993,41779
"new.row.12785","25420",1994,43367
"new.row.12786","25420",1995,25852
"new.row.12787","25420",1996,52400
"new.row.12788","25420",1997,26682
"new.row.12789","25420",1998,36880
"new.row.12790","25420",1999,34457
"new.row.12791","25420",2000,50537
"new.row.12792","25420",2001,48266
"new.row.12793","25420",2002,22263
"new.row.12794","25420",2003,57084
"new.row.12795","25420",2004,86012
"new.row.12796","25420",2005,77283
"new.row.12797","25420",2006,57993
"new.row.12798","25420",2007,77484
"new.row.12799","25420",2008,92400
"new.row.12800","25420",2009,64961
"new.row.12801","25420",2010,73448
"new.row.12802","25420",2011,116253
"new.row.12803","25420",2012,118006
"new.row.12804","27780",1969,3251
"new.row.12805","27780",1970,2878
"new.row.12806","27780",1971,2234
"new.row.12807","27780",1972,1196
"new.row.12808","27780",1973,3953
"new.row.12809","27780",1974,3865
"new.row.12810","27780",1975,3030
"new.row.12811","27780",1976,3628
"new.row.12812","27780",1977,3072
"new.row.12813","27780",1978,6182
"new.row.12814","27780",1979,7650
"new.row.12815","27780",1980,9676
"new.row.12816","27780",1981,13077
"new.row.12817","27780",1982,4688
"new.row.12818","27780",1983,2739
"new.row.12819","27780",1984,6278
"new.row.12820","27780",1985,4805
"new.row.12821","27780",1986,4225
"new.row.12822","27780",1987,3652
"new.row.12823","27780",1988,448
"new.row.12824","27780",1989,3259
"new.row.12825","27780",1990,5434
"new.row.12826","27780",1991,5210
"new.row.12827","27780",1992,8694
"new.row.12828","27780",1993,8357
"new.row.12829","27780",1994,6825
"new.row.12830","27780",1995,5199
"new.row.12831","27780",1996,8778
"new.row.12832","27780",1997,2485
"new.row.12833","27780",1998,2090
"new.row.12834","27780",1999,523
"new.row.12835","27780",2000,3009
"new.row.12836","27780",2001,-1395
"new.row.12837","27780",2002,-2665
"new.row.12838","27780",2003,4007
"new.row.12839","27780",2004,2311
"new.row.12840","27780",2005,5289
"new.row.12841","27780",2006,6800
"new.row.12842","27780",2007,4165
"new.row.12843","27780",2008,9364
"new.row.12844","27780",2009,5783
"new.row.12845","27780",2010,5554
"new.row.12846","27780",2011,18895
"new.row.12847","27780",2012,24491
"new.row.12848","29540",1969,64420
"new.row.12849","29540",1970,84504
"new.row.12850","29540",1971,65909
"new.row.12851","29540",1972,65113
"new.row.12852","29540",1973,87389
"new.row.12853","29540",1974,67590
"new.row.12854","29540",1975,62280
"new.row.12855","29540",1976,51172
"new.row.12856","29540",1977,27735
"new.row.12857","29540",1978,70001
"new.row.12858","29540",1979,89575
"new.row.12859","29540",1980,45607
"new.row.12860","29540",1981,82389
"new.row.12861","29540",1982,67956
"new.row.12862","29540",1983,51341
"new.row.12863","29540",1984,146327
"new.row.12864","29540",1985,115076
"new.row.12865","29540",1986,166165
"new.row.12866","29540",1987,166972
"new.row.12867","29540",1988,80145
"new.row.12868","29540",1989,176196
"new.row.12869","29540",1990,108036
"new.row.12870","29540",1991,81245
"new.row.12871","29540",1992,144778
"new.row.12872","29540",1993,145789
"new.row.12873","29540",1994,120838
"new.row.12874","29540",1995,75095
"new.row.12875","29540",1996,181125
"new.row.12876","29540",1997,146314
"new.row.12877","29540",1998,138373
"new.row.12878","29540",1999,112619
"new.row.12879","29540",2000,164899
"new.row.12880","29540",2001,175729
"new.row.12881","29540",2002,93438
"new.row.12882","29540",2003,177351
"new.row.12883","29540",2004,260057
"new.row.12884","29540",2005,264444
"new.row.12885","29540",2006,195947
"new.row.12886","29540",2007,297863
"new.row.12887","29540",2008,236991
"new.row.12888","29540",2009,161792
"new.row.12889","29540",2010,278171
"new.row.12890","29540",2011,343194
"new.row.12891","29540",2012,306891
"new.row.12892","30140",1969,9978
"new.row.12893","30140",1970,11575
"new.row.12894","30140",1971,9589
"new.row.12895","30140",1972,9837
"new.row.12896","30140",1973,12572
"new.row.12897","30140",1974,10167
"new.row.12898","30140",1975,8570
"new.row.12899","30140",1976,9492
"new.row.12900","30140",1977,7906
"new.row.12901","30140",1978,10537
"new.row.12902","30140",1979,14129
"new.row.12903","30140",1980,8036
"new.row.12904","30140",1981,11958
"new.row.12905","30140",1982,10601
"new.row.12906","30140",1983,10642
"new.row.12907","30140",1984,24752
"new.row.12908","30140",1985,25084
"new.row.12909","30140",1986,31818
"new.row.12910","30140",1987,28101
"new.row.12911","30140",1988,14104
"new.row.12912","30140",1989,23306
"new.row.12913","30140",1990,31167
"new.row.12914","30140",1991,25907
"new.row.12915","30140",1992,28437
"new.row.12916","30140",1993,24318
"new.row.12917","30140",1994,22772
"new.row.12918","30140",1995,15461
"new.row.12919","30140",1996,27880
"new.row.12920","30140",1997,26119
"new.row.12921","30140",1998,28744
"new.row.12922","30140",1999,20284
"new.row.12923","30140",2000,37958
"new.row.12924","30140",2001,40401
"new.row.12925","30140",2002,20363
"new.row.12926","30140",2003,47491
"new.row.12927","30140",2004,72607
"new.row.12928","30140",2005,68251
"new.row.12929","30140",2006,42319
"new.row.12930","30140",2007,59182
"new.row.12931","30140",2008,60109
"new.row.12932","30140",2009,50730
"new.row.12933","30140",2010,52051
"new.row.12934","30140",2011,74198
"new.row.12935","30140",2012,65051
"new.row.12936","38300",1969,31156
"new.row.12937","38300",1970,32764
"new.row.12938","38300",1971,34981
"new.row.12939","38300",1972,41251
"new.row.12940","38300",1973,39636
"new.row.12941","38300",1974,42922
"new.row.12942","38300",1975,45448
"new.row.12943","38300",1976,56358
"new.row.12944","38300",1977,57876
"new.row.12945","38300",1978,52253
"new.row.12946","38300",1979,58253
"new.row.12947","38300",1980,40723
"new.row.12948","38300",1981,60775
"new.row.12949","38300",1982,53393
"new.row.12950","38300",1983,33041
"new.row.12951","38300",1984,64783
"new.row.12952","38300",1985,61112
"new.row.12953","38300",1986,52881
"new.row.12954","38300",1987,48991
"new.row.12955","38300",1988,42142
"new.row.12956","38300",1989,54145
"new.row.12957","38300",1990,82059
"new.row.12958","38300",1991,61361
"new.row.12959","38300",1992,75941
"new.row.12960","38300",1993,58456
"new.row.12961","38300",1994,35849
"new.row.12962","38300",1995,20986
"new.row.12963","38300",1996,40660
"new.row.12964","38300",1997,10239
"new.row.12965","38300",1998,19297
"new.row.12966","38300",1999,17620
"new.row.12967","38300",2000,42561
"new.row.12968","38300",2001,19139
"new.row.12969","38300",2002,20288
"new.row.12970","38300",2003,53381
"new.row.12971","38300",2004,50666
"new.row.12972","38300",2005,35665
"new.row.12973","38300",2006,45863
"new.row.12974","38300",2007,5995
"new.row.12975","38300",2008,-22152
"new.row.12976","38300",2009,-22793
"new.row.12977","38300",2010,-18550
"new.row.12978","38300",2011,-3532
"new.row.12979","38300",2012,-3867
"new.row.12980","39740",1969,16059
"new.row.12981","39740",1970,18432
"new.row.12982","39740",1971,13129
"new.row.12983","39740",1972,19829
"new.row.12984","39740",1973,22711
"new.row.12985","39740",1974,20727
"new.row.12986","39740",1975,18953
"new.row.12987","39740",1976,24505
"new.row.12988","39740",1977,22575
"new.row.12989","39740",1978,22038
"new.row.12990","39740",1979,25010
"new.row.12991","39740",1980,22581
"new.row.12992","39740",1981,34059
"new.row.12993","39740",1982,33221
"new.row.12994","39740",1983,39370
"new.row.12995","39740",1984,61633
"new.row.12996","39740",1985,52543
"new.row.12997","39740",1986,50318
"new.row.12998","39740",1987,59333
"new.row.12999","39740",1988,46754
"new.row.13000","39740",1989,61398
"new.row.13001","39740",1990,65595
"new.row.13002","39740",1991,60623
"new.row.13003","39740",1992,80994
"new.row.13004","39740",1993,68842
"new.row.13005","39740",1994,77602
"new.row.13006","39740",1995,56692
"new.row.13007","39740",1996,65981
"new.row.13008","39740",1997,58480
"new.row.13009","39740",1998,64337
"new.row.13010","39740",1999,63695
"new.row.13011","39740",2000,85640
"new.row.13012","39740",2001,88101
"new.row.13013","39740",2002,62501
"new.row.13014","39740",2003,86114
"new.row.13015","39740",2004,101354
"new.row.13016","39740",2005,90358
"new.row.13017","39740",2006,63179
"new.row.13018","39740",2007,65108
"new.row.13019","39740",2008,66465
"new.row.13020","39740",2009,59935
"new.row.13021","39740",2010,67168
"new.row.13022","39740",2011,81253
"new.row.13023","39740",2012,79856
"new.row.13024","42540",1969,7057
"new.row.13025","42540",1970,5835
"new.row.13026","42540",1971,6320
"new.row.13027","42540",1972,5245
"new.row.13028","42540",1973,6798
"new.row.13029","42540",1974,6372
"new.row.13030","42540",1975,10339
"new.row.13031","42540",1976,10568
"new.row.13032","42540",1977,14297
"new.row.13033","42540",1978,11604
"new.row.13034","42540",1979,15453
"new.row.13035","42540",1980,14353
"new.row.13036","42540",1981,16750
"new.row.13037","42540",1982,12929
"new.row.13038","42540",1983,12079
"new.row.13039","42540",1984,19524
"new.row.13040","42540",1985,20609
"new.row.13041","42540",1986,18367
"new.row.13042","42540",1987,16903
"new.row.13043","42540",1988,11918
"new.row.13044","42540",1989,17375
"new.row.13045","42540",1990,19084
"new.row.13046","42540",1991,14474
"new.row.13047","42540",1992,24480
"new.row.13048","42540",1993,18835
"new.row.13049","42540",1994,15004
"new.row.13050","42540",1995,8369
"new.row.13051","42540",1996,14311
"new.row.13052","42540",1997,10109
"new.row.13053","42540",1998,12625
"new.row.13054","42540",1999,11145
"new.row.13055","42540",2000,19203
"new.row.13056","42540",2001,12429
"new.row.13057","42540",2002,11379
"new.row.13058","42540",2003,19313
"new.row.13059","42540",2004,15655
"new.row.13060","42540",2005,13124
"new.row.13061","42540",2006,14748
"new.row.13062","42540",2007,6719
"new.row.13063","42540",2008,4678
"new.row.13064","42540",2009,4889
"new.row.13065","42540",2010,3094
"new.row.13066","42540",2011,377
"new.row.13067","42540",2012,2187
"new.row.13068","44300",1969,4600
"new.row.13069","44300",1970,3015
"new.row.13070","44300",1971,2089
"new.row.13071","44300",1972,2735
"new.row.13072","44300",1973,4780
"new.row.13073","44300",1974,5928
"new.row.13074","44300",1975,4916
"new.row.13075","44300",1976,6366
"new.row.13076","44300",1977,5546
"new.row.13077","44300",1978,3530
"new.row.13078","44300",1979,7927
"new.row.13079","44300",1980,8079
"new.row.13080","44300",1981,9686
"new.row.13081","44300",1982,7005
"new.row.13082","44300",1983,3397
"new.row.13083","44300",1984,10353
"new.row.13084","44300",1985,9816
"new.row.13085","44300",1986,7567
"new.row.13086","44300",1987,9113
"new.row.13087","44300",1988,13245
"new.row.13088","44300",1989,15827
"new.row.13089","44300",1990,11950
"new.row.13090","44300",1991,4930
"new.row.13091","44300",1992,16593
"new.row.13092","44300",1993,9348
"new.row.13093","44300",1994,11058
"new.row.13094","44300",1995,3875
"new.row.13095","44300",1996,15324
"new.row.13096","44300",1997,8243
"new.row.13097","44300",1998,16516
"new.row.13098","44300",1999,12225
"new.row.13099","44300",2000,18695
"new.row.13100","44300",2001,13523
"new.row.13101","44300",2002,7937
"new.row.13102","44300",2003,15967
"new.row.13103","44300",2004,20472
"new.row.13104","44300",2005,15566
"new.row.13105","44300",2006,12120
"new.row.13106","44300",2007,11474
"new.row.13107","44300",2008,-984
"new.row.13108","44300",2009,-5445
"new.row.13109","44300",2010,-876
"new.row.13110","44300",2011,5050
"new.row.13111","44300",2012,2617
"new.row.13112","48700",1969,3784
"new.row.13113","48700",1970,3622
"new.row.13114","48700",1971,2723
"new.row.13115","48700",1972,2034
"new.row.13116","48700",1973,5169
"new.row.13117","48700",1974,6287
"new.row.13118","48700",1975,5241
"new.row.13119","48700",1976,5915
"new.row.13120","48700",1977,5829
"new.row.13121","48700",1978,4774
"new.row.13122","48700",1979,8200
"new.row.13123","48700",1980,6242
"new.row.13124","48700",1981,10662
"new.row.13125","48700",1982,9537
"new.row.13126","48700",1983,1369
"new.row.13127","48700",1984,9423
"new.row.13128","48700",1985,9412
"new.row.13129","48700",1986,7750
"new.row.13130","48700",1987,7640
"new.row.13131","48700",1988,8776
"new.row.13132","48700",1989,11808
"new.row.13133","48700",1990,12492
"new.row.13134","48700",1991,5918
"new.row.13135","48700",1992,17534
"new.row.13136","48700",1993,17685
"new.row.13137","48700",1994,15697
"new.row.13138","48700",1995,7680
"new.row.13139","48700",1996,15479
"new.row.13140","48700",1997,6566
"new.row.13141","48700",1998,8470
"new.row.13142","48700",1999,6777
"new.row.13143","48700",2000,11245
"new.row.13144","48700",2001,8910
"new.row.13145","48700",2002,6433
"new.row.13146","48700",2003,15075
"new.row.13147","48700",2004,22270
"new.row.13148","48700",2005,19236
"new.row.13149","48700",2006,15799
"new.row.13150","48700",2007,11284
"new.row.13151","48700",2008,7161
"new.row.13152","48700",2009,4803
"new.row.13153","48700",2010,9079
"new.row.13154","48700",2011,15666
"new.row.13155","48700",2012,18821
"new.row.13156","49620",1969,13570
"new.row.13157","49620",1970,9086
"new.row.13158","49620",1971,2807
"new.row.13159","49620",1972,4942
"new.row.13160","49620",1973,14414
"new.row.13161","49620",1974,15684
"new.row.13162","49620",1975,13185
"new.row.13163","49620",1976,18809
"new.row.13164","49620",1977,14936
"new.row.13165","49620",1978,11625
"new.row.13166","49620",1979,22187
"new.row.13167","49620",1980,10228
"new.row.13168","49620",1981,19620
"new.row.13169","49620",1982,16326
"new.row.13170","49620",1983,1872
"new.row.13171","49620",1984,24294
"new.row.13172","49620",1985,20524
"new.row.13173","49620",1986,19203
"new.row.13174","49620",1987,19096
"new.row.13175","49620",1988,7931
"new.row.13176","49620",1989,19964
"new.row.13177","49620",1990,26069
"new.row.13178","49620",1991,12735
"new.row.13179","49620",1992,36985
"new.row.13180","49620",1993,24048
"new.row.13181","49620",1994,22623
"new.row.13182","49620",1995,11171
"new.row.13183","49620",1996,34361
"new.row.13184","49620",1997,12168
"new.row.13185","49620",1998,15400
"new.row.13186","49620",1999,8659
"new.row.13187","49620",2000,35158
"new.row.13188","49620",2001,25539
"new.row.13189","49620",2002,9820
"new.row.13190","49620",2003,64905
"new.row.13191","49620",2004,63413
"new.row.13192","49620",2005,44068
"new.row.13193","49620",2006,24545
"new.row.13194","49620",2007,35868
"new.row.13195","49620",2008,49214
"new.row.13196","49620",2009,38706
"new.row.13197","49620",2010,40678
"new.row.13198","49620",2011,48714
"new.row.13199","49620",2012,60532
"new.row.13200","16700",1969,8379
"new.row.13201","16700",1970,7572
"new.row.13202","16700",1971,7371
"new.row.13203","16700",1972,9735
"new.row.13204","16700",1973,10220
"new.row.13205","16700",1974,14964
"new.row.13206","16700",1975,19502
"new.row.13207","16700",1976,12104
"new.row.13208","16700",1977,8557
"new.row.13209","16700",1978,15178
"new.row.13210","16700",1979,19891
"new.row.13211","16700",1980,6709
"new.row.13212","16700",1981,10358
"new.row.13213","16700",1982,23301
"new.row.13214","16700",1983,9900
"new.row.13215","16700",1984,18732
"new.row.13216","16700",1985,7894
"new.row.13217","16700",1986,6998
"new.row.13218","16700",1987,11589
"new.row.13219","16700",1988,17593
"new.row.13220","16700",1989,13474
"new.row.13221","16700",1990,12505
"new.row.13222","16700",1991,18611
"new.row.13223","16700",1992,16031
"new.row.13224","16700",1993,23471
"new.row.13225","16700",1994,33562
"new.row.13226","16700",1995,31213
"new.row.13227","16700",1996,27275
"new.row.13228","16700",1997,27449
"new.row.13229","16700",1998,19882
"new.row.13230","16700",1999,23570
"new.row.13231","16700",2000,24662
"new.row.13232","16700",2001,26010
"new.row.13233","16700",2002,15234
"new.row.13234","16700",2003,25250
"new.row.13235","16700",2004,21120
"new.row.13236","16700",2005,23280
"new.row.13237","16700",2006,14915
"new.row.13238","16700",2007,13529
"new.row.13239","16700",2008,10253
"new.row.13240","16700",2009,14295
"new.row.13241","16700",2010,10690
"new.row.13242","16700",2011,8350
"new.row.13243","16700",2012,12502
"new.row.13244","17900",1969,15303
"new.row.13245","17900",1970,16227
