"","msa.fips","year","farm.personal.income"
"new.row.2895","35300",2004,24344
"new.row.2896","35300",2005,26628
"new.row.2897","35300",2006,25743
"new.row.2898","35300",2007,30593
"new.row.2899","35300",2008,25269
"new.row.2900","35300",2009,22845
"new.row.2901","35300",2010,22994
"new.row.2902","35300",2011,19487
"new.row.2903","35300",2012,17721
"new.row.2904","35980",1969,9347
"new.row.2905","35980",1970,8006
"new.row.2906","35980",1971,7941
"new.row.2907","35980",1972,8808
"new.row.2908","35980",1973,11172
"new.row.2909","35980",1974,5808
"new.row.2910","35980",1975,10217
"new.row.2911","35980",1976,11232
"new.row.2912","35980",1977,12642
"new.row.2913","35980",1978,7777
"new.row.2914","35980",1979,9319
"new.row.2915","35980",1980,10965
"new.row.2916","35980",1981,17328
"new.row.2917","35980",1982,21776
"new.row.2918","35980",1983,23552
"new.row.2919","35980",1984,37667
"new.row.2920","35980",1985,36395
"new.row.2921","35980",1986,38004
"new.row.2922","35980",1987,42541
"new.row.2923","35980",1988,38064
"new.row.2924","35980",1989,35208
"new.row.2925","35980",1990,42976
"new.row.2926","35980",1991,39238
"new.row.2927","35980",1992,41062
"new.row.2928","35980",1993,52668
"new.row.2929","35980",1994,46529
"new.row.2930","35980",1995,32686
"new.row.2931","35980",1996,35162
"new.row.2932","35980",1997,33364
"new.row.2933","35980",1998,35470
"new.row.2934","35980",1999,36622
"new.row.2935","35980",2000,39906
"new.row.2936","35980",2001,42780
"new.row.2937","35980",2002,48303
"new.row.2938","35980",2003,45666
"new.row.2939","35980",2004,43583
"new.row.2940","35980",2005,39359
"new.row.2941","35980",2006,35518
"new.row.2942","35980",2007,39710
"new.row.2943","35980",2008,40354
"new.row.2944","35980",2009,35379
"new.row.2945","35980",2010,30208
"new.row.2946","35980",2011,30892
"new.row.2947","35980",2012,34144
"new.row.2948","49340",1969,18954
"new.row.2949","49340",1970,17164
"new.row.2950","49340",1971,16756
"new.row.2951","49340",1972,18593
"new.row.2952","49340",1973,22955
"new.row.2953","49340",1974,14734
"new.row.2954","49340",1975,15454
"new.row.2955","49340",1976,17969
"new.row.2956","49340",1977,15931
"new.row.2957","49340",1978,23863
"new.row.2958","49340",1979,19597
"new.row.2959","49340",1980,15834
"new.row.2960","49340",1981,19346
"new.row.2961","49340",1982,30823
"new.row.2962","49340",1983,27459
"new.row.2963","49340",1984,33825
"new.row.2964","49340",1985,29057
"new.row.2965","49340",1986,34152
"new.row.2966","49340",1987,28885
"new.row.2967","49340",1988,26545
"new.row.2968","49340",1989,24699
"new.row.2969","49340",1990,31828
"new.row.2970","49340",1991,31759
"new.row.2971","49340",1992,38519
"new.row.2972","49340",1993,35693
"new.row.2973","49340",1994,32646
"new.row.2974","49340",1995,22683
"new.row.2975","49340",1996,30418
"new.row.2976","49340",1997,30395
"new.row.2977","49340",1998,28183
"new.row.2978","49340",1999,37027
"new.row.2979","49340",2000,38334
"new.row.2980","49340",2001,29883
"new.row.2981","49340",2002,25479
"new.row.2982","49340",2003,28057
"new.row.2983","49340",2004,32181
"new.row.2984","49340",2005,25993
"new.row.2985","49340",2006,18829
"new.row.2986","49340",2007,24788
"new.row.2987","49340",2008,24522
"new.row.2988","49340",2009,17084
"new.row.2989","49340",2010,17912
"new.row.2990","49340",2011,19176
"new.row.2991","49340",2012,12716
"new.row.2992","20100",1969,11722
"new.row.2993","20100",1970,9318
"new.row.2994","20100",1971,9240
"new.row.2995","20100",1972,10953
"new.row.2996","20100",1973,23930
"new.row.2997","20100",1974,28972
"new.row.2998","20100",1975,21279
"new.row.2999","20100",1976,20718
"new.row.3000","20100",1977,10753
"new.row.3001","20100",1978,18215
"new.row.3002","20100",1979,14641
"new.row.3003","20100",1980,-383
"new.row.3004","20100",1981,9951
"new.row.3005","20100",1982,9205
"new.row.3006","20100",1983,9958
"new.row.3007","20100",1984,15531
"new.row.3008","20100",1985,12155
"new.row.3009","20100",1986,12261
"new.row.3010","20100",1987,9389
"new.row.3011","20100",1988,26579
"new.row.3012","20100",1989,25230
"new.row.3013","20100",1990,21177
"new.row.3014","20100",1991,24355
"new.row.3015","20100",1992,28382
"new.row.3016","20100",1993,19684
"new.row.3017","20100",1994,23891
"new.row.3018","20100",1995,12428
"new.row.3019","20100",1996,24565
"new.row.3020","20100",1997,15226
"new.row.3021","20100",1998,24955
"new.row.3022","20100",1999,24961
"new.row.3023","20100",2000,30137
"new.row.3024","20100",2001,32896
"new.row.3025","20100",2002,11908
"new.row.3026","20100",2003,23624
"new.row.3027","20100",2004,45015
"new.row.3028","20100",2005,52460
"new.row.3029","20100",2006,45175
"new.row.3030","20100",2007,50881
"new.row.3031","20100",2008,51194
"new.row.3032","20100",2009,54327
"new.row.3033","20100",2010,46350
"new.row.3034","20100",2011,67964
"new.row.3035","20100",2012,68558
"new.row.3036","37980",1969,78059
"new.row.3037","37980",1970,92761
"new.row.3038","37980",1971,97241
"new.row.3039","37980",1972,89373
"new.row.3040","37980",1973,132704
"new.row.3041","37980",1974,131699
"new.row.3042","37980",1975,107335
"new.row.3043","37980",1976,135986
"new.row.3044","37980",1977,128665
"new.row.3045","37980",1978,130557
"new.row.3046","37980",1979,132058
"new.row.3047","37980",1980,85528
"new.row.3048","37980",1981,123715
"new.row.3049","37980",1982,146982
"new.row.3050","37980",1983,139379
"new.row.3051","37980",1984,197632
"new.row.3052","37980",1985,220299
"new.row.3053","37980",1986,210254
"new.row.3054","37980",1987,194535
"new.row.3055","37980",1988,176464
"new.row.3056","37980",1989,178069
"new.row.3057","37980",1990,205246
"new.row.3058","37980",1991,194907
"new.row.3059","37980",1992,216028
"new.row.3060","37980",1993,228414
"new.row.3061","37980",1994,231408
"new.row.3062","37980",1995,220302
"new.row.3063","37980",1996,267768
"new.row.3064","37980",1997,259244
"new.row.3065","37980",1998,265723
"new.row.3066","37980",1999,250219
"new.row.3067","37980",2000,296362
"new.row.3068","37980",2001,255823
"new.row.3069","37980",2002,251111
"new.row.3070","37980",2003,260587
"new.row.3071","37980",2004,302688
"new.row.3072","37980",2005,286248
"new.row.3073","37980",2006,265326
"new.row.3074","37980",2007,278482
"new.row.3075","37980",2008,277566
"new.row.3076","37980",2009,304679
"new.row.3077","37980",2010,270784
"new.row.3078","37980",2011,280731
"new.row.3079","37980",2012,298813
"new.row.3080","41540",1969,68113
"new.row.3081","41540",1970,38677
"new.row.3082","41540",1971,33486
"new.row.3083","41540",1972,49747
"new.row.3084","41540",1973,108149
"new.row.3085","41540",1974,50967
"new.row.3086","41540",1975,101562
"new.row.3087","41540",1976,82309
"new.row.3088","41540",1977,54347
"new.row.3089","41540",1978,53994
"new.row.3090","41540",1979,40924
"new.row.3091","41540",1980,1652
"new.row.3092","41540",1981,38323
"new.row.3093","41540",1982,70549
"new.row.3094","41540",1983,61734
"new.row.3095","41540",1984,127051
"new.row.3096","41540",1985,133914
"new.row.3097","41540",1986,211942
"new.row.3098","41540",1987,166586
"new.row.3099","41540",1988,237480
"new.row.3100","41540",1989,259274
"new.row.3101","41540",1990,166195
"new.row.3102","41540",1991,155313
"new.row.3103","41540",1992,132115
"new.row.3104","41540",1993,133140
"new.row.3105","41540",1994,142083
"new.row.3106","41540",1995,111102
"new.row.3107","41540",1996,164053
"new.row.3108","41540",1997,132858
"new.row.3109","41540",1998,174107
"new.row.3110","41540",1999,178170
"new.row.3111","41540",2000,168398
"new.row.3112","41540",2001,259016
"new.row.3113","41540",2002,88006
"new.row.3114","41540",2003,203944
"new.row.3115","41540",2004,302409
"new.row.3116","41540",2005,321913
"new.row.3117","41540",2006,221977
"new.row.3118","41540",2007,223347
"new.row.3119","41540",2008,144778
"new.row.3120","41540",2009,156146
"new.row.3121","41540",2010,136839
"new.row.3122","41540",2011,160138
"new.row.3123","41540",2012,192397
"new.row.3124","47900",1969,49772
"new.row.3125","47900",1970,51843
"new.row.3126","47900",1971,48740
"new.row.3127","47900",1972,57603
"new.row.3128","47900",1973,72166
"new.row.3129","47900",1974,66373
"new.row.3130","47900",1975,66808
"new.row.3131","47900",1976,59074
"new.row.3132","47900",1977,49484
"new.row.3133","47900",1978,74704
"new.row.3134","47900",1979,64282
"new.row.3135","47900",1980,33491
"new.row.3136","47900",1981,45131
"new.row.3137","47900",1982,45987
"new.row.3138","47900",1983,29995
"new.row.3139","47900",1984,54356
"new.row.3140","47900",1985,58092
"new.row.3141","47900",1986,46439
"new.row.3142","47900",1987,86767
"new.row.3143","47900",1988,91752
"new.row.3144","47900",1989,99273
"new.row.3145","47900",1990,127904
"new.row.3146","47900",1991,110305
"new.row.3147","47900",1992,119669
"new.row.3148","47900",1993,102326
"new.row.3149","47900",1994,94611
"new.row.3150","47900",1995,63305
"new.row.3151","47900",1996,96602
"new.row.3152","47900",1997,62086
"new.row.3153","47900",1998,71064
"new.row.3154","47900",1999,54766
"new.row.3155","47900",2000,96163
"new.row.3156","47900",2001,58682
"new.row.3157","47900",2002,52291
"new.row.3158","47900",2003,39477
"new.row.3159","47900",2004,53531
"new.row.3160","47900",2005,38316
"new.row.3161","47900",2006,847
"new.row.3162","47900",2007,-9263
"new.row.3163","47900",2008,5487
"new.row.3164","47900",2009,23457
"new.row.3165","47900",2010,18215
"new.row.3166","47900",2011,46776
"new.row.3167","47900",2012,81926
"new.row.3168","15980",1969,9284
"new.row.3169","15980",1970,7507
"new.row.3170","15980",1971,8139
"new.row.3171","15980",1972,8775
"new.row.3172","15980",1973,9680
"new.row.3173","15980",1974,9108
"new.row.3174","15980",1975,14592
"new.row.3175","15980",1976,16542
"new.row.3176","15980",1977,17335
"new.row.3177","15980",1978,22210
"new.row.3178","15980",1979,23654
"new.row.3179","15980",1980,25089
"new.row.3180","15980",1981,21214
"new.row.3181","15980",1982,26534
"new.row.3182","15980",1983,39332
"new.row.3183","15980",1984,38871
"new.row.3184","15980",1985,42620
"new.row.3185","15980",1986,50177
"new.row.3186","15980",1987,57855
"new.row.3187","15980",1988,57605
"new.row.3188","15980",1989,60625
"new.row.3189","15980",1990,40704
"new.row.3190","15980",1991,47311
"new.row.3191","15980",1992,45142
"new.row.3192","15980",1993,47546
"new.row.3193","15980",1994,38189
"new.row.3194","15980",1995,39695
"new.row.3195","15980",1996,29480
"new.row.3196","15980",1997,32351
"new.row.3197","15980",1998,42271
"new.row.3198","15980",1999,44991
"new.row.3199","15980",2000,43038
"new.row.3200","15980",2001,41567
"new.row.3201","15980",2002,44086
"new.row.3202","15980",2003,41864
"new.row.3203","15980",2004,40125
"new.row.3204","15980",2005,43967
"new.row.3205","15980",2006,33778
"new.row.3206","15980",2007,23493
"new.row.3207","15980",2008,15875
"new.row.3208","15980",2009,13392
"new.row.3209","15980",2010,14438
"new.row.3210","15980",2011,15392
"new.row.3211","15980",2012,12384
"new.row.3212","18880",1969,1431
"new.row.3213","18880",1970,964
"new.row.3214","18880",1971,2905
"new.row.3215","18880",1972,3306
"new.row.3216","18880",1973,7412
"new.row.3217","18880",1974,9034
"new.row.3218","18880",1975,9360
"new.row.3219","18880",1976,5624
"new.row.3220","18880",1977,2490
"new.row.3221","18880",1978,6251
"new.row.3222","18880",1979,8190
"new.row.3223","18880",1980,3030
"new.row.3224","18880",1981,1302
"new.row.3225","18880",1982,2417
"new.row.3226","18880",1983,1296
"new.row.3227","18880",1984,3866
"new.row.3228","18880",1985,2583
"new.row.3229","18880",1986,3840
"new.row.3230","18880",1987,3809
"new.row.3231","18880",1988,7636
"new.row.3232","18880",1989,8741
"new.row.3233","18880",1990,7242
"new.row.3234","18880",1991,7470
"new.row.3235","18880",1992,8777
"new.row.3236","18880",1993,7377
"new.row.3237","18880",1994,7282
"new.row.3238","18880",1995,7022
"new.row.3239","18880",1996,10065
"new.row.3240","18880",1997,9271
"new.row.3241","18880",1998,4877
"new.row.3242","18880",1999,7226
"new.row.3243","18880",2000,3337
"new.row.3244","18880",2001,3111
"new.row.3245","18880",2002,-4685
"new.row.3246","18880",2003,148
"new.row.3247","18880",2004,2393
"new.row.3248","18880",2005,2341
"new.row.3249","18880",2006,4221
"new.row.3250","18880",2007,3376
"new.row.3251","18880",2008,6047
"new.row.3252","18880",2009,3698
"new.row.3253","18880",2010,11889
"new.row.3254","18880",2011,12149
"new.row.3255","18880",2012,21001
"new.row.3256","19660",1969,10534
"new.row.3257","19660",1970,9576
"new.row.3258","19660",1971,10958
"new.row.3259","19660",1972,13213
"new.row.3260","19660",1973,17084
"new.row.3261","19660",1974,16098
"new.row.3262","19660",1975,21260
"new.row.3263","19660",1976,20399
"new.row.3264","19660",1977,18396
"new.row.3265","19660",1978,20745
"new.row.3266","19660",1979,20125
"new.row.3267","19660",1980,26234
"new.row.3268","19660",1981,26656
"new.row.3269","19660",1982,39442
"new.row.3270","19660",1983,43684
"new.row.3271","19660",1984,41921
"new.row.3272","19660",1985,39942
"new.row.3273","19660",1986,43531
"new.row.3274","19660",1987,40285
"new.row.3275","19660",1988,47503
"new.row.3276","19660",1989,46673
"new.row.3277","19660",1990,46177
"new.row.3278","19660",1991,55446
"new.row.3279","19660",1992,63368
"new.row.3280","19660",1993,59537
"new.row.3281","19660",1994,59948
"new.row.3282","19660",1995,57724
"new.row.3283","19660",1996,57280
"new.row.3284","19660",1997,65356
"new.row.3285","19660",1998,62966
"new.row.3286","19660",1999,66430
"new.row.3287","19660",2000,64447
"new.row.3288","19660",2001,64867
"new.row.3289","19660",2002,59716
"new.row.3290","19660",2003,54371
"new.row.3291","19660",2004,59958
"new.row.3292","19660",2005,73143
"new.row.3293","19660",2006,64090
"new.row.3294","19660",2007,64876
"new.row.3295","19660",2008,53229
"new.row.3296","19660",2009,54170
"new.row.3297","19660",2010,50382
"new.row.3298","19660",2011,47931
"new.row.3299","19660",2012,42414
"new.row.3300","23540",1969,7192
"new.row.3301","23540",1970,7155
"new.row.3302","23540",1971,9351
"new.row.3303","23540",1972,9874
"new.row.3304","23540",1973,14614
"new.row.3305","23540",1974,12149
"new.row.3306","23540",1975,12263
"new.row.3307","23540",1976,12464
"new.row.3308","23540",1977,7596
"new.row.3309","23540",1978,11884
"new.row.3310","23540",1979,19058
"new.row.3311","23540",1980,17153
"new.row.3312","23540",1981,16498
"new.row.3313","23540",1982,23799
