"","msa.fips","year","supplements.to.wages.and.salaries"
"new.row.10034","10740",1971,148135
"new.row.10035","10740",1972,177289
"new.row.10036","10740",1973,199963
"new.row.10037","10740",1974,223913
"new.row.10038","10740",1975,255713
"new.row.10039","10740",1976,293591
"new.row.10040","10740",1977,334026
"new.row.10041","10740",1978,389302
"new.row.10042","10740",1979,454991
"new.row.10043","10740",1980,504553
"new.row.10044","10740",1981,568707
"new.row.10045","10740",1982,604757
"new.row.10046","10740",1983,694432
"new.row.10047","10740",1984,783989
"new.row.10048","10740",1985,877159
"new.row.10049","10740",1986,951547
"new.row.10050","10740",1987,984180
"new.row.10051","10740",1988,1103500
"new.row.10052","10740",1989,1212404
"new.row.10053","10740",1990,1336461
"new.row.10054","10740",1991,1439833
"new.row.10055","10740",1992,1637564
"new.row.10056","10740",1993,1762226
"new.row.10057","10740",1994,1918664
"new.row.10058","10740",1995,2007939
"new.row.10059","10740",1996,2052308
"new.row.10060","10740",1997,2123022
"new.row.10061","10740",1998,2209304
"new.row.10062","10740",1999,2266092
"new.row.10063","10740",2000,2466190
"new.row.10064","10740",2001,2611101
"new.row.10065","10740",2002,2820735
"new.row.10066","10740",2003,3041583
"new.row.10067","10740",2004,3254808
"new.row.10068","10740",2005,3507731
"new.row.10069","10740",2006,3654932
"new.row.10070","10740",2007,3849025
"new.row.10071","10740",2008,3967229
"new.row.10072","10740",2009,3913739
"new.row.10073","10740",2010,4070692
"new.row.10074","10740",2011,4265964
"new.row.10075","10740",2012,4361730
"new.row.10076","22140",1969,11778
"new.row.10077","22140",1970,12053
"new.row.10078","22140",1971,14965
"new.row.10079","22140",1972,18228
"new.row.10080","22140",1973,22280
"new.row.10081","22140",1974,27758
"new.row.10082","22140",1975,34982
"new.row.10083","22140",1976,42024
"new.row.10084","22140",1977,53574
"new.row.10085","22140",1978,65368
"new.row.10086","22140",1979,74899
"new.row.10087","22140",1980,88068
"new.row.10088","22140",1981,105325
"new.row.10089","22140",1982,112917
"new.row.10090","22140",1983,109842
"new.row.10091","22140",1984,113956
"new.row.10092","22140",1985,123458
"new.row.10093","22140",1986,126163
"new.row.10094","22140",1987,120413
"new.row.10095","22140",1988,124930
"new.row.10096","22140",1989,141468
"new.row.10097","22140",1990,169021
"new.row.10098","22140",1991,184893
"new.row.10099","22140",1992,208832
"new.row.10100","22140",1993,225638
"new.row.10101","22140",1994,237727
"new.row.10102","22140",1995,244495
"new.row.10103","22140",1996,243629
"new.row.10104","22140",1997,248969
"new.row.10105","22140",1998,257171
"new.row.10106","22140",1999,268731
"new.row.10107","22140",2000,279367
"new.row.10108","22140",2001,324578
"new.row.10109","22140",2002,337644
"new.row.10110","22140",2003,364593
"new.row.10111","22140",2004,406789
"new.row.10112","22140",2005,435059
"new.row.10113","22140",2006,481788
"new.row.10114","22140",2007,510380
"new.row.10115","22140",2008,546157
"new.row.10116","22140",2009,523911
"new.row.10117","22140",2010,543258
"new.row.10118","22140",2011,577842
"new.row.10119","22140",2012,606483
"new.row.10120","29740",1969,19875
"new.row.10121","29740",1970,22768
"new.row.10122","29740",1971,29223
"new.row.10123","29740",1972,31809
"new.row.10124","29740",1973,35080
"new.row.10125","29740",1974,38926
"new.row.10126","29740",1975,42135
"new.row.10127","29740",1976,47610
"new.row.10128","29740",1977,55386
"new.row.10129","29740",1978,62572
"new.row.10130","29740",1979,70399
"new.row.10131","29740",1980,76058
"new.row.10132","29740",1981,86145
"new.row.10133","29740",1982,96403
"new.row.10134","29740",1983,111225
"new.row.10135","29740",1984,123424
"new.row.10136","29740",1985,136057
"new.row.10137","29740",1986,143847
"new.row.10138","29740",1987,146606
"new.row.10139","29740",1988,161005
"new.row.10140","29740",1989,183740
"new.row.10141","29740",1990,206549
"new.row.10142","29740",1991,221771
"new.row.10143","29740",1992,254573
"new.row.10144","29740",1993,265374
"new.row.10145","29740",1994,274111
"new.row.10146","29740",1995,286067
"new.row.10147","29740",1996,293656
"new.row.10148","29740",1997,303646
"new.row.10149","29740",1998,322401
"new.row.10150","29740",1999,336966
"new.row.10151","29740",2000,360848
"new.row.10152","29740",2001,372297
"new.row.10153","29740",2002,421171
"new.row.10154","29740",2003,465998
"new.row.10155","29740",2004,516447
"new.row.10156","29740",2005,570251
"new.row.10157","29740",2006,606188
"new.row.10158","29740",2007,648469
"new.row.10159","29740",2008,683504
"new.row.10160","29740",2009,694662
"new.row.10161","29740",2010,739448
"new.row.10162","29740",2011,768579
"new.row.10163","29740",2012,779728
"new.row.10164","42140",1969,11214
"new.row.10165","42140",1970,12685
"new.row.10166","42140",1971,15691
"new.row.10167","42140",1972,19004
"new.row.10168","42140",1973,22026
"new.row.10169","42140",1974,25569
"new.row.10170","42140",1975,29646
"new.row.10171","42140",1976,33595
"new.row.10172","42140",1977,39192
"new.row.10173","42140",1978,45923
"new.row.10174","42140",1979,52730
"new.row.10175","42140",1980,60173
"new.row.10176","42140",1981,68550
"new.row.10177","42140",1982,77262
"new.row.10178","42140",1983,90286
"new.row.10179","42140",1984,101291
"new.row.10180","42140",1985,113150
"new.row.10181","42140",1986,124892
"new.row.10182","42140",1987,126917
"new.row.10183","42140",1988,143159
"new.row.10184","42140",1989,163535
"new.row.10185","42140",1990,188793
"new.row.10186","42140",1991,215511
"new.row.10187","42140",1992,250692
"new.row.10188","42140",1993,274319
"new.row.10189","42140",1994,290940
"new.row.10190","42140",1995,309167
"new.row.10191","42140",1996,311166
"new.row.10192","42140",1997,321805
"new.row.10193","42140",1998,342479
"new.row.10194","42140",1999,355894
"new.row.10195","42140",2000,380155
"new.row.10196","42140",2001,412154
"new.row.10197","42140",2002,458674
"new.row.10198","42140",2003,489764
"new.row.10199","42140",2004,539465
"new.row.10200","42140",2005,590690
"new.row.10201","42140",2006,626433
"new.row.10202","42140",2007,678807
"new.row.10203","42140",2008,714401
"new.row.10204","42140",2009,681044
"new.row.10205","42140",2010,703820
"new.row.10206","42140",2011,722307
"new.row.10207","42140",2012,730038
"new.row.10208","10580",1969,315328
"new.row.10209","10580",1970,355933
"new.row.10210","10580",1971,419057
"new.row.10211","10580",1972,476140
"new.row.10212","10580",1973,514794
"new.row.10213","10580",1974,566304
"new.row.10214","10580",1975,635059
"new.row.10215","10580",1976,676480
"new.row.10216","10580",1977,759438
"new.row.10217","10580",1978,864306
"new.row.10218","10580",1979,979725
"new.row.10219","10580",1980,1055839
"new.row.10220","10580",1981,1176038
"new.row.10221","10580",1982,1291508
"new.row.10222","10580",1983,1416992
"new.row.10223","10580",1984,1573068
"new.row.10224","10580",1985,1733625
"new.row.10225","10580",1986,1883937
"new.row.10226","10580",1987,2000850
"new.row.10227","10580",1988,2179451
"new.row.10228","10580",1989,2426193
"new.row.10229","10580",1990,2593326
"new.row.10230","10580",1991,2761107
"new.row.10231","10580",1992,3083647
"new.row.10232","10580",1993,3212780
"new.row.10233","10580",1994,3340942
"new.row.10234","10580",1995,3327453
"new.row.10235","10580",1996,3360758
"new.row.10236","10580",1997,3475284
"new.row.10237","10580",1998,3697501
"new.row.10238","10580",1999,3909936
"new.row.10239","10580",2000,4283381
"new.row.10240","10580",2001,4450029
"new.row.10241","10580",2002,4590766
"new.row.10242","10580",2003,4981756
"new.row.10243","10580",2004,5309858
"new.row.10244","10580",2005,5526031
"new.row.10245","10580",2006,5673793
"new.row.10246","10580",2007,5909382
"new.row.10247","10580",2008,6300510
"new.row.10248","10580",2009,6557616
"new.row.10249","10580",2010,6819487
"new.row.10250","10580",2011,6836426
"new.row.10251","10580",2012,6904114
"new.row.10252","13780",1969,100978
"new.row.10253","13780",1970,109648
"new.row.10254","13780",1971,120346
"new.row.10255","13780",1972,136015
"new.row.10256","13780",1973,149283
"new.row.10257","13780",1974,163815
"new.row.10258","13780",1975,189038
"new.row.10259","13780",1976,203723
"new.row.10260","13780",1977,233301
"new.row.10261","13780",1978,263461
"new.row.10262","13780",1979,298387
"new.row.10263","13780",1980,329308
"new.row.10264","13780",1981,369133
"new.row.10265","13780",1982,408480
"new.row.10266","13780",1983,446543
"new.row.10267","13780",1984,491094
"new.row.10268","13780",1985,532210
"new.row.10269","13780",1986,559217
"new.row.10270","13780",1987,603636
"new.row.10271","13780",1988,639189
"new.row.10272","13780",1989,683033
"new.row.10273","13780",1990,695137
"new.row.10274","13780",1991,742660
"new.row.10275","13780",1992,807261
"new.row.10276","13780",1993,834023
"new.row.10277","13780",1994,829814
"new.row.10278","13780",1995,810905
"new.row.10279","13780",1996,794941
"new.row.10280","13780",1997,808704
"new.row.10281","13780",1998,860946
"new.row.10282","13780",1999,920411
"new.row.10283","13780",2000,1008539
"new.row.10284","13780",2001,989545
"new.row.10285","13780",2002,1021398
"new.row.10286","13780",2003,1063369
"new.row.10287","13780",2004,1115679
"new.row.10288","13780",2005,1169215
"new.row.10289","13780",2006,1225081
"new.row.10290","13780",2007,1288480
"new.row.10291","13780",2008,1366851
"new.row.10292","13780",2009,1405076
"new.row.10293","13780",2010,1438392
"new.row.10294","13780",2011,1423217
"new.row.10295","13780",2012,1425928
"new.row.10296","15380",1969,537916
"new.row.10297","15380",1970,576997
"new.row.10298","15380",1971,652520
"new.row.10299","15380",1972,730296
"new.row.10300","15380",1973,803235
"new.row.10301","15380",1974,869710
"new.row.10302","15380",1975,990438
"new.row.10303","15380",1976,1068313
"new.row.10304","15380",1977,1216534
"new.row.10305","15380",1978,1331911
"new.row.10306","15380",1979,1525916
"new.row.10307","15380",1980,1627531
"new.row.10308","15380",1981,1789871
"new.row.10309","15380",1982,1826619
"new.row.10310","15380",1983,1927981
"new.row.10311","15380",1984,2080362
"new.row.10312","15380",1985,2257650
"new.row.10313","15380",1986,2428809
"new.row.10314","15380",1987,2504202
"new.row.10315","15380",1988,2748778
"new.row.10316","15380",1989,2970659
"new.row.10317","15380",1990,3139242
"new.row.10318","15380",1991,3359128
"new.row.10319","15380",1992,3720452
"new.row.10320","15380",1993,3818837
"new.row.10321","15380",1994,3909099
"new.row.10322","15380",1995,3927749
"new.row.10323","15380",1996,3943814
"new.row.10324","15380",1997,3971330
"new.row.10325","15380",1998,4150782
"new.row.10326","15380",1999,4330869
"new.row.10327","15380",2000,4637043
"new.row.10328","15380",2001,4621403
"new.row.10329","15380",2002,4784347
"new.row.10330","15380",2003,5155381
"new.row.10331","15380",2004,5487664
"new.row.10332","15380",2005,5658368
"new.row.10333","15380",2006,5817363
"new.row.10334","15380",2007,6042584
"new.row.10335","15380",2008,6284269
"new.row.10336","15380",2009,6438740
"new.row.10337","15380",2010,6734060
"new.row.10338","15380",2011,6866301
"new.row.10339","15380",2012,7025257
"new.row.10340","21300",1969,35840
"new.row.10341","21300",1970,39897
"new.row.10342","21300",1971,43844
"new.row.10343","21300",1972,50299
"new.row.10344","21300",1973,55862
"new.row.10345","21300",1974,59937
"new.row.10346","21300",1975,67336
"new.row.10347","21300",1976,72947
"new.row.10348","21300",1977,79953
"new.row.10349","21300",1978,88309
"new.row.10350","21300",1979,98578
"new.row.10351","21300",1980,108593
"new.row.10352","21300",1981,121037
"new.row.10353","21300",1982,121486
"new.row.10354","21300",1983,127301
"new.row.10355","21300",1984,136541
"new.row.10356","21300",1985,140976
"new.row.10357","21300",1986,151477
"new.row.10358","21300",1987,167340
"new.row.10359","21300",1988,184688
"new.row.10360","21300",1989,208757
"new.row.10361","21300",1990,218825
"new.row.10362","21300",1991,232691
"new.row.10363","21300",1992,256008
"new.row.10364","21300",1993,268633
"new.row.10365","21300",1994,280534
"new.row.10366","21300",1995,284690
"new.row.10367","21300",1996,289290
"new.row.10368","21300",1997,292983
"new.row.10369","21300",1998,308556
"new.row.10370","21300",1999,323892
"new.row.10371","21300",2000,340968
"new.row.10372","21300",2001,325778
"new.row.10373","21300",2002,332056
"new.row.10374","21300",2003,355430
"new.row.10375","21300",2004,373263
"new.row.10376","21300",2005,401579
"new.row.10377","21300",2006,416806
"new.row.10378","21300",2007,435033
"new.row.10379","21300",2008,471843
"new.row.10380","21300",2009,475425
"new.row.10381","21300",2010,506946
"new.row.10382","21300",2011,516834
"new.row.10383","21300",2012,524030
"new.row.10384","24020",1969,29260
"new.row.10385","24020",1970,33312
"new.row.10386","24020",1971,37499
"new.row.10387","24020",1972,42749
"new.row.10388","24020",1973,47431
"new.row.10389","24020",1974,52394
"new.row.10390","24020",1975,59129
"new.row.10391","24020",1976,65466
"new.row.10392","24020",1977,74280
"new.row.10393","24020",1978,84661
"new.row.10394","24020",1979,95898
"new.row.10395","24020",1980,105943
"new.row.10396","24020",1981,118578
"new.row.10397","24020",1982,128756
"new.row.10398","24020",1983,140188
"new.row.10399","24020",1984,155938
"new.row.10400","24020",1985,169097
"new.row.10401","24020",1986,187676
"new.row.10402","24020",1987,204704
"new.row.10403","24020",1988,225445
"new.row.10404","24020",1989,245036
"new.row.10405","24020",1990,257653
"new.row.10406","24020",1991,274725
"new.row.10407","24020",1992,308402
"new.row.10408","24020",1993,319681
"new.row.10409","24020",1994,333453
"new.row.10410","24020",1995,337953
"new.row.10411","24020",1996,335009
"new.row.10412","24020",1997,339859
"new.row.10413","24020",1998,359536
"new.row.10414","24020",1999,376856
"new.row.10415","24020",2000,409539
"new.row.10416","24020",2001,415703
"new.row.10417","24020",2002,432823
"new.row.10418","24020",2003,480420
"new.row.10419","24020",2004,521336
"new.row.10420","24020",2005,556635
"new.row.10421","24020",2006,573679
"new.row.10422","24020",2007,594773
"new.row.10423","24020",2008,633253
"new.row.10424","24020",2009,652974
"new.row.10425","24020",2010,679302
"new.row.10426","24020",2011,691118
"new.row.10427","24020",2012,709205
"new.row.10428","27060",1969,21297
"new.row.10429","27060",1970,24015
"new.row.10430","27060",1971,27083
"new.row.10431","27060",1972,31965
"new.row.10432","27060",1973,36806
"new.row.10433","27060",1974,42489
"new.row.10434","27060",1975,49902
"new.row.10435","27060",1976,53387
"new.row.10436","27060",1977,56095
"new.row.10437","27060",1978,64004
"new.row.10438","27060",1979,71897
"new.row.10439","27060",1980,83717
"new.row.10440","27060",1981,95662
"new.row.10441","27060",1982,105787
"new.row.10442","27060",1983,124965
"new.row.10443","27060",1984,139620
"new.row.10444","27060",1985,154838
"new.row.10445","27060",1986,168847
"new.row.10446","27060",1987,181054
"new.row.10447","27060",1988,179741
"new.row.10448","27060",1989,200488
"new.row.10449","27060",1990,210997
"new.row.10450","27060",1991,228708
"new.row.10451","27060",1992,249325
"new.row.10452","27060",1993,259471
"new.row.10453","27060",1994,274785
"new.row.10454","27060",1995,278756
"new.row.10455","27060",1996,276275
"new.row.10456","27060",1997,288230
"new.row.10457","27060",1998,309817
"new.row.10458","27060",1999,345765
"new.row.10459","27060",2000,359650
"new.row.10460","27060",2001,367906
"new.row.10461","27060",2002,403720
"new.row.10462","27060",2003,447392
"new.row.10463","27060",2004,486319
"new.row.10464","27060",2005,495157
"new.row.10465","27060",2006,518134
"new.row.10466","27060",2007,541189
"new.row.10467","27060",2008,577210
"new.row.10468","27060",2009,635173
"new.row.10469","27060",2010,637395
"new.row.10470","27060",2011,627940
"new.row.10471","27060",2012,672917
"new.row.10472","28740",1969,42703
"new.row.10473","28740",1970,47699
"new.row.10474","28740",1971,53958
"new.row.10475","28740",1972,61361
"new.row.10476","28740",1973,68173
"new.row.10477","28740",1974,73821
"new.row.10478","28740",1975,83569
"new.row.10479","28740",1976,87259
"new.row.10480","28740",1977,96651
"new.row.10481","28740",1978,109724
"new.row.10482","28740",1979,125885
"new.row.10483","28740",1980,139865
"new.row.10484","28740",1981,155284
"new.row.10485","28740",1982,179939
"new.row.10486","28740",1983,209377
"new.row.10487","28740",1984,232464
"new.row.10488","28740",1985,250356
"new.row.10489","28740",1986,278481
"new.row.10490","28740",1987,300948
"new.row.10491","28740",1988,313534
"new.row.10492","28740",1989,342410
"new.row.10493","28740",1990,354643
"new.row.10494","28740",1991,393504
"new.row.10495","28740",1992,433640
"new.row.10496","28740",1993,422503
"new.row.10497","28740",1994,413705
"new.row.10498","28740",1995,396965
"new.row.10499","28740",1996,388873
"new.row.10500","28740",1997,399345
"new.row.10501","28740",1998,440198
"new.row.10502","28740",1999,472882
"new.row.10503","28740",2000,520531
"new.row.10504","28740",2001,512768
"new.row.10505","28740",2002,534956
"new.row.10506","28740",2003,580094
"new.row.10507","28740",2004,615933
"new.row.10508","28740",2005,650691
"new.row.10509","28740",2006,716639
"new.row.10510","28740",2007,754352
"new.row.10511","28740",2008,794319
"new.row.10512","28740",2009,818223
"new.row.10513","28740",2010,859782
"new.row.10514","28740",2011,858120
"new.row.10515","28740",2012,866203
"new.row.10516","40380",1969,386525
"new.row.10517","40380",1970,413841
"new.row.10518","40380",1971,458380
"new.row.10519","40380",1972,530419
"new.row.10520","40380",1973,597169
"new.row.10521","40380",1974,664041
"new.row.10522","40380",1975,736974
"new.row.10523","40380",1976,797564
"new.row.10524","40380",1977,902124
"new.row.10525","40380",1978,1003823
"new.row.10526","40380",1979,1153282
"new.row.10527","40380",1980,1292654
"new.row.10528","40380",1981,1468954
"new.row.10529","40380",1982,1617716
"new.row.10530","40380",1983,1719559
"new.row.10531","40380",1984,1874919
"new.row.10532","40380",1985,2055542
"new.row.10533","40380",1986,2188660
"new.row.10534","40380",1987,2298115
"new.row.10535","40380",1988,2499017
"new.row.10536","40380",1989,2780297
"new.row.10537","40380",1990,2878734
"new.row.10538","40380",1991,3136530
"new.row.10539","40380",1992,3467226
"new.row.10540","40380",1993,3629720
"new.row.10541","40380",1994,3707159
"new.row.10542","40380",1995,3822183
"new.row.10543","40380",1996,3744006
"new.row.10544","40380",1997,3732218
"new.row.10545","40380",1998,4020630
"new.row.10546","40380",1999,4191372
"new.row.10547","40380",2000,4425497
"new.row.10548","40380",2001,4550575
"new.row.10549","40380",2002,4677179
"new.row.10550","40380",2003,5054224
"new.row.10551","40380",2004,5312763
"new.row.10552","40380",2005,5537064
"new.row.10553","40380",2006,5627826
"new.row.10554","40380",2007,5847982
"new.row.10555","40380",2008,6047703
"new.row.10556","40380",2009,6235752
"new.row.10557","40380",2010,6421386
"new.row.10558","40380",2011,6482764
"new.row.10559","40380",2012,6636891
"new.row.10560","45060",1969,226086
"new.row.10561","45060",1970,248250
"new.row.10562","45060",1971,282583
"new.row.10563","45060",1972,327217
"new.row.10564","45060",1973,361302
"new.row.10565","45060",1974,397412
"new.row.10566","45060",1975,446162
"new.row.10567","45060",1976,486217
"new.row.10568","45060",1977,561563
"new.row.10569","45060",1978,629825
"new.row.10570","45060",1979,735359
"new.row.10571","45060",1980,812444
"new.row.10572","45060",1981,904482
"new.row.10573","45060",1982,987202
"new.row.10574","45060",1983,1099946
"new.row.10575","45060",1984,1217835
"new.row.10576","45060",1985,1327341
"new.row.10577","45060",1986,1418018
"new.row.10578","45060",1987,1466183
"new.row.10579","45060",1988,1575302
"new.row.10580","45060",1989,1738142
"new.row.10581","45060",1990,1844575
"new.row.10582","45060",1991,1944589
"new.row.10583","45060",1992,2172635
"new.row.10584","45060",1993,2237649
"new.row.10585","45060",1994,2280537
"new.row.10586","45060",1995,2273071
"new.row.10587","45060",1996,2250672
"new.row.10588","45060",1997,2278937
"new.row.10589","45060",1998,2384349
"new.row.10590","45060",1999,2501401
"new.row.10591","45060",2000,2661069
"new.row.10592","45060",2001,2707997
"new.row.10593","45060",2002,2877641
"new.row.10594","45060",2003,3078483
"new.row.10595","45060",2004,3250594
"new.row.10596","45060",2005,3393706
"new.row.10597","45060",2006,3501763
"new.row.10598","45060",2007,3657668
"new.row.10599","45060",2008,3794368
"new.row.10600","45060",2009,3921452
"new.row.10601","45060",2010,4071146
"new.row.10602","45060",2011,4099484
"new.row.10603","45060",2012,4213950
"new.row.10604","46540",1969,126596
"new.row.10605","46540",1970,139696
"new.row.10606","46540",1971,156986
"new.row.10607","46540",1972,173594
"new.row.10608","46540",1973,188699
"new.row.10609","46540",1974,204509
"new.row.10610","46540",1975,230261
"new.row.10611","46540",1976,242355
"new.row.10612","46540",1977,265579
"new.row.10613","46540",1978,295576
"new.row.10614","46540",1979,330172
"new.row.10615","46540",1980,361923
"new.row.10616","46540",1981,405200
"new.row.10617","46540",1982,440971
"new.row.10618","46540",1983,468789
"new.row.10619","46540",1984,511080
"new.row.10620","46540",1985,542156
"new.row.10621","46540",1986,571266
"new.row.10622","46540",1987,597064
"new.row.10623","46540",1988,647033
"new.row.10624","46540",1989,706566
"new.row.10625","46540",1990,746368
"new.row.10626","46540",1991,787803
"new.row.10627","46540",1992,879779
"new.row.10628","46540",1993,907193
"new.row.10629","46540",1994,927834
"new.row.10630","46540",1995,904729
"new.row.10631","46540",1996,886636
"new.row.10632","46540",1997,909930
"new.row.10633","46540",1998,948972
"new.row.10634","46540",1999,1005113
"new.row.10635","46540",2000,1081555
"new.row.10636","46540",2001,1054403
"new.row.10637","46540",2002,1095953
"new.row.10638","46540",2003,1186183
"new.row.10639","46540",2004,1268723
"new.row.10640","46540",2005,1333960
"new.row.10641","46540",2006,1379332
"new.row.10642","46540",2007,1464158
"new.row.10643","46540",2008,1550629
"new.row.10644","46540",2009,1613167
"new.row.10645","46540",2010,1694726
"new.row.10646","46540",2011,1691691
"new.row.10647","46540",2012,1698148
"new.row.10648","48060",1969,26125
"new.row.10649","48060",1970,28801
"new.row.10650","48060",1971,32221
"new.row.10651","48060",1972,35576
"new.row.10652","48060",1973,38324
"new.row.10653","48060",1974,42396
"new.row.10654","48060",1975,48846
"new.row.10655","48060",1976,52159
"new.row.10656","48060",1977,58980
"new.row.10657","48060",1978,67084
"new.row.10658","48060",1979,77587
"new.row.10659","48060",1980,86212
"new.row.10660","48060",1981,95441
"new.row.10661","48060",1982,102955
"new.row.10662","48060",1983,112998
"new.row.10663","48060",1984,126080
"new.row.10664","48060",1985,140817
"new.row.10665","48060",1986,164385
"new.row.10666","48060",1987,209886
"new.row.10667","48060",1988,258872
"new.row.10668","48060",1989,303327
"new.row.10669","48060",1990,310598
"new.row.10670","48060",1991,333096
"new.row.10671","48060",1992,357328
"new.row.10672","48060",1993,348662
"new.row.10673","48060",1994,357652
"new.row.10674","48060",1995,359682
"new.row.10675","48060",1996,356923
"new.row.10676","48060",1997,362561
"new.row.10677","48060",1998,385131
"new.row.10678","48060",1999,402342
"new.row.10679","48060",2000,431485
"new.row.10680","48060",2001,443550
"new.row.10681","48060",2002,473553
"new.row.10682","48060",2003,556956
"new.row.10683","48060",2004,611332
"new.row.10684","48060",2005,710711
"new.row.10685","48060",2006,803470
"new.row.10686","48060",2007,847779
"new.row.10687","48060",2008,912486
"new.row.10688","48060",2009,970224
"new.row.10689","48060",2010,1066186
"new.row.10690","48060",2011,1102317
"new.row.10691","48060",2012,1084724
"new.row.10692","11700",1969,51838
"new.row.10693","11700",1970,56403
"new.row.10694","11700",1971,64668
"new.row.10695","11700",1972,77291
"new.row.10696","11700",1973,90569
"new.row.10697","11700",1974,100102
"new.row.10698","11700",1975,113633
"new.row.10699","11700",1976,130602
"new.row.10700","11700",1977,151596
"new.row.10701","11700",1978,174928
"new.row.10702","11700",1979,197414
"new.row.10703","11700",1980,222797
"new.row.10704","11700",1981,249563
"new.row.10705","11700",1982,268224
"new.row.10706","11700",1983,302631
"new.row.10707","11700",1984,336139
"new.row.10708","11700",1985,365386
"new.row.10709","11700",1986,399759
"new.row.10710","11700",1987,423363
"new.row.10711","11700",1988,468918
"new.row.10712","11700",1989,518179
"new.row.10713","11700",1990,563072
"new.row.10714","11700",1991,605835
"new.row.10715","11700",1992,695366
"new.row.10716","11700",1993,744746
"new.row.10717","11700",1994,775940
"new.row.10718","11700",1995,784388
"new.row.10719","11700",1996,813613
"new.row.10720","11700",1997,864621
"new.row.10721","11700",1998,919717
"new.row.10722","11700",1999,976666
"new.row.10723","11700",2000,1019086
"new.row.10724","11700",2001,1050678
"new.row.10725","11700",2002,1087685
"new.row.10726","11700",2003,1180447
"new.row.10727","11700",2004,1266855
"new.row.10728","11700",2005,1355593
"new.row.10729","11700",2006,1432221
"new.row.10730","11700",2007,1500289
"new.row.10731","11700",2008,1529492
"new.row.10732","11700",2009,1551977
"new.row.10733","11700",2010,1595680
"new.row.10734","11700",2011,1517786
"new.row.10735","11700",2012,1619725
"new.row.10736","15500",1969,23846
"new.row.10737","15500",1970,25115
"new.row.10738","15500",1971,27789
"new.row.10739","15500",1972,32335
"new.row.10740","15500",1973,36784
"new.row.10741","15500",1974,39700
"new.row.10742","15500",1975,44729
"new.row.10743","15500",1976,49124
"new.row.10744","15500",1977,53430
"new.row.10745","15500",1978,59491
"new.row.10746","15500",1979,68414
"new.row.10747","15500",1980,75337
"new.row.10748","15500",1981,87838
"new.row.10749","15500",1982,94298
"new.row.10750","15500",1983,106354
"new.row.10751","15500",1984,120013
"new.row.10752","15500",1985,130611
"new.row.10753","15500",1986,147310
"new.row.10754","15500",1987,161002
"new.row.10755","15500",1988,180723
"new.row.10756","15500",1989,197746
"new.row.10757","15500",1990,212705
"new.row.10758","15500",1991,228104
"new.row.10759","15500",1992,256882
"new.row.10760","15500",1993,276345
"new.row.10761","15500",1994,287780
"new.row.10762","15500",1995,287938
"new.row.10763","15500",1996,302809
"new.row.10764","15500",1997,321411
"new.row.10765","15500",1998,342744
"new.row.10766","15500",1999,373203
"new.row.10767","15500",2000,390057
"new.row.10768","15500",2001,395410
"new.row.10769","15500",2002,403438
"new.row.10770","15500",2003,422469
"new.row.10771","15500",2004,446102
"new.row.10772","15500",2005,465402
"new.row.10773","15500",2006,485029
"new.row.10774","15500",2007,500644
"new.row.10775","15500",2008,511057
"new.row.10776","15500",2009,485827
"new.row.10777","15500",2010,498994
"new.row.10778","15500",2011,480019
"new.row.10779","15500",2012,517559
"new.row.10780","16740",1969,254346
"new.row.10781","16740",1970,279831
"new.row.10782","16740",1971,314618
"new.row.10783","16740",1972,377630
"new.row.10784","16740",1973,432545
"new.row.10785","16740",1974,473730
"new.row.10786","16740",1975,549362
"new.row.10787","16740",1976,641256
"new.row.10788","16740",1977,748232
"new.row.10789","16740",1978,870170
"new.row.10790","16740",1979,1014369
"new.row.10791","16740",1980,1147592
"new.row.10792","16740",1981,1316908
"new.row.10793","16740",1982,1436253
"new.row.10794","16740",1983,1619857
"new.row.10795","16740",1984,1821067
"new.row.10796","16740",1985,1994862
"new.row.10797","16740",1986,2236581
"new.row.10798","16740",1987,2466963
"new.row.10799","16740",1988,2744068
"new.row.10800","16740",1989,3041908
"new.row.10801","16740",1990,3336382
"new.row.10802","16740",1991,3505472
"new.row.10803","16740",1992,3961760
"new.row.10804","16740",1993,4252286
"new.row.10805","16740",1994,4582247
"new.row.10806","16740",1995,4718690
"new.row.10807","16740",1996,4941993
"new.row.10808","16740",1997,5282637
"new.row.10809","16740",1998,5757327
"new.row.10810","16740",1999,6209766
"new.row.10811","16740",2000,6671189
"new.row.10812","16740",2001,7313022
"new.row.10813","16740",2002,7709873
"new.row.10814","16740",2003,8182630
"new.row.10815","16740",2004,8698315
"new.row.10816","16740",2005,9442022
"new.row.10817","16740",2006,10092561
"new.row.10818","16740",2007,10643076
"new.row.10819","16740",2008,10891988
"new.row.10820","16740",2009,10723748
"new.row.10821","16740",2010,11000974
"new.row.10822","16740",2011,10988785
"new.row.10823","16740",2012,11835769
"new.row.10824","20500",1969,64198
"new.row.10825","20500",1970,72797
"new.row.10826","20500",1971,88245
"new.row.10827","20500",1972,102963
"new.row.10828","20500",1973,114725
"new.row.10829","20500",1974,130785
"new.row.10830","20500",1975,160150
"new.row.10831","20500",1976,180057
"new.row.10832","20500",1977,211177
"new.row.10833","20500",1978,249093
"new.row.10834","20500",1979,284227
"new.row.10835","20500",1980,316822
"new.row.10836","20500",1981,365217
"new.row.10837","20500",1982,407803
"new.row.10838","20500",1983,462277
"new.row.10839","20500",1984,526841
"new.row.10840","20500",1985,601061
"new.row.10841","20500",1986,664087
