"","msa.fips","year","real.gdp"
"new.row.874","49340",2004,33326
"new.row.875","49340",2005,33477
"new.row.876","49340",2006,33926
"new.row.877","49340",2007,34104
"new.row.878","49340",2008,34098
"new.row.879","49340",2009,32646
"new.row.880","49340",2010,33749
"new.row.881","49340",2011,33963
"new.row.882","49340",2012,34148
"new.row.883","49340",2013,35022
"new.row.884","20100",2001,5147
"new.row.885","20100",2002,5342
"new.row.886","20100",2003,5452
"new.row.887","20100",2004,5833
"new.row.888","20100",2005,5887
"new.row.889","20100",2006,5997
"new.row.890","20100",2007,6065
"new.row.891","20100",2008,5979
"new.row.892","20100",2009,6343
"new.row.893","20100",2010,6044
"new.row.894","20100",2011,5833
"new.row.895","20100",2012,5960
"new.row.896","20100",2013,6033
"new.row.897","37980",2001,304032
"new.row.898","37980",2002,310088
"new.row.899","37980",2003,319545
"new.row.900","37980",2004,327076
"new.row.901","37980",2005,332798
"new.row.902","37980",2006,339255
"new.row.903","37980",2007,345647
"new.row.904","37980",2008,349836
"new.row.905","37980",2009,346536
"new.row.906","37980",2010,350533
"new.row.907","37980",2011,352976
"new.row.908","37980",2012,356698
"new.row.909","37980",2013,358091
"new.row.910","41540",2001,11019
"new.row.911","41540",2002,10990
"new.row.912","41540",2003,11678
"new.row.913","41540",2004,12599
"new.row.914","41540",2005,13490
"new.row.915","41540",2006,14155
"new.row.916","41540",2007,14712
"new.row.917","41540",2008,13868
"new.row.918","41540",2009,13341
"new.row.919","41540",2010,13265
"new.row.920","41540",2011,12789
"new.row.921","41540",2012,12813
"new.row.922","41540",2013,13071
"new.row.923","47900",2001,332161
"new.row.924","47900",2002,343149
"new.row.925","47900",2003,356168
"new.row.926","47900",2004,377158
"new.row.927","47900",2005,393188
"new.row.928","47900",2006,400093
"new.row.929","47900",2007,408575
"new.row.930","47900",2008,417693
"new.row.931","47900",2009,417664
"new.row.932","47900",2010,430784
"new.row.933","47900",2011,438054
"new.row.934","47900",2012,440687
"new.row.935","47900",2013,437085
"new.row.936","15980",2001,18213
"new.row.937","15980",2002,18882
"new.row.938","15980",2003,19561
"new.row.939","15980",2004,21196
"new.row.940","15980",2005,23455
"new.row.941","15980",2006,24148
"new.row.942","15980",2007,23473
"new.row.943","15980",2008,21549
"new.row.944","15980",2009,19748
"new.row.945","15980",2010,19427
"new.row.946","15980",2011,19083
"new.row.947","15980",2012,19507
"new.row.948","15980",2013,20162
"new.row.949","18880",2001,8577
"new.row.950","18880",2002,10487
"new.row.951","18880",2003,10944
"new.row.952","18880",2004,11510
"new.row.953","18880",2005,12937
"new.row.954","18880",2006,13295
"new.row.955","18880",2007,13026
"new.row.956","18880",2008,11884
"new.row.957","18880",2009,11454
"new.row.958","18880",2010,10812
"new.row.959","18880",2011,11132
"new.row.960","18880",2012,11556
"new.row.961","18880",2013,11462
"new.row.962","19660",2001,12857
"new.row.963","19660",2002,13009
"new.row.964","19660",2003,13483
"new.row.965","19660",2004,14028
"new.row.966","19660",2005,14603
"new.row.967","19660",2006,15007
"new.row.968","19660",2007,15087
"new.row.969","19660",2008,14095
"new.row.970","19660",2009,13204
"new.row.971","19660",2010,13181
"new.row.972","19660",2011,12716
"new.row.973","19660",2012,12989
"new.row.974","19660",2013,13085
"new.row.975","23540",2001,8469
"new.row.976","23540",2002,8588
"new.row.977","23540",2003,8769
"new.row.978","23540",2004,9586
"new.row.979","23540",2005,9781
"new.row.980","23540",2006,10077
"new.row.981","23540",2007,10539
"new.row.982","23540",2008,10506
"new.row.983","23540",2009,10288
"new.row.984","23540",2010,10418
"new.row.985","23540",2011,10276
"new.row.986","23540",2012,10355
"new.row.987","23540",2013,10431
"new.row.988","26140",2001,2715
"new.row.989","26140",2002,2815
"new.row.990","26140",2003,2962
"new.row.991","26140",2004,3010
"new.row.992","26140",2005,3255
"new.row.993","26140",2006,3338
"new.row.994","26140",2007,3357
"new.row.995","26140",2008,3110
"new.row.996","26140",2009,3185
"new.row.997","26140",2010,3276
"new.row.998","26140",2011,3159
"new.row.999","26140",2012,3081
"new.row.1000","26140",2013,3065
"new.row.1001","27260",2001,50009
"new.row.1002","27260",2002,51477
"new.row.1003","27260",2003,54570
"new.row.1004","27260",2004,56788
"new.row.1005","27260",2005,59505
"new.row.1006","27260",2006,62906
"new.row.1007","27260",2007,62887
"new.row.1008","27260",2008,59732
"new.row.1009","27260",2009,56393
"new.row.1010","27260",2010,56755
"new.row.1011","27260",2011,56281
"new.row.1012","27260",2012,57388
"new.row.1013","27260",2013,58229
"new.row.1014","29460",2001,14578
"new.row.1015","29460",2002,15182
"new.row.1016","29460",2003,15776
"new.row.1017","29460",2004,16653
"new.row.1018","29460",2005,17492
"new.row.1019","29460",2006,18286
"new.row.1020","29460",2007,18295
"new.row.1021","29460",2008,17924
"new.row.1022","29460",2009,17107
"new.row.1023","29460",2010,17114
"new.row.1024","29460",2011,16855
"new.row.1025","29460",2012,16895
"new.row.1026","29460",2013,17454
"new.row.1027","33100",2001,225494
"new.row.1028","33100",2002,233216
"new.row.1029","33100",2003,239450
"new.row.1030","33100",2004,250724
"new.row.1031","33100",2005,268853
"new.row.1032","33100",2006,277591
"new.row.1033","33100",2007,278527
"new.row.1034","33100",2008,269478
"new.row.1035","33100",2009,247947
"new.row.1036","33100",2010,247743
"new.row.1037","33100",2011,249165
"new.row.1038","33100",2012,256900
"new.row.1039","33100",2013,263115
"new.row.1040","34940",2001,12402
"new.row.1041","34940",2002,12238
"new.row.1042","34940",2003,13156
"new.row.1043","34940",2004,14276
"new.row.1044","34940",2005,15781
"new.row.1045","34940",2006,15902
"new.row.1046","34940",2007,15354
"new.row.1047","34940",2008,13626
"new.row.1048","34940",2009,12078
"new.row.1049","34940",2010,12241
"new.row.1050","34940",2011,12256
"new.row.1051","34940",2012,12459
"new.row.1052","34940",2013,13326
"new.row.1053","35840",2001,21088
"new.row.1054","35840",2002,22153
"new.row.1055","35840",2003,23118
"new.row.1056","35840",2004,24666
"new.row.1057","35840",2005,26863
"new.row.1058","35840",2006,27708
"new.row.1059","35840",2007,27089
"new.row.1060","35840",2008,25113
"new.row.1061","35840",2009,23531
"new.row.1062","35840",2010,23157
"new.row.1063","35840",2011,23149
"new.row.1064","35840",2012,23321
"new.row.1065","35840",2013,24358
"new.row.1066","36100",2001,5864
"new.row.1067","36100",2002,6051
"new.row.1068","36100",2003,6542
"new.row.1069","36100",2004,7051
"new.row.1070","36100",2005,7650
"new.row.1071","36100",2006,8281
"new.row.1072","36100",2007,8222
"new.row.1073","36100",2008,7756
"new.row.1074","36100",2009,6946
"new.row.1075","36100",2010,6882
"new.row.1076","36100",2011,6797
"new.row.1077","36100",2012,6803
"new.row.1078","36100",2013,6960
"new.row.1079","36740",2001,81611
"new.row.1080","36740",2002,85081
"new.row.1081","36740",2003,89713
"new.row.1082","36740",2004,95678
"new.row.1083","36740",2005,103689
"new.row.1084","36740",2006,108073
"new.row.1085","36740",2007,110199
"new.row.1086","36740",2008,105591
"new.row.1087","36740",2009,99901
"new.row.1088","36740",2010,100610
"new.row.1089","36740",2011,99751
"new.row.1090","36740",2012,102050
"new.row.1091","36740",2013,103992
"new.row.1092","37340",2001,14200
"new.row.1093","37340",2002,14860
"new.row.1094","37340",2003,15854
"new.row.1095","37340",2004,17555
"new.row.1096","37340",2005,18462
"new.row.1097","37340",2006,18795
"new.row.1098","37340",2007,19397
"new.row.1099","37340",2008,19085
"new.row.1100","37340",2009,18347
"new.row.1101","37340",2010,18333
"new.row.1102","37340",2011,17464
"new.row.1103","37340",2012,17373
"new.row.1104","37340",2013,17398
"new.row.1105","37460",2001,5475
"new.row.1106","37460",2002,5747
"new.row.1107","37460",2003,6118
"new.row.1108","37460",2004,6448
"new.row.1109","37460",2005,6986
"new.row.1110","37460",2006,7170
"new.row.1111","37460",2007,7182
"new.row.1112","37460",2008,7136
"new.row.1113","37460",2009,6950
"new.row.1114","37460",2010,7054
"new.row.1115","37460",2011,6833
"new.row.1116","37460",2012,6774
"new.row.1117","37460",2013,6974
"new.row.1118","37860",2001,12972
"new.row.1119","37860",2002,12873
"new.row.1120","37860",2003,13218
"new.row.1121","37860",2004,14121
"new.row.1122","37860",2005,14333
"new.row.1123","37860",2006,14951
"new.row.1124","37860",2007,14823
"new.row.1125","37860",2008,14145
"new.row.1126","37860",2009,13716
"new.row.1127","37860",2010,14008
"new.row.1128","37860",2011,14125
"new.row.1129","37860",2012,14193
"new.row.1130","37860",2013,14208
"new.row.1131","38940",2001,8694
"new.row.1132","38940",2002,9256
"new.row.1133","38940",2003,9780
"new.row.1134","38940",2004,11029
"new.row.1135","38940",2005,12293
"new.row.1136","38940",2006,12775
"new.row.1137","38940",2007,12950
"new.row.1138","38940",2008,11778
"new.row.1139","38940",2009,11066
"new.row.1140","38940",2010,11048
"new.row.1141","38940",2011,10923
"new.row.1142","38940",2012,10919
"new.row.1143","38940",2013,11046
"new.row.1144","39460",2001,3172
"new.row.1145","39460",2002,3136
"new.row.1146","39460",2003,3308
"new.row.1147","39460",2004,3624
"new.row.1148","39460",2005,3845
"new.row.1149","39460",2006,4115
"new.row.1150","39460",2007,3819
"new.row.1151","39460",2008,3449
"new.row.1152","39460",2009,3148
"new.row.1153","39460",2010,3093
"new.row.1154","39460",2011,3078
"new.row.1155","39460",2012,3124
"new.row.1156","39460",2013,3250
"new.row.1157","42680",2001,3415
"new.row.1158","42680",2002,3544
"new.row.1159","42680",2003,3900
"new.row.1160","42680",2004,4408
"new.row.1161","42680",2005,4608
"new.row.1162","42680",2006,4695
"new.row.1163","42680",2007,4824
"new.row.1164","42680",2008,4554
"new.row.1165","42680",2009,4192
"new.row.1166","42680",2010,3979
"new.row.1167","42680",2011,3897
"new.row.1168","42680",2012,4010
"new.row.1169","42680",2013,3966
"new.row.1170","42700",2001,1571
"new.row.1171","42700",2002,1686
"new.row.1172","42700",2003,1783
"new.row.1173","42700",2004,1896
"new.row.1174","42700",2005,1968
"new.row.1175","42700",2006,2108
"new.row.1176","42700",2007,2010
"new.row.1177","42700",2008,1829
"new.row.1178","42700",2009,1791
"new.row.1179","42700",2010,1795
"new.row.1180","42700",2011,1738
"new.row.1181","42700",2012,1749
"new.row.1182","42700",2013,1745
"new.row.1183","45220",2001,12604
"new.row.1184","45220",2002,12797
"new.row.1185","45220",2003,12996
"new.row.1186","45220",2004,13259
"new.row.1187","45220",2005,13365
"new.row.1188","45220",2006,13559
"new.row.1189","45220",2007,14061
"new.row.1190","45220",2008,13793
"new.row.1191","45220",2009,13293
"new.row.1192","45220",2010,13191
"new.row.1193","45220",2011,12860
"new.row.1194","45220",2012,12748
"new.row.1195","45220",2013,12893
"new.row.1196","45300",2001,95158
"new.row.1197","45300",2002,99800
"new.row.1198","45300",2003,104310
"new.row.1199","45300",2004,109430
"new.row.1200","45300",2005,114933
"new.row.1201","45300",2006,118886
"new.row.1202","45300",2007,119455
"new.row.1203","45300",2008,114648
"new.row.1204","45300",2009,109837
"new.row.1205","45300",2010,108949
"new.row.1206","45300",2011,109171
"new.row.1207","45300",2012,112618
"new.row.1208","45300",2013,115263
"new.row.1209","45540",2001,909
"new.row.1210","45540",2002,904
"new.row.1211","45540",2003,1066
"new.row.1212","45540",2004,1153
"new.row.1213","45540",2005,1377
"new.row.1214","45540",2006,1511
"new.row.1215","45540",2007,1607
"new.row.1216","45540",2008,1544
"new.row.1217","45540",2009,1602
"new.row.1218","45540",2010,1764
"new.row.1219","45540",2011,1840
"new.row.1220","45540",2012,1844
"new.row.1221","45540",2013,2006
"new.row.1222","10500",2001,5291
"new.row.1223","10500",2002,5233
"new.row.1224","10500",2003,5316
"new.row.1225","10500",2004,5311
"new.row.1226","10500",2005,5400
"new.row.1227","10500",2006,5256
"new.row.1228","10500",2007,5134
"new.row.1229","10500",2008,4917
"new.row.1230","10500",2009,4957
"new.row.1231","10500",2010,4868
"new.row.1232","10500",2011,4753
"new.row.1233","10500",2012,4813
"new.row.1234","10500",2013,4857
"new.row.1235","12020",2001,5944
"new.row.1236","12020",2002,5944
"new.row.1237","12020",2003,6134
"new.row.1238","12020",2004,6243
"new.row.1239","12020",2005,6474
"new.row.1240","12020",2006,6519
"new.row.1241","12020",2007,6591
"new.row.1242","12020",2008,6685
"new.row.1243","12020",2009,6615
"new.row.1244","12020",2010,6663
"new.row.1245","12020",2011,6652
"new.row.1246","12020",2012,6777
"new.row.1247","12020",2013,6792
"new.row.1248","12060",2001,254604
"new.row.1249","12060",2002,256949
"new.row.1250","12060",2003,260458
"new.row.1251","12060",2004,266348
"new.row.1252","12060",2005,278035
"new.row.1253","12060",2006,284248
"new.row.1254","12060",2007,290665
"new.row.1255","12060",2008,283754
"new.row.1256","12060",2009,272865
"new.row.1257","12060",2010,274941
"new.row.1258","12060",2011,278326
"new.row.1259","12060",2012,282468
"new.row.1260","12060",2013,288175
"new.row.1261","12260",2001,18681
"new.row.1262","12260",2002,18607
"new.row.1263","12260",2003,19012
"new.row.1264","12260",2004,19024
"new.row.1265","12260",2005,19235
"new.row.1266","12260",2006,18973
"new.row.1267","12260",2007,18875
"new.row.1268","12260",2008,18783
"new.row.1269","12260",2009,18780
"new.row.1270","12260",2010,19352
"new.row.1271","12260",2011,19634
"new.row.1272","12260",2012,19740
"new.row.1273","12260",2013,19497
"new.row.1274","15260",2001,3020
"new.row.1275","15260",2002,3084
"new.row.1276","15260",2003,3266
"new.row.1277","15260",2004,3406
"new.row.1278","15260",2005,3454
"new.row.1279","15260",2006,3590
"new.row.1280","15260",2007,3525
"new.row.1281","15260",2008,3481
"new.row.1282","15260",2009,3400
"new.row.1283","15260",2010,3250
"new.row.1284","15260",2011,3207
"new.row.1285","15260",2012,3235
"new.row.1286","15260",2013,3195
"new.row.1287","16860",2001,19892
"new.row.1288","16860",2002,20196
"new.row.1289","16860",2003,20397
"new.row.1290","16860",2004,20826
"new.row.1291","16860",2005,21263
"new.row.1292","16860",2006,22081
"new.row.1293","16860",2007,22414
"new.row.1294","16860",2008,21660
"new.row.1295","16860",2009,20265
"new.row.1296","16860",2010,20653
"new.row.1297","16860",2011,20746
"new.row.1298","16860",2012,21126
"new.row.1299","16860",2013,20945
"new.row.1300","19140",2001,5104
"new.row.1301","19140",2002,5304
"new.row.1302","19140",2003,5396
"new.row.1303","19140",2004,6034
"new.row.1304","19140",2005,6307
"new.row.1305","19140",2006,6218
"new.row.1306","19140",2007,6362
"new.row.1307","19140",2008,5714
"new.row.1308","19140",2009,5274
"new.row.1309","19140",2010,4888
"new.row.1310","19140",2011,4976
"new.row.1311","19140",2012,5098
"new.row.1312","19140",2013,5147
"new.row.1313","23580",2001,6357
"new.row.1314","23580",2002,6207
"new.row.1315","23580",2003,6271
"new.row.1316","23580",2004,6394
"new.row.1317","23580",2005,6840
"new.row.1318","23580",2006,6862
"new.row.1319","23580",2007,6895
"new.row.1320","23580",2008,6701
"new.row.1321","23580",2009,6418
"new.row.1322","23580",2010,6540
"new.row.1323","23580",2011,6907
"new.row.1324","23580",2012,6840
"new.row.1325","23580",2013,7100
"new.row.1326","25980",2001,2298
"new.row.1327","25980",2002,2279
"new.row.1328","25980",2003,2442
"new.row.1329","25980",2004,2539
"new.row.1330","25980",2005,2699
"new.row.1331","25980",2006,2733
"new.row.1332","25980",2007,2816
"new.row.1333","25980",2008,3081
"new.row.1334","25980",2009,3141
"new.row.1335","25980",2010,3353
"new.row.1336","25980",2011,3479
"new.row.1337","25980",2012,3396
"new.row.1338","25980",2013,3254
"new.row.1339","31420",2001,8835
"new.row.1340","31420",2002,8797
"new.row.1341","31420",2003,8597
"new.row.1342","31420",2004,8656
"new.row.1343","31420",2005,8565
"new.row.1344","31420",2006,8381
"new.row.1345","31420",2007,8029
"new.row.1346","31420",2008,8049
"new.row.1347","31420",2009,7786
"new.row.1348","31420",2010,7790
"new.row.1349","31420",2011,7858
"new.row.1350","31420",2012,7801
"new.row.1351","31420",2013,8002
"new.row.1352","40660",2001,3277
"new.row.1353","40660",2002,3298
"new.row.1354","40660",2003,3370
"new.row.1355","40660",2004,3554
"new.row.1356","40660",2005,3351
"new.row.1357","40660",2006,3368
"new.row.1358","40660",2007,3324
"new.row.1359","40660",2008,3315
"new.row.1360","40660",2009,3206
"new.row.1361","40660",2010,3218
"new.row.1362","40660",2011,3149
"new.row.1363","40660",2012,3159
"new.row.1364","40660",2013,3202
"new.row.1365","42340",2001,11516
"new.row.1366","42340",2002,11566
"new.row.1367","42340",2003,11797
"new.row.1368","42340",2004,12444
"new.row.1369","42340",2005,13028
"new.row.1370","42340",2006,13742
"new.row.1371","42340",2007,13829
"new.row.1372","42340",2008,13450
"new.row.1373","42340",2009,13148
"new.row.1374","42340",2010,13291
"new.row.1375","42340",2011,13312
"new.row.1376","42340",2012,13574
"new.row.1377","42340",2013,13769
"new.row.1378","46660",2001,3871
"new.row.1379","46660",2002,3729
"new.row.1380","46660",2003,3905
"new.row.1381","46660",2004,3900
"new.row.1382","46660",2005,4011
"new.row.1383","46660",2006,4094
"new.row.1384","46660",2007,4127
"new.row.1385","46660",2008,4357
"new.row.1386","46660",2009,4413
"new.row.1387","46660",2010,4308
"new.row.1388","46660",2011,4247
"new.row.1389","46660",2012,4276
"new.row.1390","46660",2013,4316
"new.row.1391","47580",2001,5189
"new.row.1392","47580",2002,5429
"new.row.1393","47580",2003,5580
"new.row.1394","47580",2004,5648
"new.row.1395","47580",2005,5870
"new.row.1396","47580",2006,6005
"new.row.1397","47580",2007,6090
"new.row.1398","47580",2008,6013
"new.row.1399","47580",2009,6143
"new.row.1400","47580",2010,6324
"new.row.1401","47580",2011,6392
"new.row.1402","47580",2012,6333
"new.row.1403","47580",2013,6282
"new.row.1404","27980",2001,5576
"new.row.1405","27980",2002,5632
"new.row.1406","27980",2003,5994
"new.row.1407","27980",2004,6428
"new.row.1408","27980",2005,6836
"new.row.1409","27980",2006,7154
"new.row.1410","27980",2007,7232
"new.row.1411","27980",2008,7155
"new.row.1412","27980",2009,6744
"new.row.1413","27980",2010,6661
"new.row.1414","27980",2011,6853
"new.row.1415","27980",2012,7018
"new.row.1416","27980",2013,6976
"new.row.1417","46520",2001,40395
"new.row.1418","46520",2002,41529
"new.row.1419","46520",2003,43223
"new.row.1420","46520",2004,46010
"new.row.1421","46520",2005,47977
"new.row.1422","46520",2006,48862
"new.row.1423","46520",2007,49930
"new.row.1424","46520",2008,50728
"new.row.1425","46520",2009,49410
"new.row.1426","46520",2010,51307
"new.row.1427","46520",2011,52053
"new.row.1428","46520",2012,52974
"new.row.1429","46520",2013,54011
"new.row.1430","14260",2001,20251
"new.row.1431","14260",2002,20809
"new.row.1432","14260",2003,21595
"new.row.1433","14260",2004,22544
"new.row.1434","14260",2005,23988
"new.row.1435","14260",2006,25526
"new.row.1436","14260",2007,26307
"new.row.1437","14260",2008,26086
"new.row.1438","14260",2009,24773
"new.row.1439","14260",2010,25332
"new.row.1440","14260",2011,25345
"new.row.1441","14260",2012,25660
"new.row.1442","14260",2013,26869
"new.row.1443","17660",2001,3205
"new.row.1444","17660",2002,3307
"new.row.1445","17660",2003,3545
"new.row.1446","17660",2004,3765
"new.row.1447","17660",2005,4079
"new.row.1448","17660",2006,4346
"new.row.1449","17660",2007,4543
"new.row.1450","17660",2008,4463
"new.row.1451","17660",2009,4253
"new.row.1452","17660",2010,4198
"new.row.1453","17660",2011,4180
"new.row.1454","17660",2012,4086
"new.row.1455","17660",2013,4223
"new.row.1456","26820",2001,3737
"new.row.1457","26820",2002,3962
"new.row.1458","26820",2003,4063
"new.row.1459","26820",2004,4237
"new.row.1460","26820",2005,4383
"new.row.1461","26820",2006,4653
"new.row.1462","26820",2007,4800
"new.row.1463","26820",2008,4998
"new.row.1464","26820",2009,5033
"new.row.1465","26820",2010,5021
"new.row.1466","26820",2011,5060
"new.row.1467","26820",2012,4977
"new.row.1468","26820",2013,5057
"new.row.1469","30300",2001,1848
"new.row.1470","30300",2002,1855
"new.row.1471","30300",2003,1918
"new.row.1472","30300",2004,1924
"new.row.1473","30300",2005,1942
"new.row.1474","30300",2006,1969
"new.row.1475","30300",2007,1986
"new.row.1476","30300",2008,1967
"new.row.1477","30300",2009,1918
"new.row.1478","30300",2010,1943
"new.row.1479","30300",2011,1901
"new.row.1480","30300",2012,1883
"new.row.1481","30300",2013,1913
"new.row.1482","30860",2001,2437
"new.row.1483","30860",2002,2531
"new.row.1484","30860",2003,2812
"new.row.1485","30860",2004,2970
"new.row.1486","30860",2005,3032
"new.row.1487","30860",2006,3132
"new.row.1488","30860",2007,3314
"new.row.1489","30860",2008,3435
"new.row.1490","30860",2009,3420
"new.row.1491","30860",2010,3644
"new.row.1492","30860",2011,3856
"new.row.1493","30860",2012,3902
"new.row.1494","30860",2013,4090
"new.row.1495","38540",2001,2073
"new.row.1496","38540",2002,2083
"new.row.1497","38540",2003,2235
"new.row.1498","38540",2004,2386
"new.row.1499","38540",2005,2484
"new.row.1500","38540",2006,2478
"new.row.1501","38540",2007,2534
"new.row.1502","38540",2008,2561
"new.row.1503","38540",2009,2367
"new.row.1504","38540",2010,2371
"new.row.1505","38540",2011,2345
"new.row.1506","38540",2012,2292
"new.row.1507","38540",2013,2289
"new.row.1508","14010",2001,8706
"new.row.1509","14010",2002,8780
"new.row.1510","14010",2003,9037
"new.row.1511","14010",2004,9341
"new.row.1512","14010",2005,9126
"new.row.1513","14010",2006,9767
"new.row.1514","14010",2007,9600
"new.row.1515","14010",2008,9254
"new.row.1516","14010",2009,9505
"new.row.1517","14010",2010,9727
"new.row.1518","14010",2011,9720
"new.row.1519","14010",2012,10145
"new.row.1520","14010",2013,10551
"new.row.1521","16020",2001,2964
"new.row.1522","16020",2002,3029
"new.row.1523","16020",2003,3116
"new.row.1524","16020",2004,3137
"new.row.1525","16020",2005,3236
"new.row.1526","16020",2006,3339
"new.row.1527","16020",2007,3447
"new.row.1528","16020",2008,3455
"new.row.1529","16020",2009,3530
"new.row.1530","16020",2010,3477
"new.row.1531","16020",2011,3421
"new.row.1532","16020",2012,3469
"new.row.1533","16020",2013,3482
"new.row.1534","16060",2001,3537
"new.row.1535","16060",2002,3656
"new.row.1536","16060",2003,3728
"new.row.1537","16060",2004,3798
"new.row.1538","16060",2005,3910
"new.row.1539","16060",2006,4029
"new.row.1540","16060",2007,3974
"new.row.1541","16060",2008,4037
"new.row.1542","16060",2009,4137
"new.row.1543","16060",2010,4225
"new.row.1544","16060",2011,4195
"new.row.1545","16060",2012,4299
"new.row.1546","16060",2013,4290
"new.row.1547","16580",2001,7857
"new.row.1548","16580",2002,8128
"new.row.1549","16580",2003,8252
"new.row.1550","16580",2004,8334
"new.row.1551","16580",2005,8381
"new.row.1552","16580",2006,8695
"new.row.1553","16580",2007,8714
"new.row.1554","16580",2008,9107
"new.row.1555","16580",2009,9232
"new.row.1556","16580",2010,9359
"new.row.1557","16580",2011,9155
"new.row.1558","16580",2012,9253
"new.row.1559","16580",2013,9402
"new.row.1560","16980",2001,508815
"new.row.1561","16980",2002,508419
"new.row.1562","16980",2003,514141
"new.row.1563","16980",2004,525348
"new.row.1564","16980",2005,534903
"new.row.1565","16980",2006,548069
"new.row.1566","16980",2007,554008
"new.row.1567","16980",2008,537687
"new.row.1568","16980",2009,518897
"new.row.1569","16980",2010,527820
"new.row.1570","16980",2011,533329
"new.row.1571","16980",2012,543886
"new.row.1572","16980",2013,550793
"new.row.1573","19180",2001,2411
"new.row.1574","19180",2002,2398
"new.row.1575","19180",2003,2543
"new.row.1576","19180",2004,2595
"new.row.1577","19180",2005,2572
"new.row.1578","19180",2006,2666
"new.row.1579","19180",2007,2544
"new.row.1580","19180",2008,2506
"new.row.1581","19180",2009,2453
"new.row.1582","19180",2010,2505
"new.row.1583","19180",2011,2495
"new.row.1584","19180",2012,2521
"new.row.1585","19180",2013,2495
"new.row.1586","19340",2001,14988
"new.row.1587","19340",2002,15488
"new.row.1588","19340",2003,15947
"new.row.1589","19340",2004,16744
"new.row.1590","19340",2005,17157
"new.row.1591","19340",2006,17285
"new.row.1592","19340",2007,17450
"new.row.1593","19340",2008,17485
"new.row.1594","19340",2009,16859
"new.row.1595","19340",2010,17493
"new.row.1596","19340",2011,17921
"new.row.1597","19340",2012,18023
"new.row.1598","19340",2013,18198
"new.row.1599","19500",2001,5290
"new.row.1600","19500",2002,5014
"new.row.1601","19500",2003,5208
"new.row.1602","19500",2004,5485
"new.row.1603","19500",2005,5672
"new.row.1604","19500",2006,5739
"new.row.1605","19500",2007,5932
"new.row.1606","19500",2008,5987
"new.row.1607","19500",2009,5600
"new.row.1608","19500",2010,5626
"new.row.1609","19500",2011,5714
"new.row.1610","19500",2012,5597
"new.row.1611","19500",2013,5511
"new.row.1612","28100",2001,3060
"new.row.1613","28100",2002,3160
"new.row.1614","28100",2003,3182
"new.row.1615","28100",2004,3254
"new.row.1616","28100",2005,3212
"new.row.1617","28100",2006,3280
"new.row.1618","28100",2007,3229
"new.row.1619","28100",2008,3193
"new.row.1620","28100",2009,3192
"new.row.1621","28100",2010,3188
"new.row.1622","28100",2011,3165
"new.row.1623","28100",2012,3285
"new.row.1624","28100",2013,3360
"new.row.1625","37900",2001,14289
"new.row.1626","37900",2002,14284
"new.row.1627","37900",2003,14801
"new.row.1628","37900",2004,15917
"new.row.1629","37900",2005,16837
"new.row.1630","37900",2006,17930
"new.row.1631","37900",2007,18364
"new.row.1632","37900",2008,18673
"new.row.1633","37900",2009,17707
"new.row.1634","37900",2010,17944
"new.row.1635","37900",2011,19778
"new.row.1636","37900",2012,20629
"new.row.1637","37900",2013,19220
"new.row.1638","40420",2001,12277
"new.row.1639","40420",2002,12423
"new.row.1640","40420",2003,12534
"new.row.1641","40420",2004,12752
"new.row.1642","40420",2005,12980
"new.row.1643","40420",2006,13573
"new.row.1644","40420",2007,13668
"new.row.1645","40420",2008,12950
"new.row.1646","40420",2009,12056
"new.row.1647","40420",2010,12526
"new.row.1648","40420",2011,12945
"new.row.1649","40420",2012,12993
"new.row.1650","40420",2013,13103
"new.row.1651","41180",2001,126322
"new.row.1652","41180",2002,129164
"new.row.1653","41180",2003,132089
"new.row.1654","41180",2004,133337
"new.row.1655","41180",2005,134795
"new.row.1656","41180",2006,133872
"new.row.1657","41180",2007,133781
"new.row.1658","41180",2008,136285
"new.row.1659","41180",2009,132645
"new.row.1660","41180",2010,133568
"new.row.1661","41180",2011,134034
"new.row.1662","41180",2012,136439
"new.row.1663","41180",2013,136519
"new.row.1664","44100",2001,9311
"new.row.1665","44100",2002,9175
"new.row.1666","44100",2003,8931
"new.row.1667","44100",2004,8809
"new.row.1668","44100",2005,8766
"new.row.1669","44100",2006,8786
"new.row.1670","44100",2007,8750
"new.row.1671","44100",2008,8642
"new.row.1672","44100",2009,8824
"new.row.1673","44100",2010,8789
"new.row.1674","44100",2011,8801
"new.row.1675","44100",2012,8785
"new.row.1676","44100",2013,8714
"new.row.1677","14020",2001,4921
"new.row.1678","14020",2002,4870
"new.row.1679","14020",2003,5062
"new.row.1680","14020",2004,5248
"new.row.1681","14020",2005,5426
"new.row.1682","14020",2006,5650
"new.row.1683","14020",2007,5776
"new.row.1684","14020",2008,5936
"new.row.1685","14020",2009,6053
"new.row.1686","14020",2010,6102
"new.row.1687","14020",2011,6009
"new.row.1688","14020",2012,6086
"new.row.1689","14020",2013,6058
"new.row.1690","17140",2001,97669
"new.row.1691","17140",2002,99449
"new.row.1692","17140",2003,101507
"new.row.1693","17140",2004,102822
"new.row.1694","17140",2005,105374
"new.row.1695","17140",2006,105007
"new.row.1696","17140",2007,105343
"new.row.1697","17140",2008,104745
"new.row.1698","17140",2009,100626
"new.row.1699","17140",2010,103388
"new.row.1700","17140",2011,105251
"new.row.1701","17140",2012,108972
"new.row.1702","17140",2013,111279
"new.row.1703","18020",2001,3605
