"","msa.fips","year","wages.and.salaries"
"new.row.12452","41420",1969,359637
"new.row.12453","41420",1970,391210
"new.row.12454","41420",1971,428630
"new.row.12455","41420",1972,480137
"new.row.12456","41420",1973,543627
"new.row.12457","41420",1974,606226
"new.row.12458","41420",1975,662946
"new.row.12459","41420",1976,768071
"new.row.12460","41420",1977,881265
"new.row.12461","41420",1978,1010199
"new.row.12462","41420",1979,1141814
"new.row.12463","41420",1980,1204956
"new.row.12464","41420",1981,1276713
"new.row.12465","41420",1982,1260783
"new.row.12466","41420",1983,1298933
"new.row.12467","41420",1984,1391995
"new.row.12468","41420",1985,1488953
"new.row.12469","41420",1986,1575619
"new.row.12470","41420",1987,1708617
"new.row.12471","41420",1988,1870406
"new.row.12472","41420",1989,2044501
"new.row.12473","41420",1990,2250757
"new.row.12474","41420",1991,2401835
"new.row.12475","41420",1992,2564883
"new.row.12476","41420",1993,2731983
"new.row.12477","41420",1994,2972524
"new.row.12478","41420",1995,3152611
"new.row.12479","41420",1996,3361618
"new.row.12480","41420",1997,3572843
"new.row.12481","41420",1998,3778354
"new.row.12482","41420",1999,4027583
"new.row.12483","41420",2000,4204577
"new.row.12484","41420",2001,4272910
"new.row.12485","41420",2002,4437614
"new.row.12486","41420",2003,4627199
"new.row.12487","41420",2004,4831584
"new.row.12488","41420",2005,5144333
"new.row.12489","41420",2006,5520264
"new.row.12490","41420",2007,5817557
"new.row.12491","41420",2008,5982143
"new.row.12492","41420",2009,5805641
"new.row.12493","41420",2010,5796030
"new.row.12494","41420",2011,5850114
"new.row.12495","41420",2012,5964597
"new.row.12496","11020",1969,296529
"new.row.12497","11020",1970,318590
"new.row.12498","11020",1971,332217
"new.row.12499","11020",1972,354066
"new.row.12500","11020",1973,391462
"new.row.12501","11020",1974,423371
"new.row.12502","11020",1975,443289
"new.row.12503","11020",1976,500679
"new.row.12504","11020",1977,559436
"new.row.12505","11020",1978,613965
"new.row.12506","11020",1979,675035
"new.row.12507","11020",1980,692928
"new.row.12508","11020",1981,719182
"new.row.12509","11020",1982,695267
"new.row.12510","11020",1983,688720
"new.row.12511","11020",1984,734886
"new.row.12512","11020",1985,795966
"new.row.12513","11020",1986,848188
"new.row.12514","11020",1987,889443
"new.row.12515","11020",1988,926224
"new.row.12516","11020",1989,981445
"new.row.12517","11020",1990,1034943
"new.row.12518","11020",1991,1058954
"new.row.12519","11020",1992,1142314
"new.row.12520","11020",1993,1207335
"new.row.12521","11020",1994,1270135
"new.row.12522","11020",1995,1308231
"new.row.12523","11020",1996,1374296
"new.row.12524","11020",1997,1444910
"new.row.12525","11020",1998,1539659
"new.row.12526","11020",1999,1632986
"new.row.12527","11020",2000,1676503
"new.row.12528","11020",2001,1713184
"new.row.12529","11020",2002,1745430
"new.row.12530","11020",2003,1803171
"new.row.12531","11020",2004,1884780
"new.row.12532","11020",2005,1942747
"new.row.12533","11020",2006,1990951
"new.row.12534","11020",2007,2098857
"new.row.12535","11020",2008,2139595
"new.row.12536","11020",2009,2146725
"new.row.12537","11020",2010,2162162
"new.row.12538","11020",2011,2233696
"new.row.12539","11020",2012,2271443
"new.row.12540","14100",1969,162887
"new.row.12541","14100",1970,163494
"new.row.12542","14100",1971,172998
"new.row.12543","14100",1972,194696
"new.row.12544","14100",1973,221003
"new.row.12545","14100",1974,247685
"new.row.12546","14100",1975,237825
"new.row.12547","14100",1976,255048
"new.row.12548","14100",1977,280328
"new.row.12549","14100",1978,315814
"new.row.12550","14100",1979,356526
"new.row.12551","14100",1980,384118
"new.row.12552","14100",1981,415027
"new.row.12553","14100",1982,427094
"new.row.12554","14100",1983,459141
"new.row.12555","14100",1984,497441
"new.row.12556","14100",1985,542338
"new.row.12557","14100",1986,563770
"new.row.12558","14100",1987,607130
"new.row.12559","14100",1988,655333
"new.row.12560","14100",1989,697991
"new.row.12561","14100",1990,744246
"new.row.12562","14100",1991,773249
"new.row.12563","14100",1992,831721
"new.row.12564","14100",1993,868198
"new.row.12565","14100",1994,933974
"new.row.12566","14100",1995,906044
"new.row.12567","14100",1996,918613
"new.row.12568","14100",1997,988755
"new.row.12569","14100",1998,1081650
"new.row.12570","14100",1999,1114536
"new.row.12571","14100",2000,1139553
"new.row.12572","14100",2001,1121765
"new.row.12573","14100",2002,1188348
"new.row.12574","14100",2003,1205930
"new.row.12575","14100",2004,1288688
"new.row.12576","14100",2005,1353851
"new.row.12577","14100",2006,1434150
"new.row.12578","14100",2007,1569470
"new.row.12579","14100",2008,1652948
"new.row.12580","14100",2009,1672766
"new.row.12581","14100",2010,1734869
"new.row.12582","14100",2011,1833210
"new.row.12583","14100",2012,1905463
"new.row.12584","16540",1969,228886
"new.row.12585","16540",1970,240244
"new.row.12586","16540",1971,249180
"new.row.12587","16540",1972,278481
"new.row.12588","16540",1973,316074
"new.row.12589","16540",1974,350262
"new.row.12590","16540",1975,378360
"new.row.12591","16540",1976,401703
"new.row.12592","16540",1977,424858
"new.row.12593","16540",1978,477274
"new.row.12594","16540",1979,512070
"new.row.12595","16540",1980,573660
"new.row.12596","16540",1981,620013
"new.row.12597","16540",1982,601357
"new.row.12598","16540",1983,602517
"new.row.12599","16540",1984,650841
"new.row.12600","16540",1985,698468
"new.row.12601","16540",1986,721235
"new.row.12602","16540",1987,781844
"new.row.12603","16540",1988,838286
"new.row.12604","16540",1989,899310
"new.row.12605","16540",1990,946206
"new.row.12606","16540",1991,978978
"new.row.12607","16540",1992,1009760
"new.row.12608","16540",1993,1041477
"new.row.12609","16540",1994,1093223
"new.row.12610","16540",1995,1142451
"new.row.12611","16540",1996,1216029
"new.row.12612","16540",1997,1279611
"new.row.12613","16540",1998,1352922
"new.row.12614","16540",1999,1365432
"new.row.12615","16540",2000,1415015
"new.row.12616","16540",2001,1415292
"new.row.12617","16540",2002,1471301
"new.row.12618","16540",2003,1542689
"new.row.12619","16540",2004,1686268
"new.row.12620","16540",2005,1823474
"new.row.12621","16540",2006,1950086
"new.row.12622","16540",2007,2090063
"new.row.12623","16540",2008,2162846
"new.row.12624","16540",2009,2078518
"new.row.12625","16540",2010,2102881
"new.row.12626","16540",2011,2166674
"new.row.12627","16540",2012,2234859
"new.row.12628","20700",1969,127836
"new.row.12629","20700",1970,135610
"new.row.12630","20700",1971,147757
"new.row.12631","20700",1972,166780
"new.row.12632","20700",1973,189023
"new.row.12633","20700",1974,211424
"new.row.12634","20700",1975,225412
"new.row.12635","20700",1976,245318
"new.row.12636","20700",1977,271004
"new.row.12637","20700",1978,308008
"new.row.12638","20700",1979,331550
"new.row.12639","20700",1980,364793
"new.row.12640","20700",1981,400956
"new.row.12641","20700",1982,424370
"new.row.12642","20700",1983,453312
"new.row.12643","20700",1984,505569
"new.row.12644","20700",1985,549154
"new.row.12645","20700",1986,608243
"new.row.12646","20700",1987,702923
"new.row.12647","20700",1988,767403
"new.row.12648","20700",1989,823167
"new.row.12649","20700",1990,846529
"new.row.12650","20700",1991,837017
"new.row.12651","20700",1992,844984
"new.row.12652","20700",1993,873214
"new.row.12653","20700",1994,918567
"new.row.12654","20700",1995,979423
"new.row.12655","20700",1996,1033288
"new.row.12656","20700",1997,1081369
"new.row.12657","20700",1998,1164690
"new.row.12658","20700",1999,1255627
"new.row.12659","20700",2000,1396319
"new.row.12660","20700",2001,1479568
"new.row.12661","20700",2002,1590317
"new.row.12662","20700",2003,1688652
"new.row.12663","20700",2004,1852581
"new.row.12664","20700",2005,1958666
"new.row.12665","20700",2006,2113668
"new.row.12666","20700",2007,2227323
"new.row.12667","20700",2008,2320408
"new.row.12668","20700",2009,2268874
"new.row.12669","20700",2010,2313234
"new.row.12670","20700",2011,2333710
"new.row.12671","20700",2012,2344715
"new.row.12672","21500",1969,642854
"new.row.12673","21500",1970,698983
"new.row.12674","21500",1971,757261
"new.row.12675","21500",1972,825943
"new.row.12676","21500",1973,930067
"new.row.12677","21500",1974,1043839
"new.row.12678","21500",1975,1082494
"new.row.12679","21500",1976,1128859
"new.row.12680","21500",1977,1233421
"new.row.12681","21500",1978,1375845
"new.row.12682","21500",1979,1516882
"new.row.12683","21500",1980,1603526
"new.row.12684","21500",1981,1709627
"new.row.12685","21500",1982,1742681
"new.row.12686","21500",1983,1748230
"new.row.12687","21500",1984,1908182
"new.row.12688","21500",1985,2011504
"new.row.12689","21500",1986,2064924
"new.row.12690","21500",1987,2159833
"new.row.12691","21500",1988,2330683
"new.row.12692","21500",1989,2477937
"new.row.12693","21500",1990,2642972
"new.row.12694","21500",1991,2752569
"new.row.12695","21500",1992,2896382
"new.row.12696","21500",1993,3006468
"new.row.12697","21500",1994,3099664
"new.row.12698","21500",1995,3233443
"new.row.12699","21500",1996,3339587
"new.row.12700","21500",1997,3495160
"new.row.12701","21500",1998,3639952
"new.row.12702","21500",1999,3801948
"new.row.12703","21500",2000,3930364
"new.row.12704","21500",2001,3972869
"new.row.12705","21500",2002,3973638
"new.row.12706","21500",2003,3975463
"new.row.12707","21500",2004,4172890
"new.row.12708","21500",2005,4327875
"new.row.12709","21500",2006,4496076
"new.row.12710","21500",2007,4720892
"new.row.12711","21500",2008,4855093
"new.row.12712","21500",2009,4646078
"new.row.12713","21500",2010,4701965
"new.row.12714","21500",2011,5042166
"new.row.12715","21500",2012,5143760
"new.row.12716","23900",1969,90685
"new.row.12717","23900",1970,97788
"new.row.12718","23900",1971,103397
"new.row.12719","23900",1972,110341
"new.row.12720","23900",1973,123133
"new.row.12721","23900",1974,132787
"new.row.12722","23900",1975,136272
"new.row.12723","23900",1976,155821
"new.row.12724","23900",1977,168094
"new.row.12725","23900",1978,190232
"new.row.12726","23900",1979,208227
"new.row.12727","23900",1980,229741
"new.row.12728","23900",1981,251894
"new.row.12729","23900",1982,263620
"new.row.12730","23900",1983,283114
"new.row.12731","23900",1984,306991
"new.row.12732","23900",1985,331725
"new.row.12733","23900",1986,358063
"new.row.12734","23900",1987,394234
"new.row.12735","23900",1988,433751
"new.row.12736","23900",1989,467515
"new.row.12737","23900",1990,496701
"new.row.12738","23900",1991,515302
"new.row.12739","23900",1992,549407
"new.row.12740","23900",1993,570853
"new.row.12741","23900",1994,605185
"new.row.12742","23900",1995,635451
"new.row.12743","23900",1996,656971
"new.row.12744","23900",1997,679351
"new.row.12745","23900",1998,729945
"new.row.12746","23900",1999,782632
"new.row.12747","23900",2000,842326
"new.row.12748","23900",2001,863643
"new.row.12749","23900",2002,911185
"new.row.12750","23900",2003,955588
"new.row.12751","23900",2004,1018402
"new.row.12752","23900",2005,1078498
"new.row.12753","23900",2006,1145457
"new.row.12754","23900",2007,1205371
"new.row.12755","23900",2008,1212722
"new.row.12756","23900",2009,1170245
"new.row.12757","23900",2010,1173463
"new.row.12758","23900",2011,1196513
"new.row.12759","23900",2012,1239605
"new.row.12760","25420",1969,1157654
"new.row.12761","25420",1970,1265774
"new.row.12762","25420",1971,1374844
"new.row.12763","25420",1972,1532611
"new.row.12764","25420",1973,1735044
"new.row.12765","25420",1974,1921398
"new.row.12766","25420",1975,2005362
"new.row.12767","25420",1976,2204945
"new.row.12768","25420",1977,2421649
"new.row.12769","25420",1978,2667208
"new.row.12770","25420",1979,2948105
"new.row.12771","25420",1980,3216569
"new.row.12772","25420",1981,3464054
"new.row.12773","25420",1982,3661691
"new.row.12774","25420",1983,3867295
"new.row.12775","25420",1984,4227899
"new.row.12776","25420",1985,4498525
"new.row.12777","25420",1986,4850914
"new.row.12778","25420",1987,5233008
"new.row.12779","25420",1988,5695232
"new.row.12780","25420",1989,6095371
"new.row.12781","25420",1990,6507259
"new.row.12782","25420",1991,6834835
"new.row.12783","25420",1992,7204655
"new.row.12784","25420",1993,7498080
"new.row.12785","25420",1994,7890367
"new.row.12786","25420",1995,8327302
"new.row.12787","25420",1996,8836770
"new.row.12788","25420",1997,9336418
"new.row.12789","25420",1998,10007393
"new.row.12790","25420",1999,10457961
"new.row.12791","25420",2000,10793660
"new.row.12792","25420",2001,11174523
"new.row.12793","25420",2002,11608949
"new.row.12794","25420",2003,12001470
"new.row.12795","25420",2004,12625234
"new.row.12796","25420",2005,12984892
"new.row.12797","25420",2006,13442642
"new.row.12798","25420",2007,14043253
"new.row.12799","25420",2008,14363950
"new.row.12800","25420",2009,14248695
"new.row.12801","25420",2010,14404486
"new.row.12802","25420",2011,14891280
"new.row.12803","25420",2012,15361794
"new.row.12804","27780",1969,397099
"new.row.12805","27780",1970,417112
"new.row.12806","27780",1971,434833
"new.row.12807","27780",1972,491086
"new.row.12808","27780",1973,542594
"new.row.12809","27780",1974,613970
"new.row.12810","27780",1975,687211
"new.row.12811","27780",1976,745896
"new.row.12812","27780",1977,790234
"new.row.12813","27780",1978,822557
"new.row.12814","27780",1979,930252
"new.row.12815","27780",1980,914319
"new.row.12816","27780",1981,938676
"new.row.12817","27780",1982,881694
"new.row.12818","27780",1983,834417
"new.row.12819","27780",1984,896330
"new.row.12820","27780",1985,905007
"new.row.12821","27780",1986,922384
"new.row.12822","27780",1987,967781
"new.row.12823","27780",1988,1031073
"new.row.12824","27780",1989,1092596
"new.row.12825","27780",1990,1155613
"new.row.12826","27780",1991,1176355
"new.row.12827","27780",1992,1202033
"new.row.12828","27780",1993,1214875
"new.row.12829","27780",1994,1279858
"new.row.12830","27780",1995,1328382
"new.row.12831","27780",1996,1353071
"new.row.12832","27780",1997,1407991
"new.row.12833","27780",1998,1459042
"new.row.12834","27780",1999,1536855
"new.row.12835","27780",2000,1550973
"new.row.12836","27780",2001,1603439
"new.row.12837","27780",2002,1612867
"new.row.12838","27780",2003,1670725
"new.row.12839","27780",2004,1730656
"new.row.12840","27780",2005,1803322
"new.row.12841","27780",2006,1882069
"new.row.12842","27780",2007,1979635
"new.row.12843","27780",2008,2049989
"new.row.12844","27780",2009,2027037
"new.row.12845","27780",2010,2058797
"new.row.12846","27780",2011,2106243
"new.row.12847","27780",2012,2112959
"new.row.12848","29540",1969,753327
"new.row.12849","29540",1970,818426
"new.row.12850","29540",1971,859971
"new.row.12851","29540",1972,963812
"new.row.12852","29540",1973,1097993
"new.row.12853","29540",1974,1179409
"new.row.12854","29540",1975,1208965
"new.row.12855","29540",1976,1348016
"new.row.12856","29540",1977,1497704
"new.row.12857","29540",1978,1694203
"new.row.12858","29540",1979,1899254
"new.row.12859","29540",1980,2032167
"new.row.12860","29540",1981,2169750
"new.row.12861","29540",1982,2262327
"new.row.12862","29540",1983,2423408
"new.row.12863","29540",1984,2684499
"new.row.12864","29540",1985,2901203
"new.row.12865","29540",1986,3164924
"new.row.12866","29540",1987,3482814
"new.row.12867","29540",1988,3811369
"new.row.12868","29540",1989,4085421
"new.row.12869","29540",1990,4351042
"new.row.12870","29540",1991,4410220
"new.row.12871","29540",1992,4641637
"new.row.12872","29540",1993,4839185
"new.row.12873","29540",1994,5055288
"new.row.12874","29540",1995,5309013
"new.row.12875","29540",1996,5555965
"new.row.12876","29540",1997,5931044
"new.row.12877","29540",1998,6332534
"new.row.12878","29540",1999,6663002
"new.row.12879","29540",2000,7115243
"new.row.12880","29540",2001,7293140
"new.row.12881","29540",2002,7489074
"new.row.12882","29540",2003,7740898
"new.row.12883","29540",2004,8094047
"new.row.12884","29540",2005,8450073
"new.row.12885","29540",2006,8722871
"new.row.12886","29540",2007,8991691
"new.row.12887","29540",2008,9256262
"new.row.12888","29540",2009,8915026
"new.row.12889","29540",2010,8991594
"new.row.12890","29540",2011,9143659
"new.row.12891","29540",2012,9456096
"new.row.12892","30140",1969,214446
"new.row.12893","30140",1970,229867
"new.row.12894","30140",1971,233634
"new.row.12895","30140",1972,261463
"new.row.12896","30140",1973,289756
"new.row.12897","30140",1974,321760
"new.row.12898","30140",1975,340872
"new.row.12899","30140",1976,369159
"new.row.12900","30140",1977,405574
"new.row.12901","30140",1978,440978
"new.row.12902","30140",1979,489868
"new.row.12903","30140",1980,519284
"new.row.12904","30140",1981,546773
"new.row.12905","30140",1982,531921
"new.row.12906","30140",1983,548570
"new.row.12907","30140",1984,577059
"new.row.12908","30140",1985,601367
"new.row.12909","30140",1986,623251
"new.row.12910","30140",1987,680518
"new.row.12911","30140",1988,748945
"new.row.12912","30140",1989,789937
"new.row.12913","30140",1990,817577
"new.row.12914","30140",1991,835064
"new.row.12915","30140",1992,880009
"new.row.12916","30140",1993,898302
"new.row.12917","30140",1994,938068
"new.row.12918","30140",1995,953201
"new.row.12919","30140",1996,975072
"new.row.12920","30140",1997,1033584
"new.row.12921","30140",1998,1095022
"new.row.12922","30140",1999,1153668
"new.row.12923","30140",2000,1245503
"new.row.12924","30140",2001,1289370
"new.row.12925","30140",2002,1319289
"new.row.12926","30140",2003,1374510
"new.row.12927","30140",2004,1461294
"new.row.12928","30140",2005,1518137
"new.row.12929","30140",2006,1618685
"new.row.12930","30140",2007,1699217
"new.row.12931","30140",2008,1753913
"new.row.12932","30140",2009,1744793
"new.row.12933","30140",2010,1812611
"new.row.12934","30140",2011,1891957
"new.row.12935","30140",2012,1960438
"new.row.12936","38300",1969,7065104
"new.row.12937","38300",1970,7448253
"new.row.12938","38300",1971,7711160
"new.row.12939","38300",1972,8316957
"new.row.12940","38300",1973,9133315
"new.row.12941","38300",1974,10119348
"new.row.12942","38300",1975,10814178
"new.row.12943","38300",1976,11696897
"new.row.12944","38300",1977,12793864
"new.row.12945","38300",1978,14096459
"new.row.12946","38300",1979,15620132
"new.row.12947","38300",1980,16623864
"new.row.12948","38300",1981,17845645
"new.row.12949","38300",1982,17618793
"new.row.12950","38300",1983,17452177
"new.row.12951","38300",1984,18334471
"new.row.12952","38300",1985,18935718
"new.row.12953","38300",1986,19499612
"new.row.12954","38300",1987,20582056
"new.row.12955","38300",1988,21958020
"new.row.12956","38300",1989,23175019
"new.row.12957","38300",1990,24850234
"new.row.12958","38300",1991,25713307
"new.row.12959","38300",1992,27300055
"new.row.12960","38300",1993,28267204
"new.row.12961","38300",1994,29265669
"new.row.12962","38300",1995,30413865
"new.row.12963","38300",1996,31697897
"new.row.12964","38300",1997,33533918
"new.row.12965","38300",1998,35331250
"new.row.12966","38300",1999,37594663
"new.row.12967","38300",2000,39418540
"new.row.12968","38300",2001,40993861
"new.row.12969","38300",2002,41419593
"new.row.12970","38300",2003,41963479
"new.row.12971","38300",2004,43606595
"new.row.12972","38300",2005,44748272
"new.row.12973","38300",2006,47182538
"new.row.12974","38300",2007,49932368
"new.row.12975","38300",2008,51671216
"new.row.12976","38300",2009,50533058
"new.row.12977","38300",2010,52128628
"new.row.12978","38300",2011,55002467
"new.row.12979","38300",2012,57598711
"new.row.12980","39740",1969,784050
"new.row.12981","39740",1970,829916
"new.row.12982","39740",1971,873554
"new.row.12983","39740",1972,958856
"new.row.12984","39740",1973,1072093
"new.row.12985","39740",1974,1155989
"new.row.12986","39740",1975,1169849
"new.row.12987","39740",1976,1294870
"new.row.12988","39740",1977,1433427
"new.row.12989","39740",1978,1600243
"new.row.12990","39740",1979,1785276
"new.row.12991","39740",1980,1927941
"new.row.12992","39740",1981,2092886
"new.row.12993","39740",1982,2160868
"new.row.12994","39740",1983,2314121
"new.row.12995","39740",1984,2564894
"new.row.12996","39740",1985,2672264
"new.row.12997","39740",1986,2808181
"new.row.12998","39740",1987,3039537
"new.row.12999","39740",1988,3299571
"new.row.13000","39740",1989,3573765
"new.row.13001","39740",1990,3678774
"new.row.13002","39740",1991,3684392
"new.row.13003","39740",1992,3906562
"new.row.13004","39740",1993,4066417
"new.row.13005","39740",1994,4288439
"new.row.13006","39740",1995,4472588
"new.row.13007","39740",1996,4649809
"new.row.13008","39740",1997,4961152
"new.row.13009","39740",1998,5207758
"new.row.13010","39740",1999,5371970
"new.row.13011","39740",2000,5644812
"new.row.13012","39740",2001,5719589
"new.row.13013","39740",2002,5828141
"new.row.13014","39740",2003,5871052
"new.row.13015","39740",2004,6052893
"new.row.13016","39740",2005,6256359
"new.row.13017","39740",2006,6760494
"new.row.13018","39740",2007,7138800
"new.row.13019","39740",2008,7251846
"new.row.13020","39740",2009,7001736
"new.row.13021","39740",2010,7110516
"new.row.13022","39740",2011,7370604
"new.row.13023","39740",2012,7610505
"new.row.13024","42540",1969,1204674
"new.row.13025","42540",1970,1274704
"new.row.13026","42540",1971,1351678
"new.row.13027","42540",1972,1477485
"new.row.13028","42540",1973,1632979
"new.row.13029","42540",1974,1701880
"new.row.13030","42540",1975,1767902
"new.row.13031","42540",1976,1919077
"new.row.13032","42540",1977,2082911
"new.row.13033","42540",1978,2309696
"new.row.13034","42540",1979,2496522
"new.row.13035","42540",1980,2632331
"new.row.13036","42540",1981,2806239
"new.row.13037","42540",1982,2926891
"new.row.13038","42540",1983,3055194
"new.row.13039","42540",1984,3201477
"new.row.13040","42540",1985,3408035
"new.row.13041","42540",1986,3617522
"new.row.13042","42540",1987,3883298
"new.row.13043","42540",1988,4200095
"new.row.13044","42540",1989,4488104
"new.row.13045","42540",1990,4738140
"new.row.13046","42540",1991,4863712
"new.row.13047","42540",1992,5169078
"new.row.13048","42540",1993,5365754
"new.row.13049","42540",1994,5607572
"new.row.13050","42540",1995,5870773
"new.row.13051","42540",1996,6070742
"new.row.13052","42540",1997,6392795
"new.row.13053","42540",1998,6692982
"new.row.13054","42540",1999,6973762
"new.row.13055","42540",2000,7393257
"new.row.13056","42540",2001,7640586
"new.row.13057","42540",2002,7675779
"new.row.13058","42540",2003,7856848
"new.row.13059","42540",2004,8232205
"new.row.13060","42540",2005,8499644
"new.row.13061","42540",2006,8752603
"new.row.13062","42540",2007,9184212
"new.row.13063","42540",2008,9374384
"new.row.13064","42540",2009,9221225
"new.row.13065","42540",2010,9351319
"new.row.13066","42540",2011,9600152
"new.row.13067","42540",2012,9826063
"new.row.13068","44300",1969,197540
"new.row.13069","44300",1970,214750
"new.row.13070","44300",1971,231337
"new.row.13071","44300",1972,252733
"new.row.13072","44300",1973,283325
"new.row.13073","44300",1974,312062
"new.row.13074","44300",1975,331272
"new.row.13075","44300",1976,369688
"new.row.13076","44300",1977,411584
"new.row.13077","44300",1978,451745
"new.row.13078","44300",1979,505581
"new.row.13079","44300",1980,550142
"new.row.13080","44300",1981,586153
"new.row.13081","44300",1982,623579
"new.row.13082","44300",1983,664768
"new.row.13083","44300",1984,733786
"new.row.13084","44300",1985,769616
"new.row.13085","44300",1986,830787
"new.row.13086","44300",1987,923437
"new.row.13087","44300",1988,1013673
"new.row.13088","44300",1989,1125206
"new.row.13089","44300",1990,1203344
"new.row.13090","44300",1991,1283305
"new.row.13091","44300",1992,1334138
"new.row.13092","44300",1993,1366767
"new.row.13093","44300",1994,1412955
"new.row.13094","44300",1995,1496701
"new.row.13095","44300",1996,1573887
"new.row.13096","44300",1997,1693854
"new.row.13097","44300",1998,1774061
"new.row.13098","44300",1999,1868079
"new.row.13099","44300",2000,1982665
"new.row.13100","44300",2001,2076097
"new.row.13101","44300",2002,2186350
"new.row.13102","44300",2003,2228106
"new.row.13103","44300",2004,2351715
"new.row.13104","44300",2005,2456531
"new.row.13105","44300",2006,2580609
"new.row.13106","44300",2007,2737495
"new.row.13107","44300",2008,2863945
"new.row.13108","44300",2009,2894987
"new.row.13109","44300",2010,2995257
"new.row.13110","44300",2011,3139416
"new.row.13111","44300",2012,3214858
"new.row.13112","48700",1969,262252
"new.row.13113","48700",1970,278608
"new.row.13114","48700",1971,288140
"new.row.13115","48700",1972,317027
"new.row.13116","48700",1973,359223
"new.row.13117","48700",1974,389285
"new.row.13118","48700",1975,401402
"new.row.13119","48700",1976,442353
"new.row.13120","48700",1977,480939
"new.row.13121","48700",1978,541753
"new.row.13122","48700",1979,585827
"new.row.13123","48700",1980,611203
"new.row.13124","48700",1981,648978
"new.row.13125","48700",1982,662065
"new.row.13126","48700",1983,656252
"new.row.13127","48700",1984,711420
"new.row.13128","48700",1985,746870
"new.row.13129","48700",1986,800982
"new.row.13130","48700",1987,882388
"new.row.13131","48700",1988,960643
"new.row.13132","48700",1989,997958
"new.row.13133","48700",1990,1029253
"new.row.13134","48700",1991,1045382
"new.row.13135","48700",1992,1093289
"new.row.13136","48700",1993,1118379
"new.row.13137","48700",1994,1164905
"new.row.13138","48700",1995,1199004
"new.row.13139","48700",1996,1246980
"new.row.13140","48700",1997,1303458
"new.row.13141","48700",1998,1376078
"new.row.13142","48700",1999,1440163
"new.row.13143","48700",2000,1527715
"new.row.13144","48700",2001,1558813
"new.row.13145","48700",2002,1539255
"new.row.13146","48700",2003,1574221
"new.row.13147","48700",2004,1650981
"new.row.13148","48700",2005,1680694
"new.row.13149","48700",2006,1720667
"new.row.13150","48700",2007,1787782
"new.row.13151","48700",2008,1832927
"new.row.13152","48700",2009,1813085
"new.row.13153","48700",2010,1918697
"new.row.13154","48700",2011,2141048
"new.row.13155","48700",2012,2256780
"new.row.13156","49620",1969,770198
"new.row.13157","49620",1970,856640
"new.row.13158","49620",1971,877578
"new.row.13159","49620",1972,964699
"new.row.13160","49620",1973,1051852
"new.row.13161","49620",1974,1105753
"new.row.13162","49620",1975,1127313
"new.row.13163","49620",1976,1239683
"new.row.13164","49620",1977,1369617
"new.row.13165","49620",1978,1562726
"new.row.13166","49620",1979,1751780
"new.row.13167","49620",1980,1902324
"new.row.13168","49620",1981,2047237
"new.row.13169","49620",1982,2072347
"new.row.13170","49620",1983,2122676
"new.row.13171","49620",1984,2351297
"new.row.13172","49620",1985,2515275
"new.row.13173","49620",1986,2641649
"new.row.13174","49620",1987,2888640
"new.row.13175","49620",1988,3174723
"new.row.13176","49620",1989,3348142
"new.row.13177","49620",1990,3496877
"new.row.13178","49620",1991,3589787
"new.row.13179","49620",1992,3744166
"new.row.13180","49620",1993,3864234
"new.row.13181","49620",1994,4033731
"new.row.13182","49620",1995,4256060
"new.row.13183","49620",1996,4442763
"new.row.13184","49620",1997,4698795
"new.row.13185","49620",1998,4923578
"new.row.13186","49620",1999,5142191
"new.row.13187","49620",2000,5460421
"new.row.13188","49620",2001,5589706
"new.row.13189","49620",2002,5681251
"new.row.13190","49620",2003,5889000
"new.row.13191","49620",2004,6244968
"new.row.13192","49620",2005,6749958
"new.row.13193","49620",2006,6872435
"new.row.13194","49620",2007,7206444
"new.row.13195","49620",2008,7398989
"new.row.13196","49620",2009,7126991
"new.row.13197","49620",2010,7298447
"new.row.13198","49620",2011,7596035
"new.row.13199","49620",2012,7681291
"new.row.13200","16700",1969,758068
"new.row.13201","16700",1970,833497
"new.row.13202","16700",1971,875833
"new.row.13203","16700",1972,949445
"new.row.13204","16700",1973,1057305
"new.row.13205","16700",1974,1219253
"new.row.13206","16700",1975,1344407
"new.row.13207","16700",1976,1506651
"new.row.13208","16700",1977,1632734
"new.row.13209","16700",1978,1842947
"new.row.13210","16700",1979,2068701
"new.row.13211","16700",1980,2318138
"new.row.13212","16700",1981,2620173
"new.row.13213","16700",1982,2798354
"new.row.13214","16700",1983,2984708
"new.row.13215","16700",1984,3303193
"new.row.13216","16700",1985,3514843
"new.row.13217","16700",1986,3746551
"new.row.13218","16700",1987,4005404
"new.row.13219","16700",1988,4339946
"new.row.13220","16700",1989,4656278
"new.row.13221","16700",1990,5038736
"new.row.13222","16700",1991,5213359
"new.row.13223","16700",1992,5364380
"new.row.13224","16700",1993,5497815
"new.row.13225","16700",1994,5531483
"new.row.13226","16700",1995,5525960
"new.row.13227","16700",1996,5674477
"new.row.13228","16700",1997,6116751
"new.row.13229","16700",1998,6683802
"new.row.13230","16700",1999,7319432
"new.row.13231","16700",2000,7830051
"new.row.13232","16700",2001,8255199
"new.row.13233","16700",2002,8705712
"new.row.13234","16700",2003,9167902
"new.row.13235","16700",2004,9797179
"new.row.13236","16700",2005,10550942
"new.row.13237","16700",2006,11276169
"new.row.13238","16700",2007,12240732
"new.row.13239","16700",2008,12624611
"new.row.13240","16700",2009,12294178
"new.row.13241","16700",2010,12673496
