    42000,"Pennsylvania",29540,"Lancaster, PA (Metropolitan Statistical Area)"
    42000,"Pennsylvania",30140,"Lebanon, PA (Metropolitan Statistical Area)"
    42000,"Pennsylvania",35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
    42000,"Pennsylvania",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)"
    42000,"Pennsylvania",38300,"Pittsburgh, PA (Metropolitan Statistical Area)"
    42000,"Pennsylvania",39740,"Reading, PA (Metropolitan Statistical Area)"
    42000,"Pennsylvania",42540,"Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)"
    42000,"Pennsylvania",44300,"State College, PA (Metropolitan Statistical Area)"
    42000,"Pennsylvania",48700,"Williamsport, PA (Metropolitan Statistical Area)"
    42000,"Pennsylvania",49620,"York-Hanover, PA (Metropolitan Statistical Area)"
    42000,"Pennsylvania",49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)"
    44000,"Rhode Island",39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)"
