"","msa.fips","year","population"
"new.row.8762","22020",1975,128935
"new.row.8763","22020",1976,131761
"new.row.8764","22020",1977,133484
"new.row.8765","22020",1978,136239
"new.row.8766","22020",1979,137013
"new.row.8767","22020",1980,137979
"new.row.8768","22020",1981,139144
"new.row.8769","22020",1982,140221
"new.row.8770","22020",1983,142387
"new.row.8771","22020",1984,144178
"new.row.8772","22020",1985,146132
"new.row.8773","22020",1986,147258
"new.row.8774","22020",1987,148578
"new.row.8775","22020",1988,150478
"new.row.8776","22020",1989,151829
"new.row.8777","22020",1990,153752
"new.row.8778","22020",1991,155533
"new.row.8779","22020",1992,158182
"new.row.8780","22020",1993,160472
"new.row.8781","22020",1994,162919
"new.row.8782","22020",1995,165081
"new.row.8783","22020",1996,166691
"new.row.8784","22020",1997,168747
"new.row.8785","22020",1998,170893
"new.row.8786","22020",1999,172892
"new.row.8787","22020",2000,174970
"new.row.8788","22020",2001,177033
"new.row.8789","22020",2002,178891
"new.row.8790","22020",2003,181539
"new.row.8791","22020",2004,186448
"new.row.8792","22020",2005,189303
"new.row.8793","22020",2006,193412
"new.row.8794","22020",2007,197121
"new.row.8795","22020",2008,201346
"new.row.8796","22020",2009,206223
"new.row.8797","22020",2010,209416
"new.row.8798","22020",2011,212586
"new.row.8799","22020",2012,216312
"new.row.8800","24220",1969,94243
"new.row.8801","24220",1970,95935
"new.row.8802","24220",1971,97885
"new.row.8803","24220",1972,98607
"new.row.8804","24220",1973,99795
"new.row.8805","24220",1974,100100
"new.row.8806","24220",1975,98203
"new.row.8807","24220",1976,100617
"new.row.8808","24220",1977,101935
"new.row.8809","24220",1978,101225
"new.row.8810","24220",1979,101383
"new.row.8811","24220",1980,101074
"new.row.8812","24220",1981,101367
"new.row.8813","24220",1982,101851
"new.row.8814","24220",1983,103104
"new.row.8815","24220",1984,103741
"new.row.8816","24220",1985,103712
"new.row.8817","24220",1986,103349
"new.row.8818","24220",1987,103422
"new.row.8819","24220",1988,104341
"new.row.8820","24220",1989,104094
"new.row.8821","24220",1990,103177
"new.row.8822","24220",1991,103034
"new.row.8823","24220",1992,104181
"new.row.8824","24220",1993,104443
"new.row.8825","24220",1994,105601
"new.row.8826","24220",1995,105650
"new.row.8827","24220",1996,105443
"new.row.8828","24220",1997,103643
"new.row.8829","24220",1998,99938
"new.row.8830","24220",1999,97919
"new.row.8831","24220",2000,97405
"new.row.8832","24220",2001,96663
"new.row.8833","24220",2002,96367
"new.row.8834","24220",2003,96267
"new.row.8835","24220",2004,98164
"new.row.8836","24220",2005,97777
"new.row.8837","24220",2006,98266
"new.row.8838","24220",2007,97606
"new.row.8839","24220",2008,98092
"new.row.8840","24220",2009,97941
"new.row.8841","24220",2010,98599
"new.row.8842","24220",2011,98061
"new.row.8843","24220",2012,98888
"new.row.8844","29100",1969,97811
"new.row.8845","29100",1970,98260
"new.row.8846","29100",1971,99301
"new.row.8847","29100",1972,98738
"new.row.8848","29100",1973,100165
"new.row.8849","29100",1974,101810
"new.row.8850","29100",1975,104618
"new.row.8851","29100",1976,103720
"new.row.8852","29100",1977,106314
"new.row.8853","29100",1978,109509
"new.row.8854","29100",1979,111346
"new.row.8855","29100",1980,109696
"new.row.8856","29100",1981,110473
"new.row.8857","29100",1982,111000
"new.row.8858","29100",1983,111122
"new.row.8859","29100",1984,112222
"new.row.8860","29100",1985,112937
"new.row.8861","29100",1986,113108
"new.row.8862","29100",1987,114178
"new.row.8863","29100",1988,114981
"new.row.8864","29100",1989,115693
"new.row.8865","29100",1990,116769
"new.row.8866","29100",1991,117700
"new.row.8867","29100",1992,119207
"new.row.8868","29100",1993,120597
"new.row.8869","29100",1994,121856
"new.row.8870","29100",1995,122910
"new.row.8871","29100",1996,123920
"new.row.8872","29100",1997,124521
"new.row.8873","29100",1998,125371
"new.row.8874","29100",1999,126041
"new.row.8875","29100",2000,127021
"new.row.8876","29100",2001,127624
"new.row.8877","29100",2002,128261
"new.row.8878","29100",2003,128780
"new.row.8879","29100",2004,128992
"new.row.8880","29100",2005,129549
"new.row.8881","29100",2006,130147
"new.row.8882","29100",2007,131190
"new.row.8883","29100",2008,131920
"new.row.8884","29100",2009,133072
"new.row.8885","29100",2010,133891
"new.row.8886","29100",2011,134415
"new.row.8887","29100",2012,135298
"new.row.8888","31860",1969,73883
"new.row.8889","31860",1970,77037
"new.row.8890","31860",1971,78012
"new.row.8891","31860",1972,77494
"new.row.8892","31860",1973,76854
"new.row.8893","31860",1974,77488
"new.row.8894","31860",1975,77328
"new.row.8895","31860",1976,77818
"new.row.8896","31860",1977,78073
"new.row.8897","31860",1978,77906
"new.row.8898","31860",1979,78471
"new.row.8899","31860",1980,79381
"new.row.8900","31860",1981,79753
"new.row.8901","31860",1982,79958
"new.row.8902","31860",1983,79795
"new.row.8903","31860",1984,79784
"new.row.8904","31860",1985,80198
"new.row.8905","31860",1986,80288
"new.row.8906","31860",1987,80379
"new.row.8907","31860",1988,81366
"new.row.8908","31860",1989,81555
"new.row.8909","31860",1990,82283
"new.row.8910","31860",1991,82758
"new.row.8911","31860",1992,82954
"new.row.8912","31860",1993,83283
"new.row.8913","31860",1994,83717
"new.row.8914","31860",1995,84545
"new.row.8915","31860",1996,84912
"new.row.8916","31860",1997,84897
"new.row.8917","31860",1998,84771
"new.row.8918","31860",1999,85105
"new.row.8919","31860",2000,85892
"new.row.8920","31860",2001,87105
"new.row.8921","31860",2002,88107
"new.row.8922","31860",2003,89336
"new.row.8923","31860",2004,90152
"new.row.8924","31860",2005,91111
"new.row.8925","31860",2006,92879
"new.row.8926","31860",2007,93963
"new.row.8927","31860",2008,95121
"new.row.8928","31860",2009,96111
"new.row.8929","31860",2010,96812
"new.row.8930","31860",2011,97335
"new.row.8931","31860",2012,98020
"new.row.8932","33460",1969,2044824
"new.row.8933","33460",1970,2084574
"new.row.8934","33460",1971,2104296
"new.row.8935","33460",1972,2107895
"new.row.8936","33460",1973,2125921
"new.row.8937","33460",1974,2145063
"new.row.8938","33460",1975,2154275
"new.row.8939","33460",1976,2167976
"new.row.8940","33460",1977,2179319
"new.row.8941","33460",1978,2200167
"new.row.8942","33460",1979,2224748
"new.row.8943","33460",1980,2263881
"new.row.8944","33460",1981,2291962
"new.row.8945","33460",1982,2317206
"new.row.8946","33460",1983,2331850
"new.row.8947","33460",1984,2354976
"new.row.8948","33460",1985,2390959
"new.row.8949","33460",1986,2428147
"new.row.8950","33460",1987,2468889
"new.row.8951","33460",1988,2523553
"new.row.8952","33460",1989,2562410
"new.row.8953","33460",1990,2606156
"new.row.8954","33460",1991,2646336
"new.row.8955","33460",1992,2688729
"new.row.8956","33460",1993,2734239
"new.row.8957","33460",1994,2776675
"new.row.8958","33460",1995,2819211
"new.row.8959","33460",1996,2861505
"new.row.8960","33460",1997,2903107
"new.row.8961","33460",1998,2946520
"new.row.8962","33460",1999,2994735
"new.row.8963","33460",2000,3044425
"new.row.8964","33460",2001,3086645
"new.row.8965","33460",2002,3116197
"new.row.8966","33460",2003,3143413
"new.row.8967","33460",2004,3171902
"new.row.8968","33460",2005,3199046
"new.row.8969","33460",2006,3234367
"new.row.8970","33460",2007,3269613
"new.row.8971","33460",2008,3301252
"new.row.8972","33460",2009,3330508
"new.row.8973","33460",2010,3355674
"new.row.8974","33460",2011,3389049
"new.row.8975","33460",2012,3422264
"new.row.8976","40340",1969,134613
"new.row.8977","40340",1970,136645
"new.row.8978","40340",1971,138020
"new.row.8979","40340",1972,139574
"new.row.8980","40340",1973,140244
"new.row.8981","40340",1974,141439
"new.row.8982","40340",1975,142168
"new.row.8983","40340",1976,143886
"new.row.8984","40340",1977,145499
"new.row.8985","40340",1978,145983
"new.row.8986","40340",1979,147713
"new.row.8987","40340",1980,148456
"new.row.8988","40340",1981,149775
"new.row.8989","40340",1982,150427
"new.row.8990","40340",1983,151922
"new.row.8991","40340",1984,153128
"new.row.8992","40340",1985,154688
"new.row.8993","40340",1986,154797
"new.row.8994","40340",1987,155475
"new.row.8995","40340",1988,158849
"new.row.8996","40340",1989,160993
"new.row.8997","40340",1990,163427
"new.row.8998","40340",1991,166169
"new.row.8999","40340",1992,168159
"new.row.9000","40340",1993,171334
"new.row.9001","40340",1994,172466
"new.row.9002","40340",1995,172741
"new.row.9003","40340",1996,174161
"new.row.9004","40340",1997,176251
"new.row.9005","40340",1998,179488
"new.row.9006","40340",1999,182498
"new.row.9007","40340",2000,185573
"new.row.9008","40340",2001,187803
"new.row.9009","40340",2002,190646
"new.row.9010","40340",2003,193067
"new.row.9011","40340",2004,195300
"new.row.9012","40340",2005,197188
"new.row.9013","40340",2006,199763
"new.row.9014","40340",2007,201782
"new.row.9015","40340",2008,204181
"new.row.9016","40340",2009,206097
"new.row.9017","40340",2010,207137
"new.row.9018","40340",2011,208446
"new.row.9019","40340",2012,209607
"new.row.9020","41060",1969,110295
"new.row.9021","41060",1970,116762
"new.row.9022","41060",1971,118978
"new.row.9023","41060",1972,119660
"new.row.9024","41060",1973,121957
"new.row.9025","41060",1974,123661
"new.row.9026","41060",1975,126283
"new.row.9027","41060",1976,127477
"new.row.9028","41060",1977,129994
"new.row.9029","41060",1978,131145
"new.row.9030","41060",1979,132420
"new.row.9031","41060",1980,133782
"new.row.9032","41060",1981,135211
"new.row.9033","41060",1982,136115
"new.row.9034","41060",1983,137048
"new.row.9035","41060",1984,138037
"new.row.9036","41060",1985,139387
"new.row.9037","41060",1986,140892
"new.row.9038","41060",1987,142314
"new.row.9039","41060",1988,144873
"new.row.9040","41060",1989,147087
"new.row.9041","41060",1990,150078
"new.row.9042","41060",1991,151812
"new.row.9043","41060",1992,153430
"new.row.9044","41060",1993,155495
"new.row.9045","41060",1994,157264
"new.row.9046","41060",1995,159224
"new.row.9047","41060",1996,160563
"new.row.9048","41060",1997,162234
"new.row.9049","41060",1998,163352
"new.row.9050","41060",1999,165463
"new.row.9051","41060",2000,168139
"new.row.9052","41060",2001,170587
"new.row.9053","41060",2002,173123
"new.row.9054","41060",2003,175161
"new.row.9055","41060",2004,176860
"new.row.9056","41060",2005,179222
"new.row.9057","41060",2006,181873
"new.row.9058","41060",2007,184598
"new.row.9059","41060",2008,186507
"new.row.9060","41060",2009,188114
"new.row.9061","41060",2010,189208
"new.row.9062","41060",2011,190036
"new.row.9063","41060",2012,190471
"new.row.9064","25060",1969,235001
"new.row.9065","25060",1970,241495
"new.row.9066","25060",1971,251347
"new.row.9067","25060",1972,258728
"new.row.9068","25060",1973,271384
"new.row.9069","25060",1974,275483
"new.row.9070","25060",1975,276941
"new.row.9071","25060",1976,285195
"new.row.9072","25060",1977,291439
"new.row.9073","25060",1978,296689
"new.row.9074","25060",1979,298661
"new.row.9075","25060",1980,301117
"new.row.9076","25060",1981,304337
"new.row.9077","25060",1982,310986
"new.row.9078","25060",1983,315399
"new.row.9079","25060",1984,314280
"new.row.9080","25060",1985,317972
"new.row.9081","25060",1986,323031
"new.row.9082","25060",1987,321614
"new.row.9083","25060",1988,317926
"new.row.9084","25060",1989,314383
"new.row.9085","25060",1990,312471
"new.row.9086","25060",1991,315015
"new.row.9087","25060",1992,323357
"new.row.9088","25060",1993,331962
"new.row.9089","25060",1994,340882
"new.row.9090","25060",1995,345981
"new.row.9091","25060",1996,346950
"new.row.9092","25060",1997,351065
"new.row.9093","25060",1998,355546
"new.row.9094","25060",1999,361019
"new.row.9095","25060",2000,365397
"new.row.9096","25060",2001,368163
"new.row.9097","25060",2002,370891
"new.row.9098","25060",2003,371296
"new.row.9099","25060",2004,379253
"new.row.9100","25060",2005,383412
"new.row.9101","25060",2006,347253
"new.row.9102","25060",2007,356789
"new.row.9103","25060",2008,363290
"new.row.9104","25060",2009,367577
"new.row.9105","25060",2010,371561
"new.row.9106","25060",2011,375911
"new.row.9107","25060",2012,379582
"new.row.9108","25620",1969,81806
"new.row.9109","25620",1970,82290
"new.row.9110","25620",1971,83983
"new.row.9111","25620",1972,87298
"new.row.9112","25620",1973,89186
"new.row.9113","25620",1974,90966
"new.row.9114","25620",1975,92048
"new.row.9115","25620",1976,93441
"new.row.9116","25620",1977,95376
"new.row.9117","25620",1978,96810
"new.row.9118","25620",1979,98328
"new.row.9119","25620",1980,100284
"new.row.9120","25620",1981,102434
"new.row.9121","25620",1982,104145
"new.row.9122","25620",1983,106863
"new.row.9123","25620",1984,107674
"new.row.9124","25620",1985,107761
"new.row.9125","25620",1986,108276
"new.row.9126","25620",1987,108400
"new.row.9127","25620",1988,108015
"new.row.9128","25620",1989,109245
"new.row.9129","25620",1990,109601
"new.row.9130","25620",1991,110509
"new.row.9131","25620",1992,111229
"new.row.9132","25620",1993,112437
"new.row.9133","25620",1994,113942
"new.row.9134","25620",1995,116231
"new.row.9135","25620",1996,118152
"new.row.9136","25620",1997,119618
"new.row.9137","25620",1998,121340
"new.row.9138","25620",1999,122598
"new.row.9139","25620",2000,124342
"new.row.9140","25620",2001,125102
"new.row.9141","25620",2002,126193
"new.row.9142","25620",2003,127371
"new.row.9143","25620",2004,128966
"new.row.9144","25620",2005,130815
"new.row.9145","25620",2006,134167
"new.row.9146","25620",2007,137293
"new.row.9147","25620",2008,139305
"new.row.9148","25620",2009,141266
"new.row.9149","25620",2010,143280
"new.row.9150","25620",2011,145262
"new.row.9151","25620",2012,146766
"new.row.9152","27140",1969,359193
"new.row.9153","27140",1970,361473
"new.row.9154","27140",1971,369687
"new.row.9155","27140",1972,378229
"new.row.9156","27140",1973,385151
"new.row.9157","27140",1974,396911
"new.row.9158","27140",1975,404561
"new.row.9159","27140",1976,411149
"new.row.9160","27140",1977,417649
"new.row.9161","27140",1978,427123
"new.row.9162","27140",1979,434186
"new.row.9163","27140",1980,440574
"new.row.9164","27140",1981,444541
"new.row.9165","27140",1982,448195
"new.row.9166","27140",1983,452220
"new.row.9167","27140",1984,456787
"new.row.9168","27140",1985,464955
"new.row.9169","27140",1986,467741
"new.row.9170","27140",1987,469189
"new.row.9171","27140",1988,468678
"new.row.9172","27140",1989,469951
"new.row.9173","27140",1990,473615
"new.row.9174","27140",1991,477502
"new.row.9175","27140",1992,482440
"new.row.9176","27140",1993,486974
"new.row.9177","27140",1994,492911
"new.row.9178","27140",1995,498145
"new.row.9179","27140",1996,505267
"new.row.9180","27140",1997,511024
"new.row.9181","27140",1998,517713
"new.row.9182","27140",1999,521516
"new.row.9183","27140",2000,526339
"new.row.9184","27140",2001,528292
"new.row.9185","27140",2002,530930
"new.row.9186","27140",2003,535600
"new.row.9187","27140",2004,542144
"new.row.9188","27140",2005,547444
"new.row.9189","27140",2006,556877
"new.row.9190","27140",2007,559153
"new.row.9191","27140",2008,561812
"new.row.9192","27140",2009,564376
"new.row.9193","27140",2010,568181
"new.row.9194","27140",2011,573693
"new.row.9195","27140",2012,576800
"new.row.9196","17860",1969,79517
"new.row.9197","17860",1970,81073
"new.row.9198","17860",1971,82578
"new.row.9199","17860",1972,84046
"new.row.9200","17860",1973,88593
"new.row.9201","17860",1974,90958
"new.row.9202","17860",1975,88769
"new.row.9203","17860",1976,92528
"new.row.9204","17860",1977,94134
"new.row.9205","17860",1978,96886
"new.row.9206","17860",1979,97649
"new.row.9207","17860",1980,100776
"new.row.9208","17860",1981,102163
"new.row.9209","17860",1982,103024
"new.row.9210","17860",1983,103564
"new.row.9211","17860",1984,104531
"new.row.9212","17860",1985,104800
"new.row.9213","17860",1986,106045
"new.row.9214","17860",1987,107382
"new.row.9215","17860",1988,109331
"new.row.9216","17860",1989,111171
"new.row.9217","17860",1990,112827
"new.row.9218","17860",1991,115171
"new.row.9219","17860",1992,117651
"new.row.9220","17860",1993,120329
"new.row.9221","17860",1994,122817
"new.row.9222","17860",1995,125520
"new.row.9223","17860",1996,128366
"new.row.9224","17860",1997,130981
"new.row.9225","17860",1998,132601
"new.row.9226","17860",1999,134081
"new.row.9227","17860",2000,135940
"new.row.9228","17860",2001,138181
"new.row.9229","17860",2002,140695
"new.row.9230","17860",2003,143019
"new.row.9231","17860",2004,145348
