"","msa.fips","year","population"
"new.row.7946","14460",1995,4230795
"new.row.7947","14460",1996,4265564
"new.row.7948","14460",1997,4302696
"new.row.7949","14460",1998,4337751
"new.row.7950","14460",1999,4369743
"new.row.7951","14460",2000,4401256
"new.row.7952","14460",2001,4432132
"new.row.7953","14460",2002,4440034
"new.row.7954","14460",2003,4434723
"new.row.7955","14460",2004,4424956
"new.row.7956","14460",2005,4418046
"new.row.7957","14460",2006,4427356
"new.row.7958","14460",2007,4447838
"new.row.7959","14460",2008,4483141
"new.row.7960","14460",2009,4527220
"new.row.7961","14460",2010,4563863
"new.row.7962","14460",2011,4603344
"new.row.7963","14460",2012,4640802
"new.row.7964","38340",1969,148981
"new.row.7965","38340",1970,149893
"new.row.7966","38340",1971,150987
"new.row.7967","38340",1972,148869
"new.row.7968","38340",1973,149573
"new.row.7969","38340",1974,149649
"new.row.7970","38340",1975,148788
"new.row.7971","38340",1976,146360
"new.row.7972","38340",1977,144826
"new.row.7973","38340",1978,146354
"new.row.7974","38340",1979,145437
"new.row.7975","38340",1980,145081
"new.row.7976","38340",1981,144629
"new.row.7977","38340",1982,142162
"new.row.7978","38340",1983,141969
"new.row.7979","38340",1984,141767
"new.row.7980","38340",1985,140938
"new.row.7981","38340",1986,140396
"new.row.7982","38340",1987,140268
"new.row.7983","38340",1988,139787
"new.row.7984","38340",1989,139790
"new.row.7985","38340",1990,139423
"new.row.7986","38340",1991,138661
"new.row.7987","38340",1992,137809
"new.row.7988","38340",1993,137139
"new.row.7989","38340",1994,137176
"new.row.7990","38340",1995,136885
"new.row.7991","38340",1996,136657
"new.row.7992","38340",1997,136602
"new.row.7993","38340",1998,135763
"new.row.7994","38340",1999,135227
"new.row.7995","38340",2000,134769
"new.row.7996","38340",2001,133928
"new.row.7997","38340",2002,133529
"new.row.7998","38340",2003,133423
"new.row.7999","38340",2004,133076
"new.row.8000","38340",2005,132563
"new.row.8001","38340",2006,131977
"new.row.8002","38340",2007,131883
"new.row.8003","38340",2008,131372
"new.row.8004","38340",2009,131264
"new.row.8005","38340",2010,131232
"new.row.8006","38340",2011,130447
"new.row.8007","38340",2012,130016
"new.row.8008","39300",1969,1373193
"new.row.8009","39300",1970,1396129
"new.row.8010","39300",1971,1413149
"new.row.8011","39300",1972,1430040
"new.row.8012","39300",1973,1437274
"new.row.8013","39300",1974,1412609
"new.row.8014","39300",1975,1406082
"new.row.8015","39300",1976,1415810
"new.row.8016","39300",1977,1422032
"new.row.8017","39300",1978,1425662
"new.row.8018","39300",1979,1430055
"new.row.8019","39300",1980,1424092
"new.row.8020","39300",1981,1429942
"new.row.8021","39300",1982,1431288
"new.row.8022","39300",1983,1434222
"new.row.8023","39300",1984,1441812
"new.row.8024","39300",1985,1451669
"new.row.8025","39300",1986,1462482
"new.row.8026","39300",1987,1478976
"new.row.8027","39300",1988,1493594
"new.row.8028","39300",1989,1503781
"new.row.8029","39300",1990,1513216
"new.row.8030","39300",1991,1519234
"new.row.8031","39300",1992,1522392
"new.row.8032","39300",1993,1528117
"new.row.8033","39300",1994,1532065
"new.row.8034","39300",1995,1535833
"new.row.8035","39300",1996,1541702
"new.row.8036","39300",1997,1548897
"new.row.8037","39300",1998,1558350
"new.row.8038","39300",1999,1571610
"new.row.8039","39300",2000,1586085
"new.row.8040","39300",2001,1595424
"new.row.8041","39300",2002,1608716
"new.row.8042","39300",2003,1617623
"new.row.8043","39300",2004,1620567
"new.row.8044","39300",2005,1613353
"new.row.8045","39300",2006,1607583
"new.row.8046","39300",2007,1602603
"new.row.8047","39300",2008,1601459
"new.row.8048","39300",2009,1600970
"new.row.8049","39300",2010,1601992
"new.row.8050","39300",2011,1600258
"new.row.8051","39300",2012,1601374
"new.row.8052","44140",1969,579222
"new.row.8053","44140",1970,584006
"new.row.8054","44140",1971,585290
"new.row.8055","44140",1972,592484
"new.row.8056","44140",1973,594809
"new.row.8057","44140",1974,593517
"new.row.8058","44140",1975,592358
"new.row.8059","44140",1976,590171
"new.row.8060","44140",1977,586804
"new.row.8061","44140",1978,583481
"new.row.8062","44140",1979,582523
"new.row.8063","44140",1980,582692
"new.row.8064","44140",1981,584790
"new.row.8065","44140",1982,580705
"new.row.8066","44140",1983,581778
"new.row.8067","44140",1984,582893
"new.row.8068","44140",1985,582962
"new.row.8069","44140",1986,583433
"new.row.8070","44140",1987,590082
"new.row.8071","44140",1988,596967
"new.row.8072","44140",1989,602229
"new.row.8073","44140",1990,603765
"new.row.8074","44140",1991,602886
"new.row.8075","44140",1992,602439
"new.row.8076","44140",1993,602990
"new.row.8077","44140",1994,604128
"new.row.8078","44140",1995,603922
"new.row.8079","44140",1996,603331
"new.row.8080","44140",1997,604675
"new.row.8081","44140",1998,605809
"new.row.8082","44140",1999,607147
"new.row.8083","44140",2000,608897
"new.row.8084","44140",2001,609075
"new.row.8085","44140",2002,612241
"new.row.8086","44140",2003,615294
"new.row.8087","44140",2004,615860
"new.row.8088","44140",2005,616530
"new.row.8089","44140",2006,617576
"new.row.8090","44140",2007,618276
"new.row.8091","44140",2008,619668
"new.row.8092","44140",2009,620687
"new.row.8093","44140",2010,623193
"new.row.8094","44140",2011,625346
"new.row.8095","44140",2012,625718
"new.row.8096","11460",1969,223597
"new.row.8097","11460",1970,234226
"new.row.8098","11460",1971,236222
"new.row.8099","11460",1972,241470
"new.row.8100","11460",1973,246780
"new.row.8101","11460",1974,256447
"new.row.8102","11460",1975,251024
"new.row.8103","11460",1976,253934
"new.row.8104","11460",1977,257407
"new.row.8105","11460",1978,259775
"new.row.8106","11460",1979,262859
"new.row.8107","11460",1980,264400
"new.row.8108","11460",1981,262466
"new.row.8109","11460",1982,260239
"new.row.8110","11460",1983,260212
"new.row.8111","11460",1984,260737
"new.row.8112","11460",1985,262568
"new.row.8113","11460",1986,266087
"new.row.8114","11460",1987,269717
"new.row.8115","11460",1988,273346
"new.row.8116","11460",1989,279329
"new.row.8117","11460",1990,283987
"new.row.8118","11460",1991,287126
"new.row.8119","11460",1992,290323
"new.row.8120","11460",1993,291617
"new.row.8121","11460",1994,293671
"new.row.8122","11460",1995,297926
"new.row.8123","11460",1996,303133
"new.row.8124","11460",1997,308398
"new.row.8125","11460",1998,312601
"new.row.8126","11460",1999,318270
"new.row.8127","11460",2000,324372
"new.row.8128","11460",2001,328749
"new.row.8129","11460",2002,332763
"new.row.8130","11460",2003,336154
"new.row.8131","11460",2004,339422
"new.row.8132","11460",2005,342234
"new.row.8133","11460",2006,344018
"new.row.8134","11460",2007,345310
"new.row.8135","11460",2008,341595
"new.row.8136","11460",2009,343520
"new.row.8137","11460",2010,345350
"new.row.8138","11460",2011,348637
"new.row.8139","11460",2012,350946
"new.row.8140","12980",1969,141960
"new.row.8141","12980",1970,141561
"new.row.8142","12980",1971,140647
"new.row.8143","12980",1972,141963
"new.row.8144","12980",1973,142349
"new.row.8145","12980",1974,143021
"new.row.8146","12980",1975,142640
"new.row.8147","12980",1976,142359
"new.row.8148","12980",1977,142772
"new.row.8149","12980",1978,143463
"new.row.8150","12980",1979,142341
"new.row.8151","12980",1980,141701
"new.row.8152","12980",1981,141880
"new.row.8153","12980",1982,139886
"new.row.8154","12980",1983,137629
"new.row.8155","12980",1984,135682
"new.row.8156","12980",1985,134523
"new.row.8157","12980",1986,134316
"new.row.8158","12980",1987,134849
"new.row.8159","12980",1988,134459
"new.row.8160","12980",1989,135457
"new.row.8161","12980",1990,136226
"new.row.8162","12980",1991,136814
"new.row.8163","12980",1992,137298
"new.row.8164","12980",1993,137775
"new.row.8165","12980",1994,137910
"new.row.8166","12980",1995,137393
"new.row.8167","12980",1996,136630
"new.row.8168","12980",1997,136834
"new.row.8169","12980",1998,137783
"new.row.8170","12980",1999,138021
"new.row.8171","12980",2000,138014
"new.row.8172","12980",2001,138158
"new.row.8173","12980",2002,138580
"new.row.8174","12980",2003,138962
"new.row.8175","12980",2004,139443
"new.row.8176","12980",2005,138946
"new.row.8177","12980",2006,138291
"new.row.8178","12980",2007,137582
"new.row.8179","12980",2008,137313
"new.row.8180","12980",2009,136301
"new.row.8181","12980",2010,136075
"new.row.8182","12980",2011,135529
"new.row.8183","12980",2012,135099
"new.row.8184","13020",1969,116323
"new.row.8185","13020",1970,117502
"new.row.8186","13020",1971,118513
"new.row.8187","13020",1972,119094
"new.row.8188","13020",1973,119824
"new.row.8189","13020",1974,120548
"new.row.8190","13020",1975,120441
"new.row.8191","13020",1976,120560
"new.row.8192","13020",1977,121500
"new.row.8193","13020",1978,122057
"new.row.8194","13020",1979,121074
"new.row.8195","13020",1980,120037
"new.row.8196","13020",1981,120401
"new.row.8197","13020",1982,118804
"new.row.8198","13020",1983,117330
"new.row.8199","13020",1984,116677
"new.row.8200","13020",1985,115017
"new.row.8201","13020",1986,114267
"new.row.8202","13020",1987,113959
"new.row.8203","13020",1988,112898
"new.row.8204","13020",1989,112061
"new.row.8205","13020",1990,111804
"new.row.8206","13020",1991,111803
"new.row.8207","13020",1992,112182
"new.row.8208","13020",1993,112397
"new.row.8209","13020",1994,112025
"new.row.8210","13020",1995,111680
"new.row.8211","13020",1996,111231
"new.row.8212","13020",1997,111040
"new.row.8213","13020",1998,110704
"new.row.8214","13020",1999,110295
"new.row.8215","13020",2000,110192
"new.row.8216","13020",2001,109836
"new.row.8217","13020",2002,109861
"new.row.8218","13020",2003,109559
"new.row.8219","13020",2004,109453
"new.row.8220","13020",2005,109165
"new.row.8221","13020",2006,108711
"new.row.8222","13020",2007,108132
"new.row.8223","13020",2008,108320
"new.row.8224","13020",2009,107913
"new.row.8225","13020",2010,107723
"new.row.8226","13020",2011,107273
"new.row.8227","13020",2012,106935
"new.row.8228","19820",1969,4414928
"new.row.8229","19820",1970,4439498
"new.row.8230","19820",1971,4459793
"new.row.8231","19820",1972,4453517
"new.row.8232","19820",1973,4435796
"new.row.8233","19820",1974,4422090
"new.row.8234","19820",1975,4394458
"new.row.8235","19820",1976,4361574
"new.row.8236","19820",1977,4351973
"new.row.8237","19820",1978,4356619
"new.row.8238","19820",1979,4356811
"new.row.8239","19820",1980,4339778
"new.row.8240","19820",1981,4275732
"new.row.8241","19820",1982,4223098
"new.row.8242","19820",1983,4185050
"new.row.8243","19820",1984,4182763
"new.row.8244","19820",1985,4195986
"new.row.8245","19820",1986,4219771
"new.row.8246","19820",1987,4241494
"new.row.8247","19820",1988,4234083
"new.row.8248","19820",1989,4237904
"new.row.8249","19820",1990,4250986
"new.row.8250","19820",1991,4285663
"new.row.8251","19820",1992,4319806
"new.row.8252","19820",1993,4344712
"new.row.8253","19820",1994,4365423
"new.row.8254","19820",1995,4399746
"new.row.8255","19820",1996,4433102
"new.row.8256","19820",1997,4440400
"new.row.8257","19820",1998,4441717
"new.row.8258","19820",1999,4447649
"new.row.8259","19820",2000,4455503
"new.row.8260","19820",2001,4461855
"new.row.8261","19820",2002,4456433
"new.row.8262","19820",2003,4453371
"new.row.8263","19820",2004,4445887
"new.row.8264","19820",2005,4431048
"new.row.8265","19820",2006,4409697
"new.row.8266","19820",2007,4377116
"new.row.8267","19820",2008,4339504
"new.row.8268","19820",2009,4311728
"new.row.8269","19820",2010,4291828
"new.row.8270","19820",2011,4287966
"new.row.8271","19820",2012,4292060
"new.row.8272","22420",1969,446088
"new.row.8273","22420",1970,446058
"new.row.8274","22420",1971,448310
"new.row.8275","22420",1972,448656
"new.row.8276","22420",1973,451762
"new.row.8277","22420",1974,450155
"new.row.8278","22420",1975,446850
"new.row.8279","22420",1976,444880
"new.row.8280","22420",1977,446546
"new.row.8281","22420",1978,449607
"new.row.8282","22420",1979,451082
"new.row.8283","22420",1980,449131
"new.row.8284","22420",1981,442878
"new.row.8285","22420",1982,437115
"new.row.8286","22420",1983,432600
"new.row.8287","22420",1984,430254
"new.row.8288","22420",1985,431268
"new.row.8289","22420",1986,433037
"new.row.8290","22420",1987,433335
"new.row.8291","22420",1988,430096
"new.row.8292","22420",1989,428946
"new.row.8293","22420",1990,430938
"new.row.8294","22420",1991,431184
"new.row.8295","22420",1992,430944
"new.row.8296","22420",1993,430702
"new.row.8297","22420",1994,430742
"new.row.8298","22420",1995,432261
"new.row.8299","22420",1996,433302
"new.row.8300","22420",1997,432978
"new.row.8301","22420",1998,433160
"new.row.8302","22420",1999,434409
"new.row.8303","22420",2000,436965
"new.row.8304","22420",2001,438584
"new.row.8305","22420",2002,440062
"new.row.8306","22420",2003,441689
"new.row.8307","22420",2004,442534
"new.row.8308","22420",2005,442508
"new.row.8309","22420",2006,441164
"new.row.8310","22420",2007,438109
"new.row.8311","22420",2008,433082
"new.row.8312","22420",2009,427989
"new.row.8313","22420",2010,425152
"new.row.8314","22420",2011,422053
"new.row.8315","22420",2012,418408
"new.row.8316","24340",1969,608759
"new.row.8317","24340",1970,617650
"new.row.8318","24340",1971,620779
"new.row.8319","24340",1972,626892
"new.row.8320","24340",1973,638073
"new.row.8321","24340",1974,643154
"new.row.8322","24340",1975,648334
"new.row.8323","24340",1976,654247
"new.row.8324","24340",1977,662779
"new.row.8325","24340",1978,672225
"new.row.8326","24340",1979,685105
"new.row.8327","24340",1980,697163
"new.row.8328","24340",1981,704228
"new.row.8329","24340",1982,706354
"new.row.8330","24340",1983,709384
"new.row.8331","24340",1984,719650
"new.row.8332","24340",1985,730764
"new.row.8333","24340",1986,740945
"new.row.8334","24340",1987,753914
"new.row.8335","24340",1988,769644
"new.row.8336","24340",1989,782004
"new.row.8337","24340",1990,795411
"new.row.8338","24340",1991,810613
"new.row.8339","24340",1992,823316
"new.row.8340","24340",1993,835716
"new.row.8341","24340",1994,849497
"new.row.8342","24340",1995,864714
"new.row.8343","24340",1996,880047
"new.row.8344","24340",1997,893999
"new.row.8345","24340",1998,906489
"new.row.8346","24340",1999,920648
"new.row.8347","24340",2000,934152
"new.row.8348","24340",2001,944552
"new.row.8349","24340",2002,952185
"new.row.8350","24340",2003,959259
"new.row.8351","24340",2004,965089
"new.row.8352","24340",2005,970713
"new.row.8353","24340",2006,976610
"new.row.8354","24340",2007,981643
"new.row.8355","24340",2008,984563
"new.row.8356","24340",2009,987281
"new.row.8357","24340",2010,989481
"new.row.8358","24340",2011,996454
"new.row.8359","24340",2012,1005648
"new.row.8360","27100",1969,142764
"new.row.8361","27100",1970,143227
"new.row.8362","27100",1971,143589
"new.row.8363","27100",1972,144372
"new.row.8364","27100",1973,145481
"new.row.8365","27100",1974,146903
"new.row.8366","27100",1975,147902
"new.row.8367","27100",1976,148498
"new.row.8368","27100",1977,150313
"new.row.8369","27100",1978,151502
"new.row.8370","27100",1979,151789
"new.row.8371","27100",1980,151554
"new.row.8372","27100",1981,151459
"new.row.8373","27100",1982,150195
"new.row.8374","27100",1983,147930
"new.row.8375","27100",1984,145374
"new.row.8376","27100",1985,144602
"new.row.8377","27100",1986,145355
"new.row.8378","27100",1987,147758
"new.row.8379","27100",1988,148357
"new.row.8380","27100",1989,148816
"new.row.8381","27100",1990,150128
"new.row.8382","27100",1991,151039
"new.row.8383","27100",1992,151465
"new.row.8384","27100",1993,152445
"new.row.8385","27100",1994,152288
"new.row.8386","27100",1995,153313
"new.row.8387","27100",1996,154289
"new.row.8388","27100",1997,155331
"new.row.8389","27100",1998,155991
"new.row.8390","27100",1999,157085
"new.row.8391","27100",2000,158679
"new.row.8392","27100",2001,159772
"new.row.8393","27100",2002,160893
"new.row.8394","27100",2003,162119
"new.row.8395","27100",2004,162140
"new.row.8396","27100",2005,163047
"new.row.8397","27100",2006,163387
"new.row.8398","27100",2007,163316
"new.row.8399","27100",2008,160825
"new.row.8400","27100",2009,160114
"new.row.8401","27100",2010,160226
"new.row.8402","27100",2011,159810
"new.row.8403","27100",2012,160309
"new.row.8404","28020",1969,251446
"new.row.8405","28020",1970,257900
"new.row.8406","28020",1971,259747
"new.row.8407","28020",1972,263099
"new.row.8408","28020",1973,262173
"new.row.8409","28020",1974,264388
"new.row.8410","28020",1975,266969
"new.row.8411","28020",1976,269631
"new.row.8412","28020",1977,272051
"new.row.8413","28020",1978,274191
"new.row.8414","28020",1979,276290
"new.row.8415","28020",1980,279626
"new.row.8416","28020",1981,280754
"new.row.8417","28020",1982,280662
"new.row.8418","28020",1983,279280
"new.row.8419","28020",1984,279510
"new.row.8420","28020",1985,280675
"new.row.8421","28020",1986,283122
"new.row.8422","28020",1987,286324
"new.row.8423","28020",1988,289882
"new.row.8424","28020",1989,292105
"new.row.8425","28020",1990,294251
"new.row.8426","28020",1991,296165
"new.row.8427","28020",1992,299414
"new.row.8428","28020",1993,302658
"new.row.8429","28020",1994,304355
"new.row.8430","28020",1995,306504
"new.row.8431","28020",1996,309056
"new.row.8432","28020",1997,310425
"new.row.8433","28020",1998,311947
"new.row.8434","28020",1999,313627
"new.row.8435","28020",2000,315250
"new.row.8436","28020",2001,316512
"new.row.8437","28020",2002,318714
"new.row.8438","28020",2003,320856
"new.row.8439","28020",2004,319746
"new.row.8440","28020",2005,320268
"new.row.8441","28020",2006,321197
"new.row.8442","28020",2007,322070
"new.row.8443","28020",2008,323363
"new.row.8444","28020",2009,325604
"new.row.8445","28020",2010,326911
"new.row.8446","28020",2011,328353
"new.row.8447","28020",2012,330034
"new.row.8448","29620",1969,371387
"new.row.8449","29620",1970,379047
"new.row.8450","29620",1971,382476
"new.row.8451","29620",1972,386369
"new.row.8452","29620",1973,392980
"new.row.8453","29620",1974,397253
"new.row.8454","29620",1975,398619
"new.row.8455","29620",1976,400590
"new.row.8456","29620",1977,404394
"new.row.8457","29620",1978,409950
"new.row.8458","29620",1979,413652
"new.row.8459","29620",1980,420109
"new.row.8460","29620",1981,420637
"new.row.8461","29620",1982,414906
"new.row.8462","29620",1983,412647
"new.row.8463","29620",1984,412862
"new.row.8464","29620",1985,415612
"new.row.8465","29620",1986,422282
"new.row.8466","29620",1987,426652
"new.row.8467","29620",1988,429673
"new.row.8468","29620",1989,430527
"new.row.8469","29620",1990,433414
"new.row.8470","29620",1991,436979
"new.row.8471","29620",1992,439128
"new.row.8472","29620",1993,441234
"new.row.8473","29620",1994,442671
"new.row.8474","29620",1995,443395
"new.row.8475","29620",1996,447043
"new.row.8476","29620",1997,447895
"new.row.8477","29620",1998,447384
"new.row.8478","29620",1999,447095
"new.row.8479","29620",2000,448735
"new.row.8480","29620",2001,452051
"new.row.8481","29620",2002,455420
"new.row.8482","29620",2003,458376
"new.row.8483","29620",2004,461724
"new.row.8484","29620",2005,462743
"new.row.8485","29620",2006,463349
"new.row.8486","29620",2007,463804
"new.row.8487","29620",2008,463638
"new.row.8488","29620",2009,463147
"new.row.8489","29620",2010,464160
"new.row.8490","29620",2011,465614
"new.row.8491","29620",2012,465732
"new.row.8492","33220",1969,62133
"new.row.8493","33220",1970,63956
"new.row.8494","33220",1971,65050
"new.row.8495","33220",1972,65286
"new.row.8496","33220",1973,66390
"new.row.8497","33220",1974,67168
"new.row.8498","33220",1975,68626
"new.row.8499","33220",1976,69324
"new.row.8500","33220",1977,70888
"new.row.8501","33220",1978,71900
"new.row.8502","33220",1979,73158
"new.row.8503","33220",1980,73882
"new.row.8504","33220",1981,74936
"new.row.8505","33220",1982,74784
"new.row.8506","33220",1983,75198
"new.row.8507","33220",1984,75835
"new.row.8508","33220",1985,72492
"new.row.8509","33220",1986,72598
"new.row.8510","33220",1987,73054
"new.row.8511","33220",1988,74065
"new.row.8512","33220",1989,74767
"new.row.8513","33220",1990,76002
"new.row.8514","33220",1991,76733
"new.row.8515","33220",1992,77853
"new.row.8516","33220",1993,78614
"new.row.8517","33220",1994,79352
"new.row.8518","33220",1995,79841
"new.row.8519","33220",1996,80897
"new.row.8520","33220",1997,81648
"new.row.8521","33220",1998,82081
"new.row.8522","33220",1999,82599
"new.row.8523","33220",2000,82913
"new.row.8524","33220",2001,83576
"new.row.8525","33220",2002,83664
"new.row.8526","33220",2003,84012
"new.row.8527","33220",2004,84058
"new.row.8528","33220",2005,83930
"new.row.8529","33220",2006,83693
"new.row.8530","33220",2007,83600
"new.row.8531","33220",2008,83605
"new.row.8532","33220",2009,83639
"new.row.8533","33220",2010,83637
"new.row.8534","33220",2011,84015
"new.row.8535","33220",2012,83822
"new.row.8536","33780",1969,116021
"new.row.8537","33780",1970,119640
"new.row.8538","33780",1971,121589
"new.row.8539","33780",1972,123422
"new.row.8540","33780",1973,124301
"new.row.8541","33780",1974,124906
"new.row.8542","33780",1975,126297
"new.row.8543","33780",1976,127148
"new.row.8544","33780",1977,129995
"new.row.8545","33780",1978,132450
"new.row.8546","33780",1979,134285
"new.row.8547","33780",1980,134732
"new.row.8548","33780",1981,134729
"new.row.8549","33780",1982,132334
"new.row.8550","33780",1983,130888
"new.row.8551","33780",1984,130851
"new.row.8552","33780",1985,130386
"new.row.8553","33780",1986,131150
"new.row.8554","33780",1987,131852
"new.row.8555","33780",1988,132040
"new.row.8556","33780",1989,132700
"new.row.8557","33780",1990,133892
"new.row.8558","33780",1991,134664
"new.row.8559","33780",1992,135277
"new.row.8560","33780",1993,135623
"new.row.8561","33780",1994,136783
"new.row.8562","33780",1995,138631
"new.row.8563","33780",1996,140123
"new.row.8564","33780",1997,141725
"new.row.8565","33780",1998,143009
"new.row.8566","33780",1999,144525
"new.row.8567","33780",2000,146364
"new.row.8568","33780",2001,147605
"new.row.8569","33780",2002,148561
"new.row.8570","33780",2003,149747
"new.row.8571","33780",2004,151117
"new.row.8572","33780",2005,152374
"new.row.8573","33780",2006,153460
"new.row.8574","33780",2007,153424
"new.row.8575","33780",2008,152806
"new.row.8576","33780",2009,152296
"new.row.8577","33780",2010,151960
"new.row.8578","33780",2011,151609
"new.row.8579","33780",2012,151048
"new.row.8580","34740",1969,156538
"new.row.8581","34740",1970,157595
"new.row.8582","34740",1971,158338
"new.row.8583","34740",1972,158137
"new.row.8584","34740",1973,157135
"new.row.8585","34740",1974,156315
"new.row.8586","34740",1975,156266
"new.row.8587","34740",1976,157395
"new.row.8588","34740",1977,157496
"new.row.8589","34740",1978,157258
"new.row.8590","34740",1979,158067
"new.row.8591","34740",1980,157850
"new.row.8592","34740",1981,158550
"new.row.8593","34740",1982,156114
"new.row.8594","34740",1983,154496
"new.row.8595","34740",1984,154844
"new.row.8596","34740",1985,155654
"new.row.8597","34740",1986,155812
"new.row.8598","34740",1987,156345
"new.row.8599","34740",1988,157643
"new.row.8600","34740",1989,158365
"new.row.8601","34740",1990,159384
"new.row.8602","34740",1991,160885
"new.row.8603","34740",1992,162135
"new.row.8604","34740",1993,163082
"new.row.8605","34740",1994,163678
"new.row.8606","34740",1995,164457
"new.row.8607","34740",1996,165763
"new.row.8608","34740",1997,167077
"new.row.8609","34740",1998,168147
"new.row.8610","34740",1999,169331
"new.row.8611","34740",2000,170396
"new.row.8612","34740",2001,171055
"new.row.8613","34740",2002,171563
"new.row.8614","34740",2003,172269
"new.row.8615","34740",2004,172771
"new.row.8616","34740",2005,173608
"new.row.8617","34740",2006,173710
"new.row.8618","34740",2007,173738
"new.row.8619","34740",2008,173846
"new.row.8620","34740",2009,172755
"new.row.8621","34740",2010,171969
"new.row.8622","34740",2011,170021
"new.row.8623","34740",2012,170182
"new.row.8624","35660",1969,163676
"new.row.8625","35660",1970,163981
"new.row.8626","35660",1971,165230
"new.row.8627","35660",1972,168102
"new.row.8628","35660",1973,170653
"new.row.8629","35660",1974,172002
"new.row.8630","35660",1975,173395
"new.row.8631","35660",1976,174881
"new.row.8632","35660",1977,174870
"new.row.8633","35660",1978,173427
"new.row.8634","35660",1979,173635
"new.row.8635","35660",1980,171288
"new.row.8636","35660",1981,170961
"new.row.8637","35660",1982,166840
"new.row.8638","35660",1983,164326
"new.row.8639","35660",1984,163308
"new.row.8640","35660",1985,162945
"new.row.8641","35660",1986,162415
"new.row.8642","35660",1987,162973
"new.row.8643","35660",1988,163001
"new.row.8644","35660",1989,162143
"new.row.8645","35660",1990,161415
"new.row.8646","35660",1991,161622
"new.row.8647","35660",1992,161982
"new.row.8648","35660",1993,162266
"new.row.8649","35660",1994,162353
"new.row.8650","35660",1995,163022
"new.row.8651","35660",1996,162873
"new.row.8652","35660",1997,162407
"new.row.8653","35660",1998,162046
"new.row.8654","35660",1999,162028
"new.row.8655","35660",2000,162471
"new.row.8656","35660",2001,161153
"new.row.8657","35660",2002,160604
"new.row.8658","35660",2003,160314
"new.row.8659","35660",2004,159742
"new.row.8660","35660",2005,158510
"new.row.8661","35660",2006,157537
"new.row.8662","35660",2007,157378
"new.row.8663","35660",2008,157380
"new.row.8664","35660",2009,157059
"new.row.8665","35660",2010,156799
"new.row.8666","35660",2011,156489
"new.row.8667","35660",2012,156067
"new.row.8668","40980",1969,219374
"new.row.8669","40980",1970,220370
"new.row.8670","40980",1971,223170
"new.row.8671","40980",1972,224074
"new.row.8672","40980",1973,225199
"new.row.8673","40980",1974,225920
"new.row.8674","40980",1975,225723
"new.row.8675","40980",1976,226118
"new.row.8676","40980",1977,226861
"new.row.8677","40980",1978,227115
"new.row.8678","40980",1979,226732
"new.row.8679","40980",1980,227373
"new.row.8680","40980",1981,224132
"new.row.8681","40980",1982,220925
"new.row.8682","40980",1983,217784
"new.row.8683","40980",1984,216710
"new.row.8684","40980",1985,215040
"new.row.8685","40980",1986,214972
"new.row.8686","40980",1987,214098
"new.row.8687","40980",1988,213522
"new.row.8688","40980",1989,212303
"new.row.8689","40980",1990,212071
"new.row.8690","40980",1991,212384
"new.row.8691","40980",1992,212421
"new.row.8692","40980",1993,212165
"new.row.8693","40980",1994,212262
"new.row.8694","40980",1995,212076
"new.row.8695","40980",1996,211927
"new.row.8696","40980",1997,211406
"new.row.8697","40980",1998,210839
"new.row.8698","40980",1999,210400
"new.row.8699","40980",2000,209899
"new.row.8700","40980",2001,209460
"new.row.8701","40980",2002,209323
"new.row.8702","40980",2003,208755
"new.row.8703","40980",2004,208489
"new.row.8704","40980",2005,207368
"new.row.8705","40980",2006,205822
"new.row.8706","40980",2007,203144
"new.row.8707","40980",2008,201966
"new.row.8708","40980",2009,200835
"new.row.8709","40980",2010,199940
"new.row.8710","40980",2011,198990
"new.row.8711","40980",2012,198353
"new.row.8712","20260",1969,299789
"new.row.8713","20260",1970,293960
"new.row.8714","20260",1971,296224
"new.row.8715","20260",1972,295529
"new.row.8716","20260",1973,292286
"new.row.8717","20260",1974,288748
"new.row.8718","20260",1975,290582
"new.row.8719","20260",1976,294985
"new.row.8720","20260",1977,295109
"new.row.8721","20260",1978,294586
"new.row.8722","20260",1979,296193
"new.row.8723","20260",1980,296407
"new.row.8724","20260",1981,295015
"new.row.8725","20260",1982,292192
"new.row.8726","20260",1983,286582
"new.row.8727","20260",1984,281016
"new.row.8728","20260",1985,275987
"new.row.8729","20260",1986,271434
"new.row.8730","20260",1987,269076
"new.row.8731","20260",1988,267468
"new.row.8732","20260",1989,268268
"new.row.8733","20260",1990,269746
"new.row.8734","20260",1991,271256
"new.row.8735","20260",1992,272939
"new.row.8736","20260",1993,273424
"new.row.8737","20260",1994,273834
"new.row.8738","20260",1995,271777
"new.row.8739","20260",1996,272433
"new.row.8740","20260",1997,273609
"new.row.8741","20260",1998,273552
"new.row.8742","20260",1999,274682
"new.row.8743","20260",2000,275775
"new.row.8744","20260",2001,276946
"new.row.8745","20260",2002,276852
"new.row.8746","20260",2003,277209
"new.row.8747","20260",2004,277087
"new.row.8748","20260",2005,276682
"new.row.8749","20260",2006,276710
"new.row.8750","20260",2007,277209
"new.row.8751","20260",2008,278561
"new.row.8752","20260",2009,279465
"new.row.8753","20260",2010,279766
"new.row.8754","20260",2011,279838
"new.row.8755","20260",2012,279452
"new.row.8756","22020",1969,115720
"new.row.8757","22020",1970,120690
"new.row.8758","22020",1971,123471
"new.row.8759","22020",1972,125464
"new.row.8760","22020",1973,126247
"new.row.8761","22020",1974,127527
