"","msa.fips","year","average.compensation.per.job"
"new.row.2520","27620",2001,35968
"new.row.2521","27620",2002,36938
"new.row.2522","27620",2003,38224
"new.row.2523","27620",2004,40126
"new.row.2524","27620",2005,41614
"new.row.2525","27620",2006,42830
"new.row.2526","27620",2007,44205
"new.row.2527","27620",2008,45450
"new.row.2528","27620",2009,46631
"new.row.2529","27620",2010,48032
"new.row.2530","27620",2011,48346
"new.row.2531","27620",2012,49058
"new.row.2532","27900",2001,32232
"new.row.2533","27900",2002,33359
"new.row.2534","27900",2003,34809
"new.row.2535","27900",2004,36476
"new.row.2536","27900",2005,37691
"new.row.2537","27900",2006,39019
"new.row.2538","27900",2007,40204
"new.row.2539","27900",2008,41519
"new.row.2540","27900",2009,42639
"new.row.2541","27900",2010,43833
"new.row.2542","27900",2011,44557
"new.row.2543","27900",2012,45432
"new.row.2544","44180",2001,33189
"new.row.2545","44180",2002,34307
"new.row.2546","44180",2003,35672
"new.row.2547","44180",2004,37293
"new.row.2548","44180",2005,38607
"new.row.2549","44180",2006,39580
"new.row.2550","44180",2007,40807
"new.row.2551","44180",2008,42190
"new.row.2552","44180",2009,43248
"new.row.2553","44180",2010,44154
"new.row.2554","44180",2011,44598
"new.row.2555","44180",2012,45648
"new.row.2556","13740",2001,33918
"new.row.2557","13740",2002,35025
"new.row.2558","13740",2003,36307
"new.row.2559","13740",2004,37819
"new.row.2560","13740",2005,39782
"new.row.2561","13740",2006,41757
"new.row.2562","13740",2007,44067
"new.row.2563","13740",2008,44990
"new.row.2564","13740",2009,45610
"new.row.2565","13740",2010,47424
"new.row.2566","13740",2011,49537
"new.row.2567","13740",2012,50897
"new.row.2568","24500",2001,31463
"new.row.2569","24500",2002,33269
"new.row.2570","24500",2003,35064
"new.row.2571","24500",2004,36497
"new.row.2572","24500",2005,37991
"new.row.2573","24500",2006,39840
"new.row.2574","24500",2007,41434
"new.row.2575","24500",2008,42455
"new.row.2576","24500",2009,43460
"new.row.2577","24500",2010,45709
"new.row.2578","24500",2011,47211
"new.row.2579","24500",2012,47575
"new.row.2580","33540",2001,31897
"new.row.2581","33540",2002,33616
"new.row.2582","33540",2003,34715
"new.row.2583","33540",2004,35400
"new.row.2584","33540",2005,36900
"new.row.2585","33540",2006,38201
"new.row.2586","33540",2007,39696
"new.row.2587","33540",2008,41416
"new.row.2588","33540",2009,41936
"new.row.2589","33540",2010,42877
"new.row.2590","33540",2011,43958
"new.row.2591","33540",2012,44638
"new.row.2592","24260",2001,30898
"new.row.2593","24260",2002,32718
"new.row.2594","24260",2003,33869
"new.row.2595","24260",2004,34985
"new.row.2596","24260",2005,36339
"new.row.2597","24260",2006,37408
"new.row.2598","24260",2007,39582
"new.row.2599","24260",2008,40804
"new.row.2600","24260",2009,41012
"new.row.2601","24260",2010,42368
"new.row.2602","24260",2011,43312
"new.row.2603","24260",2012,44773
"new.row.2604","30700",2001,37054
"new.row.2605","30700",2002,38747
"new.row.2606","30700",2003,39812
"new.row.2607","30700",2004,41241
"new.row.2608","30700",2005,42433
"new.row.2609","30700",2006,43734
"new.row.2610","30700",2007,44951
"new.row.2611","30700",2008,46404
"new.row.2612","30700",2009,47102
"new.row.2613","30700",2010,48055
"new.row.2614","30700",2011,49616
"new.row.2615","30700",2012,51598
"new.row.2616","16180",2001,42187
"new.row.2617","16180",2002,43701
"new.row.2618","16180",2003,45980
"new.row.2619","16180",2004,48731
"new.row.2620","16180",2005,50997
"new.row.2621","16180",2006,52716
"new.row.2622","16180",2007,55041
"new.row.2623","16180",2008,56866
"new.row.2624","16180",2009,58596
"new.row.2625","16180",2010,60142
"new.row.2626","16180",2011,59892
"new.row.2627","16180",2012,59426
"new.row.2628","29820",2001,41633
"new.row.2629","29820",2002,43001
"new.row.2630","29820",2003,44635
"new.row.2631","29820",2004,47066
"new.row.2632","29820",2005,49228
"new.row.2633","29820",2006,50562
"new.row.2634","29820",2007,53094
"new.row.2635","29820",2008,54180
"new.row.2636","29820",2009,54559
"new.row.2637","29820",2010,54970
"new.row.2638","29820",2011,54960
"new.row.2639","29820",2012,55953
"new.row.2640","39900",2001,43243
"new.row.2641","39900",2002,43813
"new.row.2642","39900",2003,45580
"new.row.2643","39900",2004,47085
"new.row.2644","39900",2005,48509
"new.row.2645","39900",2006,49506
"new.row.2646","39900",2007,51620
"new.row.2647","39900",2008,52728
"new.row.2648","39900",2009,53482
"new.row.2649","39900",2010,54745
"new.row.2650","39900",2011,54664
"new.row.2651","39900",2012,55567
"new.row.2652","31700",2001,47421
"new.row.2653","31700",2002,48436
"new.row.2654","31700",2003,50712
"new.row.2655","31700",2004,53239
"new.row.2656","31700",2005,55205
"new.row.2657","31700",2006,57243
"new.row.2658","31700",2007,60047
"new.row.2659","31700",2008,62018
"new.row.2660","31700",2009,62103
"new.row.2661","31700",2010,63903
"new.row.2662","31700",2011,66035
"new.row.2663","31700",2012,66225
"new.row.2664","10900",2001,41913
"new.row.2665","10900",2002,43729
"new.row.2666","10900",2003,45215
"new.row.2667","10900",2004,46841
"new.row.2668","10900",2005,48168
"new.row.2669","10900",2006,50019
"new.row.2670","10900",2007,52236
"new.row.2671","10900",2008,53093
"new.row.2672","10900",2009,53467
"new.row.2673","10900",2010,54892
"new.row.2674","10900",2011,55957
"new.row.2675","10900",2012,56773
"new.row.2676","12100",2001,40667
"new.row.2677","12100",2002,42066
"new.row.2678","12100",2003,43417
"new.row.2679","12100",2004,45359
"new.row.2680","12100",2005,46540
"new.row.2681","12100",2006,47908
"new.row.2682","12100",2007,49846
"new.row.2683","12100",2008,51410
"new.row.2684","12100",2009,51284
"new.row.2685","12100",2010,52231
"new.row.2686","12100",2011,53317
"new.row.2687","12100",2012,53238
"new.row.2688","35620",2001,61025
"new.row.2689","35620",2002,61081
"new.row.2690","35620",2003,62941
"new.row.2691","35620",2004,66429
"new.row.2692","35620",2005,69315
"new.row.2693","35620",2006,73156
"new.row.2694","35620",2007,77685
"new.row.2695","35620",2008,78910
"new.row.2696","35620",2009,77005
"new.row.2697","35620",2010,80328
"new.row.2698","35620",2011,82154
"new.row.2699","35620",2012,83340
"new.row.2700","36140",2001,33107
"new.row.2701","36140",2002,35019
"new.row.2702","36140",2003,36719
"new.row.2703","36140",2004,38617
"new.row.2704","36140",2005,39749
"new.row.2705","36140",2006,40630
"new.row.2706","36140",2007,42048
"new.row.2707","36140",2008,43470
"new.row.2708","36140",2009,44040
"new.row.2709","36140",2010,44972
"new.row.2710","36140",2011,45590
"new.row.2711","36140",2012,46040
"new.row.2712","45940",2001,54911
"new.row.2713","45940",2002,56333
"new.row.2714","45940",2003,57882
"new.row.2715","45940",2004,59946
"new.row.2716","45940",2005,62419
"new.row.2717","45940",2006,65378
"new.row.2718","45940",2007,68481
"new.row.2719","45940",2008,72054
"new.row.2720","45940",2009,71892
"new.row.2721","45940",2010,75136
"new.row.2722","45940",2011,77712
"new.row.2723","45940",2012,80641
"new.row.2724","47220",2001,39890
"new.row.2725","47220",2002,41556
"new.row.2726","47220",2003,43379
"new.row.2727","47220",2004,45340
"new.row.2728","47220",2005,46009
"new.row.2729","47220",2006,47476
"new.row.2730","47220",2007,49935
"new.row.2731","47220",2008,51660
"new.row.2732","47220",2009,52523
"new.row.2733","47220",2010,53159
"new.row.2734","47220",2011,54048
"new.row.2735","47220",2012,55127
"new.row.2736","10740",2001,38560
"new.row.2737","10740",2002,40001
"new.row.2738","10740",2003,41773
"new.row.2739","10740",2004,43282
"new.row.2740","10740",2005,45239
"new.row.2741","10740",2006,46546
"new.row.2742","10740",2007,48277
"new.row.2743","10740",2008,49690
"new.row.2744","10740",2009,50931
"new.row.2745","10740",2010,52031
"new.row.2746","10740",2011,53451
"new.row.2747","10740",2012,54311
"new.row.2748","22140",2001,36271
"new.row.2749","22140",2002,36601
"new.row.2750","22140",2003,38261
"new.row.2751","22140",2004,40611
"new.row.2752","22140",2005,42516
"new.row.2753","22140",2006,45556
"new.row.2754","22140",2007,48428
"new.row.2755","22140",2008,51532
"new.row.2756","22140",2009,50938
"new.row.2757","22140",2010,52878
"new.row.2758","22140",2011,55405
"new.row.2759","22140",2012,56279
"new.row.2760","29740",2001,30194
"new.row.2761","29740",2002,31998
"new.row.2762","29740",2003,33659
"new.row.2763","29740",2004,35303
"new.row.2764","29740",2005,37062
"new.row.2765","29740",2006,38542
"new.row.2766","29740",2007,40387
"new.row.2767","29740",2008,42117
"new.row.2768","29740",2009,43827
"new.row.2769","29740",2010,44969
"new.row.2770","29740",2011,45353
"new.row.2771","29740",2012,45474
"new.row.2772","42140",2001,36273
"new.row.2773","42140",2002,38437
"new.row.2774","42140",2003,38718
"new.row.2775","42140",2004,40908
"new.row.2776","42140",2005,42192
"new.row.2777","42140",2006,44588
"new.row.2778","42140",2007,47243
"new.row.2779","42140",2008,49402
"new.row.2780","42140",2009,50104
"new.row.2781","42140",2010,51384
"new.row.2782","42140",2011,52286
"new.row.2783","42140",2012,52981
"new.row.2784","10580",2001,45817
"new.row.2785","10580",2002,46790
"new.row.2786","10580",2003,48867
"new.row.2787","10580",2004,50480
"new.row.2788","10580",2005,51614
"new.row.2789","10580",2006,53715
"new.row.2790","10580",2007,55346
"new.row.2791","10580",2008,57966
"new.row.2792","10580",2009,59820
"new.row.2793","10580",2010,61632
"new.row.2794","10580",2011,62612
"new.row.2795","10580",2012,63171
"new.row.2796","13780",2001,39455
"new.row.2797","13780",2002,40636
"new.row.2798","13780",2003,40951
"new.row.2799","13780",2004,42104
"new.row.2800","13780",2005,43767
"new.row.2801","13780",2006,45928
"new.row.2802","13780",2007,47654
"new.row.2803","13780",2008,49711
"new.row.2804","13780",2009,50878
"new.row.2805","13780",2010,51378
"new.row.2806","13780",2011,52014
"new.row.2807","13780",2012,52466
"new.row.2808","15380",2001,40370
"new.row.2809","15380",2002,41465
"new.row.2810","15380",2003,43035
"new.row.2811","15380",2004,44912
"new.row.2812","15380",2005,45625
"new.row.2813","15380",2006,47575
"new.row.2814","15380",2007,49302
"new.row.2815","15380",2008,50451
"new.row.2816","15380",2009,51340
"new.row.2817","15380",2010,52708
"new.row.2818","15380",2011,54014
"new.row.2819","15380",2012,54877
"new.row.2820","21300",2001,35624
"new.row.2821","21300",2002,36776
"new.row.2822","21300",2003,38876
"new.row.2823","21300",2004,40688
"new.row.2824","21300",2005,43077
"new.row.2825","21300",2006,44278
"new.row.2826","21300",2007,45481
"new.row.2827","21300",2008,48431
"new.row.2828","21300",2009,49136
"new.row.2829","21300",2010,52167
"new.row.2830","21300",2011,53563
"new.row.2831","21300",2012,54721
"new.row.2832","24020",2001,35991
"new.row.2833","24020",2002,37494
"new.row.2834","24020",2003,38892
"new.row.2835","24020",2004,40318
"new.row.2836","24020",2005,42054
"new.row.2837","24020",2006,43388
"new.row.2838","24020",2007,44615
"new.row.2839","24020",2008,45665
"new.row.2840","24020",2009,47127
"new.row.2841","24020",2010,48944
"new.row.2842","24020",2011,49915
"new.row.2843","24020",2012,51092
"new.row.2844","27060",2001,37377
"new.row.2845","27060",2002,39421
"new.row.2846","27060",2003,41484
"new.row.2847","27060",2004,42388
"new.row.2848","27060",2005,42865
"new.row.2849","27060",2006,45091
"new.row.2850","27060",2007,46425
"new.row.2851","27060",2008,49045
"new.row.2852","27060",2009,51370
"new.row.2853","27060",2010,52132
"new.row.2854","27060",2011,53014
"new.row.2855","27060",2012,54858
"new.row.2856","28740",2001,35048
"new.row.2857","28740",2002,36135
"new.row.2858","28740",2003,37591
"new.row.2859","28740",2004,39307
"new.row.2860","28740",2005,41058
"new.row.2861","28740",2006,44932
"new.row.2862","28740",2007,46783
"new.row.2863","28740",2008,48556
"new.row.2864","28740",2009,49755
"new.row.2865","28740",2010,51133
"new.row.2866","28740",2011,52038
"new.row.2867","28740",2012,52830
"new.row.2868","40380",2001,42926
"new.row.2869","40380",2002,43944
"new.row.2870","40380",2003,45541
"new.row.2871","40380",2004,47094
"new.row.2872","40380",2005,48261
"new.row.2873","40380",2006,49923
"new.row.2874","40380",2007,51556
"new.row.2875","40380",2008,52842
"new.row.2876","40380",2009,53599
"new.row.2877","40380",2010,54927
"new.row.2878","40380",2011,55721
"new.row.2879","40380",2012,56561
"new.row.2880","45060",2001,40939
"new.row.2881","45060",2002,43148
"new.row.2882","45060",2003,44522
"new.row.2883","45060",2004,45986
"new.row.2884","45060",2005,47074
"new.row.2885","45060",2006,48971
"new.row.2886","45060",2007,50919
"new.row.2887","45060",2008,52167
"new.row.2888","45060",2009,53567
"new.row.2889","45060",2010,54995
"new.row.2890","45060",2011,55715
"new.row.2891","45060",2012,57215
"new.row.2892","46540",2001,35655
"new.row.2893","46540",2002,36697
"new.row.2894","46540",2003,38095
"new.row.2895","46540",2004,39805
"new.row.2896","46540",2005,41021
"new.row.2897","46540",2006,42827
"new.row.2898","46540",2007,44929
"new.row.2899","46540",2008,46546
"new.row.2900","46540",2009,47800
"new.row.2901","46540",2010,49457
"new.row.2902","46540",2011,50473
"new.row.2903","46540",2012,51091
"new.row.2904","48060",2001,37112
"new.row.2905","48060",2002,39201
"new.row.2906","48060",2003,41970
"new.row.2907","48060",2004,43832
"new.row.2908","48060",2005,47404
"new.row.2909","48060",2006,50890
"new.row.2910","48060",2007,53285
"new.row.2911","48060",2008,55645
"new.row.2912","48060",2009,57905
"new.row.2913","48060",2010,60103
"new.row.2914","48060",2011,61796
"new.row.2915","48060",2012,61521
"new.row.2916","11700",2001,34780
"new.row.2917","11700",2002,35370
"new.row.2918","11700",2003,36537
"new.row.2919","11700",2004,38040
"new.row.2920","11700",2005,39359
"new.row.2921","11700",2006,40863
"new.row.2922","11700",2007,42091
"new.row.2923","11700",2008,43006
"new.row.2924","11700",2009,43694
"new.row.2925","11700",2010,44641
"new.row.2926","11700",2011,44652
"new.row.2927","11700",2012,46062
"new.row.2928","15500",2001,34856
"new.row.2929","15500",2002,35929
"new.row.2930","15500",2003,36761
"new.row.2931","15500",2004,38367
"new.row.2932","15500",2005,39417
"new.row.2933","15500",2006,41511
"new.row.2934","15500",2007,41729
"new.row.2935","15500",2008,43200
"new.row.2936","15500",2009,42035
"new.row.2937","15500",2010,43497
"new.row.2938","15500",2011,43756
"new.row.2939","15500",2012,44826
"new.row.2940","16740",2001,44741
"new.row.2941","16740",2002,46273
"new.row.2942","16740",2003,47921
"new.row.2943","16740",2004,50149
"new.row.2944","16740",2005,52495
"new.row.2945","16740",2006,54592
"new.row.2946","16740",2007,56044
"new.row.2947","16740",2008,56835
"new.row.2948","16740",2009,56359
"new.row.2949","16740",2010,58701
"new.row.2950","16740",2011,59999
"new.row.2951","16740",2012,62007
"new.row.2952","20500",2001,51502
"new.row.2953","20500",2002,51851
"new.row.2954","20500",2003,53616
"new.row.2955","20500",2004,56044
"new.row.2956","20500",2005,57354
"new.row.2957","20500",2006,60617
"new.row.2958","20500",2007,64041
"new.row.2959","20500",2008,65770
"new.row.2960","20500",2009,67357
"new.row.2961","20500",2010,69678
"new.row.2962","20500",2011,69903
"new.row.2963","20500",2012,71657
"new.row.2964","22180",2001,37589
"new.row.2965","22180",2002,40143
"new.row.2966","22180",2003,43011
"new.row.2967","22180",2004,44969
"new.row.2968","22180",2005,48396
"new.row.2969","22180",2006,50694
"new.row.2970","22180",2007,53617
"new.row.2971","22180",2008,56527
"new.row.2972","22180",2009,58685
"new.row.2973","22180",2010,61198
"new.row.2974","22180",2011,62913
"new.row.2975","22180",2012,63518
"new.row.2976","24140",2001,33335
"new.row.2977","24140",2002,34646
"new.row.2978","24140",2003,36050
"new.row.2979","24140",2004,37940
"new.row.2980","24140",2005,39347
"new.row.2981","24140",2006,40591
"new.row.2982","24140",2007,41625
"new.row.2983","24140",2008,42645
"new.row.2984","24140",2009,43534
"new.row.2985","24140",2010,44812
"new.row.2986","24140",2011,45925
"new.row.2987","24140",2012,47477
"new.row.2988","24660",2001,39109
"new.row.2989","24660",2002,39896
"new.row.2990","24660",2003,41429
"new.row.2991","24660",2004,42844
"new.row.2992","24660",2005,43994
"new.row.2993","24660",2006,45370
"new.row.2994","24660",2007,46835
"new.row.2995","24660",2008,47898
"new.row.2996","24660",2009,48373
"new.row.2997","24660",2010,49819
"new.row.2998","24660",2011,50205
"new.row.2999","24660",2012,52156
"new.row.3000","24780",2001,35285
"new.row.3001","24780",2002,36320
"new.row.3002","24780",2003,38028
"new.row.3003","24780",2004,39454
"new.row.3004","24780",2005,40780
"new.row.3005","24780",2006,41993
"new.row.3006","24780",2007,43443
"new.row.3007","24780",2008,44648
"new.row.3008","24780",2009,46057
"new.row.3009","24780",2010,47652
"new.row.3010","24780",2011,47985
"new.row.3011","24780",2012,49945
"new.row.3012","25860",2001,34104
"new.row.3013","25860",2002,35044
"new.row.3014","25860",2003,36102
"new.row.3015","25860",2004,37765
"new.row.3016","25860",2005,38746
"new.row.3017","25860",2006,40252
"new.row.3018","25860",2007,41471
"new.row.3019","25860",2008,42283
"new.row.3020","25860",2009,42237
"new.row.3021","25860",2010,43682
"new.row.3022","25860",2011,44054
"new.row.3023","25860",2012,44835
"new.row.3024","27340",2001,33005
"new.row.3025","27340",2002,32683
"new.row.3026","27340",2003,36340
"new.row.3027","27340",2004,40231
"new.row.3028","27340",2005,42726
"new.row.3029","27340",2006,44526
"new.row.3030","27340",2007,49007
"new.row.3031","27340",2008,52412
"new.row.3032","27340",2009,55668
"new.row.3033","27340",2010,59031
"new.row.3034","27340",2011,60714
"new.row.3035","27340",2012,61559
"new.row.3036","34820",2001,30882
"new.row.3037","34820",2002,31496
"new.row.3038","34820",2003,33091
"new.row.3039","34820",2004,34282
"new.row.3040","34820",2005,35394
"new.row.3041","34820",2006,36761
"new.row.3042","34820",2007,37789
"new.row.3043","34820",2008,38349
"new.row.3044","34820",2009,38512
"new.row.3045","34820",2010,39396
"new.row.3046","34820",2011,40089
"new.row.3047","34820",2012,40449
"new.row.3048","35100",2001,36010
"new.row.3049","35100",2002,36861
"new.row.3050","35100",2003,39564
"new.row.3051","35100",2004,41952
"new.row.3052","35100",2005,43920
"new.row.3053","35100",2006,45229
"new.row.3054","35100",2007,48365
"new.row.3055","35100",2008,49280
"new.row.3056","35100",2009,51522
"new.row.3057","35100",2010,53695
"new.row.3058","35100",2011,54823
"new.row.3059","35100",2012,56290
"new.row.3060","39580",2001,44053
"new.row.3061","39580",2002,44950
"new.row.3062","39580",2003,46427
"new.row.3063","39580",2004,48174
"new.row.3064","39580",2005,49834
"new.row.3065","39580",2006,51560
"new.row.3066","39580",2007,53253
"new.row.3067","39580",2008,54565
"new.row.3068","39580",2009,55414
"new.row.3069","39580",2010,57487
"new.row.3070","39580",2011,57667
"new.row.3071","39580",2012,59000
"new.row.3072","40580",2001,36035
"new.row.3073","40580",2002,36475
"new.row.3074","40580",2003,37876
"new.row.3075","40580",2004,39373
"new.row.3076","40580",2005,40363
"new.row.3077","40580",2006,41041
"new.row.3078","40580",2007,41916
"new.row.3079","40580",2008,42835
"new.row.3080","40580",2009,43944
"new.row.3081","40580",2010,44854
"new.row.3082","40580",2011,45137
"new.row.3083","40580",2012,47015
"new.row.3084","47260",2001,38372
"new.row.3085","47260",2002,40268
"new.row.3086","47260",2003,43108
"new.row.3087","47260",2004,45146
"new.row.3088","47260",2005,46821
"new.row.3089","47260",2006,48940
"new.row.3090","47260",2007,51123
"new.row.3091","47260",2008,52594
"new.row.3092","47260",2009,54731
"new.row.3093","47260",2010,55994
"new.row.3094","47260",2011,57189
"new.row.3095","47260",2012,58547
"new.row.3096","48900",2001,35781
"new.row.3097","48900",2002,36151
"new.row.3098","48900",2003,37430
"new.row.3099","48900",2004,38987
"new.row.3100","48900",2005,41103
"new.row.3101","48900",2006,42746
"new.row.3102","48900",2007,44214
"new.row.3103","48900",2008,45622
"new.row.3104","48900",2009,47270
"new.row.3105","48900",2010,48190
"new.row.3106","48900",2011,48786
"new.row.3107","48900",2012,48963
"new.row.3108","49180",2001,39212
"new.row.3109","49180",2002,40208
"new.row.3110","49180",2003,42012
"new.row.3111","49180",2004,43792
"new.row.3112","49180",2005,44276
"new.row.3113","49180",2006,45433
"new.row.3114","49180",2007,46786
"new.row.3115","49180",2008,47929
"new.row.3116","49180",2009,48511
"new.row.3117","49180",2010,50303
"new.row.3118","49180",2011,51128
"new.row.3119","49180",2012,52443
"new.row.3120","13900",2001,33208
"new.row.3121","13900",2002,34101
"new.row.3122","13900",2003,36163
"new.row.3123","13900",2004,37744
"new.row.3124","13900",2005,38612
"new.row.3125","13900",2006,39962
"new.row.3126","13900",2007,41758
"new.row.3127","13900",2008,43604
"new.row.3128","13900",2009,44779
"new.row.3129","13900",2010,47093
"new.row.3130","13900",2011,49085
"new.row.3131","13900",2012,51520
"new.row.3132","10420",2001,40491
"new.row.3133","10420",2002,41928
"new.row.3134","10420",2003,44083
"new.row.3135","10420",2004,45842
"new.row.3136","10420",2005,46901
"new.row.3137","10420",2006,48203
"new.row.3138","10420",2007,49661
"new.row.3139","10420",2008,50853
"new.row.3140","10420",2009,51049
"new.row.3141","10420",2010,52978
"new.row.3142","10420",2011,54188
"new.row.3143","10420",2012,55409
"new.row.3144","15940",2001,35984
"new.row.3145","15940",2002,36830
"new.row.3146","15940",2003,38211
"new.row.3147","15940",2004,39642
"new.row.3148","15940",2005,40808
"new.row.3149","15940",2006,42384
"new.row.3150","15940",2007,43459
"new.row.3151","15940",2008,44605
"new.row.3152","15940",2009,44565
"new.row.3153","15940",2010,45609
"new.row.3154","15940",2011,47576
"new.row.3155","15940",2012,48284
"new.row.3156","17460",2001,44181
"new.row.3157","17460",2002,45085
"new.row.3158","17460",2003,46972
"new.row.3159","17460",2004,49314
"new.row.3160","17460",2005,50533
"new.row.3161","17460",2006,52497
"new.row.3162","17460",2007,54097
"new.row.3163","17460",2008,55160
"new.row.3164","17460",2009,55037
"new.row.3165","17460",2010,57153
"new.row.3166","17460",2011,59320
"new.row.3167","17460",2012,60583
"new.row.3168","18140",2001,42971
"new.row.3169","18140",2002,44523
"new.row.3170","18140",2003,46172
"new.row.3171","18140",2004,48023
"new.row.3172","18140",2005,49626
"new.row.3173","18140",2006,51610
"new.row.3174","18140",2007,53218
"new.row.3175","18140",2008,54502
"new.row.3176","18140",2009,55031
"new.row.3177","18140",2010,57033
"new.row.3178","18140",2011,58709
"new.row.3179","18140",2012,60371
"new.row.3180","19380",2001,42528
"new.row.3181","19380",2002,43850
"new.row.3182","19380",2003,45864
"new.row.3183","19380",2004,47602
"new.row.3184","19380",2005,48993
"new.row.3185","19380",2006,51124
"new.row.3186","19380",2007,51927
"new.row.3187","19380",2008,52808
"new.row.3188","19380",2009,53312
"new.row.3189","19380",2010,54827
"new.row.3190","19380",2011,56088
"new.row.3191","19380",2012,56880
"new.row.3192","30620",2001,36802
"new.row.3193","30620",2002,37807
"new.row.3194","30620",2003,39400
"new.row.3195","30620",2004,40551
"new.row.3196","30620",2005,41803
"new.row.3197","30620",2006,43896
"new.row.3198","30620",2007,45537
"new.row.3199","30620",2008,45907
"new.row.3200","30620",2009,47064
"new.row.3201","30620",2010,48570
"new.row.3202","30620",2011,50037
"new.row.3203","30620",2012,50851
"new.row.3204","31900",2001,36846
"new.row.3205","31900",2002,38494
"new.row.3206","31900",2003,40251
"new.row.3207","31900",2004,41699
"new.row.3208","31900",2005,42273
"new.row.3209","31900",2006,43369
"new.row.3210","31900",2007,43418
"new.row.3211","31900",2008,44329
"new.row.3212","31900",2009,43641
"new.row.3213","31900",2010,43945
"new.row.3214","31900",2011,44065
"new.row.3215","31900",2012,45267
"new.row.3216","44220",2001,37516
"new.row.3217","44220",2002,36972
"new.row.3218","44220",2003,37285
"new.row.3219","44220",2004,38828
"new.row.3220","44220",2005,39646
"new.row.3221","44220",2006,41187
"new.row.3222","44220",2007,41428
"new.row.3223","44220",2008,42929
"new.row.3224","44220",2009,43742
"new.row.3225","44220",2010,44271
"new.row.3226","44220",2011,45264
"new.row.3227","44220",2012,46077
"new.row.3228","45780",2001,39915
"new.row.3229","45780",2002,41453
"new.row.3230","45780",2003,43377
"new.row.3231","45780",2004,44487
"new.row.3232","45780",2005,45631
"new.row.3233","45780",2006,47424
"new.row.3234","45780",2007,49129
"new.row.3235","45780",2008,50068
"new.row.3236","45780",2009,50184
"new.row.3237","45780",2010,51509
"new.row.3238","45780",2011,52909
"new.row.3239","45780",2012,53724
"new.row.3240","48260",2001,35500
"new.row.3241","48260",2002,36620
"new.row.3242","48260",2003,37400
"new.row.3243","48260",2004,38746
"new.row.3244","48260",2005,39538
"new.row.3245","48260",2006,40969
"new.row.3246","48260",2007,42307
"new.row.3247","48260",2008,45560
"new.row.3248","48260",2009,44127
"new.row.3249","48260",2010,44080
"new.row.3250","48260",2011,45810
"new.row.3251","48260",2012,46362
"new.row.3252","48540",2001,32775
"new.row.3253","48540",2002,33547
"new.row.3254","48540",2003,35271
"new.row.3255","48540",2004,36381
"new.row.3256","48540",2005,37706
"new.row.3257","48540",2006,39101
"new.row.3258","48540",2007,39604
"new.row.3259","48540",2008,41664
"new.row.3260","48540",2009,42419
"new.row.3261","48540",2010,43268
"new.row.3262","48540",2011,44610
"new.row.3263","48540",2012,46444
"new.row.3264","49660",2001,35789
"new.row.3265","49660",2002,37307
"new.row.3266","49660",2003,39047
"new.row.3267","49660",2004,40456
"new.row.3268","49660",2005,41170
"new.row.3269","49660",2006,43428
"new.row.3270","49660",2007,44233
"new.row.3271","49660",2008,44250
"new.row.3272","49660",2009,43507
"new.row.3273","49660",2010,45266
"new.row.3274","49660",2011,46957
"new.row.3275","49660",2012,47271
"new.row.3276","30020",2001,33671
"new.row.3277","30020",2002,35269
"new.row.3278","30020",2003,38303
"new.row.3279","30020",2004,39718
"new.row.3280","30020",2005,42827
"new.row.3281","30020",2006,45543
"new.row.3282","30020",2007,46534
"new.row.3283","30020",2008,48583
"new.row.3284","30020",2009,50360
"new.row.3285","30020",2010,53102
"new.row.3286","30020",2011,54535
"new.row.3287","30020",2012,54582
"new.row.3288","36420",2001,36207
"new.row.3289","36420",2002,37765
"new.row.3290","36420",2003,40006
"new.row.3291","36420",2004,41612
"new.row.3292","36420",2005,42956
"new.row.3293","36420",2006,45723
"new.row.3294","36420",2007,47089
"new.row.3295","36420",2008,49064
"new.row.3296","36420",2009,49670
"new.row.3297","36420",2010,51701
"new.row.3298","36420",2011,53708
"new.row.3299","36420",2012,55452
"new.row.3300","46140",2001,39144
"new.row.3301","46140",2002,40028
"new.row.3302","46140",2003,41208
"new.row.3303","46140",2004,43029
"new.row.3304","46140",2005,44614
"new.row.3305","46140",2006,47373
"new.row.3306","46140",2007,48530
"new.row.3307","46140",2008,49673
"new.row.3308","46140",2009,49992
"new.row.3309","46140",2010,51636
"new.row.3310","46140",2011,54556
"new.row.3311","46140",2012,55985
"new.row.3312","10540",2001,36986
"new.row.3313","10540",2002,38301
"new.row.3314","10540",2003,39194
"new.row.3315","10540",2004,40315
"new.row.3316","10540",2005,41307
"new.row.3317","10540",2006,43065
"new.row.3318","10540",2007,44727
"new.row.3319","10540",2008,45538
"new.row.3320","10540",2009,45534
"new.row.3321","10540",2010,45875
"new.row.3322","10540",2011,47445
"new.row.3323","10540",2012,49013
"new.row.3324","13460",2001,34507
"new.row.3325","13460",2002,35720
"new.row.3326","13460",2003,37204
"new.row.3327","13460",2004,38479
"new.row.3328","13460",2005,40119
"new.row.3329","13460",2006,42258
"new.row.3330","13460",2007,43407
"new.row.3331","13460",2008,44461
"new.row.3332","13460",2009,44835
"new.row.3333","13460",2010,45310
"new.row.3334","13460",2011,46513
"new.row.3335","13460",2012,47911
"new.row.3336","18700",2001,41896
"new.row.3337","18700",2002,43038
"new.row.3338","18700",2003,43890
"new.row.3339","18700",2004,44302
"new.row.3340","18700",2005,45761
"new.row.3341","18700",2006,46773
