"","msa.fips","year","proprietors.employment"
"new.row.13723","27740",2008,21638
"new.row.13724","27740",2009,21545
"new.row.13725","27740",2010,21505
"new.row.13726","27740",2011,21666
"new.row.13727","27740",2012,22076
"new.row.13728","28700",1969,16683
"new.row.13729","28700",1970,16590
"new.row.13730","28700",1971,17151
"new.row.13731","28700",1972,17792
"new.row.13732","28700",1973,18353
"new.row.13733","28700",1974,18522
"new.row.13734","28700",1975,19475
"new.row.13735","28700",1976,20394
"new.row.13736","28700",1977,21358
"new.row.13737","28700",1978,22110
"new.row.13738","28700",1979,22157
"new.row.13739","28700",1980,22223
"new.row.13740","28700",1981,22248
"new.row.13741","28700",1982,22831
"new.row.13742","28700",1983,23949
"new.row.13743","28700",1984,24333
"new.row.13744","28700",1985,24966
"new.row.13745","28700",1986,25341
"new.row.13746","28700",1987,26208
"new.row.13747","28700",1988,26606
"new.row.13748","28700",1989,26393
"new.row.13749","28700",1990,26912
"new.row.13750","28700",1991,27107
"new.row.13751","28700",1992,26988
"new.row.13752","28700",1993,28040
"new.row.13753","28700",1994,28462
"new.row.13754","28700",1995,29101
"new.row.13755","28700",1996,29310
"new.row.13756","28700",1997,29975
"new.row.13757","28700",1998,29543
"new.row.13758","28700",1999,30003
"new.row.13759","28700",2000,30724
"new.row.13760","28700",2001,30180
"new.row.13761","28700",2002,29940
"new.row.13762","28700",2003,30803
"new.row.13763","28700",2004,31508
"new.row.13764","28700",2005,31645
"new.row.13765","28700",2006,32516
"new.row.13766","28700",2007,34257
"new.row.13767","28700",2008,32929
"new.row.13768","28700",2009,32780
"new.row.13769","28700",2010,31943
"new.row.13770","28700",2011,32389
"new.row.13771","28700",2012,32979
"new.row.13772","28940",1969,28942
"new.row.13773","28940",1970,28998
"new.row.13774","28940",1971,30468
"new.row.13775","28940",1972,31331
"new.row.13776","28940",1973,34136
"new.row.13777","28940",1974,34672
"new.row.13778","28940",1975,36251
"new.row.13779","28940",1976,37798
"new.row.13780","28940",1977,39059
"new.row.13781","28940",1978,40139
"new.row.13782","28940",1979,41205
"new.row.13783","28940",1980,42486
"new.row.13784","28940",1981,42847
"new.row.13785","28940",1982,44486
"new.row.13786","28940",1983,45431
"new.row.13787","28940",1984,47156
"new.row.13788","28940",1985,49104
"new.row.13789","28940",1986,50817
"new.row.13790","28940",1987,52950
"new.row.13791","28940",1988,54326
"new.row.13792","28940",1989,55742
"new.row.13793","28940",1990,58604
"new.row.13794","28940",1991,60600
"new.row.13795","28940",1992,61662
"new.row.13796","28940",1993,66169
"new.row.13797","28940",1994,69655
"new.row.13798","28940",1995,70471
"new.row.13799","28940",1996,72278
"new.row.13800","28940",1997,74952
"new.row.13801","28940",1998,80421
"new.row.13802","28940",1999,81925
"new.row.13803","28940",2000,84660
"new.row.13804","28940",2001,84208
"new.row.13805","28940",2002,84249
"new.row.13806","28940",2003,88176
"new.row.13807","28940",2004,93156
"new.row.13808","28940",2005,98275
"new.row.13809","28940",2006,101518
"new.row.13810","28940",2007,107534
"new.row.13811","28940",2008,106480
"new.row.13812","28940",2009,107370
"new.row.13813","28940",2010,105036
"new.row.13814","28940",2011,106877
"new.row.13815","28940",2012,109172
"new.row.13816","34100",1969,5577
"new.row.13817","34100",1970,5490
"new.row.13818","34100",1971,5681
"new.row.13819","34100",1972,5894
"new.row.13820","34100",1973,6374
"new.row.13821","34100",1974,6256
"new.row.13822","34100",1975,6309
"new.row.13823","34100",1976,6483
"new.row.13824","34100",1977,6895
"new.row.13825","34100",1978,7219
"new.row.13826","34100",1979,7325
"new.row.13827","34100",1980,7464
"new.row.13828","34100",1981,7363
"new.row.13829","34100",1982,7613
"new.row.13830","34100",1983,7739
"new.row.13831","34100",1984,7863
"new.row.13832","34100",1985,8020
"new.row.13833","34100",1986,8075
"new.row.13834","34100",1987,8221
"new.row.13835","34100",1988,8398
"new.row.13836","34100",1989,8621
"new.row.13837","34100",1990,8820
"new.row.13838","34100",1991,8848
"new.row.13839","34100",1992,9109
"new.row.13840","34100",1993,9540
"new.row.13841","34100",1994,9879
"new.row.13842","34100",1995,10082
"new.row.13843","34100",1996,10252
"new.row.13844","34100",1997,10530
"new.row.13845","34100",1998,11117
"new.row.13846","34100",1999,11490
"new.row.13847","34100",2000,11826
"new.row.13848","34100",2001,11640
"new.row.13849","34100",2002,11488
"new.row.13850","34100",2003,11928
"new.row.13851","34100",2004,12297
"new.row.13852","34100",2005,12791
"new.row.13853","34100",2006,13008
"new.row.13854","34100",2007,13536
"new.row.13855","34100",2008,13275
"new.row.13856","34100",2009,13583
"new.row.13857","34100",2010,13209
"new.row.13858","34100",2011,13459
"new.row.13859","34100",2012,13704
"new.row.13860","34980",1969,66766
"new.row.13861","34980",1970,65743
"new.row.13862","34980",1971,67583
"new.row.13863","34980",1972,70245
"new.row.13864","34980",1973,73606
"new.row.13865","34980",1974,74260
"new.row.13866","34980",1975,75586
"new.row.13867","34980",1976,77160
"new.row.13868","34980",1977,79704
"new.row.13869","34980",1978,82126
"new.row.13870","34980",1979,83780
"new.row.13871","34980",1980,85936
"new.row.13872","34980",1981,86214
"new.row.13873","34980",1982,90168
"new.row.13874","34980",1983,92045
"new.row.13875","34980",1984,97541
"new.row.13876","34980",1985,104029
"new.row.13877","34980",1986,110622
"new.row.13878","34980",1987,117419
"new.row.13879","34980",1988,119855
"new.row.13880","34980",1989,119280
"new.row.13881","34980",1990,125011
"new.row.13882","34980",1991,128271
"new.row.13883","34980",1992,128476
"new.row.13884","34980",1993,135907
"new.row.13885","34980",1994,147543
"new.row.13886","34980",1995,149826
"new.row.13887","34980",1996,157715
"new.row.13888","34980",1997,165471
"new.row.13889","34980",1998,170686
"new.row.13890","34980",1999,172566
"new.row.13891","34980",2000,178777
"new.row.13892","34980",2001,180471
"new.row.13893","34980",2002,184203
"new.row.13894","34980",2003,190946
"new.row.13895","34980",2004,200530
"new.row.13896","34980",2005,211141
"new.row.13897","34980",2006,220081
"new.row.13898","34980",2007,235925
"new.row.13899","34980",2008,240202
"new.row.13900","34980",2009,244651
"new.row.13901","34980",2010,246013
"new.row.13902","34980",2011,255616
"new.row.13903","34980",2012,261688
"new.row.13904","10180",1969,12173
"new.row.13905","10180",1970,12500
"new.row.13906","10180",1971,12273
"new.row.13907","10180",1972,12962
"new.row.13908","10180",1973,13279
"new.row.13909","10180",1974,13437
"new.row.13910","10180",1975,13570
"new.row.13911","10180",1976,14216
"new.row.13912","10180",1977,15066
"new.row.13913","10180",1978,15559
"new.row.13914","10180",1979,15689
"new.row.13915","10180",1980,16094
"new.row.13916","10180",1981,18049
"new.row.13917","10180",1982,19338
"new.row.13918","10180",1983,20591
"new.row.13919","10180",1984,20744
"new.row.13920","10180",1985,21022
"new.row.13921","10180",1986,19241
"new.row.13922","10180",1987,21064
"new.row.13923","10180",1988,21639
"new.row.13924","10180",1989,20723
"new.row.13925","10180",1990,20665
"new.row.13926","10180",1991,20771
"new.row.13927","10180",1992,20194
"new.row.13928","10180",1993,20838
"new.row.13929","10180",1994,21144
"new.row.13930","10180",1995,20931
"new.row.13931","10180",1996,21042
"new.row.13932","10180",1997,21615
"new.row.13933","10180",1998,21733
"new.row.13934","10180",1999,20975
"new.row.13935","10180",2000,21611
"new.row.13936","10180",2001,20716
"new.row.13937","10180",2002,20456
"new.row.13938","10180",2003,21842
"new.row.13939","10180",2004,22576
"new.row.13940","10180",2005,23542
"new.row.13941","10180",2006,23831
"new.row.13942","10180",2007,24569
"new.row.13943","10180",2008,24677
"new.row.13944","10180",2009,24855
"new.row.13945","10180",2010,25289
"new.row.13946","10180",2011,26047
"new.row.13947","10180",2012,26637
"new.row.13948","11100",1969,13561
"new.row.13949","11100",1970,13786
"new.row.13950","11100",1971,13739
"new.row.13951","11100",1972,14762
"new.row.13952","11100",1973,15283
"new.row.13953","11100",1974,16101
"new.row.13954","11100",1975,16807
"new.row.13955","11100",1976,16746
"new.row.13956","11100",1977,17057
"new.row.13957","11100",1978,17014
"new.row.13958","11100",1979,17211
"new.row.13959","11100",1980,17653
"new.row.13960","11100",1981,18799
"new.row.13961","11100",1982,19723
"new.row.13962","11100",1983,20835
"new.row.13963","11100",1984,21941
"new.row.13964","11100",1985,23275
"new.row.13965","11100",1986,22893
"new.row.13966","11100",1987,27242
"new.row.13967","11100",1988,26084
"new.row.13968","11100",1989,25120
"new.row.13969","11100",1990,25044
"new.row.13970","11100",1991,25085
"new.row.13971","11100",1992,24034
"new.row.13972","11100",1993,25416
"new.row.13973","11100",1994,25945
"new.row.13974","11100",1995,26158
"new.row.13975","11100",1996,26904
"new.row.13976","11100",1997,27850
"new.row.13977","11100",1998,36282
"new.row.13978","11100",1999,35427
"new.row.13979","11100",2000,37099
"new.row.13980","11100",2001,29384
"new.row.13981","11100",2002,30025
"new.row.13982","11100",2003,32269
"new.row.13983","11100",2004,33459
"new.row.13984","11100",2005,34397
"new.row.13985","11100",2006,35383
"new.row.13986","11100",2007,37008
"new.row.13987","11100",2008,38131
"new.row.13988","11100",2009,39271
"new.row.13989","11100",2010,38959
"new.row.13990","11100",2011,39313
"new.row.13991","11100",2012,40326
"new.row.13992","12420",1969,26587
"new.row.13993","12420",1970,27873
"new.row.13994","12420",1971,29198
"new.row.13995","12420",1972,33024
"new.row.13996","12420",1973,35208
"new.row.13997","12420",1974,36579
"new.row.13998","12420",1975,37904
"new.row.13999","12420",1976,40051
"new.row.14000","12420",1977,43842
"new.row.14001","12420",1978,46502
"new.row.14002","12420",1979,48842
"new.row.14003","12420",1980,51761
"new.row.14004","12420",1981,56034
"new.row.14005","12420",1982,63253
"new.row.14006","12420",1983,68711
"new.row.14007","12420",1984,74066
"new.row.14008","12420",1985,79908
"new.row.14009","12420",1986,82021
"new.row.14010","12420",1987,98673
"new.row.14011","12420",1988,99656
"new.row.14012","12420",1989,95294
"new.row.14013","12420",1990,98562
"new.row.14014","12420",1991,102336
"new.row.14015","12420",1992,102422
"new.row.14016","12420",1993,108456
"new.row.14017","12420",1994,115114
"new.row.14018","12420",1995,121792
"new.row.14019","12420",1996,128759
"new.row.14020","12420",1997,136037
"new.row.14021","12420",1998,139624
"new.row.14022","12420",1999,142335
"new.row.14023","12420",2000,149941
"new.row.14024","12420",2001,163467
"new.row.14025","12420",2002,170409
"new.row.14026","12420",2003,180868
"new.row.14027","12420",2004,192182
"new.row.14028","12420",2005,205847
"new.row.14029","12420",2006,217842
"new.row.14030","12420",2007,234807
"new.row.14031","12420",2008,251659
"new.row.14032","12420",2009,265575
"new.row.14033","12420",2010,270101
"new.row.14034","12420",2011,279725
"new.row.14035","12420",2012,286860
"new.row.14036","13140",1969,14714
"new.row.14037","13140",1970,14526
"new.row.14038","13140",1971,14665
"new.row.14039","13140",1972,15210
"new.row.14040","13140",1973,15517
"new.row.14041","13140",1974,16103
"new.row.14042","13140",1975,16814
"new.row.14043","13140",1976,16737
"new.row.14044","13140",1977,17605
"new.row.14045","13140",1978,18086
"new.row.14046","13140",1979,18559
"new.row.14047","13140",1980,19224
"new.row.14048","13140",1981,19672
"new.row.14049","13140",1982,20578
"new.row.14050","13140",1983,21222
"new.row.14051","13140",1984,22060
"new.row.14052","13140",1985,22959
"new.row.14053","13140",1986,22759
"new.row.14054","13140",1987,27428
"new.row.14055","13140",1988,27653
"new.row.14056","13140",1989,26742
"new.row.14057","13140",1990,27118
"new.row.14058","13140",1991,27507
"new.row.14059","13140",1992,26613
"new.row.14060","13140",1993,27401
"new.row.14061","13140",1994,28093
"new.row.14062","13140",1995,28753
"new.row.14063","13140",1996,29514
"new.row.14064","13140",1997,29833
"new.row.14065","13140",1998,30019
"new.row.14066","13140",1999,30098
"new.row.14067","13140",2000,31532
"new.row.14068","13140",2001,30896
"new.row.14069","13140",2002,32617
"new.row.14070","13140",2003,34375
"new.row.14071","13140",2004,36150
"new.row.14072","13140",2005,38859
"new.row.14073","13140",2006,40040
"new.row.14074","13140",2007,41957
"new.row.14075","13140",2008,41863
"new.row.14076","13140",2009,43734
"new.row.14077","13140",2010,43699
"new.row.14078","13140",2011,46942
"new.row.14079","13140",2012,48060
"new.row.14080","15180",1969,7506
"new.row.14081","15180",1970,7691
"new.row.14082","15180",1971,8023
"new.row.14083","15180",1972,8418
"new.row.14084","15180",1973,8538
"new.row.14085","15180",1974,9071
"new.row.14086","15180",1975,9581
"new.row.14087","15180",1976,10082
"new.row.14088","15180",1977,10822
"new.row.14089","15180",1978,11331
"new.row.14090","15180",1979,11702
"new.row.14091","15180",1980,12113
"new.row.14092","15180",1981,12569
"new.row.14093","15180",1982,13653
"new.row.14094","15180",1983,14223
"new.row.14095","15180",1984,13449
"new.row.14096","15180",1985,12732
"new.row.14097","15180",1986,11566
"new.row.14098","15180",1987,12820
"new.row.14099","15180",1988,14191
"new.row.14100","15180",1989,13953
"new.row.14101","15180",1990,14532
"new.row.14102","15180",1991,15176
"new.row.14103","15180",1992,14970
"new.row.14104","15180",1993,15657
"new.row.14105","15180",1994,16878
"new.row.14106","15180",1995,18161
"new.row.14107","15180",1996,19894
"new.row.14108","15180",1997,20716
"new.row.14109","15180",1998,20729
"new.row.14110","15180",1999,21388
"new.row.14111","15180",2000,22389
"new.row.14112","15180",2001,23784
"new.row.14113","15180",2002,24967
"new.row.14114","15180",2003,26000
"new.row.14115","15180",2004,27987
"new.row.14116","15180",2005,29964
"new.row.14117","15180",2006,31811
"new.row.14118","15180",2007,34188
"new.row.14119","15180",2008,35663
"new.row.14120","15180",2009,37586
"new.row.14121","15180",2010,37550
"new.row.14122","15180",2011,42175
"new.row.14123","15180",2012,43151
"new.row.14124","17780",1969,5711
"new.row.14125","17780",1970,5814
"new.row.14126","17780",1971,6151
"new.row.14127","17780",1972,6572
"new.row.14128","17780",1973,6640
"new.row.14129","17780",1974,6950
"new.row.14130","17780",1975,7458
"new.row.14131","17780",1976,8120
"new.row.14132","17780",1977,8719
"new.row.14133","17780",1978,9130
"new.row.14134","17780",1979,9318
"new.row.14135","17780",1980,9531
"new.row.14136","17780",1981,10184
"new.row.14137","17780",1982,11252
"new.row.14138","17780",1983,12134
"new.row.14139","17780",1984,12742
"new.row.14140","17780",1985,13402
"new.row.14141","17780",1986,13441
"new.row.14142","17780",1987,15589
"new.row.14143","17780",1988,16156
"new.row.14144","17780",1989,15767
"new.row.14145","17780",1990,16170
"new.row.14146","17780",1991,16647
"new.row.14147","17780",1992,16392
"new.row.14148","17780",1993,16898
"new.row.14149","17780",1994,16771
"new.row.14150","17780",1995,17526
"new.row.14151","17780",1996,18052
"new.row.14152","17780",1997,17988
"new.row.14153","17780",1998,17882
"new.row.14154","17780",1999,18031
"new.row.14155","17780",2000,18654
"new.row.14156","17780",2001,19171
"new.row.14157","17780",2002,19198
"new.row.14158","17780",2003,20088
"new.row.14159","17780",2004,20823
"new.row.14160","17780",2005,21593
"new.row.14161","17780",2006,22305
"new.row.14162","17780",2007,23611
"new.row.14163","17780",2008,24404
"new.row.14164","17780",2009,25373
"new.row.14165","17780",2010,25831
"new.row.14166","17780",2011,26716
"new.row.14167","17780",2012,27318
"new.row.14168","18580",1969,16735
"new.row.14169","18580",1970,17111
"new.row.14170","18580",1971,18038
"new.row.14171","18580",1972,18169
"new.row.14172","18580",1973,18833
"new.row.14173","18580",1974,19410
"new.row.14174","18580",1975,19836
"new.row.14175","18580",1976,20046
"new.row.14176","18580",1977,21618
"new.row.14177","18580",1978,22739
"new.row.14178","18580",1979,22598
"new.row.14179","18580",1980,22768
"new.row.14180","18580",1981,24603
"new.row.14181","18580",1982,26210
"new.row.14182","18580",1983,27865
"new.row.14183","18580",1984,28467
"new.row.14184","18580",1985,29205
"new.row.14185","18580",1986,28092
"new.row.14186","18580",1987,32764
"new.row.14187","18580",1988,33544
"new.row.14188","18580",1989,32498
"new.row.14189","18580",1990,32380
"new.row.14190","18580",1991,32283
"new.row.14191","18580",1992,30692
"new.row.14192","18580",1993,31631
"new.row.14193","18580",1994,33101
"new.row.14194","18580",1995,33632
"new.row.14195","18580",1996,34798
"new.row.14196","18580",1997,35992
"new.row.14197","18580",1998,35778
"new.row.14198","18580",1999,35625
"new.row.14199","18580",2000,37324
"new.row.14200","18580",2001,37684
"new.row.14201","18580",2002,38945
"new.row.14202","18580",2003,41713
"new.row.14203","18580",2004,44193
"new.row.14204","18580",2005,45896
"new.row.14205","18580",2006,47066
"new.row.14206","18580",2007,48785
"new.row.14207","18580",2008,48920
"new.row.14208","18580",2009,50056
"new.row.14209","18580",2010,49776
"new.row.14210","18580",2011,51965
"new.row.14211","18580",2012,53241
"new.row.14212","19100",1969,147170
"new.row.14213","19100",1970,148574
"new.row.14214","19100",1971,157235
"new.row.14215","19100",1972,173990
"new.row.14216","19100",1973,182302
"new.row.14217","19100",1974,187540
"new.row.14218","19100",1975,193045
"new.row.14219","19100",1976,198769
"new.row.14220","19100",1977,215134
"new.row.14221","19100",1978,226692
"new.row.14222","19100",1979,230567
"new.row.14223","19100",1980,237651
"new.row.14224","19100",1981,252901
"new.row.14225","19100",1982,273544
"new.row.14226","19100",1983,289492
"new.row.14227","19100",1984,315201
"new.row.14228","19100",1985,344113
"new.row.14229","19100",1986,355585
"new.row.14230","19100",1987,438019
"new.row.14231","19100",1988,445868
"new.row.14232","19100",1989,436647
"new.row.14233","19100",1990,445908
"new.row.14234","19100",1991,456306
"new.row.14235","19100",1992,448117
"new.row.14236","19100",1993,464364
"new.row.14237","19100",1994,474999
"new.row.14238","19100",1995,497892
"new.row.14239","19100",1996,517286
"new.row.14240","19100",1997,528701
"new.row.14241","19100",1998,526658
"new.row.14242","19100",1999,540220
"new.row.14243","19100",2000,568343
"new.row.14244","19100",2001,592985
"new.row.14245","19100",2002,623798
"new.row.14246","19100",2003,657642
"new.row.14247","19100",2004,711579
"new.row.14248","19100",2005,756279
"new.row.14249","19100",2006,796813
"new.row.14250","19100",2007,853365
"new.row.14251","19100",2008,894426
"new.row.14252","19100",2009,933499
"new.row.14253","19100",2010,945900
"new.row.14254","19100",2011,1005771
"new.row.14255","19100",2012,1031928
"new.row.14256","21340",1969,13662
"new.row.14257","21340",1970,14114
"new.row.14258","21340",1971,15132
"new.row.14259","21340",1972,16635
"new.row.14260","21340",1973,17518
"new.row.14261","21340",1974,18914
"new.row.14262","21340",1975,20136
"new.row.14263","21340",1976,20650
"new.row.14264","21340",1977,21679
"new.row.14265","21340",1978,22059
"new.row.14266","21340",1979,22723
"new.row.14267","21340",1980,23793
"new.row.14268","21340",1981,25180
"new.row.14269","21340",1982,26474
"new.row.14270","21340",1983,27079
"new.row.14271","21340",1984,27314
"new.row.14272","21340",1985,27559
"new.row.14273","21340",1986,26679
"new.row.14274","21340",1987,30708
"new.row.14275","21340",1988,33717
"new.row.14276","21340",1989,33274
"new.row.14277","21340",1990,34475
"new.row.14278","21340",1991,35744
"new.row.14279","21340",1992,35163
"new.row.14280","21340",1993,35606
"new.row.14281","21340",1994,36963
"new.row.14282","21340",1995,39393
"new.row.14283","21340",1996,42492
"new.row.14284","21340",1997,43274
"new.row.14285","21340",1998,43527
"new.row.14286","21340",1999,45084
"new.row.14287","21340",2000,47453
"new.row.14288","21340",2001,49635
"new.row.14289","21340",2002,53224
"new.row.14290","21340",2003,55827
"new.row.14291","21340",2004,58283
"new.row.14292","21340",2005,62195
"new.row.14293","21340",2006,66482
"new.row.14294","21340",2007,71813
"new.row.14295","21340",2008,74976
"new.row.14296","21340",2009,78206
"new.row.14297","21340",2010,77869
"new.row.14298","21340",2011,83450
"new.row.14299","21340",2012,85397
"new.row.14300","26420",1969,112132
"new.row.14301","26420",1970,115223
"new.row.14302","26420",1971,122349
"new.row.14303","26420",1972,135798
"new.row.14304","26420",1973,144983
"new.row.14305","26420",1974,152050
"new.row.14306","26420",1975,159577
"new.row.14307","26420",1976,168452
"new.row.14308","26420",1977,183315
"new.row.14309","26420",1978,193292
"new.row.14310","26420",1979,197580
"new.row.14311","26420",1980,205233
"new.row.14312","26420",1981,223849
"new.row.14313","26420",1982,246287
"new.row.14314","26420",1983,262739
"new.row.14315","26420",1984,273585
"new.row.14316","26420",1985,286222
"new.row.14317","26420",1986,283232
"new.row.14318","26420",1987,335735
"new.row.14319","26420",1988,348698
"new.row.14320","26420",1989,343642
"new.row.14321","26420",1990,354273
"new.row.14322","26420",1991,367304
"new.row.14323","26420",1992,360040
"new.row.14324","26420",1993,373408
"new.row.14325","26420",1994,387387
"new.row.14326","26420",1995,400706
"new.row.14327","26420",1996,419893
"new.row.14328","26420",1997,438942
"new.row.14329","26420",1998,458842
"new.row.14330","26420",1999,456257
"new.row.14331","26420",2000,480263
"new.row.14332","26420",2001,511808
"new.row.14333","26420",2002,535148
"new.row.14334","26420",2003,567088
"new.row.14335","26420",2004,591885
"new.row.14336","26420",2005,635475
"new.row.14337","26420",2006,671673
"new.row.14338","26420",2007,720332
"new.row.14339","26420",2008,750734
"new.row.14340","26420",2009,794202
"new.row.14341","26420",2010,810118
"new.row.14342","26420",2011,852489
"new.row.14343","26420",2012,874051
"new.row.14344","28660",1969,10153
"new.row.14345","28660",1970,10322
"new.row.14346","28660",1971,10767
"new.row.14347","28660",1972,11867
"new.row.14348","28660",1973,11775
"new.row.14349","28660",1974,12386
"new.row.14350","28660",1975,12881
"new.row.14351","28660",1976,12931
"new.row.14352","28660",1977,13530
"new.row.14353","28660",1978,13984
"new.row.14354","28660",1979,14013
"new.row.14355","28660",1980,14109
"new.row.14356","28660",1981,14659
"new.row.14357","28660",1982,15050
"new.row.14358","28660",1983,15333
"new.row.14359","28660",1984,16114
"new.row.14360","28660",1985,16904
"new.row.14361","28660",1986,17066
"new.row.14362","28660",1987,19960
"new.row.14363","28660",1988,20328
"new.row.14364","28660",1989,20050
"new.row.14365","28660",1990,20319
"new.row.14366","28660",1991,20518
"new.row.14367","28660",1992,20836
"new.row.14368","28660",1993,22237
"new.row.14369","28660",1994,23769
"new.row.14370","28660",1995,25006
"new.row.14371","28660",1996,26344
"new.row.14372","28660",1997,26664
"new.row.14373","28660",1998,26712
"new.row.14374","28660",1999,27300
"new.row.14375","28660",2000,28483
"new.row.14376","28660",2001,28772
"new.row.14377","28660",2002,29311
"new.row.14378","28660",2003,30933
"new.row.14379","28660",2004,32121
"new.row.14380","28660",2005,33992
"new.row.14381","28660",2006,35135
"new.row.14382","28660",2007,37043
"new.row.14383","28660",2008,37146
"new.row.14384","28660",2009,37661
"new.row.14385","28660",2010,37167
"new.row.14386","28660",2011,38574
"new.row.14387","28660",2012,39445
"new.row.14388","29700",1969,2867
"new.row.14389","29700",1970,3035
"new.row.14390","29700",1971,3164
"new.row.14391","29700",1972,3245
"new.row.14392","29700",1973,3460
"new.row.14393","29700",1974,3692
"new.row.14394","29700",1975,3939
"new.row.14395","29700",1976,4028
"new.row.14396","29700",1977,4232
"new.row.14397","29700",1978,4378
"new.row.14398","29700",1979,4344
"new.row.14399","29700",1980,4343
"new.row.14400","29700",1981,4583
"new.row.14401","29700",1982,5041
"new.row.14402","29700",1983,5301
"new.row.14403","29700",1984,5248
"new.row.14404","29700",1985,5220
"new.row.14405","29700",1986,4996
"new.row.14406","29700",1987,5724
"new.row.14407","29700",1988,6215
"new.row.14408","29700",1989,6411
"new.row.14409","29700",1990,6684
"new.row.14410","29700",1991,6985
"new.row.14411","29700",1992,7203
"new.row.14412","29700",1993,8006
"new.row.14413","29700",1994,8606
"new.row.14414","29700",1995,9036
"new.row.14415","29700",1996,9612
"new.row.14416","29700",1997,10356
"new.row.14417","29700",1998,10305
"new.row.14418","29700",1999,10592
"new.row.14419","29700",2000,11138
"new.row.14420","29700",2001,12170
"new.row.14421","29700",2002,13879
"new.row.14422","29700",2003,13880
"new.row.14423","29700",2004,14597
"new.row.14424","29700",2005,16135
"new.row.14425","29700",2006,17413
"new.row.14426","29700",2007,18988
"new.row.14427","29700",2008,20212
"new.row.14428","29700",2009,21330
"new.row.14429","29700",2010,22335
"new.row.14430","29700",2011,24584
"new.row.14431","29700",2012,25201
"new.row.14432","30980",1969,10825
"new.row.14433","30980",1970,11146
"new.row.14434","30980",1971,11551
"new.row.14435","30980",1972,12316
"new.row.14436","30980",1973,12207
"new.row.14437","30980",1974,12659
"new.row.14438","30980",1975,13501
"new.row.14439","30980",1976,13653
"new.row.14440","30980",1977,14818
"new.row.14441","30980",1978,15691
"new.row.14442","30980",1979,15734
"new.row.14443","30980",1980,15961
"new.row.14444","30980",1981,17444
"new.row.14445","30980",1982,18205
"new.row.14446","30980",1983,18863
"new.row.14447","30980",1984,19657
"new.row.14448","30980",1985,20551
"new.row.14449","30980",1986,19888
"new.row.14450","30980",1987,23077
"new.row.14451","30980",1988,22996
"new.row.14452","30980",1989,22054
"new.row.14453","30980",1990,22427
"new.row.14454","30980",1991,23000
"new.row.14455","30980",1992,22296
"new.row.14456","30980",1993,23292
"new.row.14457","30980",1994,24038
"new.row.14458","30980",1995,24297
"new.row.14459","30980",1996,24656
"new.row.14460","30980",1997,24990
"new.row.14461","30980",1998,24549
"new.row.14462","30980",1999,24893
"new.row.14463","30980",2000,25645
"new.row.14464","30980",2001,24334
"new.row.14465","30980",2002,24379
"new.row.14466","30980",2003,25948
"new.row.14467","30980",2004,26847
"new.row.14468","30980",2005,28328
"new.row.14469","30980",2006,28889
"new.row.14470","30980",2007,29852
"new.row.14471","30980",2008,30216
"new.row.14472","30980",2009,30710
"new.row.14473","30980",2010,31149
"new.row.14474","30980",2011,30927
"new.row.14475","30980",2012,31640
"new.row.14476","31180",1969,17536
"new.row.14477","31180",1970,17549
"new.row.14478","31180",1971,17707
"new.row.14479","31180",1972,18982
"new.row.14480","31180",1973,18808
"new.row.14481","31180",1974,19342
"new.row.14482","31180",1975,19566
"new.row.14483","31180",1976,19731
"new.row.14484","31180",1977,20208
"new.row.14485","31180",1978,20424
"new.row.14486","31180",1979,20800
"new.row.14487","31180",1980,21364
"new.row.14488","31180",1981,22223
"new.row.14489","31180",1982,23266
"new.row.14490","31180",1983,23605
"new.row.14491","31180",1984,24151
"new.row.14492","31180",1985,24828
"new.row.14493","31180",1986,23847
"new.row.14494","31180",1987,27593
"new.row.14495","31180",1988,28592
"new.row.14496","31180",1989,27389
"new.row.14497","31180",1990,27732
"new.row.14498","31180",1991,28203
"new.row.14499","31180",1992,27676
"new.row.14500","31180",1993,28746
"new.row.14501","31180",1994,29010
"new.row.14502","31180",1995,29464
"new.row.14503","31180",1996,30152
"new.row.14504","31180",1997,30833
"new.row.14505","31180",1998,29900
"new.row.14506","31180",1999,29420
"new.row.14507","31180",2000,30731
"new.row.14508","31180",2001,29442
"new.row.14509","31180",2002,30077
"new.row.14510","31180",2003,32045
"new.row.14511","31180",2004,33645
"new.row.14512","31180",2005,34575
"new.row.14513","31180",2006,35286
"new.row.14514","31180",2007,36708
"new.row.14515","31180",2008,36642
"new.row.14516","31180",2009,38493
"new.row.14517","31180",2010,38493
"new.row.14518","31180",2011,40388
"new.row.14519","31180",2012,41400
"new.row.14520","32580",1969,10863
"new.row.14521","32580",1970,11298
"new.row.14522","32580",1971,11777
"new.row.14523","32580",1972,12733
"new.row.14524","32580",1973,12721
"new.row.14525","32580",1974,13441
"new.row.14526","32580",1975,14067
"new.row.14527","32580",1976,14541
"new.row.14528","32580",1977,15356
"new.row.14529","32580",1978,15900
"new.row.14530","32580",1979,16210
"new.row.14531","32580",1980,16664
"new.row.14532","32580",1981,17487
"new.row.14533","32580",1982,18265
"new.row.14534","32580",1983,19140
"new.row.14535","32580",1984,18480
"new.row.14536","32580",1985,17761
"new.row.14537","32580",1986,16425
"new.row.14538","32580",1987,18274
"new.row.14539","32580",1988,20517
"new.row.14540","32580",1989,20767
"new.row.14541","32580",1990,21641
"new.row.14542","32580",1991,22612
"new.row.14543","32580",1992,22546
"new.row.14544","32580",1993,23338
