"","msa.fips","year","proprietors.employment"
"new.row.7611","12620",2012,16413
"new.row.7612","30340",1969,4629
"new.row.7613","30340",1970,4728
"new.row.7614","30340",1971,4824
"new.row.7615","30340",1972,4861
"new.row.7616","30340",1973,5158
"new.row.7617","30340",1974,5363
"new.row.7618","30340",1975,5423
"new.row.7619","30340",1976,5361
"new.row.7620","30340",1977,5539
"new.row.7621","30340",1978,5715
"new.row.7622","30340",1979,5790
"new.row.7623","30340",1980,5959
"new.row.7624","30340",1981,6067
"new.row.7625","30340",1982,6223
"new.row.7626","30340",1983,6446
"new.row.7627","30340",1984,6805
"new.row.7628","30340",1985,7296
"new.row.7629","30340",1986,7706
"new.row.7630","30340",1987,7676
"new.row.7631","30340",1988,7867
"new.row.7632","30340",1989,8193
"new.row.7633","30340",1990,8684
"new.row.7634","30340",1991,7984
"new.row.7635","30340",1992,8192
"new.row.7636","30340",1993,8136
"new.row.7637","30340",1994,8138
"new.row.7638","30340",1995,7825
"new.row.7639","30340",1996,7952
"new.row.7640","30340",1997,7681
"new.row.7641","30340",1998,8483
"new.row.7642","30340",1999,9457
"new.row.7643","30340",2000,9665
"new.row.7644","30340",2001,10648
"new.row.7645","30340",2002,10733
"new.row.7646","30340",2003,11106
"new.row.7647","30340",2004,11695
"new.row.7648","30340",2005,12311
"new.row.7649","30340",2006,12450
"new.row.7650","30340",2007,12911
"new.row.7651","30340",2008,12881
"new.row.7652","30340",2009,12815
"new.row.7653","30340",2010,12571
"new.row.7654","30340",2011,12694
"new.row.7655","30340",2012,12943
"new.row.7656","38860",1969,18822
"new.row.7657","38860",1970,19313
"new.row.7658","38860",1971,19765
"new.row.7659","38860",1972,20729
"new.row.7660","38860",1973,21599
"new.row.7661","38860",1974,23432
"new.row.7662","38860",1975,24742
"new.row.7663","38860",1976,24979
"new.row.7664","38860",1977,25977
"new.row.7665","38860",1978,26956
"new.row.7666","38860",1979,28410
"new.row.7667","38860",1980,30207
"new.row.7668","38860",1981,30473
"new.row.7669","38860",1982,31970
"new.row.7670","38860",1983,34186
"new.row.7671","38860",1984,36278
"new.row.7672","38860",1985,39257
"new.row.7673","38860",1986,41843
"new.row.7674","38860",1987,41627
"new.row.7675","38860",1988,44876
"new.row.7676","38860",1989,44846
"new.row.7677","38860",1990,46771
"new.row.7678","38860",1991,47812
"new.row.7679","38860",1992,49650
"new.row.7680","38860",1993,51804
"new.row.7681","38860",1994,52700
"new.row.7682","38860",1995,51685
"new.row.7683","38860",1996,53114
"new.row.7684","38860",1997,54988
"new.row.7685","38860",1998,57429
"new.row.7686","38860",1999,55700
"new.row.7687","38860",2000,57112
"new.row.7688","38860",2001,58478
"new.row.7689","38860",2002,60298
"new.row.7690","38860",2003,62157
"new.row.7691","38860",2004,65483
"new.row.7692","38860",2005,68388
"new.row.7693","38860",2006,69771
"new.row.7694","38860",2007,73034
"new.row.7695","38860",2008,72263
"new.row.7696","38860",2009,72370
"new.row.7697","38860",2010,71444
"new.row.7698","38860",2011,72959
"new.row.7699","38860",2012,74560
"new.row.7700","12580",1969,80170
"new.row.7701","12580",1970,81324
"new.row.7702","12580",1971,83836
"new.row.7703","12580",1972,87766
"new.row.7704","12580",1973,90920
"new.row.7705","12580",1974,92398
"new.row.7706","12580",1975,94799
"new.row.7707","12580",1976,97701
"new.row.7708","12580",1977,99713
"new.row.7709","12580",1978,101189
"new.row.7710","12580",1979,103311
"new.row.7711","12580",1980,108022
"new.row.7712","12580",1981,108505
"new.row.7713","12580",1982,116198
"new.row.7714","12580",1983,121287
"new.row.7715","12580",1984,123354
"new.row.7716","12580",1985,132638
"new.row.7717","12580",1986,138761
"new.row.7718","12580",1987,155884
"new.row.7719","12580",1988,161147
"new.row.7720","12580",1989,165211
"new.row.7721","12580",1990,174684
"new.row.7722","12580",1991,176974
"new.row.7723","12580",1992,171270
"new.row.7724","12580",1993,173891
"new.row.7725","12580",1994,182308
"new.row.7726","12580",1995,188679
"new.row.7727","12580",1996,195463
"new.row.7728","12580",1997,195833
"new.row.7729","12580",1998,203906
"new.row.7730","12580",1999,212622
"new.row.7731","12580",2000,226441
"new.row.7732","12580",2001,225233
"new.row.7733","12580",2002,232173
"new.row.7734","12580",2003,246895
"new.row.7735","12580",2004,262852
"new.row.7736","12580",2005,279937
"new.row.7737","12580",2006,292437
"new.row.7738","12580",2007,313684
"new.row.7739","12580",2008,318696
"new.row.7740","12580",2009,323096
"new.row.7741","12580",2010,320164
"new.row.7742","12580",2011,332254
"new.row.7743","12580",2012,341591
"new.row.7744","15680",1969,2818
"new.row.7745","15680",1970,2760
"new.row.7746","15680",1971,2853
"new.row.7747","15680",1972,3060
"new.row.7748","15680",1973,3156
"new.row.7749","15680",1974,3186
"new.row.7750","15680",1975,3211
"new.row.7751","15680",1976,3242
"new.row.7752","15680",1977,3333
"new.row.7753","15680",1978,3411
"new.row.7754","15680",1979,3331
"new.row.7755","15680",1980,3333
"new.row.7756","15680",1981,3533
"new.row.7757","15680",1982,3793
"new.row.7758","15680",1983,3906
"new.row.7759","15680",1984,4052
"new.row.7760","15680",1985,4357
"new.row.7761","15680",1986,4622
"new.row.7762","15680",1987,5099
"new.row.7763","15680",1988,5569
"new.row.7764","15680",1989,5995
"new.row.7765","15680",1990,6974
"new.row.7766","15680",1991,7422
"new.row.7767","15680",1992,7615
"new.row.7768","15680",1993,7573
"new.row.7769","15680",1994,8323
"new.row.7770","15680",1995,8882
"new.row.7771","15680",1996,9475
"new.row.7772","15680",1997,10338
"new.row.7773","15680",1998,9949
"new.row.7774","15680",1999,10155
"new.row.7775","15680",2000,10739
"new.row.7776","15680",2001,11460
"new.row.7777","15680",2002,11952
"new.row.7778","15680",2003,12544
"new.row.7779","15680",2004,13318
"new.row.7780","15680",2005,14279
"new.row.7781","15680",2006,15217
"new.row.7782","15680",2007,16577
"new.row.7783","15680",2008,16895
"new.row.7784","15680",2009,16549
"new.row.7785","15680",2010,16196
"new.row.7786","15680",2011,16672
"new.row.7787","15680",2012,17094
"new.row.7788","19060",1969,4663
"new.row.7789","19060",1970,4581
"new.row.7790","19060",1971,4744
"new.row.7791","19060",1972,4785
"new.row.7792","19060",1973,4871
"new.row.7793","19060",1974,4837
"new.row.7794","19060",1975,4789
"new.row.7795","19060",1976,4837
"new.row.7796","19060",1977,4858
"new.row.7797","19060",1978,4912
"new.row.7798","19060",1979,4888
"new.row.7799","19060",1980,4991
"new.row.7800","19060",1981,5314
"new.row.7801","19060",1982,5473
"new.row.7802","19060",1983,5704
"new.row.7803","19060",1984,5632
"new.row.7804","19060",1985,5765
"new.row.7805","19060",1986,5779
"new.row.7806","19060",1987,5998
"new.row.7807","19060",1988,6339
"new.row.7808","19060",1989,6356
"new.row.7809","19060",1990,6631
"new.row.7810","19060",1991,6818
"new.row.7811","19060",1992,6922
"new.row.7812","19060",1993,6706
"new.row.7813","19060",1994,6731
"new.row.7814","19060",1995,7107
"new.row.7815","19060",1996,7369
"new.row.7816","19060",1997,7539
"new.row.7817","19060",1998,7441
"new.row.7818","19060",1999,7215
"new.row.7819","19060",2000,7551
"new.row.7820","19060",2001,7424
"new.row.7821","19060",2002,7413
"new.row.7822","19060",2003,7723
"new.row.7823","19060",2004,7756
"new.row.7824","19060",2005,8113
"new.row.7825","19060",2006,8342
"new.row.7826","19060",2007,8785
"new.row.7827","19060",2008,8141
"new.row.7828","19060",2009,8150
"new.row.7829","19060",2010,8264
"new.row.7830","19060",2011,8595
"new.row.7831","19060",2012,8799
"new.row.7832","25180",1969,7662
"new.row.7833","25180",1970,7815
"new.row.7834","25180",1971,7842
"new.row.7835","25180",1972,8445
"new.row.7836","25180",1973,8650
"new.row.7837","25180",1974,8701
"new.row.7838","25180",1975,8483
"new.row.7839","25180",1976,8291
"new.row.7840","25180",1977,8279
"new.row.7841","25180",1978,8341
"new.row.7842","25180",1979,8482
"new.row.7843","25180",1980,8845
"new.row.7844","25180",1981,9164
"new.row.7845","25180",1982,9372
"new.row.7846","25180",1983,9778
"new.row.7847","25180",1984,9983
"new.row.7848","25180",1985,10539
"new.row.7849","25180",1986,10973
"new.row.7850","25180",1987,11743
"new.row.7851","25180",1988,12724
"new.row.7852","25180",1989,13288
"new.row.7853","25180",1990,13996
"new.row.7854","25180",1991,13042
"new.row.7855","25180",1992,12307
"new.row.7856","25180",1993,12439
"new.row.7857","25180",1994,12390
"new.row.7858","25180",1995,13480
"new.row.7859","25180",1996,13824
"new.row.7860","25180",1997,13550
"new.row.7861","25180",1998,13564
"new.row.7862","25180",1999,13642
"new.row.7863","25180",2000,14139
"new.row.7864","25180",2001,14332
"new.row.7865","25180",2002,14863
"new.row.7866","25180",2003,15180
"new.row.7867","25180",2004,15842
"new.row.7868","25180",2005,16831
"new.row.7869","25180",2006,17479
"new.row.7870","25180",2007,18553
"new.row.7871","25180",2008,19515
"new.row.7872","25180",2009,19506
"new.row.7873","25180",2010,19576
"new.row.7874","25180",2011,20221
"new.row.7875","25180",2012,20682
"new.row.7876","12700",1969,9899
"new.row.7877","12700",1970,10442
"new.row.7878","12700",1971,11336
"new.row.7879","12700",1972,12853
"new.row.7880","12700",1973,14139
"new.row.7881","12700",1974,14568
"new.row.7882","12700",1975,15143
"new.row.7883","12700",1976,15535
"new.row.7884","12700",1977,16787
"new.row.7885","12700",1978,17850
"new.row.7886","12700",1979,19167
"new.row.7887","12700",1980,20173
"new.row.7888","12700",1981,20169
"new.row.7889","12700",1982,21929
"new.row.7890","12700",1983,23437
"new.row.7891","12700",1984,23906
"new.row.7892","12700",1985,24810
"new.row.7893","12700",1986,25572
"new.row.7894","12700",1987,21818
"new.row.7895","12700",1988,23784
"new.row.7896","12700",1989,23176
"new.row.7897","12700",1990,23973
"new.row.7898","12700",1991,24315
"new.row.7899","12700",1992,27228
"new.row.7900","12700",1993,28507
"new.row.7901","12700",1994,29973
"new.row.7902","12700",1995,28892
"new.row.7903","12700",1996,29655
"new.row.7904","12700",1997,31792
"new.row.7905","12700",1998,34556
"new.row.7906","12700",1999,36162
"new.row.7907","12700",2000,37589
"new.row.7908","12700",2001,37316
"new.row.7909","12700",2002,37418
"new.row.7910","12700",2003,39541
"new.row.7911","12700",2004,41873
"new.row.7912","12700",2005,43337
"new.row.7913","12700",2006,43404
"new.row.7914","12700",2007,44666
"new.row.7915","12700",2008,44186
"new.row.7916","12700",2009,43530
"new.row.7917","12700",2010,43486
"new.row.7918","12700",2011,44642
"new.row.7919","12700",2012,45682
"new.row.7920","14460",1969,171601
"new.row.7921","14460",1970,176829
"new.row.7922","14460",1971,177241
"new.row.7923","14460",1972,184036
"new.row.7924","14460",1973,192114
"new.row.7925","14460",1974,199796
"new.row.7926","14460",1975,207490
"new.row.7927","14460",1976,208549
"new.row.7928","14460",1977,216487
"new.row.7929","14460",1978,222011
"new.row.7930","14460",1979,237620
"new.row.7931","14460",1980,254035
"new.row.7932","14460",1981,256048
"new.row.7933","14460",1982,271503
"new.row.7934","14460",1983,274926
"new.row.7935","14460",1984,291223
"new.row.7936","14460",1985,318188
"new.row.7937","14460",1986,341904
"new.row.7938","14460",1987,306606
"new.row.7939","14460",1988,333964
"new.row.7940","14460",1989,331065
"new.row.7941","14460",1990,348806
"new.row.7942","14460",1991,351889
"new.row.7943","14460",1992,388947
"new.row.7944","14460",1993,402344
"new.row.7945","14460",1994,413541
"new.row.7946","14460",1995,389357
"new.row.7947","14460",1996,400139
"new.row.7948","14460",1997,409801
"new.row.7949","14460",1998,425895
"new.row.7950","14460",1999,429433
"new.row.7951","14460",2000,447949
"new.row.7952","14460",2001,452196
"new.row.7953","14460",2002,462901
"new.row.7954","14460",2003,482973
"new.row.7955","14460",2004,503685
"new.row.7956","14460",2005,523401
"new.row.7957","14460",2006,536552
"new.row.7958","14460",2007,571669
"new.row.7959","14460",2008,581558
"new.row.7960","14460",2009,596476
"new.row.7961","14460",2010,591048
"new.row.7962","14460",2011,609235
"new.row.7963","14460",2012,625330
"new.row.7964","38340",1969,6794
"new.row.7965","38340",1970,7020
"new.row.7966","38340",1971,6862
"new.row.7967","38340",1972,7145
"new.row.7968","38340",1973,7340
"new.row.7969","38340",1974,7632
"new.row.7970","38340",1975,7937
"new.row.7971","38340",1976,7848
"new.row.7972","38340",1977,8094
"new.row.7973","38340",1978,8266
"new.row.7974","38340",1979,8754
"new.row.7975","38340",1980,9277
"new.row.7976","38340",1981,9229
"new.row.7977","38340",1982,9575
"new.row.7978","38340",1983,9726
"new.row.7979","38340",1984,10263
"new.row.7980","38340",1985,11097
"new.row.7981","38340",1986,11840
"new.row.7982","38340",1987,10742
"new.row.7983","38340",1988,11725
"new.row.7984","38340",1989,11736
"new.row.7985","38340",1990,12054
"new.row.7986","38340",1991,12180
"new.row.7987","38340",1992,13203
"new.row.7988","38340",1993,13533
"new.row.7989","38340",1994,14047
"new.row.7990","38340",1995,13334
"new.row.7991","38340",1996,13807
"new.row.7992","38340",1997,13473
"new.row.7993","38340",1998,13719
"new.row.7994","38340",1999,14010
"new.row.7995","38340",2000,14501
"new.row.7996","38340",2001,14831
"new.row.7997","38340",2002,14856
"new.row.7998","38340",2003,15471
"new.row.7999","38340",2004,16283
"new.row.8000","38340",2005,17019
"new.row.8001","38340",2006,17277
"new.row.8002","38340",2007,18064
"new.row.8003","38340",2008,18075
"new.row.8004","38340",2009,17979
"new.row.8005","38340",2010,17769
"new.row.8006","38340",2011,17731
"new.row.8007","38340",2012,18162
"new.row.8008","39300",1969,59571
"new.row.8009","39300",1970,60782
"new.row.8010","39300",1971,60835
"new.row.8011","39300",1972,62063
"new.row.8012","39300",1973,64824
"new.row.8013","39300",1974,66145
"new.row.8014","39300",1975,67102
"new.row.8015","39300",1976,67257
"new.row.8016","39300",1977,70162
"new.row.8017","39300",1978,71873
"new.row.8018","39300",1979,73852
"new.row.8019","39300",1980,78087
"new.row.8020","39300",1981,78168
"new.row.8021","39300",1982,79549
"new.row.8022","39300",1983,80874
"new.row.8023","39300",1984,83597
"new.row.8024","39300",1985,89176
"new.row.8025","39300",1986,94903
"new.row.8026","39300",1987,90051
"new.row.8027","39300",1988,98889
"new.row.8028","39300",1989,98280
"new.row.8029","39300",1990,102645
"new.row.8030","39300",1991,102851
"new.row.8031","39300",1992,114658
"new.row.8032","39300",1993,115251
"new.row.8033","39300",1994,114655
"new.row.8034","39300",1995,107901
"new.row.8035","39300",1996,110989
"new.row.8036","39300",1997,111492
"new.row.8037","39300",1998,113642
"new.row.8038","39300",1999,116560
"new.row.8039","39300",2000,121563
"new.row.8040","39300",2001,122410
"new.row.8041","39300",2002,125377
"new.row.8042","39300",2003,129161
"new.row.8043","39300",2004,135294
"new.row.8044","39300",2005,141587
"new.row.8045","39300",2006,145109
"new.row.8046","39300",2007,153819
"new.row.8047","39300",2008,155360
"new.row.8048","39300",2009,157015
"new.row.8049","39300",2010,155425
"new.row.8050","39300",2011,161024
"new.row.8051","39300",2012,165248
"new.row.8052","44140",1969,24574
"new.row.8053","44140",1970,25013
"new.row.8054","44140",1971,25173
"new.row.8055","44140",1972,26045
"new.row.8056","44140",1973,27258
"new.row.8057","44140",1974,27797
"new.row.8058","44140",1975,28280
"new.row.8059","44140",1976,28204
"new.row.8060","44140",1977,29008
"new.row.8061","44140",1978,29517
"new.row.8062","44140",1979,30786
"new.row.8063","44140",1980,32103
"new.row.8064","44140",1981,31832
"new.row.8065","44140",1982,33202
"new.row.8066","44140",1983,33909
"new.row.8067","44140",1984,35701
"new.row.8068","44140",1985,38643
"new.row.8069","44140",1986,41181
"new.row.8070","44140",1987,36947
"new.row.8071","44140",1988,40321
"new.row.8072","44140",1989,40485
"new.row.8073","44140",1990,42543
"new.row.8074","44140",1991,43477
"new.row.8075","44140",1992,47164
"new.row.8076","44140",1993,47403
"new.row.8077","44140",1994,49097
"new.row.8078","44140",1995,46443
"new.row.8079","44140",1996,47699
"new.row.8080","44140",1997,46873
"new.row.8081","44140",1998,47944
"new.row.8082","44140",1999,48931
"new.row.8083","44140",2000,50786
"new.row.8084","44140",2001,50216
"new.row.8085","44140",2002,50671
"new.row.8086","44140",2003,52760
"new.row.8087","44140",2004,55901
"new.row.8088","44140",2005,58031
"new.row.8089","44140",2006,59200
"new.row.8090","44140",2007,62344
"new.row.8091","44140",2008,61089
"new.row.8092","44140",2009,61101
"new.row.8093","44140",2010,60826
"new.row.8094","44140",2011,60740
"new.row.8095","44140",2012,62289
"new.row.8096","11460",1969,9576
"new.row.8097","11460",1970,9608
"new.row.8098","11460",1971,9825
"new.row.8099","11460",1972,10256
"new.row.8100","11460",1973,10774
"new.row.8101","11460",1974,11165
"new.row.8102","11460",1975,11663
"new.row.8103","11460",1976,12260
"new.row.8104","11460",1977,12867
"new.row.8105","11460",1978,13219
"new.row.8106","11460",1979,13716
"new.row.8107","11460",1980,14693
"new.row.8108","11460",1981,15191
"new.row.8109","11460",1982,15782
"new.row.8110","11460",1983,15777
"new.row.8111","11460",1984,17568
"new.row.8112","11460",1985,19450
"new.row.8113","11460",1986,21233
"new.row.8114","11460",1987,24160
"new.row.8115","11460",1988,24688
"new.row.8116","11460",1989,24743
"new.row.8117","11460",1990,25818
