"","msa.fips","year","average.wage.per.job"
"new.row.1151","30780",1976,9243
"new.row.1152","30780",1977,9931
"new.row.1153","30780",1978,10722
"new.row.1154","30780",1979,11679
"new.row.1155","30780",1980,12833
"new.row.1156","30780",1981,14084
"new.row.1157","30780",1982,15108
"new.row.1158","30780",1983,15934
"new.row.1159","30780",1984,16576
"new.row.1160","30780",1985,17394
"new.row.1161","30780",1986,18232
"new.row.1162","30780",1987,18678
"new.row.1163","30780",1988,19103
"new.row.1164","30780",1989,19610
"new.row.1165","30780",1990,20548
"new.row.1166","30780",1991,21615
"new.row.1167","30780",1992,22733
"new.row.1168","30780",1993,23208
"new.row.1169","30780",1994,23858
"new.row.1170","30780",1995,24706
"new.row.1171","30780",1996,25572
"new.row.1172","30780",1997,26610
"new.row.1173","30780",1998,27905
"new.row.1174","30780",1999,28870
"new.row.1175","30780",2000,30022
"new.row.1176","30780",2001,31307
"new.row.1177","30780",2002,32127
"new.row.1178","30780",2003,33349
"new.row.1179","30780",2004,34821
"new.row.1180","30780",2005,35837
"new.row.1181","30780",2006,37286
"new.row.1182","30780",2007,40144
"new.row.1183","30780",2008,39908
"new.row.1184","30780",2009,41324
"new.row.1185","30780",2010,40960
"new.row.1186","30780",2011,42381
"new.row.1187","30780",2012,43540
"new.row.1188","32820",1969,5522
"new.row.1189","32820",1970,5939
"new.row.1190","32820",1971,6415
"new.row.1191","32820",1972,6849
"new.row.1192","32820",1973,7385
"new.row.1193","32820",1974,8003
"new.row.1194","32820",1975,8684
"new.row.1195","32820",1976,9286
"new.row.1196","32820",1977,9960
"new.row.1197","32820",1978,10784
"new.row.1198","32820",1979,11775
"new.row.1199","32820",1980,12968
"new.row.1200","32820",1981,14214
"new.row.1201","32820",1982,15188
"new.row.1202","32820",1983,15918
"new.row.1203","32820",1984,16860
"new.row.1204","32820",1985,17732
"new.row.1205","32820",1986,18327
"new.row.1206","32820",1987,19152
"new.row.1207","32820",1988,19851
"new.row.1208","32820",1989,20431
"new.row.1209","32820",1990,21481
"new.row.1210","32820",1991,22566
"new.row.1211","32820",1992,23842
"new.row.1212","32820",1993,24559
"new.row.1213","32820",1994,25346
"new.row.1214","32820",1995,26245
"new.row.1215","32820",1996,27174
"new.row.1216","32820",1997,28481
"new.row.1217","32820",1998,30441
"new.row.1218","32820",1999,31582
"new.row.1219","32820",2000,32465
"new.row.1220","32820",2001,33774
"new.row.1221","32820",2002,35022
"new.row.1222","32820",2003,36210
"new.row.1223","32820",2004,37943
"new.row.1224","32820",2005,38833
"new.row.1225","32820",2006,40264
"new.row.1226","32820",2007,42053
"new.row.1227","32820",2008,42826
"new.row.1228","32820",2009,43028
"new.row.1229","32820",2010,44620
"new.row.1230","32820",2011,45575
"new.row.1231","32820",2012,47125
"new.row.1232","38220",1969,5142
"new.row.1233","38220",1970,5408
"new.row.1234","38220",1971,5729
"new.row.1235","38220",1972,6100
"new.row.1236","38220",1973,6594
"new.row.1237","38220",1974,7040
"new.row.1238","38220",1975,7644
"new.row.1239","38220",1976,8474
"new.row.1240","38220",1977,9143
"new.row.1241","38220",1978,10243
"new.row.1242","38220",1979,11783
"new.row.1243","38220",1980,12991
"new.row.1244","38220",1981,13801
"new.row.1245","38220",1982,14394
"new.row.1246","38220",1983,15055
"new.row.1247","38220",1984,15912
"new.row.1248","38220",1985,16429
"new.row.1249","38220",1986,17657
"new.row.1250","38220",1987,17582
"new.row.1251","38220",1988,18121
"new.row.1252","38220",1989,18472
"new.row.1253","38220",1990,19400
"new.row.1254","38220",1991,19252
"new.row.1255","38220",1992,20266
"new.row.1256","38220",1993,20727
"new.row.1257","38220",1994,21478
"new.row.1258","38220",1995,22048
"new.row.1259","38220",1996,22409
"new.row.1260","38220",1997,23476
"new.row.1261","38220",1998,24516
"new.row.1262","38220",1999,25137
"new.row.1263","38220",2000,26239
"new.row.1264","38220",2001,27291
"new.row.1265","38220",2002,28332
"new.row.1266","38220",2003,29241
"new.row.1267","38220",2004,30481
"new.row.1268","38220",2005,31380
"new.row.1269","38220",2006,32698
"new.row.1270","38220",2007,33669
"new.row.1271","38220",2008,34549
"new.row.1272","38220",2009,34920
"new.row.1273","38220",2010,36074
"new.row.1274","38220",2011,36721
"new.row.1275","38220",2012,37792
"new.row.1276","45500",1969,5390
"new.row.1277","45500",1970,5751
"new.row.1278","45500",1971,6081
"new.row.1279","45500",1972,6642
"new.row.1280","45500",1973,6978
"new.row.1281","45500",1974,7482
"new.row.1282","45500",1975,8116
"new.row.1283","45500",1976,8778
"new.row.1284","45500",1977,9437
"new.row.1285","45500",1978,10215
"new.row.1286","45500",1979,11545
"new.row.1287","45500",1980,12431
"new.row.1288","45500",1981,13851
"new.row.1289","45500",1982,14800
"new.row.1290","45500",1983,15407
"new.row.1291","45500",1984,16091
"new.row.1292","45500",1985,16675
"new.row.1293","45500",1986,17252
"new.row.1294","45500",1987,17772
"new.row.1295","45500",1988,18339
"new.row.1296","45500",1989,18897
"new.row.1297","45500",1990,19659
"new.row.1298","45500",1991,20237
"new.row.1299","45500",1992,21171
"new.row.1300","45500",1993,21346
"new.row.1301","45500",1994,21995
"new.row.1302","45500",1995,22600
"new.row.1303","45500",1996,23327
"new.row.1304","45500",1997,24260
"new.row.1305","45500",1998,24723
"new.row.1306","45500",1999,25458
"new.row.1307","45500",2000,26571
"new.row.1308","45500",2001,27081
"new.row.1309","45500",2002,28102
"new.row.1310","45500",2003,29361
"new.row.1311","45500",2004,30811
"new.row.1312","45500",2005,31944
"new.row.1313","45500",2006,33259
"new.row.1314","45500",2007,34722
"new.row.1315","45500",2008,35670
"new.row.1316","45500",2009,36203
"new.row.1317","45500",2010,36799
"new.row.1318","45500",2011,37361
"new.row.1319","45500",2012,37959
"new.row.1320","12540",1969,6453
"new.row.1321","12540",1970,6742
"new.row.1322","12540",1971,6973
"new.row.1323","12540",1972,7322
"new.row.1324","12540",1973,7780
"new.row.1325","12540",1974,8424
"new.row.1326","12540",1975,9087
"new.row.1327","12540",1976,9949
"new.row.1328","12540",1977,10695
"new.row.1329","12540",1978,11485
"new.row.1330","12540",1979,12246
"new.row.1331","12540",1980,13586
"new.row.1332","12540",1981,15005
"new.row.1333","12540",1982,16644
"new.row.1334","12540",1983,16948
"new.row.1335","12540",1984,17871
"new.row.1336","12540",1985,18969
"new.row.1337","12540",1986,19450
"new.row.1338","12540",1987,19581
"new.row.1339","12540",1988,20478
"new.row.1340","12540",1989,21451
"new.row.1341","12540",1990,22720
"new.row.1342","12540",1991,23605
"new.row.1343","12540",1992,24165
"new.row.1344","12540",1993,24601
"new.row.1345","12540",1994,24957
"new.row.1346","12540",1995,25095
"new.row.1347","12540",1996,25062
"new.row.1348","12540",1997,26237
"new.row.1349","12540",1998,27116
"new.row.1350","12540",1999,26977
"new.row.1351","12540",2000,28784
"new.row.1352","12540",2001,30724
"new.row.1353","12540",2002,31689
"new.row.1354","12540",2003,32807
"new.row.1355","12540",2004,34553
"new.row.1356","12540",2005,35804
"new.row.1357","12540",2006,37866
"new.row.1358","12540",2007,40015
"new.row.1359","12540",2008,41748
"new.row.1360","12540",2009,42432
"new.row.1361","12540",2010,43949
"new.row.1362","12540",2011,44390
