"","msa.fips","year","total.employment"
"new.row.12991","21500",2000,163204
"new.row.12992","21500",2001,159685
"new.row.12993","21500",2002,157549
"new.row.12994","21500",2003,156547
"new.row.12995","21500",2004,158595
"new.row.12996","21500",2005,160914
"new.row.12997","21500",2006,161678
"new.row.12998","21500",2007,162894
"new.row.12999","21500",2008,162066
"new.row.13000","21500",2009,156314
"new.row.13001","21500",2010,156381
"new.row.13002","21500",2011,159294
"new.row.13003","21500",2012,160488
"new.row.13004","21500",2013,160457
"new.row.13005","23900",1969,23898
"new.row.13006","23900",1970,24009
"new.row.13007","23900",1971,23992
"new.row.13008","23900",1972,24380
"new.row.13009","23900",1973,25256
"new.row.13010","23900",1974,24999
"new.row.13011","23900",1975,24443
"new.row.13012","23900",1976,25654
"new.row.13013","23900",1977,26298
"new.row.13014","23900",1978,27477
"new.row.13015","23900",1979,28152
"new.row.13016","23900",1980,28790
"new.row.13017","23900",1981,28581
"new.row.13018","23900",1982,28659
"new.row.13019","23900",1983,29204
"new.row.13020","23900",1984,30229
"new.row.13021","23900",1985,31718
"new.row.13022","23900",1986,32650
"new.row.13023","23900",1987,34638
"new.row.13024","23900",1988,35985
"new.row.13025","23900",1989,36964
"new.row.13026","23900",1990,37551
"new.row.13027","23900",1991,37987
"new.row.13028","23900",1992,38543
"new.row.13029","23900",1993,38395
"new.row.13030","23900",1994,39636
"new.row.13031","23900",1995,40120
"new.row.13032","23900",1996,40211
"new.row.13033","23900",1997,40491
"new.row.13034","23900",1998,43273
"new.row.13035","23900",1999,44683
"new.row.13036","23900",2000,46223
"new.row.13037","23900",2001,46253
"new.row.13038","23900",2002,46987
"new.row.13039","23900",2003,47552
"new.row.13040","23900",2004,48920
"new.row.13041","23900",2005,50642
"new.row.13042","23900",2006,52382
"new.row.13043","23900",2007,53402
"new.row.13044","23900",2008,52821
"new.row.13045","23900",2009,50982
"new.row.13046","23900",2010,49911
"new.row.13047","23900",2011,49607
"new.row.13048","23900",2012,50025
"new.row.13049","23900",2013,51766
"new.row.13050","25420",1969,209277
"new.row.13051","25420",1970,212257
"new.row.13052","25420",1971,214199
"new.row.13053","25420",1972,223174
"new.row.13054","25420",1973,233699
"new.row.13055","25420",1974,239598
"new.row.13056","25420",1975,235721
"new.row.13057","25420",1976,239343
"new.row.13058","25420",1977,244658
"new.row.13059","25420",1978,251930
"new.row.13060","25420",1979,257914
"new.row.13061","25420",1980,260074
"new.row.13062","25420",1981,259996
"new.row.13063","25420",1982,259191
"new.row.13064","25420",1983,260817
"new.row.13065","25420",1984,271598
"new.row.13066","25420",1985,279915
"new.row.13067","25420",1986,288050
"new.row.13068","25420",1987,299738
"new.row.13069","25420",1988,310881
"new.row.13070","25420",1989,320922
"new.row.13071","25420",1990,327398
"new.row.13072","25420",1991,329899
"new.row.13073","25420",1992,332619
"new.row.13074","25420",1993,336584
"new.row.13075","25420",1994,345672
"new.row.13076","25420",1995,353789
"new.row.13077","25420",1996,360378
"new.row.13078","25420",1997,364360
"new.row.13079","25420",1998,370749
"new.row.13080","25420",1999,373502
"new.row.13081","25420",2000,377224
"new.row.13082","25420",2001,374021
"new.row.13083","25420",2002,376034
"new.row.13084","25420",2003,377593
"new.row.13085","25420",2004,382926
"new.row.13086","25420",2005,386068
"new.row.13087","25420",2006,392899
"new.row.13088","25420",2007,396370
"new.row.13089","25420",2008,395599
"new.row.13090","25420",2009,387927
"new.row.13091","25420",2010,383809
"new.row.13092","25420",2011,387254
"new.row.13093","25420",2012,389622
"new.row.13094","25420",2013,394172
"new.row.13095","27780",1969,70967
"new.row.13096","27780",1970,70524
"new.row.13097","27780",1971,70619
"new.row.13098","27780",1972,71565
"new.row.13099","27780",1973,73454
"new.row.13100","27780",1974,74173
"new.row.13101","27780",1975,76041
"new.row.13102","27780",1976,76121
"new.row.13103","27780",1977,76013
"new.row.13104","27780",1978,74653
"new.row.13105","27780",1979,76327
"new.row.13106","27780",1980,71866
"new.row.13107","27780",1981,69018
"new.row.13108","27780",1982,65149
"new.row.13109","27780",1983,62516
"new.row.13110","27780",1984,63475
"new.row.13111","27780",1985,64019
"new.row.13112","27780",1986,64855
"new.row.13113","27780",1987,66371
"new.row.13114","27780",1988,68288
"new.row.13115","27780",1989,69263
"new.row.13116","27780",1990,71269
"new.row.13117","27780",1991,70635
"new.row.13118","27780",1992,70141
"new.row.13119","27780",1993,70383
"new.row.13120","27780",1994,71846
"new.row.13121","27780",1995,73380
"new.row.13122","27780",1996,73457
"new.row.13123","27780",1997,73397
"new.row.13124","27780",1998,74134
"new.row.13125","27780",1999,74990
"new.row.13126","27780",2000,74960
"new.row.13127","27780",2001,73963
"new.row.13128","27780",2002,72876
"new.row.13129","27780",2003,72852
"new.row.13130","27780",2004,73645
"new.row.13131","27780",2005,74252
"new.row.13132","27780",2006,75976
"new.row.13133","27780",2007,76658
"new.row.13134","27780",2008,76912
"new.row.13135","27780",2009,74555
"new.row.13136","27780",2010,73839
"new.row.13137","27780",2011,73769
"new.row.13138","27780",2012,73303
"new.row.13139","27780",2013,72399
"new.row.13140","29540",1969,152993
"new.row.13141","29540",1970,156017
"new.row.13142","29540",1971,156834
"new.row.13143","29540",1972,163540
"new.row.13144","29540",1973,172896
"new.row.13145","29540",1974,173356
"new.row.13146","29540",1975,168983
"new.row.13147","29540",1976,173386
"new.row.13148","29540",1977,179617
"new.row.13149","29540",1978,187604
"new.row.13150","29540",1979,192732
"new.row.13151","29540",1980,194330
"new.row.13152","29540",1981,193300
"new.row.13153","29540",1982,191675
"new.row.13154","29540",1983,194960
"new.row.13155","29540",1984,203704
"new.row.13156","29540",1985,210863
"new.row.13157","29540",1986,218827
"new.row.13158","29540",1987,228379
"new.row.13159","29540",1988,237036
"new.row.13160","29540",1989,244037
"new.row.13161","29540",1990,250269
"new.row.13162","29540",1991,247396
"new.row.13163","29540",1992,249064
"new.row.13164","29540",1993,251472
"new.row.13165","29540",1994,255573
"new.row.13166","29540",1995,263269
"new.row.13167","29540",1996,266835
"new.row.13168","29540",1997,273421
"new.row.13169","29540",1998,272471
"new.row.13170","29540",1999,276666
"new.row.13171","29540",2000,282337
"new.row.13172","29540",2001,284726
"new.row.13173","29540",2002,285200
"new.row.13174","29540",2003,285367
"new.row.13175","29540",2004,291857
"new.row.13176","29540",2005,297439
"new.row.13177","29540",2006,300219
"new.row.13178","29540",2007,304658
"new.row.13179","29540",2008,304418
"new.row.13180","29540",2009,296221
"new.row.13181","29540",2010,293943
"new.row.13182","29540",2011,295913
"new.row.13183","29540",2012,300185
"new.row.13184","29540",2013,303024
"new.row.13185","30140",1969,44564
"new.row.13186","30140",1970,44662
"new.row.13187","30140",1971,43469
"new.row.13188","30140",1972,44721
"new.row.13189","30140",1973,45978
"new.row.13190","30140",1974,46696
"new.row.13191","30140",1975,46734
"new.row.13192","30140",1976,46955
"new.row.13193","30140",1977,47783
"new.row.13194","30140",1978,48272
"new.row.13195","30140",1979,49036
"new.row.13196","30140",1980,48871
"new.row.13197","30140",1981,48150
"new.row.13198","30140",1982,46129
"new.row.13199","30140",1983,45813
"new.row.13200","30140",1984,46912
"new.row.13201","30140",1985,47415
"new.row.13202","30140",1986,47688
"new.row.13203","30140",1987,50000
"new.row.13204","30140",1988,52423
"new.row.13205","30140",1989,52792
"new.row.13206","30140",1990,52552
"new.row.13207","30140",1991,52326
"new.row.13208","30140",1992,52293
"new.row.13209","30140",1993,51088
"new.row.13210","30140",1994,51472
"new.row.13211","30140",1995,52277
"new.row.13212","30140",1996,52193
"new.row.13213","30140",1997,53347
"new.row.13214","30140",1998,51899
"new.row.13215","30140",1999,52831
"new.row.13216","30140",2000,54476
"new.row.13217","30140",2001,55020
"new.row.13218","30140",2002,55409
"new.row.13219","30140",2003,56120
"new.row.13220","30140",2004,57409
"new.row.13221","30140",2005,58811
"new.row.13222","30140",2006,61123
"new.row.13223","30140",2007,63021
"new.row.13224","30140",2008,63344
"new.row.13225","30140",2009,62547
"new.row.13226","30140",2010,62958
"new.row.13227","30140",2011,64149
"new.row.13228","30140",2012,65628
"new.row.13229","30140",2013,65416
"new.row.13230","38300",1969,1137737
"new.row.13231","38300",1970,1132359
"new.row.13232","38300",1971,1113813
"new.row.13233","38300",1972,1124028
"new.row.13234","38300",1973,1154111
"new.row.13235","38300",1974,1167040
"new.row.13236","38300",1975,1159949
"new.row.13237","38300",1976,1169981
"new.row.13238","38300",1977,1185498
"new.row.13239","38300",1978,1210116
"new.row.13240","38300",1979,1231366
"new.row.13241","38300",1980,1214171
"new.row.13242","38300",1981,1200978
"new.row.13243","38300",1982,1156673
"new.row.13244","38300",1983,1121342
"new.row.13245","38300",1984,1133457
"new.row.13246","38300",1985,1144718
"new.row.13247","38300",1986,1149933
"new.row.13248","38300",1987,1176201
"new.row.13249","38300",1988,1207101
"new.row.13250","38300",1989,1228910
"new.row.13251","38300",1990,1257869
"new.row.13252","38300",1991,1250192
"new.row.13253","38300",1992,1259326
"new.row.13254","38300",1993,1267305
"new.row.13255","38300",1994,1282644
"new.row.13256","38300",1995,1296271
"new.row.13257","38300",1996,1303923
"new.row.13258","38300",1997,1320252
"new.row.13259","38300",1998,1331795
"new.row.13260","38300",1999,1352954
"new.row.13261","38300",2000,1378771
"new.row.13262","38300",2001,1387113
"new.row.13263","38300",2002,1379393
"new.row.13264","38300",2003,1370279
"new.row.13265","38300",2004,1378420
"new.row.13266","38300",2005,1386529
"new.row.13267","38300",2006,1398010
"new.row.13268","38300",2007,1418384
"new.row.13269","38300",2008,1418956
"new.row.13270","38300",2009,1392198
"new.row.13271","38300",2010,1391617
"new.row.13272","38300",2011,1415533
"new.row.13273","38300",2012,1434042
"new.row.13274","38300",2013,1441403
"new.row.13275","39740",1969,146303
"new.row.13276","39740",1970,146430
"new.row.13277","39740",1971,145699
"new.row.13278","39740",1972,148292
"new.row.13279","39740",1973,154355
"new.row.13280","39740",1974,155151
"new.row.13281","39740",1975,149308
"new.row.13282","39740",1976,153056
"new.row.13283","39740",1977,156627
"new.row.13284","39740",1978,161553
"new.row.13285","39740",1979,164360
"new.row.13286","39740",1980,165898
"new.row.13287","39740",1981,165448
"new.row.13288","39740",1982,163637
"new.row.13289","39740",1983,164855
"new.row.13290","39740",1984,171552
"new.row.13291","39740",1985,172691
"new.row.13292","39740",1986,173929
"new.row.13293","39740",1987,179717
"new.row.13294","39740",1988,184644
"new.row.13295","39740",1989,189338
"new.row.13296","39740",1990,190057
"new.row.13297","39740",1991,185735
"new.row.13298","39740",1992,186648
"new.row.13299","39740",1993,188584
"new.row.13300","39740",1994,190821
"new.row.13301","39740",1995,194899
"new.row.13302","39740",1996,197093
"new.row.13303","39740",1997,202003
"new.row.13304","39740",1998,206132
"new.row.13305","39740",1999,211207
"new.row.13306","39740",2000,215363
"new.row.13307","39740",2001,211691
"new.row.13308","39740",2002,208984
"new.row.13309","39740",2003,206962
"new.row.13310","39740",2004,211076
"new.row.13311","39740",2005,215075
"new.row.13312","39740",2006,221770
"new.row.13313","39740",2007,225138
"new.row.13314","39740",2008,224462
"new.row.13315","39740",2009,217126
"new.row.13316","39740",2010,217718
"new.row.13317","39740",2011,220278
"new.row.13318","39740",2012,221398
"new.row.13319","39740",2013,222680
"new.row.13320","42540",1969,255546
"new.row.13321","42540",1970,255288
"new.row.13322","42540",1971,253153
"new.row.13323","42540",1972,258007
"new.row.13324","42540",1973,266382
"new.row.13325","42540",1974,260623
"new.row.13326","42540",1975,251998
"new.row.13327","42540",1976,251764
"new.row.13328","42540",1977,254824
"new.row.13329","42540",1978,261329
"new.row.13330","42540",1979,265502
"new.row.13331","42540",1980,259934
"new.row.13332","42540",1981,257840
"new.row.13333","42540",1982,252572
"new.row.13334","42540",1983,252296
"new.row.13335","42540",1984,254756
"new.row.13336","42540",1985,259357
"new.row.13337","42540",1986,263798
"new.row.13338","42540",1987,269274
"new.row.13339","42540",1988,278326
"new.row.13340","42540",1989,283746
"new.row.13341","42540",1990,288238
"new.row.13342","42540",1991,284245
"new.row.13343","42540",1992,285358
"new.row.13344","42540",1993,286290
"new.row.13345","42540",1994,289245
"new.row.13346","42540",1995,293803
"new.row.13347","42540",1996,294639
"new.row.13348","42540",1997,297412
"new.row.13349","42540",1998,296543
"new.row.13350","42540",1999,300333
"new.row.13351","42540",2000,307768
"new.row.13352","42540",2001,306431
"new.row.13353","42540",2002,301625
"new.row.13354","42540",2003,302248
"new.row.13355","42540",2004,305708
"new.row.13356","42540",2005,309351
"new.row.13357","42540",2006,312556
"new.row.13358","42540",2007,316862
"new.row.13359","42540",2008,318792
"new.row.13360","42540",2009,311242
"new.row.13361","42540",2010,310522
"new.row.13362","42540",2011,313038
"new.row.13363","42540",2012,314237
"new.row.13364","42540",2013,316532
"new.row.13365","44300",1969,39598
"new.row.13366","44300",1970,40640
"new.row.13367","44300",1971,41670
"new.row.13368","44300",1972,43904
"new.row.13369","44300",1973,46470
"new.row.13370","44300",1974,47629
"new.row.13371","44300",1975,47752
"new.row.13372","44300",1976,50025
"new.row.13373","44300",1977,51750
"new.row.13374","44300",1978,53267
"new.row.13375","44300",1979,55133
"new.row.13376","44300",1980,56510
"new.row.13377","44300",1981,55794
"new.row.13378","44300",1982,55674
"new.row.13379","44300",1983,56956
"new.row.13380","44300",1984,59461
"new.row.13381","44300",1985,60583
"new.row.13382","44300",1986,63132
"new.row.13383","44300",1987,66110
"new.row.13384","44300",1988,68862
"new.row.13385","44300",1989,71931
"new.row.13386","44300",1990,74221
"new.row.13387","44300",1991,75902
"new.row.13388","44300",1992,76642
"new.row.13389","44300",1993,78826
"new.row.13390","44300",1994,80708
"new.row.13391","44300",1995,84000
"new.row.13392","44300",1996,85877
"new.row.13393","44300",1997,87914
"new.row.13394","44300",1998,90551
"new.row.13395","44300",1999,93085
"new.row.13396","44300",2000,95809
"new.row.13397","44300",2001,97891
"new.row.13398","44300",2002,101280
"new.row.13399","44300",2003,101403
"new.row.13400","44300",2004,103089
"new.row.13401","44300",2005,104786
"new.row.13402","44300",2006,106312
"new.row.13403","44300",2007,107876
"new.row.13404","44300",2008,109135
"new.row.13405","44300",2009,109254
"new.row.13406","44300",2010,109391
"new.row.13407","44300",2011,111540
"new.row.13408","44300",2012,111656
"new.row.13409","44300",2013,112922
"new.row.13410","48700",1969,53315
"new.row.13411","48700",1970,53041
"new.row.13412","48700",1971,52143
"new.row.13413","48700",1972,53343
"new.row.13414","48700",1973,56253
"new.row.13415","48700",1974,56294
"new.row.13416","48700",1975,54271
"new.row.13417","48700",1976,55204
"new.row.13418","48700",1977,55790
"new.row.13419","48700",1978,58649
"new.row.13420","48700",1979,58472
"new.row.13421","48700",1980,56384
"new.row.13422","48700",1981,55670
"new.row.13423","48700",1982,54240
"new.row.13424","48700",1983,52384
"new.row.13425","48700",1984,54551
"new.row.13426","48700",1985,54780
"new.row.13427","48700",1986,56188
"new.row.13428","48700",1987,59376
"new.row.13429","48700",1988,61254
"new.row.13430","48700",1989,61947
"new.row.13431","48700",1990,62293
"new.row.13432","48700",1991,61029
"new.row.13433","48700",1992,61727
"new.row.13434","48700",1993,61763
"new.row.13435","48700",1994,62543
"new.row.13436","48700",1995,63196
"new.row.13437","48700",1996,64164
"new.row.13438","48700",1997,64890
"new.row.13439","48700",1998,64864
"new.row.13440","48700",1999,65349
"new.row.13441","48700",2000,67186
"new.row.13442","48700",2001,67611
"new.row.13443","48700",2002,66556
"new.row.13444","48700",2003,66380
"new.row.13445","48700",2004,66986
"new.row.13446","48700",2005,66915
"new.row.13447","48700",2006,67239
"new.row.13448","48700",2007,67881
"new.row.13449","48700",2008,67551
"new.row.13450","48700",2009,65768
"new.row.13451","48700",2010,66625
"new.row.13452","48700",2011,69364
"new.row.13453","48700",2012,70520
"new.row.13454","48700",2013,69769
"new.row.13455","49620",1969,137794
"new.row.13456","49620",1970,139933
"new.row.13457","49620",1971,137875
"new.row.13458","49620",1972,142624
"new.row.13459","49620",1973,147199
"new.row.13460","49620",1974,146547
"new.row.13461","49620",1975,140987
"new.row.13462","49620",1976,144496
"new.row.13463","49620",1977,148395
"new.row.13464","49620",1978,154993
"new.row.13465","49620",1979,160882
"new.row.13466","49620",1980,161194
"new.row.13467","49620",1981,159431
"new.row.13468","49620",1982,155440
"new.row.13469","49620",1983,154109
"new.row.13470","49620",1984,161378
"new.row.13471","49620",1985,165404
"new.row.13472","49620",1986,169374
"new.row.13473","49620",1987,176386
"new.row.13474","49620",1988,184414
"new.row.13475","49620",1989,188133
"new.row.13476","49620",1990,191073
"new.row.13477","49620",1991,188389
"new.row.13478","49620",1992,188825
"new.row.13479","49620",1993,190523
"new.row.13480","49620",1994,193790
"new.row.13481","49620",1995,198685
"new.row.13482","49620",1996,201286
"new.row.13483","49620",1997,204054
"new.row.13484","49620",1998,200278
"new.row.13485","49620",1999,204186
"new.row.13486","49620",2000,209827
"new.row.13487","49620",2001,207242
"new.row.13488","49620",2002,206708
"new.row.13489","49620",2003,207217
"new.row.13490","49620",2004,212186
"new.row.13491","49620",2005,218227
"new.row.13492","49620",2006,221669
"new.row.13493","49620",2007,226556
"new.row.13494","49620",2008,227437
"new.row.13495","49620",2009,218817
"new.row.13496","49620",2010,216919
"new.row.13497","49620",2011,219565
"new.row.13498","49620",2012,220729
"new.row.13499","49620",2013,221944
"new.row.13500","16700",1969,147845
"new.row.13501","16700",1970,152101
"new.row.13502","16700",1971,151142
"new.row.13503","16700",1972,153558
"new.row.13504","16700",1973,162266
"new.row.13505","16700",1974,172300
"new.row.13506","16700",1975,176227
"new.row.13507","16700",1976,183691
"new.row.13508","16700",1977,188099
"new.row.13509","16700",1978,197797
"new.row.13510","16700",1979,204605
"new.row.13511","16700",1980,209543
"new.row.13512","16700",1981,217214
"new.row.13513","16700",1982,217116
"new.row.13514","16700",1983,222685
"new.row.13515","16700",1984,236807
"new.row.13516","16700",1985,246759
"new.row.13517","16700",1986,255473
"new.row.13518","16700",1987,263378
"new.row.13519","16700",1988,270818
"new.row.13520","16700",1989,275672
"new.row.13521","16700",1990,289036
"new.row.13522","16700",1991,287878
"new.row.13523","16700",1992,283152
"new.row.13524","16700",1993,282830
"new.row.13525","16700",1994,280828
"new.row.13526","16700",1995,281375
"new.row.13527","16700",1996,282824
"new.row.13528","16700",1997,293859
"new.row.13529","16700",1998,304546
"new.row.13530","16700",1999,316202
"new.row.13531","16700",2000,323269
"new.row.13532","16700",2001,329250
"new.row.13533","16700",2002,334599
"new.row.13534","16700",2003,341087
"new.row.13535","16700",2004,353739
"new.row.13536","16700",2005,364466
"new.row.13537","16700",2006,373935
"new.row.13538","16700",2007,389865
"new.row.13539","16700",2008,398320
"new.row.13540","16700",2009,385565
"new.row.13541","16700",2010,387297
"new.row.13542","16700",2011,401473
"new.row.13543","16700",2012,410951
"new.row.13544","16700",2013,418778
"new.row.13545","17900",1969,192914
"new.row.13546","17900",1970,198370
"new.row.13547","17900",1971,204042
"new.row.13548","17900",1972,213386
"new.row.13549","17900",1973,225415
"new.row.13550","17900",1974,237022
"new.row.13551","17900",1975,235356
"new.row.13552","17900",1976,240094
"new.row.13553","17900",1977,247405
"new.row.13554","17900",1978,255079
"new.row.13555","17900",1979,263946
"new.row.13556","17900",1980,267308
"new.row.13557","17900",1981,268434
"new.row.13558","17900",1982,268213
"new.row.13559","17900",1983,276269
"new.row.13560","17900",1984,289340
"new.row.13561","17900",1985,298320
"new.row.13562","17900",1986,308968
"new.row.13563","17900",1987,314930
"new.row.13564","17900",1988,327808
"new.row.13565","17900",1989,335359
"new.row.13566","17900",1990,341316
"new.row.13567","17900",1991,336460
"new.row.13568","17900",1992,340420
"new.row.13569","17900",1993,344577
"new.row.13570","17900",1994,356921
"new.row.13571","17900",1995,369402
"new.row.13572","17900",1996,382266
"new.row.13573","17900",1997,393077
"new.row.13574","17900",1998,404855
"new.row.13575","17900",1999,412486
"new.row.13576","17900",2000,421846
"new.row.13577","17900",2001,415538
"new.row.13578","17900",2002,414775
"new.row.13579","17900",2003,417903
"new.row.13580","17900",2004,426052
"new.row.13581","17900",2005,434774
"new.row.13582","17900",2006,448647
"new.row.13583","17900",2007,461421
"new.row.13584","17900",2008,461081
"new.row.13585","17900",2009,445081
"new.row.13586","17900",2010,439777
"new.row.13587","17900",2011,445621
"new.row.13588","17900",2012,454421
"new.row.13589","17900",2013,464196
"new.row.13590","22500",1969,66313
"new.row.13591","22500",1970,68218
"new.row.13592","22500",1971,69457
"new.row.13593","22500",1972,72381
"new.row.13594","22500",1973,76728
"new.row.13595","22500",1974,78964
"new.row.13596","22500",1975,74439
"new.row.13597","22500",1976,76550
"new.row.13598","22500",1977,77460
"new.row.13599","22500",1978,79149
"new.row.13600","22500",1979,80572
"new.row.13601","22500",1980,81883
"new.row.13602","22500",1981,82700
"new.row.13603","22500",1982,79678
"new.row.13604","22500",1983,80119
"new.row.13605","22500",1984,83677
"new.row.13606","22500",1985,82212
"new.row.13607","22500",1986,83463
"new.row.13608","22500",1987,84803
"new.row.13609","22500",1988,88568
"new.row.13610","22500",1989,91566
"new.row.13611","22500",1990,93814
"new.row.13612","22500",1991,94063
"new.row.13613","22500",1992,95003
"new.row.13614","22500",1993,96466
"new.row.13615","22500",1994,98121
"new.row.13616","22500",1995,100459
"new.row.13617","22500",1996,102855
"new.row.13618","22500",1997,106126
"new.row.13619","22500",1998,107057
"new.row.13620","22500",1999,107733
"new.row.13621","22500",2000,108486
"new.row.13622","22500",2001,106886
"new.row.13623","22500",2002,107597
"new.row.13624","22500",2003,106436
"new.row.13625","22500",2004,107151
"new.row.13626","22500",2005,108231
"new.row.13627","22500",2006,110032
"new.row.13628","22500",2007,113048
"new.row.13629","22500",2008,112547
"new.row.13630","22500",2009,108127
"new.row.13631","22500",2010,107842
"new.row.13632","22500",2011,109513
"new.row.13633","22500",2012,110586
"new.row.13634","22500",2013,112185
"new.row.13635","24860",1969,212268
"new.row.13636","24860",1970,218306
"new.row.13637","24860",1971,222013
"new.row.13638","24860",1972,236053
"new.row.13639","24860",1973,252272
"new.row.13640","24860",1974,260780
"new.row.13641","24860",1975,245959
"new.row.13642","24860",1976,258160
"new.row.13643","24860",1977,267903
"new.row.13644","24860",1978,279956
"new.row.13645","24860",1979,288304
"new.row.13646","24860",1980,291377
"new.row.13647","24860",1981,292183
"new.row.13648","24860",1982,286688
"new.row.13649","24860",1983,291548
"new.row.13650","24860",1984,304398
"new.row.13651","24860",1985,310248
"new.row.13652","24860",1986,318643
"new.row.13653","24860",1987,328469
"new.row.13654","24860",1988,345744
"new.row.13655","24860",1989,356698
"new.row.13656","24860",1990,364023
"new.row.13657","24860",1991,358319
"new.row.13658","24860",1992,358466
"new.row.13659","24860",1993,372522
"new.row.13660","24860",1994,383788
"new.row.13661","24860",1995,398851
"new.row.13662","24860",1996,409377
"new.row.13663","24860",1997,418744
"new.row.13664","24860",1998,426636
"new.row.13665","24860",1999,436596
"new.row.13666","24860",2000,447875
"new.row.13667","24860",2001,437399
"new.row.13668","24860",2002,426055
"new.row.13669","24860",2003,429121
"new.row.13670","24860",2004,435169
"new.row.13671","24860",2005,446243
"new.row.13672","24860",2006,457848
"new.row.13673","24860",2007,472807
"new.row.13674","24860",2008,470597
"new.row.13675","24860",2009,445530
"new.row.13676","24860",2010,442465
"new.row.13677","24860",2011,459189
"new.row.13678","24860",2012,464260
"new.row.13679","24860",2013,474016
"new.row.13680","25940",1969,35298
"new.row.13681","25940",1970,34783
"new.row.13682","25940",1971,32961
"new.row.13683","25940",1972,35347
"new.row.13684","25940",1973,37134
"new.row.13685","25940",1974,36514
"new.row.13686","25940",1975,36956
"new.row.13687","25940",1976,40575
"new.row.13688","25940",1977,41908
"new.row.13689","25940",1978,43150
"new.row.13690","25940",1979,44712
"new.row.13691","25940",1980,46210
"new.row.13692","25940",1981,46448
"new.row.13693","25940",1982,46606
"new.row.13694","25940",1983,47483
"new.row.13695","25940",1984,51207
"new.row.13696","25940",1985,54742
"new.row.13697","25940",1986,56562
"new.row.13698","25940",1987,57567
"new.row.13699","25940",1988,58897
"new.row.13700","25940",1989,60252
"new.row.13701","25940",1990,61850
"new.row.13702","25940",1991,60325
"new.row.13703","25940",1992,61579
"new.row.13704","25940",1993,63720
"new.row.13705","25940",1994,66792
"new.row.13706","25940",1995,71135
"new.row.13707","25940",1996,74453
"new.row.13708","25940",1997,78311
"new.row.13709","25940",1998,80959
"new.row.13710","25940",1999,84776
"new.row.13711","25940",2000,88416
"new.row.13712","25940",2001,89917
"new.row.13713","25940",2002,91775
"new.row.13714","25940",2003,94091
"new.row.13715","25940",2004,97494
"new.row.13716","25940",2005,100955
"new.row.13717","25940",2006,105678
"new.row.13718","25940",2007,110065
"new.row.13719","25940",2008,107582
"new.row.13720","25940",2009,102358
"new.row.13721","25940",2010,99539
"new.row.13722","25940",2011,99970
"new.row.13723","25940",2012,101955
"new.row.13724","25940",2013,103335
"new.row.13725","43900",1969,93632
"new.row.13726","43900",1970,95324
"new.row.13727","43900",1971,97322
"new.row.13728","43900",1972,102291
"new.row.13729","43900",1973,108377
"new.row.13730","43900",1974,109521
"new.row.13731","43900",1975,104514
"new.row.13732","43900",1976,112098
"new.row.13733","43900",1977,112592
"new.row.13734","43900",1978,116562
"new.row.13735","43900",1979,118727
"new.row.13736","43900",1980,119546
"new.row.13737","43900",1981,119197
"new.row.13738","43900",1982,115589
"new.row.13739","43900",1983,116366
"new.row.13740","43900",1984,121852
"new.row.13741","43900",1985,123771
"new.row.13742","43900",1986,125105
"new.row.13743","43900",1987,128824
"new.row.13744","43900",1988,134930
"new.row.13745","43900",1989,140069
"new.row.13746","43900",1990,141738
"new.row.13747","43900",1991,138353
"new.row.13748","43900",1992,141135
"new.row.13749","43900",1993,144593
"new.row.13750","43900",1994,150032
"new.row.13751","43900",1995,154425
"new.row.13752","43900",1996,156444
"new.row.13753","43900",1997,159044
"new.row.13754","43900",1998,159680
"new.row.13755","43900",1999,159782
"new.row.13756","43900",2000,160874
"new.row.13757","43900",2001,157133
"new.row.13758","43900",2002,154401
"new.row.13759","43900",2003,154487
"new.row.13760","43900",2004,154879
"new.row.13761","43900",2005,156389
"new.row.13762","43900",2006,159792
"new.row.13763","43900",2007,163719
"new.row.13764","43900",2008,162562
"new.row.13765","43900",2009,152789
"new.row.13766","43900",2010,150716
"new.row.13767","43900",2011,154881
"new.row.13768","43900",2012,158102
"new.row.13769","43900",2013,164363
"new.row.13770","44940",1969,35736
"new.row.13771","44940",1970,36298
"new.row.13772","44940",1971,36617
"new.row.13773","44940",1972,37059
"new.row.13774","44940",1973,37868
"new.row.13775","44940",1974,37426
"new.row.13776","44940",1975,37204
"new.row.13777","44940",1976,37621
"new.row.13778","44940",1977,38477
"new.row.13779","44940",1978,39864
"new.row.13780","44940",1979,40248
"new.row.13781","44940",1980,40098
"new.row.13782","44940",1981,40072
"new.row.13783","44940",1982,39657
"new.row.13784","44940",1983,40634
"new.row.13785","44940",1984,42253
"new.row.13786","44940",1985,43248
"new.row.13787","44940",1986,43739
"new.row.13788","44940",1987,44627
"new.row.13789","44940",1988,45935
"new.row.13790","44940",1989,46844
"new.row.13791","44940",1990,48598
"new.row.13792","44940",1991,47713
"new.row.13793","44940",1992,48403
"new.row.13794","44940",1993,50751
"new.row.13795","44940",1994,51597
"new.row.13796","44940",1995,53220
"new.row.13797","44940",1996,53549
"new.row.13798","44940",1997,54482
"new.row.13799","44940",1998,54786
"new.row.13800","44940",1999,55028
"new.row.13801","44940",2000,56030
"new.row.13802","44940",2001,53869
"new.row.13803","44940",2002,53479
"new.row.13804","44940",2003,53259
"new.row.13805","44940",2004,54011
"new.row.13806","44940",2005,54372
"new.row.13807","44940",2006,54064
"new.row.13808","44940",2007,54400
"new.row.13809","44940",2008,52577
