"","msa.fips","year","average.earnings.per.job"
"new.row.15024","39340",1989,18023
"new.row.15025","39340",1990,19225
"new.row.15026","39340",1991,20475
"new.row.15027","39340",1992,22070
"new.row.15028","39340",1993,23051
"new.row.15029","39340",1994,23261
"new.row.15030","39340",1995,24298
"new.row.15031","39340",1996,24881
"new.row.15032","39340",1997,25236
"new.row.15033","39340",1998,27106
"new.row.15034","39340",1999,28263
"new.row.15035","39340",2000,29365
"new.row.15036","39340",2001,30062
"new.row.15037","39340",2002,31151
"new.row.15038","39340",2003,32446
"new.row.15039","39340",2004,33212
"new.row.15040","39340",2005,34009
"new.row.15041","39340",2006,36298
"new.row.15042","39340",2007,37358
"new.row.15043","39340",2008,37955
"new.row.15044","39340",2009,37223
"new.row.15045","39340",2010,38369
"new.row.15046","39340",2011,39366
"new.row.15047","39340",2012,40641
"new.row.15048","41100",1969,5451
"new.row.15049","41100",1970,6115
"new.row.15050","41100",1971,6309
"new.row.15051","41100",1972,6626
"new.row.15052","41100",1973,7140
"new.row.15053","41100",1974,7404
"new.row.15054","41100",1975,8001
"new.row.15055","41100",1976,8757
"new.row.15056","41100",1977,9372
"new.row.15057","41100",1978,10129
"new.row.15058","41100",1979,11123
"new.row.15059","41100",1980,11506
"new.row.15060","41100",1981,11898
"new.row.15061","41100",1982,12286
"new.row.15062","41100",1983,13186
"new.row.15063","41100",1984,14681
"new.row.15064","41100",1985,15349
"new.row.15065","41100",1986,16143
"new.row.15066","41100",1987,16051
"new.row.15067","41100",1988,16170
"new.row.15068","41100",1989,16508
"new.row.15069","41100",1990,17888
"new.row.15070","41100",1991,19451
"new.row.15071","41100",1992,20375
"new.row.15072","41100",1993,21185
"new.row.15073","41100",1994,21081
"new.row.15074","41100",1995,21685
"new.row.15075","41100",1996,22030
"new.row.15076","41100",1997,22524
"new.row.15077","41100",1998,23716
"new.row.15078","41100",1999,24450
"new.row.15079","41100",2000,24426
"new.row.15080","41100",2001,25708
"new.row.15081","41100",2002,26547
"new.row.15082","41100",2003,27253
"new.row.15083","41100",2004,27999
"new.row.15084","41100",2005,29565
"new.row.15085","41100",2006,31990
"new.row.15086","41100",2007,32020
"new.row.15087","41100",2008,31377
"new.row.15088","41100",2009,31093
"new.row.15089","41100",2010,31339
"new.row.15090","41100",2011,31786
"new.row.15091","41100",2012,31996
"new.row.15092","41620",1969,6727
"new.row.15093","41620",1970,7182
"new.row.15094","41620",1971,7635
"new.row.15095","41620",1972,8137
"new.row.15096","41620",1973,8591
"new.row.15097","41620",1974,9257
"new.row.15098","41620",1975,10069
"new.row.15099","41620",1976,10925
"new.row.15100","41620",1977,11824
"new.row.15101","41620",1978,12807
"new.row.15102","41620",1979,13897
"new.row.15103","41620",1980,15232
"new.row.15104","41620",1981,16814
"new.row.15105","41620",1982,17648
"new.row.15106","41620",1983,18692
"new.row.15107","41620",1984,19559
"new.row.15108","41620",1985,20057
"new.row.15109","41620",1986,20677
"new.row.15110","41620",1987,21072
"new.row.15111","41620",1988,21690
"new.row.15112","41620",1989,22368
"new.row.15113","41620",1990,23402
"new.row.15114","41620",1991,24621
"new.row.15115","41620",1992,26486
"new.row.15116","41620",1993,27198
"new.row.15117","41620",1994,28089
"new.row.15118","41620",1995,29162
"new.row.15119","41620",1996,30121
"new.row.15120","41620",1997,31823
"new.row.15121","41620",1998,33434
"new.row.15122","41620",1999,35802
"new.row.15123","41620",2000,37582
"new.row.15124","41620",2001,39711
"new.row.15125","41620",2002,40199
"new.row.15126","41620",2003,40489
"new.row.15127","41620",2004,42229
"new.row.15128","41620",2005,43696
"new.row.15129","41620",2006,46415
"new.row.15130","41620",2007,47654
"new.row.15131","41620",2008,48515
"new.row.15132","41620",2009,48649
"new.row.15133","41620",2010,50109
"new.row.15134","41620",2011,51283
"new.row.15135","41620",2012,52719
"new.row.15136","15540",1969,6635
"new.row.15137","15540",1970,7108
"new.row.15138","15540",1971,7498
"new.row.15139","15540",1972,8032
"new.row.15140","15540",1973,8452
"new.row.15141","15540",1974,8810
"new.row.15142","15540",1975,9665
"new.row.15143","15540",1976,10436
"new.row.15144","15540",1977,11012
"new.row.15145","15540",1978,12106
"new.row.15146","15540",1979,13184
"new.row.15147","15540",1980,14148
"new.row.15148","15540",1981,15401
"new.row.15149","15540",1982,16320
"new.row.15150","15540",1983,17238
"new.row.15151","15540",1984,18192
"new.row.15152","15540",1985,19148
"new.row.15153","15540",1986,19964
"new.row.15154","15540",1987,21157
"new.row.15155","15540",1988,22307
"new.row.15156","15540",1989,23632
"new.row.15157","15540",1990,24858
"new.row.15158","15540",1991,25830
"new.row.15159","15540",1992,27051
"new.row.15160","15540",1993,27766
"new.row.15161","15540",1994,27846
"new.row.15162","15540",1995,28707
"new.row.15163","15540",1996,30097
"new.row.15164","15540",1997,31126
"new.row.15165","15540",1998,32935
"new.row.15166","15540",1999,34788
"new.row.15167","15540",2000,36618
"new.row.15168","15540",2001,38313
"new.row.15169","15540",2002,39399
"new.row.15170","15540",2003,40854
"new.row.15171","15540",2004,42359
"new.row.15172","15540",2005,43501
"new.row.15173","15540",2006,44770
"new.row.15174","15540",2007,45530
"new.row.15175","15540",2008,46611
"new.row.15176","15540",2009,46820
"new.row.15177","15540",2010,47965
"new.row.15178","15540",2011,49692
"new.row.15179","15540",2012,50757
"new.row.15180","13980",1969,5793
"new.row.15181","13980",1970,5963
"new.row.15182","13980",1971,6257
"new.row.15183","13980",1972,6802
"new.row.15184","13980",1973,7317
"new.row.15185","13980",1974,7720
"new.row.15186","13980",1975,8233
"new.row.15187","13980",1976,8995
"new.row.15188","13980",1977,9764
"new.row.15189","13980",1978,10599
"new.row.15190","13980",1979,11418
"new.row.15191","13980",1980,12169
"new.row.15192","13980",1981,13276
"new.row.15193","13980",1982,14041
"new.row.15194","13980",1983,15220
"new.row.15195","13980",1984,16427
"new.row.15196","13980",1985,17155
"new.row.15197","13980",1986,18061
"new.row.15198","13980",1987,19042
"new.row.15199","13980",1988,20193
"new.row.15200","13980",1989,21044
"new.row.15201","13980",1990,21648
"new.row.15202","13980",1991,21983
"new.row.15203","13980",1992,23246
"new.row.15204","13980",1993,23715
"new.row.15205","13980",1994,24695
"new.row.15206","13980",1995,24661
"new.row.15207","13980",1996,25141
"new.row.15208","13980",1997,26619
"new.row.15209","13980",1998,27983
"new.row.15210","13980",1999,28981
"new.row.15211","13980",2000,29908
"new.row.15212","13980",2001,31362
"new.row.15213","13980",2002,32414
"new.row.15214","13980",2003,33545
"new.row.15215","13980",2004,35071
"new.row.15216","13980",2005,36468
"new.row.15217","13980",2006,37746
"new.row.15218","13980",2007,38670
"new.row.15219","13980",2008,38640
"new.row.15220","13980",2009,39092
"new.row.15221","13980",2010,40165
"new.row.15222","13980",2011,41028
"new.row.15223","13980",2012,42431
"new.row.15224","16820",1969,5622
"new.row.15225","16820",1970,6076
"new.row.15226","16820",1971,6500
"new.row.15227","16820",1972,6843
"new.row.15228","16820",1973,7393
"new.row.15229","16820",1974,7848
"new.row.15230","16820",1975,8474
"new.row.15231","16820",1976,9025
"new.row.15232","16820",1977,9623
"new.row.15233","16820",1978,10597
"new.row.15234","16820",1979,11458
"new.row.15235","16820",1980,12358
"new.row.15236","16820",1981,13358
"new.row.15237","16820",1982,14209
"new.row.15238","16820",1983,15330
"new.row.15239","16820",1984,16445
"new.row.15240","16820",1985,17379
"new.row.15241","16820",1986,18080
"new.row.15242","16820",1987,18677
"new.row.15243","16820",1988,21094
"new.row.15244","16820",1989,21986
"new.row.15245","16820",1990,23062
"new.row.15246","16820",1991,24318
"new.row.15247","16820",1992,25550
"new.row.15248","16820",1993,26382
"new.row.15249","16820",1994,27189
"new.row.15250","16820",1995,27637
"new.row.15251","16820",1996,28573
"new.row.15252","16820",1997,29862
"new.row.15253","16820",1998,31154
"new.row.15254","16820",1999,32163
"new.row.15255","16820",2000,33980
"new.row.15256","16820",2001,35200
"new.row.15257","16820",2002,36560
"new.row.15258","16820",2003,37583
"new.row.15259","16820",2004,39162
"new.row.15260","16820",2005,40942
"new.row.15261","16820",2006,42139
"new.row.15262","16820",2007,43010
"new.row.15263","16820",2008,44244
"new.row.15264","16820",2009,45328
"new.row.15265","16820",2010,47059
"new.row.15266","16820",2011,48720
"new.row.15267","16820",2012,50485
"new.row.15268","25500",1969,5140
"new.row.15269","25500",1970,5460
"new.row.15270","25500",1971,5799
"new.row.15271","25500",1972,6253
"new.row.15272","25500",1973,6864
"new.row.15273","25500",1974,6795
"new.row.15274","25500",1975,7464
"new.row.15275","25500",1976,8084
"new.row.15276","25500",1977,8742
"new.row.15277","25500",1978,9725
"new.row.15278","25500",1979,10474
"new.row.15279","25500",1980,11236
"new.row.15280","25500",1981,12286
"new.row.15281","25500",1982,13033
"new.row.15282","25500",1983,13628
"new.row.15283","25500",1984,15262
"new.row.15284","25500",1985,16145
"new.row.15285","25500",1986,17919
"new.row.15286","25500",1987,18288
"new.row.15287","25500",1988,19717
"new.row.15288","25500",1989,21091
"new.row.15289","25500",1990,21701
"new.row.15290","25500",1991,22553
"new.row.15291","25500",1992,23956
"new.row.15292","25500",1993,24718
"new.row.15293","25500",1994,25419
"new.row.15294","25500",1995,25475
"new.row.15295","25500",1996,25898
"new.row.15296","25500",1997,27029
"new.row.15297","25500",1998,28728
"new.row.15298","25500",1999,29453
"new.row.15299","25500",2000,30786
"new.row.15300","25500",2001,32586
"new.row.15301","25500",2002,32526
"new.row.15302","25500",2003,33894
"new.row.15303","25500",2004,35331
"new.row.15304","25500",2005,37151
"new.row.15305","25500",2006,37893
"new.row.15306","25500",2007,38923
"new.row.15307","25500",2008,39222
"new.row.15308","25500",2009,39792
"new.row.15309","25500",2010,40461
"new.row.15310","25500",2011,40842
"new.row.15311","25500",2012,42297
"new.row.15312","31340",1969,5780
"new.row.15313","31340",1970,6072
"new.row.15314","31340",1971,6479
"new.row.15315","31340",1972,7140
"new.row.15316","31340",1973,7639
"new.row.15317","31340",1974,8251
"new.row.15318","31340",1975,8839
"new.row.15319","31340",1976,9594
"new.row.15320","31340",1977,10418
"new.row.15321","31340",1978,11418
"new.row.15322","31340",1979,12438
"new.row.15323","31340",1980,13467
"new.row.15324","31340",1981,14552
"new.row.15325","31340",1982,15086
"new.row.15326","31340",1983,16235
"new.row.15327","31340",1984,17249
"new.row.15328","31340",1985,17779
"new.row.15329","31340",1986,18694
"new.row.15330","31340",1987,19408
"new.row.15331","31340",1988,20356
"new.row.15332","31340",1989,21132
"new.row.15333","31340",1990,21831
"new.row.15334","31340",1991,22601
"new.row.15335","31340",1992,23770
"new.row.15336","31340",1993,24784
"new.row.15337","31340",1994,25478
"new.row.15338","31340",1995,25719
"new.row.15339","31340",1996,26224
"new.row.15340","31340",1997,27374
"new.row.15341","31340",1998,28908
"new.row.15342","31340",1999,30014
"new.row.15343","31340",2000,31011
"new.row.15344","31340",2001,31694
"new.row.15345","31340",2002,32266
"new.row.15346","31340",2003,33326
"new.row.15347","31340",2004,34741
"new.row.15348","31340",2005,35517
"new.row.15349","31340",2006,36566
"new.row.15350","31340",2007,37244
"new.row.15351","31340",2008,37875
"new.row.15352","31340",2009,38200
"new.row.15353","31340",2010,39155
"new.row.15354","31340",2011,39676
"new.row.15355","31340",2012,40391
"new.row.15356","40060",1969,6508
"new.row.15357","40060",1970,6910
"new.row.15358","40060",1971,7415
"new.row.15359","40060",1972,7974
"new.row.15360","40060",1973,8479
"new.row.15361","40060",1974,9091
"new.row.15362","40060",1975,9933
"new.row.15363","40060",1976,10691
"new.row.15364","40060",1977,11506
"new.row.15365","40060",1978,12526
"new.row.15366","40060",1979,13599
"new.row.15367","40060",1980,14923
"new.row.15368","40060",1981,16481
"new.row.15369","40060",1982,17585
"new.row.15370","40060",1983,18642
"new.row.15371","40060",1984,19880
"new.row.15372","40060",1985,20718
"new.row.15373","40060",1986,21505
"new.row.15374","40060",1987,22701
"new.row.15375","40060",1988,24474
"new.row.15376","40060",1989,25697
"new.row.15377","40060",1990,26525
"new.row.15378","40060",1991,27692
"new.row.15379","40060",1992,29298
"new.row.15380","40060",1993,30168
"new.row.15381","40060",1994,31025
"new.row.15382","40060",1995,31699
"new.row.15383","40060",1996,32719
"new.row.15384","40060",1997,34233
"new.row.15385","40060",1998,35960
"new.row.15386","40060",1999,37425
"new.row.15387","40060",2000,39187
"new.row.15388","40060",2001,41314
"new.row.15389","40060",2002,42644
"new.row.15390","40060",2003,43993
"new.row.15391","40060",2004,46314
"new.row.15392","40060",2005,47999
"new.row.15393","40060",2006,49098
"new.row.15394","40060",2007,50646
"new.row.15395","40060",2008,51536
"new.row.15396","40060",2009,51311
"new.row.15397","40060",2010,52855
"new.row.15398","40060",2011,53705
"new.row.15399","40060",2012,54652
"new.row.15400","40220",1969,6114
"new.row.15401","40220",1970,6491
"new.row.15402","40220",1971,6937
"new.row.15403","40220",1972,7424
"new.row.15404","40220",1973,7899
"new.row.15405","40220",1974,8439
"new.row.15406","40220",1975,9117
"new.row.15407","40220",1976,9934
"new.row.15408","40220",1977,10590
"new.row.15409","40220",1978,11535
"new.row.15410","40220",1979,12528
"new.row.15411","40220",1980,13586
"new.row.15412","40220",1981,14836
"new.row.15413","40220",1982,15417
"new.row.15414","40220",1983,16669
"new.row.15415","40220",1984,17974
"new.row.15416","40220",1985,18781
"new.row.15417","40220",1986,19571
"new.row.15418","40220",1987,20558
"new.row.15419","40220",1988,21598
"new.row.15420","40220",1989,22465
"new.row.15421","40220",1990,23552
"new.row.15422","40220",1991,24505
"new.row.15423","40220",1992,25923
"new.row.15424","40220",1993,26931
"new.row.15425","40220",1994,27320
"new.row.15426","40220",1995,27900
"new.row.15427","40220",1996,28426
"new.row.15428","40220",1997,29574
"new.row.15429","40220",1998,30738
"new.row.15430","40220",1999,32042
"new.row.15431","40220",2000,32735
"new.row.15432","40220",2001,34575
"new.row.15433","40220",2002,35855
"new.row.15434","40220",2003,37179
"new.row.15435","40220",2004,39123
"new.row.15436","40220",2005,39436
"new.row.15437","40220",2006,40113
"new.row.15438","40220",2007,41176
"new.row.15439","40220",2008,42989
"new.row.15440","40220",2009,43950
"new.row.15441","40220",2010,44259
"new.row.15442","40220",2011,45024
"new.row.15443","40220",2012,46031
"new.row.15444","44420",1969,6152
"new.row.15445","44420",1970,6473
"new.row.15446","44420",1971,6830
"new.row.15447","44420",1972,7314
"new.row.15448","44420",1973,7980
"new.row.15449","44420",1974,8420
"new.row.15450","44420",1975,9153
"new.row.15451","44420",1976,9902
"new.row.15452","44420",1977,10564
"new.row.15453","44420",1978,11422
"new.row.15454","44420",1979,12380
"new.row.15455","44420",1980,13606
"new.row.15456","44420",1981,14584
"new.row.15457","44420",1982,15115
"new.row.15458","44420",1983,16249
"new.row.15459","44420",1984,17552
"new.row.15460","44420",1985,18048
"new.row.15461","44420",1986,18877
"new.row.15462","44420",1987,19510
"new.row.15463","44420",1988,20877
"new.row.15464","44420",1989,22017
"new.row.15465","44420",1990,22604
"new.row.15466","44420",1991,23269
"new.row.15467","44420",1992,24691
"new.row.15468","44420",1993,25357
"new.row.15469","44420",1994,26368
"new.row.15470","44420",1995,26578
"new.row.15471","44420",1996,27185
"new.row.15472","44420",1997,28049
"new.row.15473","44420",1998,29324
"new.row.15474","44420",1999,29246
"new.row.15475","44420",2000,30343
"new.row.15476","44420",2001,31818
"new.row.15477","44420",2002,32386
"new.row.15478","44420",2003,33968
"new.row.15479","44420",2004,35498
"new.row.15480","44420",2005,36567
"new.row.15481","44420",2006,36900
"new.row.15482","44420",2007,36919
"new.row.15483","44420",2008,38499
"new.row.15484","44420",2009,37981
"new.row.15485","44420",2010,38638
"new.row.15486","44420",2011,39268
"new.row.15487","44420",2012,40805
"new.row.15488","49020",1969,5053
"new.row.15489","49020",1970,5352
"new.row.15490","49020",1971,5737
"new.row.15491","49020",1972,6227
"new.row.15492","49020",1973,6958
"new.row.15493","49020",1974,7673
"new.row.15494","49020",1975,8240
"new.row.15495","49020",1976,9018
"new.row.15496","49020",1977,9823
"new.row.15497","49020",1978,10932
"new.row.15498","49020",1979,11830
"new.row.15499","49020",1980,12544
"new.row.15500","49020",1981,13661
"new.row.15501","49020",1982,14499
"new.row.15502","49020",1983,15322
"new.row.15503","49020",1984,16656
"new.row.15504","49020",1985,17390
"new.row.15505","49020",1986,18749
"new.row.15506","49020",1987,19482
"new.row.15507","49020",1988,20665
"new.row.15508","49020",1989,21205
"new.row.15509","49020",1990,21424
"new.row.15510","49020",1991,22097
"new.row.15511","49020",1992,23208
"new.row.15512","49020",1993,24242
"new.row.15513","49020",1994,25270
"new.row.15514","49020",1995,25792
"new.row.15515","49020",1996,26660
"new.row.15516","49020",1997,27379
"new.row.15517","49020",1998,28525
"new.row.15518","49020",1999,30027
"new.row.15519","49020",2000,31346
"new.row.15520","49020",2001,31800
"new.row.15521","49020",2002,33059
"new.row.15522","49020",2003,34320
"new.row.15523","49020",2004,35538
"new.row.15524","49020",2005,37065
"new.row.15525","49020",2006,37999
"new.row.15526","49020",2007,38659
"new.row.15527","49020",2008,39722
"new.row.15528","49020",2009,40722
"new.row.15529","49020",2010,42265
"new.row.15530","49020",2011,42888
"new.row.15531","49020",2012,43947
"new.row.15532","13380",1969,6784
"new.row.15533","13380",1970,7321
"new.row.15534","13380",1971,7976
"new.row.15535","13380",1972,8413
"new.row.15536","13380",1973,9028
"new.row.15537","13380",1974,9710
"new.row.15538","13380",1975,10372
"new.row.15539","13380",1976,11247
"new.row.15540","13380",1977,11984
"new.row.15541","13380",1978,13027
"new.row.15542","13380",1979,14209
"new.row.15543","13380",1980,14945
"new.row.15544","13380",1981,15619
"new.row.15545","13380",1982,16128
"new.row.15546","13380",1983,16770
"new.row.15547","13380",1984,17347
"new.row.15548","13380",1985,18102
"new.row.15549","13380",1986,19061
"new.row.15550","13380",1987,19580
"new.row.15551","13380",1988,19817
"new.row.15552","13380",1989,20968
"new.row.15553","13380",1990,22861
"new.row.15554","13380",1991,23786
"new.row.15555","13380",1992,24761
"new.row.15556","13380",1993,25055
"new.row.15557","13380",1994,25415
"new.row.15558","13380",1995,26144
"new.row.15559","13380",1996,27182
"new.row.15560","13380",1997,27731
"new.row.15561","13380",1998,29395
"new.row.15562","13380",1999,30141
"new.row.15563","13380",2000,30527
"new.row.15564","13380",2001,32591
"new.row.15565","13380",2002,33513
"new.row.15566","13380",2003,35364
"new.row.15567","13380",2004,36550
"new.row.15568","13380",2005,37725
"new.row.15569","13380",2006,38820
"new.row.15570","13380",2007,39777
"new.row.15571","13380",2008,40663
"new.row.15572","13380",2009,41817
"new.row.15573","13380",2010,43534
"new.row.15574","13380",2011,44844
"new.row.15575","13380",2012,45708
"new.row.15576","14740",1969,8054
"new.row.15577","14740",1970,8716
"new.row.15578","14740",1971,9618
"new.row.15579","14740",1972,10389
"new.row.15580","14740",1973,10910
"new.row.15581","14740",1974,11924
"new.row.15582","14740",1975,13079
"new.row.15583","14740",1976,13948
"new.row.15584","14740",1977,14846
"new.row.15585","14740",1978,15752
"new.row.15586","14740",1979,16901
"new.row.15587","14740",1980,17498
"new.row.15588","14740",1981,18557
"new.row.15589","14740",1982,20163
"new.row.15590","14740",1983,21714
"new.row.15591","14740",1984,21862
"new.row.15592","14740",1985,21919
"new.row.15593","14740",1986,21936
"new.row.15594","14740",1987,22191
"new.row.15595","14740",1988,23095
"new.row.15596","14740",1989,23857
"new.row.15597","14740",1990,25355
"new.row.15598","14740",1991,26923
"new.row.15599","14740",1992,28603
"new.row.15600","14740",1993,29264
"new.row.15601","14740",1994,29206
"new.row.15602","14740",1995,29800
"new.row.15603","14740",1996,29641
"new.row.15604","14740",1997,31260
"new.row.15605","14740",1998,32215
"new.row.15606","14740",1999,33621
"new.row.15607","14740",2000,35161
"new.row.15608","14740",2001,36769
"new.row.15609","14740",2002,39740
"new.row.15610","14740",2003,41237
"new.row.15611","14740",2004,42594
"new.row.15612","14740",2005,43931
"new.row.15613","14740",2006,45392
"new.row.15614","14740",2007,46214
"new.row.15615","14740",2008,47556
"new.row.15616","14740",2009,48887
"new.row.15617","14740",2010,51279
"new.row.15618","14740",2011,52448
"new.row.15619","14740",2012,52952
"new.row.15620","28420",1969,7677
"new.row.15621","28420",1970,7922
"new.row.15622","28420",1971,8331
"new.row.15623","28420",1972,9125
"new.row.15624","28420",1973,10055
"new.row.15625","28420",1974,11377
"new.row.15626","28420",1975,12551
"new.row.15627","28420",1976,12985
"new.row.15628","28420",1977,14375
"new.row.15629","28420",1978,16269
"new.row.15630","28420",1979,17323
"new.row.15631","28420",1980,18702
"new.row.15632","28420",1981,21384
"new.row.15633","28420",1982,22560
"new.row.15634","28420",1983,23093
"new.row.15635","28420",1984,23018
"new.row.15636","28420",1985,22929
"new.row.15637","28420",1986,23727
"new.row.15638","28420",1987,23447
"new.row.15639","28420",1988,23912
"new.row.15640","28420",1989,24291
"new.row.15641","28420",1990,25638
"new.row.15642","28420",1991,26810
"new.row.15643","28420",1992,29276
"new.row.15644","28420",1993,31301
"new.row.15645","28420",1994,31983
"new.row.15646","28420",1995,32585
"new.row.15647","28420",1996,33026
"new.row.15648","28420",1997,32963
"new.row.15649","28420",1998,35024
"new.row.15650","28420",1999,35834
"new.row.15651","28420",2000,37660
"new.row.15652","28420",2001,39225
"new.row.15653","28420",2002,41879
"new.row.15654","28420",2003,43712
"new.row.15655","28420",2004,45604
"new.row.15656","28420",2005,46565
"new.row.15657","28420",2006,47015
"new.row.15658","28420",2007,48750
"new.row.15659","28420",2008,50475
"new.row.15660","28420",2009,51915
"new.row.15661","28420",2010,54470
"new.row.15662","28420",2011,56592
"new.row.15663","28420",2012,54283
"new.row.15664","31020",1969,7929
"new.row.15665","31020",1970,8364
"new.row.15666","31020",1971,8708
"new.row.15667","31020",1972,9524
"new.row.15668","31020",1973,10266
"new.row.15669","31020",1974,11345
"new.row.15670","31020",1975,12539
"new.row.15671","31020",1976,14259
"new.row.15672","31020",1977,15090
"new.row.15673","31020",1978,16379
"new.row.15674","31020",1979,17780
"new.row.15675","31020",1980,19186
"new.row.15676","31020",1981,20514
"new.row.15677","31020",1982,20943
"new.row.15678","31020",1983,22143
"new.row.15679","31020",1984,22571
"new.row.15680","31020",1985,22757
"new.row.15681","31020",1986,23262
"new.row.15682","31020",1987,23313
"new.row.15683","31020",1988,24390
"new.row.15684","31020",1989,25294
"new.row.15685","31020",1990,26451
"new.row.15686","31020",1991,28040
"new.row.15687","31020",1992,28907
"new.row.15688","31020",1993,29672
"new.row.15689","31020",1994,30304
"new.row.15690","31020",1995,30583
"new.row.15691","31020",1996,30809
"new.row.15692","31020",1997,31257
"new.row.15693","31020",1998,32652
"new.row.15694","31020",1999,33520
"new.row.15695","31020",2000,34213
"new.row.15696","31020",2001,37309
"new.row.15697","31020",2002,38615
"new.row.15698","31020",2003,38985
"new.row.15699","31020",2004,40166
"new.row.15700","31020",2005,40981
"new.row.15701","31020",2006,42080
"new.row.15702","31020",2007,43587
"new.row.15703","31020",2008,44678
"new.row.15704","31020",2009,44556
"new.row.15705","31020",2010,47076
"new.row.15706","31020",2011,47808
"new.row.15707","31020",2012,49511
"new.row.15708","34580",1969,7118
"new.row.15709","34580",1970,7203
"new.row.15710","34580",1971,7771
"new.row.15711","34580",1972,8250
"new.row.15712","34580",1973,9180
"new.row.15713","34580",1974,9726
"new.row.15714","34580",1975,10509
"new.row.15715","34580",1976,11681
"new.row.15716","34580",1977,12091
"new.row.15717","34580",1978,12989
"new.row.15718","34580",1979,14356
"new.row.15719","34580",1980,15172
"new.row.15720","34580",1981,15760
"new.row.15721","34580",1982,16296
"new.row.15722","34580",1983,17323
"new.row.15723","34580",1984,17626
"new.row.15724","34580",1985,18209
"new.row.15725","34580",1986,19095
"new.row.15726","34580",1987,18749
"new.row.15727","34580",1988,19666
"new.row.15728","34580",1989,21169
"new.row.15729","34580",1990,22223
"new.row.15730","34580",1991,23572
"new.row.15731","34580",1992,25142
"new.row.15732","34580",1993,25937
"new.row.15733","34580",1994,26196
"new.row.15734","34580",1995,26984
"new.row.15735","34580",1996,26901
"new.row.15736","34580",1997,28095
"new.row.15737","34580",1998,30308
"new.row.15738","34580",1999,32310
"new.row.15739","34580",2000,33252
"new.row.15740","34580",2001,34932
"new.row.15741","34580",2002,36243
"new.row.15742","34580",2003,37481
"new.row.15743","34580",2004,38116
"new.row.15744","34580",2005,39574
"new.row.15745","34580",2006,40865
"new.row.15746","34580",2007,41354
"new.row.15747","34580",2008,41394
"new.row.15748","34580",2009,41098
"new.row.15749","34580",2010,42039
"new.row.15750","34580",2011,42576
"new.row.15751","34580",2012,43376
"new.row.15752","36500",1969,7084
"new.row.15753","36500",1970,7621
"new.row.15754","36500",1971,8066
"new.row.15755","36500",1972,8494
"new.row.15756","36500",1973,9329
"new.row.15757","36500",1974,10040
"new.row.15758","36500",1975,10798
"new.row.15759","36500",1976,11707
"new.row.15760","36500",1977,12642
"new.row.15761","36500",1978,13991
"new.row.15762","36500",1979,14627
"new.row.15763","36500",1980,15528
"new.row.15764","36500",1981,16594
"new.row.15765","36500",1982,16850
"new.row.15766","36500",1983,17448
"new.row.15767","36500",1984,18664
"new.row.15768","36500",1985,19572
"new.row.15769","36500",1986,20126
"new.row.15770","36500",1987,20435
"new.row.15771","36500",1988,21122
"new.row.15772","36500",1989,22281
"new.row.15773","36500",1990,23654
"new.row.15774","36500",1991,25588
"new.row.15775","36500",1992,27497
"new.row.15776","36500",1993,28905
"new.row.15777","36500",1994,28769
"new.row.15778","36500",1995,29607
"new.row.15779","36500",1996,29839
"new.row.15780","36500",1997,30927
"new.row.15781","36500",1998,32720
"new.row.15782","36500",1999,34490
"new.row.15783","36500",2000,36607
"new.row.15784","36500",2001,37884
"new.row.15785","36500",2002,38653
"new.row.15786","36500",2003,39748
"new.row.15787","36500",2004,41193
"new.row.15788","36500",2005,42811
"new.row.15789","36500",2006,44104
"new.row.15790","36500",2007,45449
"new.row.15791","36500",2008,46161
"new.row.15792","36500",2009,46895
"new.row.15793","36500",2010,48325
"new.row.15794","36500",2011,48808
"new.row.15795","36500",2012,49075
"new.row.15796","42660",1969,8152
"new.row.15797","42660",1970,8558
"new.row.15798","42660",1971,8976
"new.row.15799","42660",1972,9513
"new.row.15800","42660",1973,10157
"new.row.15801","42660",1974,10929
"new.row.15802","42660",1975,11984
"new.row.15803","42660",1976,12945
"new.row.15804","42660",1977,13946
"new.row.15805","42660",1978,15366
"new.row.15806","42660",1979,16836
"new.row.15807","42660",1980,18236
"new.row.15808","42660",1981,19912
"new.row.15809","42660",1982,20956
"new.row.15810","42660",1983,21449
"new.row.15811","42660",1984,22121
"new.row.15812","42660",1985,23061
"new.row.15813","42660",1986,24161
"new.row.15814","42660",1987,24709
"new.row.15815","42660",1988,25871
"new.row.15816","42660",1989,27045
"new.row.15817","42660",1990,28856
"new.row.15818","42660",1991,30660
"new.row.15819","42660",1992,33349
"new.row.15820","42660",1993,34061
"new.row.15821","42660",1994,34569
"new.row.15822","42660",1995,35820
"new.row.15823","42660",1996,37523
"new.row.15824","42660",1997,39807
"new.row.15825","42660",1998,43699
"new.row.15826","42660",1999,47437
"new.row.15827","42660",2000,49208
"new.row.15828","42660",2001,49973
"new.row.15829","42660",2002,51260
"new.row.15830","42660",2003,52406
"new.row.15831","42660",2004,53882
"new.row.15832","42660",2005,55075
"new.row.15833","42660",2006,57446
"new.row.15834","42660",2007,59096
"new.row.15835","42660",2008,60380
"new.row.15836","42660",2009,60561
"new.row.15837","42660",2010,63107
"new.row.15838","42660",2011,65392
"new.row.15839","42660",2012,67637
"new.row.15840","44060",1969,6859
"new.row.15841","44060",1970,7201
"new.row.15842","44060",1971,7726
"new.row.15843","44060",1972,8306
"new.row.15844","44060",1973,8902
"new.row.15845","44060",1974,9729
