"","msa.fips","year","per.capita.personal.income"
"new.row.13172","49620",1985,15100
"new.row.13173","49620",1986,15916
"new.row.13174","49620",1987,16802
"new.row.13175","49620",1988,18013
"new.row.13176","49620",1989,19260
"new.row.13177","49620",1990,19901
"new.row.13178","49620",1991,20491
"new.row.13179","49620",1992,21508
"new.row.13180","49620",1993,22421
"new.row.13181","49620",1994,22562
"new.row.13182","49620",1995,23501
"new.row.13183","49620",1996,24519
"new.row.13184","49620",1997,25628
"new.row.13185","49620",1998,26794
"new.row.13186","49620",1999,27637
"new.row.13187","49620",2000,29508
"new.row.13188","49620",2001,29630
"new.row.13189","49620",2002,29523
"new.row.13190","49620",2003,30516
"new.row.13191","49620",2004,32234
"new.row.13192","49620",2005,33563
"new.row.13193","49620",2006,34493
"new.row.13194","49620",2007,36201
"new.row.13195","49620",2008,37168
"new.row.13196","49620",2009,37027
"new.row.13197","49620",2010,37307
"new.row.13198","49620",2011,39329
"new.row.13199","49620",2012,40124
"new.row.13200","16700",1969,3373
"new.row.13201","16700",1970,3793
"new.row.13202","16700",1971,4002
"new.row.13203","16700",1972,4275
"new.row.13204","16700",1973,4617
"new.row.13205","16700",1974,5170
"new.row.13206","16700",1975,5674
"new.row.13207","16700",1976,6083
"new.row.13208","16700",1977,6479
"new.row.13209","16700",1978,7174
"new.row.13210","16700",1979,7892
"new.row.13211","16700",1980,8735
"new.row.13212","16700",1981,9652
"new.row.13213","16700",1982,10253
"new.row.13214","16700",1983,10876
"new.row.13215","16700",1984,11855
"new.row.13216","16700",1985,12585
"new.row.13217","16700",1986,13160
"new.row.13218","16700",1987,13785
"new.row.13219","16700",1988,14787
"new.row.13220","16700",1989,15729
"new.row.13221","16700",1990,16901
"new.row.13222","16700",1991,17099
"new.row.13223","16700",1992,17750
"new.row.13224","16700",1993,18360
"new.row.13225","16700",1994,18874
"new.row.13226","16700",1995,19509
"new.row.13227","16700",1996,20611
"new.row.13228","16700",1997,21600
"new.row.13229","16700",1998,23210
"new.row.13230","16700",1999,24440
"new.row.13231","16700",2000,26320
"new.row.13232","16700",2001,27039
"new.row.13233","16700",2002,27934
"new.row.13234","16700",2003,28861
"new.row.13235","16700",2004,30290
"new.row.13236","16700",2005,32396
"new.row.13237","16700",2006,34320
"new.row.13238","16700",2007,36009
"new.row.13239","16700",2008,37133
"new.row.13240","16700",2009,36863
"new.row.13241","16700",2010,37220
"new.row.13242","16700",2011,38818
"new.row.13243","16700",2012,39444
"new.row.13244","17900",1969,3315
"new.row.13245","17900",1970,3586
"new.row.13246","17900",1971,3830
"new.row.13247","17900",1972,4249
"new.row.13248","17900",1973,4687
"new.row.13249","17900",1974,5169
"new.row.13250","17900",1975,5623
"new.row.13251","17900",1976,6088
"new.row.13252","17900",1977,6497
"new.row.13253","17900",1978,7157
"new.row.13254","17900",1979,7900
"new.row.13255","17900",1980,8651
"new.row.13256","17900",1981,9563
"new.row.13257","17900",1982,10194
"new.row.13258","17900",1983,11037
"new.row.13259","17900",1984,12114
"new.row.13260","17900",1985,13012
"new.row.13261","17900",1986,13818
"new.row.13262","17900",1987,14660
"new.row.13263","17900",1988,15707
"new.row.13264","17900",1989,16826
"new.row.13265","17900",1990,17633
"new.row.13266","17900",1991,18096
"new.row.13267","17900",1992,18880
"new.row.13268","17900",1993,19451
"new.row.13269","17900",1994,20422
"new.row.13270","17900",1995,21431
"new.row.13271","17900",1996,22648
"new.row.13272","17900",1997,23613
"new.row.13273","17900",1998,25280
"new.row.13274","17900",1999,26195
"new.row.13275","17900",2000,27764
"new.row.13276","17900",2001,28202
"new.row.13277","17900",2002,28696
"new.row.13278","17900",2003,29396
"new.row.13279","17900",2004,30545
"new.row.13280","17900",2005,31907
"new.row.13281","17900",2006,33903
"new.row.13282","17900",2007,35008
"new.row.13283","17900",2008,35648
"new.row.13284","17900",2009,34795
"new.row.13285","17900",2010,34811
"new.row.13286","17900",2011,36163
"new.row.13287","17900",2012,37294
"new.row.13288","22500",1969,2597
"new.row.13289","22500",1970,2833
"new.row.13290","22500",1971,3052
"new.row.13291","22500",1972,3404
"new.row.13292","22500",1973,3786
"new.row.13293","22500",1974,4269
"new.row.13294","22500",1975,4429
"new.row.13295","22500",1976,4863
"new.row.13296","22500",1977,5210
"new.row.13297","22500",1978,5856
"new.row.13298","22500",1979,6372
"new.row.13299","22500",1980,7025
"new.row.13300","22500",1981,7995
"new.row.13301","22500",1982,8336
"new.row.13302","22500",1983,8915
"new.row.13303","22500",1984,9875
"new.row.13304","22500",1985,10394
"new.row.13305","22500",1986,10946
"new.row.13306","22500",1987,11757
"new.row.13307","22500",1988,12826
"new.row.13308","22500",1989,14034
"new.row.13309","22500",1990,14924
"new.row.13310","22500",1991,15640
"new.row.13311","22500",1992,16503
"new.row.13312","22500",1993,17190
"new.row.13313","22500",1994,18002
"new.row.13314","22500",1995,18651
"new.row.13315","22500",1996,19836
"new.row.13316","22500",1997,20576
"new.row.13317","22500",1998,21727
"new.row.13318","22500",1999,22447
"new.row.13319","22500",2000,23924
"new.row.13320","22500",2001,24800
"new.row.13321","22500",2002,25294
"new.row.13322","22500",2003,25978
"new.row.13323","22500",2004,27186
"new.row.13324","22500",2005,28138
"new.row.13325","22500",2006,30108
"new.row.13326","22500",2007,31261
"new.row.13327","22500",2008,32145
"new.row.13328","22500",2009,31413
"new.row.13329","22500",2010,31833
"new.row.13330","22500",2011,33491
"new.row.13331","22500",2012,34445
"new.row.13332","24860",1969,3121
"new.row.13333","24860",1970,3321
"new.row.13334","24860",1971,3551
"new.row.13335","24860",1972,3911
"new.row.13336","24860",1973,4378
"new.row.13337","24860",1974,4799
"new.row.13338","24860",1975,5039
"new.row.13339","24860",1976,5665
"new.row.13340","24860",1977,6114
"new.row.13341","24860",1978,6770
"new.row.13342","24860",1979,7503
"new.row.13343","24860",1980,8301
"new.row.13344","24860",1981,9107
"new.row.13345","24860",1982,9545
"new.row.13346","24860",1983,10310
"new.row.13347","24860",1984,11317
"new.row.13348","24860",1985,12051
"new.row.13349","24860",1986,12827
"new.row.13350","24860",1987,13699
"new.row.13351","24860",1988,14879
"new.row.13352","24860",1989,15851
"new.row.13353","24860",1990,16847
"new.row.13354","24860",1991,17158
"new.row.13355","24860",1992,18037
"new.row.13356","24860",1993,18902
"new.row.13357","24860",1994,19937
"new.row.13358","24860",1995,21160
"new.row.13359","24860",1996,22109
"new.row.13360","24860",1997,23024
"new.row.13361","24860",1998,24437
"new.row.13362","24860",1999,25136
"new.row.13363","24860",2000,26667
"new.row.13364","24860",2001,27293
"new.row.13365","24860",2002,27294
"new.row.13366","24860",2003,27680
"new.row.13367","24860",2004,28706
"new.row.13368","24860",2005,29915
"new.row.13369","24860",2006,31760
"new.row.13370","24860",2007,33308
"new.row.13371","24860",2008,34055
"new.row.13372","24860",2009,32688
"new.row.13373","24860",2010,33365
"new.row.13374","24860",2011,34879
"new.row.13375","24860",2012,35696
"new.row.13376","25940",1969,3678
"new.row.13377","25940",1970,4221
"new.row.13378","25940",1971,4175
"new.row.13379","25940",1972,4739
"new.row.13380","25940",1973,5313
"new.row.13381","25940",1974,5924
"new.row.13382","25940",1975,5786
"new.row.13383","25940",1976,6557
"new.row.13384","25940",1977,7258
"new.row.13385","25940",1978,7881
"new.row.13386","25940",1979,8742
"new.row.13387","25940",1980,9855
"new.row.13388","25940",1981,11508
"new.row.13389","25940",1982,11816
"new.row.13390","25940",1983,12216
"new.row.13391","25940",1984,13640
"new.row.13392","25940",1985,14696
"new.row.13393","25940",1986,15663
"new.row.13394","25940",1987,16207
"new.row.13395","25940",1988,17024
"new.row.13396","25940",1989,18322
"new.row.13397","25940",1990,19735
"new.row.13398","25940",1991,19905
"new.row.13399","25940",1992,21264
"new.row.13400","25940",1993,21858
"new.row.13401","25940",1994,23146
"new.row.13402","25940",1995,23903
"new.row.13403","25940",1996,25269
"new.row.13404","25940",1997,26848
"new.row.13405","25940",1998,28736
"new.row.13406","25940",1999,30300
"new.row.13407","25940",2000,31475
"new.row.13408","25940",2001,32414
"new.row.13409","25940",2002,32977
"new.row.13410","25940",2003,34223
"new.row.13411","25940",2004,36407
"new.row.13412","25940",2005,38133
"new.row.13413","25940",2006,41107
"new.row.13414","25940",2007,42077
"new.row.13415","25940",2008,41572
"new.row.13416","25940",2009,39904
"new.row.13417","25940",2010,37933
"new.row.13418","25940",2011,39953
"new.row.13419","25940",2012,40853
"new.row.13420","43900",1969,2942
"new.row.13421","43900",1970,3173
"new.row.13422","43900",1971,3411
"new.row.13423","43900",1972,3686
"new.row.13424","43900",1973,4142
"new.row.13425","43900",1974,4527
"new.row.13426","43900",1975,4886
"new.row.13427","43900",1976,5523
"new.row.13428","43900",1977,5837
"new.row.13429","43900",1978,6528
"new.row.13430","43900",1979,7219
"new.row.13431","43900",1980,7999
"new.row.13432","43900",1981,8804
"new.row.13433","43900",1982,9137
"new.row.13434","43900",1983,9860
"new.row.13435","43900",1984,10852
"new.row.13436","43900",1985,11420
"new.row.13437","43900",1986,12090
"new.row.13438","43900",1987,12924
"new.row.13439","43900",1988,13976
"new.row.13440","43900",1989,14829
"new.row.13441","43900",1990,15706
"new.row.13442","43900",1991,16123
"new.row.13443","43900",1992,16918
"new.row.13444","43900",1993,17910
"new.row.13445","43900",1994,18704
"new.row.13446","43900",1995,19582
"new.row.13447","43900",1996,20396
"new.row.13448","43900",1997,21221
"new.row.13449","43900",1998,22017
"new.row.13450","43900",1999,23097
"new.row.13451","43900",2000,24422
"new.row.13452","43900",2001,25026
"new.row.13453","43900",2002,25615
"new.row.13454","43900",2003,25751
"new.row.13455","43900",2004,26758
"new.row.13456","43900",2005,27786
"new.row.13457","43900",2006,29122
"new.row.13458","43900",2007,30225
"new.row.13459","43900",2008,31564
"new.row.13460","43900",2009,30519
"new.row.13461","43900",2010,30803
"new.row.13462","43900",2011,32025
"new.row.13463","43900",2012,32784
"new.row.13464","44940",1969,2632
"new.row.13465","44940",1970,2963
"new.row.13466","44940",1971,3137
"new.row.13467","44940",1972,3421
"new.row.13468","44940",1973,3762
"new.row.13469","44940",1974,4172
"new.row.13470","44940",1975,4472
"new.row.13471","44940",1976,4901
"new.row.13472","44940",1977,5238
"new.row.13473","44940",1978,5899
"new.row.13474","44940",1979,6418
"new.row.13475","44940",1980,6954
"new.row.13476","44940",1981,7545
"new.row.13477","44940",1982,8062
"new.row.13478","44940",1983,8642
"new.row.13479","44940",1984,9553
"new.row.13480","44940",1985,10061
"new.row.13481","44940",1986,10418
"new.row.13482","44940",1987,11005
"new.row.13483","44940",1988,11763
"new.row.13484","44940",1989,12536
"new.row.13485","44940",1990,13906
"new.row.13486","44940",1991,14156
"new.row.13487","44940",1992,15011
"new.row.13488","44940",1993,15337
"new.row.13489","44940",1994,16226
"new.row.13490","44940",1995,16870
"new.row.13491","44940",1996,17689
"new.row.13492","44940",1997,18643
"new.row.13493","44940",1998,19460
"new.row.13494","44940",1999,20450
"new.row.13495","44940",2000,21477
"new.row.13496","44940",2001,21936
"new.row.13497","44940",2002,22956
"new.row.13498","44940",2003,23965
"new.row.13499","44940",2004,25204
"new.row.13500","44940",2005,26123
"new.row.13501","44940",2006,27640
"new.row.13502","44940",2007,28959
"new.row.13503","44940",2008,30029
"new.row.13504","44940",2009,29713
"new.row.13505","44940",2010,29845
"new.row.13506","44940",2011,31725
"new.row.13507","44940",2012,32973
"new.row.13508","39660",1969,3439
"new.row.13509","39660",1970,3941
"new.row.13510","39660",1971,4285
"new.row.13511","39660",1972,4726
"new.row.13512","39660",1973,5401
"new.row.13513","39660",1974,5669
"new.row.13514","39660",1975,6315
"new.row.13515","39660",1976,6630
"new.row.13516","39660",1977,7116
"new.row.13517","39660",1978,8066
"new.row.13518","39660",1979,8864
"new.row.13519","39660",1980,9669
"new.row.13520","39660",1981,10553
"new.row.13521","39660",1982,11256
"new.row.13522","39660",1983,11883
"new.row.13523","39660",1984,12726
"new.row.13524","39660",1985,12973
"new.row.13525","39660",1986,13553
"new.row.13526","39660",1987,14051
"new.row.13527","39660",1988,14694
"new.row.13528","39660",1989,15868
"new.row.13529","39660",1990,16966
"new.row.13530","39660",1991,17540
"new.row.13531","39660",1992,18592
"new.row.13532","39660",1993,19286
"new.row.13533","39660",1994,19879
"new.row.13534","39660",1995,20855
"new.row.13535","39660",1996,21509
"new.row.13536","39660",1997,22450
"new.row.13537","39660",1998,24238
"new.row.13538","39660",1999,25624
"new.row.13539","39660",2000,26884
"new.row.13540","39660",2001,28242
"new.row.13541","39660",2002,29459
"new.row.13542","39660",2003,31161
"new.row.13543","39660",2004,32592
"new.row.13544","39660",2005,33603
"new.row.13545","39660",2006,34881
"new.row.13546","39660",2007,36856
"new.row.13547","39660",2008,38148
"new.row.13548","39660",2009,37467
"new.row.13549","39660",2010,39541
"new.row.13550","39660",2011,41675
"new.row.13551","39660",2012,42669
"new.row.13552","43620",1969,3526
"new.row.13553","43620",1970,3752
"new.row.13554","43620",1971,4079
"new.row.13555","43620",1972,4584
"new.row.13556","43620",1973,5456
"new.row.13557","43620",1974,5867
"new.row.13558","43620",1975,6516
"new.row.13559","43620",1976,6747
"new.row.13560","43620",1977,7588
"new.row.13561","43620",1978,8844
"new.row.13562","43620",1979,9598
"new.row.13563","43620",1980,9785
"new.row.13564","43620",1981,11316
"new.row.13565","43620",1982,11701
"new.row.13566","43620",1983,12255
"new.row.13567","43620",1984,13292
"new.row.13568","43620",1985,13938
"new.row.13569","43620",1986,14605
"new.row.13570","43620",1987,15380
"new.row.13571","43620",1988,16348
"new.row.13572","43620",1989,17526
"new.row.13573","43620",1990,19090
"new.row.13574","43620",1991,19853
"new.row.13575","43620",1992,21012
"new.row.13576","43620",1993,21436
"new.row.13577","43620",1994,23187
"new.row.13578","43620",1995,23727
"new.row.13579","43620",1996,25576
"new.row.13580","43620",1997,26222
"new.row.13581","43620",1998,28157
"new.row.13582","43620",1999,29602
"new.row.13583","43620",2000,31234
"new.row.13584","43620",2001,32727
"new.row.13585","43620",2002,33975
"new.row.13586","43620",2003,35124
"new.row.13587","43620",2004,36527
"new.row.13588","43620",2005,37816
"new.row.13589","43620",2006,39180
"new.row.13590","43620",2007,40934
"new.row.13591","43620",2008,42986
"new.row.13592","43620",2009,42124
"new.row.13593","43620",2010,43643
"new.row.13594","43620",2011,46329
"new.row.13595","43620",2012,47057
"new.row.13596","17420",1969,2896
"new.row.13597","17420",1970,3100
"new.row.13598","17420",1971,3351
"new.row.13599","17420",1972,3717
"new.row.13600","17420",1973,4149
"new.row.13601","17420",1974,4270
"new.row.13602","17420",1975,4539
"new.row.13603","17420",1976,5036
"new.row.13604","17420",1977,5329
"new.row.13605","17420",1978,5951
"new.row.13606","17420",1979,6569
"new.row.13607","17420",1980,7361
"new.row.13608","17420",1981,8261
"new.row.13609","17420",1982,8802
"new.row.13610","17420",1983,9665
"new.row.13611","17420",1984,10568
"new.row.13612","17420",1985,11212
"new.row.13613","17420",1986,11929
"new.row.13614","17420",1987,12888
"new.row.13615","17420",1988,13699
"new.row.13616","17420",1989,14950
"new.row.13617","17420",1990,15528
"new.row.13618","17420",1991,16113
"new.row.13619","17420",1992,17537
"new.row.13620","17420",1993,17873
"new.row.13621","17420",1994,18830
"new.row.13622","17420",1995,19400
"new.row.13623","17420",1996,20491
"new.row.13624","17420",1997,21438
"new.row.13625","17420",1998,22874
"new.row.13626","17420",1999,23338
"new.row.13627","17420",2000,23543
"new.row.13628","17420",2001,24600
"new.row.13629","17420",2002,24679
"new.row.13630","17420",2003,25695
"new.row.13631","17420",2004,26923
"new.row.13632","17420",2005,27237
"new.row.13633","17420",2006,27723
"new.row.13634","17420",2007,28653
"new.row.13635","17420",2008,29483
"new.row.13636","17420",2009,29062
"new.row.13637","17420",2010,29890
"new.row.13638","17420",2011,31544
"new.row.13639","17420",2012,33148
"new.row.13640","27180",1969,2683
"new.row.13641","27180",1970,2982
"new.row.13642","27180",1971,3260
"new.row.13643","27180",1972,3528
"new.row.13644","27180",1973,3972
"new.row.13645","27180",1974,4323
"new.row.13646","27180",1975,4732
"new.row.13647","27180",1976,5187
"new.row.13648","27180",1977,5697
"new.row.13649","27180",1978,6298
"new.row.13650","27180",1979,6738
"new.row.13651","27180",1980,7184
"new.row.13652","27180",1981,7863
"new.row.13653","27180",1982,8337
"new.row.13654","27180",1983,8998
"new.row.13655","27180",1984,10147
"new.row.13656","27180",1985,10583
"new.row.13657","27180",1986,11347
"new.row.13658","27180",1987,12334
"new.row.13659","27180",1988,13258
"new.row.13660","27180",1989,14169
"new.row.13661","27180",1990,15614
"new.row.13662","27180",1991,15840
"new.row.13663","27180",1992,17300
"new.row.13664","27180",1993,17910
"new.row.13665","27180",1994,19161
"new.row.13666","27180",1995,19920
"new.row.13667","27180",1996,20751
"new.row.13668","27180",1997,21935
"new.row.13669","27180",1998,23406
"new.row.13670","27180",1999,24119
"new.row.13671","27180",2000,25847
"new.row.13672","27180",2001,25321
"new.row.13673","27180",2002,25977
"new.row.13674","27180",2003,27216
"new.row.13675","27180",2004,28114
"new.row.13676","27180",2005,29026
"new.row.13677","27180",2006,29910
"new.row.13678","27180",2007,31170
"new.row.13679","27180",2008,32371
"new.row.13680","27180",2009,32032
"new.row.13681","27180",2010,32947
"new.row.13682","27180",2011,35276
"new.row.13683","27180",2012,36721
"new.row.13684","27740",1969,2748
"new.row.13685","27740",1970,3000
"new.row.13686","27740",1971,3239
"new.row.13687","27740",1972,3526
"new.row.13688","27740",1973,3973
"new.row.13689","27740",1974,4313
"new.row.13690","27740",1975,4506
"new.row.13691","27740",1976,4853
"new.row.13692","27740",1977,5354
"new.row.13693","27740",1978,6075
"new.row.13694","27740",1979,6708
"new.row.13695","27740",1980,7495
"new.row.13696","27740",1981,8301
"new.row.13697","27740",1982,8666
"new.row.13698","27740",1983,9232
"new.row.13699","27740",1984,10016
"new.row.13700","27740",1985,10590
"new.row.13701","27740",1986,11344
"new.row.13702","27740",1987,12031
"new.row.13703","27740",1988,12942
"new.row.13704","27740",1989,13978
"new.row.13705","27740",1990,14930
"new.row.13706","27740",1991,15533
"new.row.13707","27740",1992,16681
"new.row.13708","27740",1993,17231
"new.row.13709","27740",1994,17643
"new.row.13710","27740",1995,18545
"new.row.13711","27740",1996,19339
"new.row.13712","27740",1997,20232
"new.row.13713","27740",1998,21369
"new.row.13714","27740",1999,21630
"new.row.13715","27740",2000,22915
"new.row.13716","27740",2001,23676
"new.row.13717","27740",2002,24060
"new.row.13718","27740",2003,24757
"new.row.13719","27740",2004,26483
"new.row.13720","27740",2005,27259
"new.row.13721","27740",2006,28586
"new.row.13722","27740",2007,30220
"new.row.13723","27740",2008,31077
"new.row.13724","27740",2009,31007
"new.row.13725","27740",2010,31857
"new.row.13726","27740",2011,33591
"new.row.13727","27740",2012,34582
"new.row.13728","28700",1969,2933
"new.row.13729","28700",1970,3129
"new.row.13730","28700",1971,3303
"new.row.13731","28700",1972,3627
"new.row.13732","28700",1973,4027
"new.row.13733","28700",1974,4439
"new.row.13734","28700",1975,4783
"new.row.13735","28700",1976,5278
"new.row.13736","28700",1977,5815
"new.row.13737","28700",1978,6495
"new.row.13738","28700",1979,7060
"new.row.13739","28700",1980,7617
"new.row.13740","28700",1981,8628
"new.row.13741","28700",1982,9134
"new.row.13742","28700",1983,9707
"new.row.13743","28700",1984,10467
"new.row.13744","28700",1985,11329
"new.row.13745","28700",1986,12017
"new.row.13746","28700",1987,12621
"new.row.13747","28700",1988,13689
"new.row.13748","28700",1989,14685
"new.row.13749","28700",1990,15792
"new.row.13750","28700",1991,16532
"new.row.13751","28700",1992,17421
"new.row.13752","28700",1993,17805
"new.row.13753","28700",1994,18259
"new.row.13754","28700",1995,19229
"new.row.13755","28700",1996,20113
"new.row.13756","28700",1997,20756
"new.row.13757","28700",1998,21623
"new.row.13758","28700",1999,22556
"new.row.13759","28700",2000,23778
"new.row.13760","28700",2001,24629
"new.row.13761","28700",2002,25135
"new.row.13762","28700",2003,25839
"new.row.13763","28700",2004,26889
"new.row.13764","28700",2005,27508
"new.row.13765","28700",2006,29178
"new.row.13766","28700",2007,30532
"new.row.13767","28700",2008,31568
"new.row.13768","28700",2009,31119
"new.row.13769","28700",2010,31710
"new.row.13770","28700",2011,33781
"new.row.13771","28700",2012,34975
"new.row.13772","28940",1969,2924
"new.row.13773","28940",1970,3178
"new.row.13774","28940",1971,3421
"new.row.13775","28940",1972,3734
"new.row.13776","28940",1973,4163
"new.row.13777","28940",1974,4618
"new.row.13778","28940",1975,5102
"new.row.13779","28940",1976,5641
"new.row.13780","28940",1977,6206
"new.row.13781","28940",1978,7006
"new.row.13782","28940",1979,7728
"new.row.13783","28940",1980,8440
"new.row.13784","28940",1981,9333
"new.row.13785","28940",1982,9940
"new.row.13786","28940",1983,10469
"new.row.13787","28940",1984,11468
"new.row.13788","28940",1985,12140
"new.row.13789","28940",1986,12890
"new.row.13790","28940",1987,13861
"new.row.13791","28940",1988,15095
"new.row.13792","28940",1989,15821
"new.row.13793","28940",1990,16867
"new.row.13794","28940",1991,17447
"new.row.13795","28940",1992,18569
"new.row.13796","28940",1993,19494
"new.row.13797","28940",1994,20081
"new.row.13798","28940",1995,20973
"new.row.13799","28940",1996,21618
"new.row.13800","28940",1997,22589
"new.row.13801","28940",1998,24498
"new.row.13802","28940",1999,25020
"new.row.13803","28940",2000,26879
"new.row.13804","28940",2001,27336
"new.row.13805","28940",2002,27807
"new.row.13806","28940",2003,28596
"new.row.13807","28940",2004,29823
"new.row.13808","28940",2005,30734
"new.row.13809","28940",2006,32157
"new.row.13810","28940",2007,33214
"new.row.13811","28940",2008,34278
"new.row.13812","28940",2009,33699
"new.row.13813","28940",2010,34704
"new.row.13814","28940",2011,36537
"new.row.13815","28940",2012,37864
"new.row.13816","34100",1969,2688
"new.row.13817","34100",1970,2798
"new.row.13818","34100",1971,3072
"new.row.13819","34100",1972,3465
"new.row.13820","34100",1973,3843
"new.row.13821","34100",1974,4049
"new.row.13822","34100",1975,4252
"new.row.13823","34100",1976,4696
"new.row.13824","34100",1977,5095
"new.row.13825","34100",1978,5691
"new.row.13826","34100",1979,6291
"new.row.13827","34100",1980,6755
"new.row.13828","34100",1981,7354
"new.row.13829","34100",1982,7720
"new.row.13830","34100",1983,8079
"new.row.13831","34100",1984,9035
"new.row.13832","34100",1985,9793
"new.row.13833","34100",1986,10450
"new.row.13834","34100",1987,11361
"new.row.13835","34100",1988,12385
"new.row.13836","34100",1989,13751
"new.row.13837","34100",1990,14753
"new.row.13838","34100",1991,15304
"new.row.13839","34100",1992,16579
"new.row.13840","34100",1993,17271
"new.row.13841","34100",1994,17712
"new.row.13842","34100",1995,18518
"new.row.13843","34100",1996,19057
"new.row.13844","34100",1997,20186
"new.row.13845","34100",1998,21685
"new.row.13846","34100",1999,22237
"new.row.13847","34100",2000,22981
"new.row.13848","34100",2001,23975
"new.row.13849","34100",2002,24159
"new.row.13850","34100",2003,24842
"new.row.13851","34100",2004,25597
"new.row.13852","34100",2005,25812
"new.row.13853","34100",2006,26657
"new.row.13854","34100",2007,27548
"new.row.13855","34100",2008,28175
"new.row.13856","34100",2009,27910
"new.row.13857","34100",2010,28702
"new.row.13858","34100",2011,30084
"new.row.13859","34100",2012,30925
"new.row.13860","34980",1969,3441
"new.row.13861","34980",1970,3613
"new.row.13862","34980",1971,3876
"new.row.13863","34980",1972,4233
"new.row.13864","34980",1973,4762
"new.row.13865","34980",1974,5199
"new.row.13866","34980",1975,5502
"new.row.13867","34980",1976,6121
"new.row.13868","34980",1977,6745
"new.row.13869","34980",1978,7558
"new.row.13870","34980",1979,8320
"new.row.13871","34980",1980,9026
"new.row.13872","34980",1981,10088
"new.row.13873","34980",1982,10731
"new.row.13874","34980",1983,11466
"new.row.13875","34980",1984,12783
"new.row.13876","34980",1985,13837
"new.row.13877","34980",1986,14843
"new.row.13878","34980",1987,15725
"new.row.13879","34980",1988,16800
"new.row.13880","34980",1989,17684
"new.row.13881","34980",1990,18541
"new.row.13882","34980",1991,19255
"new.row.13883","34980",1992,20883
"new.row.13884","34980",1993,21924
"new.row.13885","34980",1994,23030
"new.row.13886","34980",1995,24485
"new.row.13887","34980",1996,25379
"new.row.13888","34980",1997,26420
"new.row.13889","34980",1998,29017
"new.row.13890","34980",1999,30195
"new.row.13891","34980",2000,32279
"new.row.13892","34980",2001,32687
"new.row.13893","34980",2002,33404
"new.row.13894","34980",2003,34157
"new.row.13895","34980",2004,36052
"new.row.13896","34980",2005,36664
"new.row.13897","34980",2006,38385
"new.row.13898","34980",2007,39136
"new.row.13899","34980",2008,40372
"new.row.13900","34980",2009,39458
"new.row.13901","34980",2010,40696
"new.row.13902","34980",2011,42629
"new.row.13903","34980",2012,45213
"new.row.13904","10180",1969,3164
"new.row.13905","10180",1970,3621
"new.row.13906","10180",1971,3799
"new.row.13907","10180",1972,4196
"new.row.13908","10180",1973,4542
"new.row.13909","10180",1974,5079
"new.row.13910","10180",1975,5856
"new.row.13911","10180",1976,6354
"new.row.13912","10180",1977,6918
"new.row.13913","10180",1978,7865
"new.row.13914","10180",1979,8826
"new.row.13915","10180",1980,9939
"new.row.13916","10180",1981,11709
"new.row.13917","10180",1982,12054
"new.row.13918","10180",1983,12241
"new.row.13919","10180",1984,12986
"new.row.13920","10180",1985,13803
"new.row.13921","10180",1986,13610
"new.row.13922","10180",1987,13538
"new.row.13923","10180",1988,14478
"new.row.13924","10180",1989,15129
"new.row.13925","10180",1990,15653
"new.row.13926","10180",1991,16122
"new.row.13927","10180",1992,16930
"new.row.13928","10180",1993,17420
"new.row.13929","10180",1994,17701
"new.row.13930","10180",1995,18694
"new.row.13931","10180",1996,19889
"new.row.13932","10180",1997,21149
"new.row.13933","10180",1998,22052
"new.row.13934","10180",1999,22781
"new.row.13935","10180",2000,23342
"new.row.13936","10180",2001,23912
"new.row.13937","10180",2002,24708
"new.row.13938","10180",2003,26138
"new.row.13939","10180",2004,27044
"new.row.13940","10180",2005,28331
"new.row.13941","10180",2006,29916
"new.row.13942","10180",2007,31949
"new.row.13943","10180",2008,35567
"new.row.13944","10180",2009,33122
"new.row.13945","10180",2010,34143
"new.row.13946","10180",2011,36459
"new.row.13947","10180",2012,37918
"new.row.13948","11100",1969,3250
"new.row.13949","11100",1970,3870
"new.row.13950","11100",1971,4139
"new.row.13951","11100",1972,4357
"new.row.13952","11100",1973,5051
"new.row.13953","11100",1974,5435
"new.row.13954","11100",1975,6596
"new.row.13955","11100",1976,7071
"new.row.13956","11100",1977,7637
"new.row.13957","11100",1978,8529
"new.row.13958","11100",1979,9315
"new.row.13959","11100",1980,9969
"new.row.13960","11100",1981,11328
"new.row.13961","11100",1982,12157
"new.row.13962","11100",1983,13298
"new.row.13963","11100",1984,13917
"new.row.13964","11100",1985,14529
"new.row.13965","11100",1986,14623
"new.row.13966","11100",1987,14906
"new.row.13967","11100",1988,15069
"new.row.13968","11100",1989,15915
"new.row.13969","11100",1990,16732
"new.row.13970","11100",1991,16981
"new.row.13971","11100",1992,18033
"new.row.13972","11100",1993,18859
"new.row.13973","11100",1994,19619
"new.row.13974","11100",1995,20223
"new.row.13975","11100",1996,20923
"new.row.13976","11100",1997,22117
"new.row.13977","11100",1998,23066
"new.row.13978","11100",1999,23395
"new.row.13979","11100",2000,24284
"new.row.13980","11100",2001,25467
"new.row.13981","11100",2002,25815
"new.row.13982","11100",2003,26873
"new.row.13983","11100",2004,27750
"new.row.13984","11100",2005,29518
"new.row.13985","11100",2006,31367
"new.row.13986","11100",2007,33026
"new.row.13987","11100",2008,35932
"new.row.13988","11100",2009,34302
"new.row.13989","11100",2010,35633
"new.row.13990","11100",2011,37464
"new.row.13991","11100",2012,38340
"new.row.13992","12420",1969,3342
"new.row.13993","12420",1970,3645
