"","msa.fips","year","per.capita.personal.income"
"new.row.4724","47580",1985,13010
"new.row.4725","47580",1986,13648
"new.row.4726","47580",1987,14151
"new.row.4727","47580",1988,15038
"new.row.4728","47580",1989,16139
"new.row.4729","47580",1990,17144
"new.row.4730","47580",1991,17700
"new.row.4731","47580",1992,18532
"new.row.4732","47580",1993,19074
"new.row.4733","47580",1994,19443
"new.row.4734","47580",1995,20582
"new.row.4735","47580",1996,21241
"new.row.4736","47580",1997,22082
"new.row.4737","47580",1998,22945
"new.row.4738","47580",1999,24069
"new.row.4739","47580",2000,24945
"new.row.4740","47580",2001,26340
"new.row.4741","47580",2002,27333
"new.row.4742","47580",2003,28394
"new.row.4743","47580",2004,28574
"new.row.4744","47580",2005,29941
"new.row.4745","47580",2006,31141
"new.row.4746","47580",2007,32245
"new.row.4747","47580",2008,33323
"new.row.4748","47580",2009,33066
"new.row.4749","47580",2010,33649
"new.row.4750","47580",2011,35139
"new.row.4751","47580",2012,35654
"new.row.4752","27980",1969,3693
"new.row.4753","27980",1970,4341
"new.row.4754","27980",1971,4255
"new.row.4755","27980",1972,4709
"new.row.4756","27980",1973,5098
"new.row.4757","27980",1974,6667
"new.row.4758","27980",1975,6720
"new.row.4759","27980",1976,7029
"new.row.4760","27980",1977,7564
"new.row.4761","27980",1978,8047
"new.row.4762","27980",1979,8820
"new.row.4763","27980",1980,10219
"new.row.4764","27980",1981,10352
"new.row.4765","27980",1982,10779
"new.row.4766","27980",1983,12217
"new.row.4767","27980",1984,12505
"new.row.4768","27980",1985,13245
"new.row.4769","27980",1986,14074
"new.row.4770","27980",1987,14705
"new.row.4771","27980",1988,15993
"new.row.4772","27980",1989,18051
"new.row.4773","27980",1990,19176
"new.row.4774","27980",1991,19635
"new.row.4775","27980",1992,21177
"new.row.4776","27980",1993,21805
"new.row.4777","27980",1994,22074
"new.row.4778","27980",1995,22121
"new.row.4779","27980",1996,21844
"new.row.4780","27980",1997,22211
"new.row.4781","27980",1998,22849
"new.row.4782","27980",1999,24129
"new.row.4783","27980",2000,25160
"new.row.4784","27980",2001,25739
"new.row.4785","27980",2002,26706
"new.row.4786","27980",2003,27440
"new.row.4787","27980",2004,29449
"new.row.4788","27980",2005,31220
"new.row.4789","27980",2006,33628
"new.row.4790","27980",2007,35210
"new.row.4791","27980",2008,35939
"new.row.4792","27980",2009,34297
"new.row.4793","27980",2010,34714
"new.row.4794","27980",2011,36790
"new.row.4795","27980",2012,37909
"new.row.4796","46520",1969,5196
"new.row.4797","46520",1970,5833
"new.row.4798","46520",1971,6209
"new.row.4799","46520",1972,6516
"new.row.4800","46520",1973,7009
"new.row.4801","46520",1974,7562
"new.row.4802","46520",1975,8243
"new.row.4803","46520",1976,8759
"new.row.4804","46520",1977,9203
"new.row.4805","46520",1978,10133
"new.row.4806","46520",1979,11120
"new.row.4807","46520",1980,12311
"new.row.4808","46520",1981,13392
"new.row.4809","46520",1982,13945
"new.row.4810","46520",1983,14998
"new.row.4811","46520",1984,15972
"new.row.4812","46520",1985,16848
"new.row.4813","46520",1986,17652
"new.row.4814","46520",1987,18609
"new.row.4815","46520",1988,20186
"new.row.4816","46520",1989,22153
"new.row.4817","46520",1990,23846
"new.row.4818","46520",1991,24752
"new.row.4819","46520",1992,26224
"new.row.4820","46520",1993,26864
"new.row.4821","46520",1994,27115
"new.row.4822","46520",1995,27537
"new.row.4823","46520",1996,27384
"new.row.4824","46520",1997,28203
"new.row.4825","46520",1998,28428
"new.row.4826","46520",1999,29360
"new.row.4827","46520",2000,30963
"new.row.4828","46520",2001,31679
"new.row.4829","46520",2002,32648
"new.row.4830","46520",2003,34103
"new.row.4831","46520",2004,36183
"new.row.4832","46520",2005,38126
"new.row.4833","46520",2006,40452
"new.row.4834","46520",2007,42869
"new.row.4835","46520",2008,44473
"new.row.4836","46520",2009,44916
"new.row.4837","46520",2010,45211
"new.row.4838","46520",2011,47252
"new.row.4839","46520",2012,48529
"new.row.4840","14260",1969,3639
"new.row.4841","14260",1970,3993
"new.row.4842","14260",1971,4270
"new.row.4843","14260",1972,4653
"new.row.4844","14260",1973,5155
"new.row.4845","14260",1974,5659
"new.row.4846","14260",1975,6264
"new.row.4847","14260",1976,6808
"new.row.4848","14260",1977,7383
"new.row.4849","14260",1978,8217
"new.row.4850","14260",1979,8780
"new.row.4851","14260",1980,9557
"new.row.4852","14260",1981,10391
"new.row.4853","14260",1982,10917
"new.row.4854","14260",1983,11617
"new.row.4855","14260",1984,12456
"new.row.4856","14260",1985,13092
"new.row.4857","14260",1986,13459
"new.row.4858","14260",1987,14169
"new.row.4859","14260",1988,15433
"new.row.4860","14260",1989,16671
"new.row.4861","14260",1990,17635
"new.row.4862","14260",1991,18216
"new.row.4863","14260",1992,19694
"new.row.4864","14260",1993,21022
"new.row.4865","14260",1994,22349
"new.row.4866","14260",1995,23392
"new.row.4867","14260",1996,23913
"new.row.4868","14260",1997,24416
"new.row.4869","14260",1998,25913
"new.row.4870","14260",1999,27392
"new.row.4871","14260",2000,29698
"new.row.4872","14260",2001,29715
"new.row.4873","14260",2002,30043
"new.row.4874","14260",2003,30558
"new.row.4875","14260",2004,32484
"new.row.4876","14260",2005,33186
"new.row.4877","14260",2006,35936
"new.row.4878","14260",2007,35935
"new.row.4879","14260",2008,34310
"new.row.4880","14260",2009,33232
"new.row.4881","14260",2010,33771
"new.row.4882","14260",2011,34537
"new.row.4883","14260",2012,35354
"new.row.4884","17660",1969,3337
"new.row.4885","17660",1970,3560
"new.row.4886","17660",1971,3902
"new.row.4887","17660",1972,4229
"new.row.4888","17660",1973,4406
"new.row.4889","17660",1974,5007
"new.row.4890","17660",1975,5360
"new.row.4891","17660",1976,6044
"new.row.4892","17660",1977,6599
"new.row.4893","17660",1978,7380
"new.row.4894","17660",1979,8010
"new.row.4895","17660",1980,8714
"new.row.4896","17660",1981,9394
"new.row.4897","17660",1982,9466
"new.row.4898","17660",1983,10516
"new.row.4899","17660",1984,11193
"new.row.4900","17660",1985,11551
"new.row.4901","17660",1986,12080
"new.row.4902","17660",1987,12677
"new.row.4903","17660",1988,13812
"new.row.4904","17660",1989,15228
"new.row.4905","17660",1990,16108
"new.row.4906","17660",1991,16652
"new.row.4907","17660",1992,18093
"new.row.4908","17660",1993,18859
"new.row.4909","17660",1994,19505
"new.row.4910","17660",1995,19950
"new.row.4911","17660",1996,20647
"new.row.4912","17660",1997,21182
"new.row.4913","17660",1998,22561
"new.row.4914","17660",1999,23100
"new.row.4915","17660",2000,24267
"new.row.4916","17660",2001,25218
"new.row.4917","17660",2002,25166
"new.row.4918","17660",2003,26036
"new.row.4919","17660",2004,27771
"new.row.4920","17660",2005,29477
"new.row.4921","17660",2006,31371
"new.row.4922","17660",2007,32714
"new.row.4923","17660",2008,32912
"new.row.4924","17660",2009,31837
"new.row.4925","17660",2010,32300
"new.row.4926","17660",2011,33631
"new.row.4927","17660",2012,34656
"new.row.4928","26820",1969,3415
"new.row.4929","26820",1970,3670
"new.row.4930","26820",1971,3963
"new.row.4931","26820",1972,4330
"new.row.4932","26820",1973,4964
"new.row.4933","26820",1974,5552
"new.row.4934","26820",1975,5819
"new.row.4935","26820",1976,6408
"new.row.4936","26820",1977,6858
"new.row.4937","26820",1978,7363
"new.row.4938","26820",1979,7837
"new.row.4939","26820",1980,8743
"new.row.4940","26820",1981,9445
"new.row.4941","26820",1982,9911
"new.row.4942","26820",1983,10566
"new.row.4943","26820",1984,11383
"new.row.4944","26820",1985,12288
"new.row.4945","26820",1986,12722
"new.row.4946","26820",1987,13229
"new.row.4947","26820",1988,14027
"new.row.4948","26820",1989,15378
"new.row.4949","26820",1990,16359
"new.row.4950","26820",1991,16592
"new.row.4951","26820",1992,17496
"new.row.4952","26820",1993,18222
"new.row.4953","26820",1994,18583
"new.row.4954","26820",1995,19269
"new.row.4955","26820",1996,19814
"new.row.4956","26820",1997,20516
"new.row.4957","26820",1998,21672
"new.row.4958","26820",1999,22724
"new.row.4959","26820",2000,23927
"new.row.4960","26820",2001,25327
"new.row.4961","26820",2002,26127
"new.row.4962","26820",2003,27057
"new.row.4963","26820",2004,28555
"new.row.4964","26820",2005,30142
"new.row.4965","26820",2006,31869
"new.row.4966","26820",2007,33145
"new.row.4967","26820",2008,33951
"new.row.4968","26820",2009,32895
"new.row.4969","26820",2010,32827
"new.row.4970","26820",2011,34726
"new.row.4971","26820",2012,35292
"new.row.4972","30300",1969,3519
"new.row.4973","30300",1970,3722
"new.row.4974","30300",1971,4015
"new.row.4975","30300",1972,4342
"new.row.4976","30300",1973,4863
"new.row.4977","30300",1974,5619
"new.row.4978","30300",1975,6112
"new.row.4979","30300",1976,6575
"new.row.4980","30300",1977,7120
"new.row.4981","30300",1978,7904
"new.row.4982","30300",1979,8671
"new.row.4983","30300",1980,9515
"new.row.4984","30300",1981,10304
"new.row.4985","30300",1982,10834
"new.row.4986","30300",1983,11873
"new.row.4987","30300",1984,12261
"new.row.4988","30300",1985,12440
"new.row.4989","30300",1986,13023
"new.row.4990","30300",1987,13414
"new.row.4991","30300",1988,14390
"new.row.4992","30300",1989,15417
"new.row.4993","30300",1990,16402
"new.row.4994","30300",1991,17028
"new.row.4995","30300",1992,18215
"new.row.4996","30300",1993,19334
"new.row.4997","30300",1994,19812
"new.row.4998","30300",1995,20367
"new.row.4999","30300",1996,21401
"new.row.5000","30300",1997,22268
"new.row.5001","30300",1998,23624
"new.row.5002","30300",1999,24705
"new.row.5003","30300",2000,25899
"new.row.5004","30300",2001,27070
"new.row.5005","30300",2002,27289
"new.row.5006","30300",2003,28057
"new.row.5007","30300",2004,29161
"new.row.5008","30300",2005,29772
"new.row.5009","30300",2006,31294
"new.row.5010","30300",2007,33422
"new.row.5011","30300",2008,34754
"new.row.5012","30300",2009,34215
"new.row.5013","30300",2010,34945
"new.row.5014","30300",2011,36011
"new.row.5015","30300",2012,37080
"new.row.5016","30860",1969,2568
"new.row.5017","30860",1970,2839
"new.row.5018","30860",1971,3106
"new.row.5019","30860",1972,3385
"new.row.5020","30860",1973,3674
"new.row.5021","30860",1974,4036
"new.row.5022","30860",1975,4334
"new.row.5023","30860",1976,4844
"new.row.5024","30860",1977,5153
"new.row.5025","30860",1978,5733
"new.row.5026","30860",1979,6341
"new.row.5027","30860",1980,6895
"new.row.5028","30860",1981,7346
"new.row.5029","30860",1982,7663
"new.row.5030","30860",1983,8121
"new.row.5031","30860",1984,8764
"new.row.5032","30860",1985,9364
"new.row.5033","30860",1986,10105
"new.row.5034","30860",1987,10875
"new.row.5035","30860",1988,11343
"new.row.5036","30860",1989,12295
"new.row.5037","30860",1990,12987
"new.row.5038","30860",1991,13403
"new.row.5039","30860",1992,14074
"new.row.5040","30860",1993,14760
"new.row.5041","30860",1994,15211
"new.row.5042","30860",1995,15743
"new.row.5043","30860",1996,16483
"new.row.5044","30860",1997,17453
"new.row.5045","30860",1998,18372
"new.row.5046","30860",1999,18995
"new.row.5047","30860",2000,19517
"new.row.5048","30860",2001,20451
"new.row.5049","30860",2002,20510
"new.row.5050","30860",2003,21441
"new.row.5051","30860",2004,23116
"new.row.5052","30860",2005,23809
"new.row.5053","30860",2006,25170
"new.row.5054","30860",2007,26874
"new.row.5055","30860",2008,28147
"new.row.5056","30860",2009,26878
"new.row.5057","30860",2010,27236
"new.row.5058","30860",2011,28731
"new.row.5059","30860",2012,29243
"new.row.5060","38540",1969,3147
"new.row.5061","38540",1970,3413
"new.row.5062","38540",1971,3672
"new.row.5063","38540",1972,4036
"new.row.5064","38540",1973,4445
"new.row.5065","38540",1974,5077
"new.row.5066","38540",1975,5725
"new.row.5067","38540",1976,6400
"new.row.5068","38540",1977,6773
"new.row.5069","38540",1978,7488
"new.row.5070","38540",1979,8142
"new.row.5071","38540",1980,8715
"new.row.5072","38540",1981,9317
"new.row.5073","38540",1982,9782
"new.row.5074","38540",1983,10333
"new.row.5075","38540",1984,10901
"new.row.5076","38540",1985,11739
"new.row.5077","38540",1986,11683
"new.row.5078","38540",1987,12119
"new.row.5079","38540",1988,12731
"new.row.5080","38540",1989,13615
"new.row.5081","38540",1990,14293
"new.row.5082","38540",1991,15034
"new.row.5083","38540",1992,15910
"new.row.5084","38540",1993,16739
"new.row.5085","38540",1994,17191
"new.row.5086","38540",1995,17809
"new.row.5087","38540",1996,18641
"new.row.5088","38540",1997,19318
"new.row.5089","38540",1998,20398
"new.row.5090","38540",1999,20879
"new.row.5091","38540",2000,21775
"new.row.5092","38540",2001,22836
"new.row.5093","38540",2002,23746
"new.row.5094","38540",2003,24789
"new.row.5095","38540",2004,26230
"new.row.5096","38540",2005,27198
"new.row.5097","38540",2006,28602
"new.row.5098","38540",2007,29664
"new.row.5099","38540",2008,29450
"new.row.5100","38540",2009,28569
"new.row.5101","38540",2010,28671
"new.row.5102","38540",2011,29540
"new.row.5103","38540",2012,29972
"new.row.5104","14010",1969,3858
"new.row.5105","14010",1970,4029
"new.row.5106","14010",1971,4384
"new.row.5107","14010",1972,4552
"new.row.5108","14010",1973,5338
"new.row.5109","14010",1974,5926
"new.row.5110","14010",1975,6987
"new.row.5111","14010",1976,7369
"new.row.5112","14010",1977,7980
"new.row.5113","14010",1978,8458
"new.row.5114","14010",1979,9462
"new.row.5115","14010",1980,9957
"new.row.5116","14010",1981,11336
"new.row.5117","14010",1982,12110
"new.row.5118","14010",1983,12306
"new.row.5119","14010",1984,13796
"new.row.5120","14010",1985,14369
"new.row.5121","14010",1986,14628
"new.row.5122","14010",1987,15086
"new.row.5123","14010",1988,15912
"new.row.5124","14010",1989,17696
"new.row.5125","14010",1990,18679
"new.row.5126","14010",1991,18886
"new.row.5127","14010",1992,20573
"new.row.5128","14010",1993,20926
"new.row.5129","14010",1994,22438
"new.row.5130","14010",1995,23242
"new.row.5131","14010",1996,24826
"new.row.5132","14010",1997,25845
"new.row.5133","14010",1998,27067
"new.row.5134","14010",1999,28588
"new.row.5135","14010",2000,30058
"new.row.5136","14010",2001,31237
"new.row.5137","14010",2002,31574
"new.row.5138","14010",2003,32561
"new.row.5139","14010",2004,33907
"new.row.5140","14010",2005,34094
"new.row.5141","14010",2006,36472
"new.row.5142","14010",2007,37839
"new.row.5143","14010",2008,39947
"new.row.5144","14010",2009,39381
"new.row.5145","14010",2010,40188
"new.row.5146","14010",2011,42452
"new.row.5147","14010",2012,43429
"new.row.5148","16020",1969,2777
"new.row.5149","16020",1970,3144
"new.row.5150","16020",1971,3364
"new.row.5151","16020",1972,3556
"new.row.5152","16020",1973,4036
"new.row.5153","16020",1974,4419
"new.row.5154","16020",1975,5078
"new.row.5155","16020",1976,5489
"new.row.5156","16020",1977,5956
"new.row.5157","16020",1978,6664
"new.row.5158","16020",1979,7365
"new.row.5159","16020",1980,7743
"new.row.5160","16020",1981,8764
"new.row.5161","16020",1982,9240
"new.row.5162","16020",1983,9819
"new.row.5163","16020",1984,10893
"new.row.5164","16020",1985,11518
"new.row.5165","16020",1986,12089
"new.row.5166","16020",1987,12875
"new.row.5167","16020",1988,13438
"new.row.5168","16020",1989,14495
"new.row.5169","16020",1990,14876
"new.row.5170","16020",1991,15521
"new.row.5171","16020",1992,16504
"new.row.5172","16020",1993,17268
"new.row.5173","16020",1994,18143
"new.row.5174","16020",1995,19105
"new.row.5175","16020",1996,19767
"new.row.5176","16020",1997,20823
"new.row.5177","16020",1998,21887
"new.row.5178","16020",1999,22777
"new.row.5179","16020",2000,24249
"new.row.5180","16020",2001,24707
"new.row.5181","16020",2002,25847
"new.row.5182","16020",2003,26908
"new.row.5183","16020",2004,27895
"new.row.5184","16020",2005,28459
"new.row.5185","16020",2006,29698
"new.row.5186","16020",2007,31676
"new.row.5187","16020",2008,32822
"new.row.5188","16020",2009,32944
"new.row.5189","16020",2010,33342
"new.row.5190","16020",2011,34292
"new.row.5191","16020",2012,35545
"new.row.5192","16060",1969,2882
"new.row.5193","16060",1970,3106
"new.row.5194","16060",1971,3409
"new.row.5195","16060",1972,3696
"new.row.5196","16060",1973,4250
"new.row.5197","16060",1974,4593
"new.row.5198","16060",1975,5305
"new.row.5199","16060",1976,5750
"new.row.5200","16060",1977,6188
"new.row.5201","16060",1978,6703
"new.row.5202","16060",1979,7458
"new.row.5203","16060",1980,8137
"new.row.5204","16060",1981,8843
"new.row.5205","16060",1982,9728
"new.row.5206","16060",1983,10315
"new.row.5207","16060",1984,11242
"new.row.5208","16060",1985,11699
"new.row.5209","16060",1986,12023
"new.row.5210","16060",1987,12534
"new.row.5211","16060",1988,13037
"new.row.5212","16060",1989,14069
"new.row.5213","16060",1990,14656
"new.row.5214","16060",1991,15217
"new.row.5215","16060",1992,16358
"new.row.5216","16060",1993,16558
"new.row.5217","16060",1994,17447
"new.row.5218","16060",1995,18410
"new.row.5219","16060",1996,19176
"new.row.5220","16060",1997,19936
"new.row.5221","16060",1998,20854
"new.row.5222","16060",1999,21715
"new.row.5223","16060",2000,22926
"new.row.5224","16060",2001,24060
"new.row.5225","16060",2002,25072
"new.row.5226","16060",2003,25826
"new.row.5227","16060",2004,26857
"new.row.5228","16060",2005,27808
"new.row.5229","16060",2006,29001
"new.row.5230","16060",2007,30332
"new.row.5231","16060",2008,31870
"new.row.5232","16060",2009,32575
"new.row.5233","16060",2010,33796
"new.row.5234","16060",2011,34710
"new.row.5235","16060",2012,35745
"new.row.5236","16580",1969,4015
"new.row.5237","16580",1970,4088
