"","msa.fips","year","dividends.interest.and.rent"
"new.row.14046","28700",1975,153588
"new.row.14047","28700",1976,167216
"new.row.14048","28700",1977,189748
"new.row.14049","28700",1978,216690
"new.row.14050","28700",1979,247328
"new.row.14051","28700",1980,308388
"new.row.14052","28700",1981,381891
"new.row.14053","28700",1982,431756
"new.row.14054","28700",1983,473228
"new.row.14055","28700",1984,538692
"new.row.14056","28700",1985,570162
"new.row.14057","28700",1986,603591
"new.row.14058","28700",1987,608740
"new.row.14059","28700",1988,671132
"new.row.14060","28700",1989,709675
"new.row.14061","28700",1990,781104
"new.row.14062","28700",1991,797770
"new.row.14063","28700",1992,794313
"new.row.14064","28700",1993,813757
"new.row.14065","28700",1994,850853
"new.row.14066","28700",1995,935731
"new.row.14067","28700",1996,1016271
"new.row.14068","28700",1997,1071373
"new.row.14069","28700",1998,1156378
"new.row.14070","28700",1999,1178078
"new.row.14071","28700",2000,1295810
"new.row.14072","28700",2001,1303094
"new.row.14073","28700",2002,1273093
"new.row.14074","28700",2003,1297252
"new.row.14075","28700",2004,1285911
"new.row.14076","28700",2005,1259084
"new.row.14077","28700",2006,1442597
"new.row.14078","28700",2007,1622661
"new.row.14079","28700",2008,1714210
"new.row.14080","28700",2009,1531995
"new.row.14081","28700",2010,1527836
"new.row.14082","28700",2011,1631006
"new.row.14083","28700",2012,1717826
"new.row.14084","28700",2013,1764699
"new.row.14085","28940",1969,184462
"new.row.14086","28940",1970,208191
"new.row.14087","28940",1971,230401
"new.row.14088","28940",1972,251857
"new.row.14089","28940",1973,288479
"new.row.14090","28940",1974,341031
"new.row.14091","28940",1975,401723
"new.row.14092","28940",1976,438333
"new.row.14093","28940",1977,494782
"new.row.14094","28940",1978,564279
"new.row.14095","28940",1979,640997
"new.row.14096","28940",1980,789368
"new.row.14097","28940",1981,970875
"new.row.14098","28940",1982,1122818
"new.row.14099","28940",1983,1187789
"new.row.14100","28940",1984,1366145
"new.row.14101","28940",1985,1452032
"new.row.14102","28940",1986,1521501
"new.row.14103","28940",1987,1582532
"new.row.14104","28940",1988,1743282
"new.row.14105","28940",1989,1808730
"new.row.14106","28940",1990,2008484
"new.row.14107","28940",1991,2049741
"new.row.14108","28940",1992,2066276
"new.row.14109","28940",1993,2176284
"new.row.14110","28940",1994,2328094
"new.row.14111","28940",1995,2550400
"new.row.14112","28940",1996,2699958
"new.row.14113","28940",1997,2908965
"new.row.14114","28940",1998,3082174
"new.row.14115","28940",1999,3081164
"new.row.14116","28940",2000,3316323
"new.row.14117","28940",2001,3346109
"new.row.14118","28940",2002,3184360
"new.row.14119","28940",2003,3285876
"new.row.14120","28940",2004,3311143
"new.row.14121","28940",2005,3450188
"new.row.14122","28940",2006,3806893
"new.row.14123","28940",2007,4201063
"new.row.14124","28940",2008,4602714
"new.row.14125","28940",2009,4226782
"new.row.14126","28940",2010,4301987
"new.row.14127","28940",2011,4739911
"new.row.14128","28940",2012,4855891
"new.row.14129","28940",2013,4980117
"new.row.14130","34100",1969,16312
"new.row.14131","34100",1970,19230
"new.row.14132","34100",1971,21984
"new.row.14133","34100",1972,24986
"new.row.14134","34100",1973,28606
"new.row.14135","34100",1974,33372
"new.row.14136","34100",1975,36978
"new.row.14137","34100",1976,39983
"new.row.14138","34100",1977,45283
"new.row.14139","34100",1978,52591
"new.row.14140","34100",1979,60377
"new.row.14141","34100",1980,76624
"new.row.14142","34100",1981,95246
"new.row.14143","34100",1982,112120
"new.row.14144","34100",1983,121808
"new.row.14145","34100",1984,135617
"new.row.14146","34100",1985,144318
"new.row.14147","34100",1986,150332
"new.row.14148","34100",1987,156336
"new.row.14149","34100",1988,171949
"new.row.14150","34100",1989,198392
"new.row.14151","34100",1990,197919
"new.row.14152","34100",1991,202576
"new.row.14153","34100",1992,203440
"new.row.14154","34100",1993,214720
"new.row.14155","34100",1994,230356
"new.row.14156","34100",1995,258164
"new.row.14157","34100",1996,279276
"new.row.14158","34100",1997,301713
"new.row.14159","34100",1998,320463
"new.row.14160","34100",1999,329608
"new.row.14161","34100",2000,354783
"new.row.14162","34100",2001,369119
"new.row.14163","34100",2002,348156
"new.row.14164","34100",2003,356692
"new.row.14165","34100",2004,331476
"new.row.14166","34100",2005,329490
"new.row.14167","34100",2006,360963
"new.row.14168","34100",2007,417161
"new.row.14169","34100",2008,464418
"new.row.14170","34100",2009,444604
"new.row.14171","34100",2010,444288
"new.row.14172","34100",2011,476738
"new.row.14173","34100",2012,501951
"new.row.14174","34100",2013,516612
"new.row.14175","34980",1969,335538
"new.row.14176","34980",1970,371931
"new.row.14177","34980",1971,408820
"new.row.14178","34980",1972,450645
"new.row.14179","34980",1973,513325
"new.row.14180","34980",1974,601954
"new.row.14181","34980",1975,670533
"new.row.14182","34980",1976,722417
"new.row.14183","34980",1977,815107
"new.row.14184","34980",1978,935445
"new.row.14185","34980",1979,1068637
"new.row.14186","34980",1980,1301983
"new.row.14187","34980",1981,1615957
"new.row.14188","34980",1982,1854237
"new.row.14189","34980",1983,1962350
"new.row.14190","34980",1984,2276944
"new.row.14191","34980",1985,2476036
"new.row.14192","34980",1986,2680820
"new.row.14193","34980",1987,2844401
"new.row.14194","34980",1988,3170999
"new.row.14195","34980",1989,3412001
"new.row.14196","34980",1990,3755425
"new.row.14197","34980",1991,3755453
"new.row.14198","34980",1992,3936358
"new.row.14199","34980",1993,4151935
"new.row.14200","34980",1994,4444146
"new.row.14201","34980",1995,4903043
"new.row.14202","34980",1996,5189956
"new.row.14203","34980",1997,5389375
"new.row.14204","34980",1998,5954912
"new.row.14205","34980",1999,6077072
"new.row.14206","34980",2000,6503621
"new.row.14207","34980",2001,6351112
"new.row.14208","34980",2002,5988135
"new.row.14209","34980",2003,6190048
"new.row.14210","34980",2004,6454827
"new.row.14211","34980",2005,6937715
"new.row.14212","34980",2006,7747560
"new.row.14213","34980",2007,8553177
"new.row.14214","34980",2008,9234653
"new.row.14215","34980",2009,8402782
"new.row.14216","34980",2010,8917537
"new.row.14217","34980",2011,9549392
"new.row.14218","34980",2012,10490958
"new.row.14219","34980",2013,10730820
"new.row.14220","10180",1969,61986
"new.row.14221","10180",1970,73938
"new.row.14222","10180",1971,78915
"new.row.14223","10180",1972,88372
"new.row.14224","10180",1973,98238
"new.row.14225","10180",1974,118961
"new.row.14226","10180",1975,137034
"new.row.14227","10180",1976,147947
"new.row.14228","10180",1977,162328
"new.row.14229","10180",1978,190791
"new.row.14230","10180",1979,218885
"new.row.14231","10180",1980,273241
"new.row.14232","10180",1981,341320
"new.row.14233","10180",1982,399580
"new.row.14234","10180",1983,426504
"new.row.14235","10180",1984,468596
"new.row.14236","10180",1985,514260
"new.row.14237","10180",1986,501209
"new.row.14238","10180",1987,498299
"new.row.14239","10180",1988,513193
"new.row.14240","10180",1989,574822
"new.row.14241","10180",1990,543302
"new.row.14242","10180",1991,542650
"new.row.14243","10180",1992,542405
"new.row.14244","10180",1993,579228
"new.row.14245","10180",1994,557362
"new.row.14246","10180",1995,624395
"new.row.14247","10180",1996,657686
"new.row.14248","10180",1997,668241
"new.row.14249","10180",1998,720342
"new.row.14250","10180",1999,709218
"new.row.14251","10180",2000,772092
"new.row.14252","10180",2001,785508
"new.row.14253","10180",2002,775721
"new.row.14254","10180",2003,822123
"new.row.14255","10180",2004,811404
"new.row.14256","10180",2005,881822
"new.row.14257","10180",2006,907077
"new.row.14258","10180",2007,1035267
"new.row.14259","10180",2008,1288693
"new.row.14260","10180",2009,1099046
"new.row.14261","10180",2010,1101442
"new.row.14262","10180",2011,1240650
"new.row.14263","10180",2012,1394588
"new.row.14264","10180",2013,1417406
"new.row.14265","11100",1969,84460
"new.row.14266","11100",1970,94801
"new.row.14267","11100",1971,103519
"new.row.14268","11100",1972,112973
"new.row.14269","11100",1973,127940
"new.row.14270","11100",1974,151324
"new.row.14271","11100",1975,167623
"new.row.14272","11100",1976,181849
"new.row.14273","11100",1977,203759
"new.row.14274","11100",1978,234729
"new.row.14275","11100",1979,267943
"new.row.14276","11100",1980,327343
"new.row.14277","11100",1981,416602
"new.row.14278","11100",1982,488014
"new.row.14279","11100",1983,514297
"new.row.14280","11100",1984,577141
"new.row.14281","11100",1985,623739
"new.row.14282","11100",1986,615920
"new.row.14283","11100",1987,617137
"new.row.14284","11100",1988,635420
"new.row.14285","11100",1989,708786
"new.row.14286","11100",1990,687585
"new.row.14287","11100",1991,693256
"new.row.14288","11100",1992,688374
"new.row.14289","11100",1993,705264
"new.row.14290","11100",1994,764450
"new.row.14291","11100",1995,788394
"new.row.14292","11100",1996,826977
"new.row.14293","11100",1997,888094
"new.row.14294","11100",1998,960947
"new.row.14295","11100",1999,935518
"new.row.14296","11100",2000,1023201
"new.row.14297","11100",2001,1020398
"new.row.14298","11100",2002,972353
"new.row.14299","11100",2003,1035598
"new.row.14300","11100",2004,1007352
"new.row.14301","11100",2005,1203740
"new.row.14302","11100",2006,1229785
"new.row.14303","11100",2007,1413359
"new.row.14304","11100",2008,1621802
"new.row.14305","11100",2009,1366036
"new.row.14306","11100",2010,1388516
"new.row.14307","11100",2011,1536718
"new.row.14308","11100",2012,1728611
"new.row.14309","11100",2013,1757536
"new.row.14310","12420",1969,210344
"new.row.14311","12420",1970,258519
"new.row.14312","12420",1971,294133
"new.row.14313","12420",1972,338100
"new.row.14314","12420",1973,382174
"new.row.14315","12420",1974,451482
"new.row.14316","12420",1975,517378
"new.row.14317","12420",1976,561995
"new.row.14318","12420",1977,627420
"new.row.14319","12420",1978,758554
"new.row.14320","12420",1979,896456
"new.row.14321","12420",1980,1086889
"new.row.14322","12420",1981,1349451
"new.row.14323","12420",1982,1636324
"new.row.14324","12420",1983,1848248
"new.row.14325","12420",1984,2160884
"new.row.14326","12420",1985,2452831
"new.row.14327","12420",1986,2525833
"new.row.14328","12420",1987,2501367
"new.row.14329","12420",1988,2717846
"new.row.14330","12420",1989,3122428
"new.row.14331","12420",1990,3352831
"new.row.14332","12420",1991,3187413
"new.row.14333","12420",1992,3344802
"new.row.14334","12420",1993,3561620
"new.row.14335","12420",1994,3911730
"new.row.14336","12420",1995,4286493
"new.row.14337","12420",1996,4626473
"new.row.14338","12420",1997,5114308
"new.row.14339","12420",1998,5627834
"new.row.14340","12420",1999,6009624
"new.row.14341","12420",2000,6542191
"new.row.14342","12420",2001,6564100
"new.row.14343","12420",2002,6423817
"new.row.14344","12420",2003,6778144
"new.row.14345","12420",2004,7412977
"new.row.14346","12420",2005,8919022
"new.row.14347","12420",2006,10252520
"new.row.14348","12420",2007,10905729
"new.row.14349","12420",2008,13399360
"new.row.14350","12420",2009,12005084
"new.row.14351","12420",2010,11767739
"new.row.14352","12420",2011,14014692
"new.row.14353","12420",2012,17376211
"new.row.14354","12420",2013,17508542
"new.row.14355","13140",1969,141279
"new.row.14356","13140",1970,158587
"new.row.14357","13140",1971,172322
"new.row.14358","13140",1972,187314
"new.row.14359","13140",1973,206959
"new.row.14360","13140",1974,241404
"new.row.14361","13140",1975,268899
"new.row.14362","13140",1976,291345
"new.row.14363","13140",1977,322952
"new.row.14364","13140",1978,374334
"new.row.14365","13140",1979,433570
"new.row.14366","13140",1980,539735
"new.row.14367","13140",1981,675205
"new.row.14368","13140",1982,798176
"new.row.14369","13140",1983,849233
"new.row.14370","13140",1984,964252
"new.row.14371","13140",1985,1054366
"new.row.14372","13140",1986,1043563
"new.row.14373","13140",1987,1011989
"new.row.14374","13140",1988,1057143
"new.row.14375","13140",1989,1208720
"new.row.14376","13140",1990,1142758
"new.row.14377","13140",1991,1169638
"new.row.14378","13140",1992,1199524
"new.row.14379","13140",1993,1131271
"new.row.14380","13140",1994,1169207
"new.row.14381","13140",1995,1293629
"new.row.14382","13140",1996,1332995
"new.row.14383","13140",1997,1398117
"new.row.14384","13140",1998,1479747
"new.row.14385","13140",1999,1432081
"new.row.14386","13140",2000,1539841
"new.row.14387","13140",2001,1546943
"new.row.14388","13140",2002,1477253
"new.row.14389","13140",2003,1555239
"new.row.14390","13140",2004,1480669
"new.row.14391","13140",2005,1557062
"new.row.14392","13140",2006,1692801
"new.row.14393","13140",2007,1942408
"new.row.14394","13140",2008,2345055
"new.row.14395","13140",2009,2081155
"new.row.14396","13140",2010,2168792
"new.row.14397","13140",2011,2286848
"new.row.14398","13140",2012,2878997
"new.row.14399","13140",2013,2910647
"new.row.14400","15180",1969,40713
"new.row.14401","15180",1970,48167
"new.row.14402","15180",1971,54501
"new.row.14403","15180",1972,61545
"new.row.14404","15180",1973,72193
"new.row.14405","15180",1974,86811
"new.row.14406","15180",1975,100145
"new.row.14407","15180",1976,107661
"new.row.14408","15180",1977,120401
"new.row.14409","15180",1978,142943
"new.row.14410","15180",1979,170912
"new.row.14411","15180",1980,209020
"new.row.14412","15180",1981,257100
"new.row.14413","15180",1982,303736
"new.row.14414","15180",1983,331473
"new.row.14415","15180",1984,368186
"new.row.14416","15180",1985,403142
"new.row.14417","15180",1986,415454
"new.row.14418","15180",1987,413857
"new.row.14419","15180",1988,439052
"new.row.14420","15180",1989,484233
"new.row.14421","15180",1990,492779
"new.row.14422","15180",1991,515175
"new.row.14423","15180",1992,546438
"new.row.14424","15180",1993,552537
"new.row.14425","15180",1994,576926
"new.row.14426","15180",1995,635215
"new.row.14427","15180",1996,643266
"new.row.14428","15180",1997,666578
"new.row.14429","15180",1998,710815
"new.row.14430","15180",1999,705848
"new.row.14431","15180",2000,782988
"new.row.14432","15180",2001,805983
"new.row.14433","15180",2002,793387
"new.row.14434","15180",2003,860425
"new.row.14435","15180",2004,839055
"new.row.14436","15180",2005,914406
"new.row.14437","15180",2006,980877
"new.row.14438","15180",2007,1078672
"new.row.14439","15180",2008,1252838
"new.row.14440","15180",2009,1118267
"new.row.14441","15180",2010,1135276
"new.row.14442","15180",2011,1199259
"new.row.14443","15180",2012,1335852
"new.row.14444","15180",2013,1368097
"new.row.14445","17780",1969,31212
"new.row.14446","17780",1970,37066
"new.row.14447","17780",1971,42062
"new.row.14448","17780",1972,47966
"new.row.14449","17780",1973,56579
"new.row.14450","17780",1974,67837
"new.row.14451","17780",1975,79458
"new.row.14452","17780",1976,85814
"new.row.14453","17780",1977,97258
"new.row.14454","17780",1978,114001
"new.row.14455","17780",1979,131730
"new.row.14456","17780",1980,167227
"new.row.14457","17780",1981,214846
"new.row.14458","17780",1982,271319
"new.row.14459","17780",1983,301054
"new.row.14460","17780",1984,345356
"new.row.14461","17780",1985,375637
"new.row.14462","17780",1986,368035
"new.row.14463","17780",1987,365310
"new.row.14464","17780",1988,377884
"new.row.14465","17780",1989,422969
"new.row.14466","17780",1990,417917
"new.row.14467","17780",1991,437742
"new.row.14468","17780",1992,441620
"new.row.14469","17780",1993,486324
"new.row.14470","17780",1994,499214
"new.row.14471","17780",1995,559591
"new.row.14472","17780",1996,600263
"new.row.14473","17780",1997,642072
"new.row.14474","17780",1998,670978
"new.row.14475","17780",1999,667640
"new.row.14476","17780",2000,731450
"new.row.14477","17780",2001,729578
"new.row.14478","17780",2002,724370
"new.row.14479","17780",2003,817921
"new.row.14480","17780",2004,834128
"new.row.14481","17780",2005,916337
"new.row.14482","17780",2006,1033012
"new.row.14483","17780",2007,1181808
"new.row.14484","17780",2008,1549942
"new.row.14485","17780",2009,1358796
"new.row.14486","17780",2010,1385913
"new.row.14487","17780",2011,1437485
"new.row.14488","17780",2012,1668337
"new.row.14489","17780",2013,1692085
"new.row.14490","18580",1969,140153
"new.row.14491","18580",1970,160291
"new.row.14492","18580",1971,173861
"new.row.14493","18580",1972,188518
"new.row.14494","18580",1973,208276
"new.row.14495","18580",1974,242319
"new.row.14496","18580",1975,266692
"new.row.14497","18580",1976,285369
"new.row.14498","18580",1977,313178
"new.row.14499","18580",1978,366946
"new.row.14500","18580",1979,422971
"new.row.14501","18580",1980,505883
"new.row.14502","18580",1981,634794
"new.row.14503","18580",1982,749351
"new.row.14504","18580",1983,815155
"new.row.14505","18580",1984,901176
"new.row.14506","18580",1985,989302
"new.row.14507","18580",1986,1005205
"new.row.14508","18580",1987,974701
"new.row.14509","18580",1988,1025187
"new.row.14510","18580",1989,1155503
"new.row.14511","18580",1990,1145250
"new.row.14512","18580",1991,1176079
"new.row.14513","18580",1992,1259833
"new.row.14514","18580",1993,1231654
"new.row.14515","18580",1994,1301980
"new.row.14516","18580",1995,1404710
"new.row.14517","18580",1996,1486636
"new.row.14518","18580",1997,1563864
"new.row.14519","18580",1998,1644599
"new.row.14520","18580",1999,1596458
"new.row.14521","18580",2000,1744110
"new.row.14522","18580",2001,1784504
"new.row.14523","18580",2002,1742920
"new.row.14524","18580",2003,1790885
"new.row.14525","18580",2004,1789520
"new.row.14526","18580",2005,2075685
"new.row.14527","18580",2006,2184068
"new.row.14528","18580",2007,2440626
"new.row.14529","18580",2008,2700708
"new.row.14530","18580",2009,2487935
"new.row.14531","18580",2010,2426841
"new.row.14532","18580",2011,2689714
"new.row.14533","18580",2012,3026008
"new.row.14534","18580",2013,3080144
"new.row.14535","19100",1969,1285616
"new.row.14536","19100",1970,1471623
"new.row.14537","19100",1971,1625061
"new.row.14538","19100",1972,1789362
"new.row.14539","19100",1973,2035664
"new.row.14540","19100",1974,2407505
"new.row.14541","19100",1975,2600086
"new.row.14542","19100",1976,2753136
"new.row.14543","19100",1977,3001251
"new.row.14544","19100",1978,3564254
"new.row.14545","19100",1979,4172725
"new.row.14546","19100",1980,5122917
"new.row.14547","19100",1981,6375176
"new.row.14548","19100",1982,7622245
"new.row.14549","19100",1983,8394276
"new.row.14550","19100",1984,9775748
"new.row.14551","19100",1985,11089819
"new.row.14552","19100",1986,11584783
"new.row.14553","19100",1987,11694022
"new.row.14554","19100",1988,12492812
"new.row.14555","19100",1989,13406993
"new.row.14556","19100",1990,14422427
"new.row.14557","19100",1991,14579874
"new.row.14558","19100",1992,14960473
"new.row.14559","19100",1993,15161944
"new.row.14560","19100",1994,16263398
"new.row.14561","19100",1995,17630509
"new.row.14562","19100",1996,19060476
"new.row.14563","19100",1997,20280252
"new.row.14564","19100",1998,21904769
"new.row.14565","19100",1999,22049140
"new.row.14566","19100",2000,24569664
"new.row.14567","19100",2001,24269362
"new.row.14568","19100",2002,23321663
"new.row.14569","19100",2003,24734023
"new.row.14570","19100",2004,25834062
"new.row.14571","19100",2005,30975130
"new.row.14572","19100",2006,34430006
"new.row.14573","19100",2007,39073631
"new.row.14574","19100",2008,44925987
"new.row.14575","19100",2009,37455993
"new.row.14576","19100",2010,37583139
"new.row.14577","19100",2011,45421254
"new.row.14578","19100",2012,48919965
"new.row.14579","19100",2013,49543135
"new.row.14580","21340",1969,185390
"new.row.14581","21340",1970,212730
"new.row.14582","21340",1971,229397
"new.row.14583","21340",1972,248057
"new.row.14584","21340",1973,289223
"new.row.14585","21340",1974,334456
"new.row.14586","21340",1975,361741
"new.row.14587","21340",1976,389873
"new.row.14588","21340",1977,431721
"new.row.14589","21340",1978,494952
"new.row.14590","21340",1979,556184
"new.row.14591","21340",1980,649666
"new.row.14592","21340",1981,767625
"new.row.14593","21340",1982,884787
"new.row.14594","21340",1983,951216
"new.row.14595","21340",1984,1046191
"new.row.14596","21340",1985,1145825
"new.row.14597","21340",1986,1188813
"new.row.14598","21340",1987,1218539
"new.row.14599","21340",1988,1288862
"new.row.14600","21340",1989,1474353
"new.row.14601","21340",1990,1641012
"new.row.14602","21340",1991,1483936
"new.row.14603","21340",1992,1567399
"new.row.14604","21340",1993,1620243
"new.row.14605","21340",1994,1667899
"new.row.14606","21340",1995,1763476
"new.row.14607","21340",1996,1829272
"new.row.14608","21340",1997,1982895
"new.row.14609","21340",1998,2150762
"new.row.14610","21340",1999,2089845
"new.row.14611","21340",2000,2201894
"new.row.14612","21340",2001,2114135
"new.row.14613","21340",2002,2109451
"new.row.14614","21340",2003,2078733
"new.row.14615","21340",2004,2198560
"new.row.14616","21340",2005,2407978
"new.row.14617","21340",2006,2645318
"new.row.14618","21340",2007,2996144
"new.row.14619","21340",2008,3263998
"new.row.14620","21340",2009,3205819
"new.row.14621","21340",2010,3343569
"new.row.14622","21340",2011,3676293
"new.row.14623","21340",2012,4265857
"new.row.14624","21340",2013,4312896
"new.row.14625","26420",1969,1101437
"new.row.14626","26420",1970,1265067
"new.row.14627","26420",1971,1411651
"new.row.14628","26420",1972,1568694
"new.row.14629","26420",1973,1774248
"new.row.14630","26420",1974,2098639
"new.row.14631","26420",1975,2310029
"new.row.14632","26420",1976,2469075
"new.row.14633","26420",1977,2699712
"new.row.14634","26420",1978,3257679
"new.row.14635","26420",1979,3878506
"new.row.14636","26420",1980,4762196
"new.row.14637","26420",1981,6049474
"new.row.14638","26420",1982,7250355
"new.row.14639","26420",1983,7820654
"new.row.14640","26420",1984,8876292
"new.row.14641","26420",1985,9741854
"new.row.14642","26420",1986,9785887
"new.row.14643","26420",1987,9712125
"new.row.14644","26420",1988,10710239
"new.row.14645","26420",1989,11411124
"new.row.14646","26420",1990,12323307
"new.row.14647","26420",1991,12622971
"new.row.14648","26420",1992,12820112
"new.row.14649","26420",1993,13043767
"new.row.14650","26420",1994,13743023
"new.row.14651","26420",1995,15270736
"new.row.14652","26420",1996,16175628
"new.row.14653","26420",1997,17129464
"new.row.14654","26420",1998,18801551
"new.row.14655","26420",1999,18920956
"new.row.14656","26420",2000,21241695
"new.row.14657","26420",2001,21042919
"new.row.14658","26420",2002,20663770
"new.row.14659","26420",2003,22333446
"new.row.14660","26420",2004,23317690
"new.row.14661","26420",2005,28189420
"new.row.14662","26420",2006,32745499
"new.row.14663","26420",2007,34712193
"new.row.14664","26420",2008,40458796
"new.row.14665","26420",2009,36359045
"new.row.14666","26420",2010,35982360
"new.row.14667","26420",2011,40251212
"new.row.14668","26420",2012,46016986
"new.row.14669","26420",2013,46475980
"new.row.14670","28660",1969,111102
"new.row.14671","28660",1970,151793
"new.row.14672","28660",1971,159491
"new.row.14673","28660",1972,191038
"new.row.14674","28660",1973,221400
"new.row.14675","28660",1974,255510
"new.row.14676","28660",1975,291726
"new.row.14677","28660",1976,319682
"new.row.14678","28660",1977,350892
"new.row.14679","28660",1978,412569
"new.row.14680","28660",1979,415322
"new.row.14681","28660",1980,481582
"new.row.14682","28660",1981,550496
"new.row.14683","28660",1982,605255
"new.row.14684","28660",1983,664803
"new.row.14685","28660",1984,728072
"new.row.14686","28660",1985,796714
"new.row.14687","28660",1986,840319
"new.row.14688","28660",1987,864512
"new.row.14689","28660",1988,914638
"new.row.14690","28660",1989,981197
"new.row.14691","28660",1990,970989
"new.row.14692","28660",1991,936264
"new.row.14693","28660",1992,1054707
"new.row.14694","28660",1993,1179174
"new.row.14695","28660",1994,1290084
"new.row.14696","28660",1995,1375532
"new.row.14697","28660",1996,1456244
"new.row.14698","28660",1997,1397334
"new.row.14699","28660",1998,1577194
"new.row.14700","28660",1999,1660707
"new.row.14701","28660",2000,1725563
"new.row.14702","28660",2001,1800065
"new.row.14703","28660",2002,1837155
"new.row.14704","28660",2003,1884582
"new.row.14705","28660",2004,1977556
"new.row.14706","28660",2005,2180188
"new.row.14707","28660",2006,2310062
"new.row.14708","28660",2007,2683691
"new.row.14709","28660",2008,3034809
"new.row.14710","28660",2009,3024599
"new.row.14711","28660",2010,2956375
"new.row.14712","28660",2011,3254363
"new.row.14713","28660",2012,3408820
"new.row.14714","28660",2013,3398816
"new.row.14715","29700",1969,20540
"new.row.14716","29700",1970,25996
"new.row.14717","29700",1971,28208
"new.row.14718","29700",1972,31842
"new.row.14719","29700",1973,33268
"new.row.14720","29700",1974,29933
"new.row.14721","29700",1975,32181
"new.row.14722","29700",1976,34181
"new.row.14723","29700",1977,37716
"new.row.14724","29700",1978,46237
"new.row.14725","29700",1979,55535
"new.row.14726","29700",1980,69067
"new.row.14727","29700",1981,89667
"new.row.14728","29700",1982,105161
"new.row.14729","29700",1983,112558
"new.row.14730","29700",1984,126650
"new.row.14731","29700",1985,135358
"new.row.14732","29700",1986,137182
"new.row.14733","29700",1987,137739
"new.row.14734","29700",1988,150080
"new.row.14735","29700",1989,169717
"new.row.14736","29700",1990,173226
"new.row.14737","29700",1991,183835
"new.row.14738","29700",1992,212647
"new.row.14739","29700",1993,231244
"new.row.14740","29700",1994,235472
"new.row.14741","29700",1995,268898
"new.row.14742","29700",1996,286064
"new.row.14743","29700",1997,308960
"new.row.14744","29700",1998,333414
"new.row.14745","29700",1999,342657
"new.row.14746","29700",2000,371503
"new.row.14747","29700",2001,405075
"new.row.14748","29700",2002,407614
"new.row.14749","29700",2003,449194
"new.row.14750","29700",2004,435817
"new.row.14751","29700",2005,502041
"new.row.14752","29700",2006,583602
"new.row.14753","29700",2007,635030
"new.row.14754","29700",2008,736254
"new.row.14755","29700",2009,711369
"new.row.14756","29700",2010,689180
"new.row.14757","29700",2011,733291
"new.row.14758","29700",2012,888864
"new.row.14759","29700",2013,901145
"new.row.14760","30980",1969,56560
"new.row.14761","30980",1970,64231
"new.row.14762","30980",1971,70010
"new.row.14763","30980",1972,76675
"new.row.14764","30980",1973,86399
"new.row.14765","30980",1974,102227
"new.row.14766","30980",1975,120387
"new.row.14767","30980",1976,132189
"new.row.14768","30980",1977,149647
"new.row.14769","30980",1978,174674
"new.row.14770","30980",1979,202313
"new.row.14771","30980",1980,262833
"new.row.14772","30980",1981,343073
"new.row.14773","30980",1982,423708
"new.row.14774","30980",1983,471364
"new.row.14775","30980",1984,516435
"new.row.14776","30980",1985,576970
"new.row.14777","30980",1986,577224
"new.row.14778","30980",1987,553348
"new.row.14779","30980",1988,584072
"new.row.14780","30980",1989,659353
"new.row.14781","30980",1990,636699
"new.row.14782","30980",1991,646069
"new.row.14783","30980",1992,638377
"new.row.14784","30980",1993,629139
"new.row.14785","30980",1994,667760
"new.row.14786","30980",1995,731906
"new.row.14787","30980",1996,760304
"new.row.14788","30980",1997,782530
"new.row.14789","30980",1998,818775
"new.row.14790","30980",1999,824935
"new.row.14791","30980",2000,933892
"new.row.14792","30980",2001,944973
"new.row.14793","30980",2002,906062
"new.row.14794","30980",2003,975399
"new.row.14795","30980",2004,881713
"new.row.14796","30980",2005,933159
"new.row.14797","30980",2006,1012695
"new.row.14798","30980",2007,1189231
"new.row.14799","30980",2008,1483708
"new.row.14800","30980",2009,1226935
"new.row.14801","30980",2010,1177307
"new.row.14802","30980",2011,1325477
"new.row.14803","30980",2012,1459554
"new.row.14804","30980",2013,1479878
"new.row.14805","31180",1969,89169
"new.row.14806","31180",1970,105449
"new.row.14807","31180",1971,114357
"new.row.14808","31180",1972,127139
"new.row.14809","31180",1973,142327
"new.row.14810","31180",1974,166977
"new.row.14811","31180",1975,189743
"new.row.14812","31180",1976,204273
"new.row.14813","31180",1977,228125
"new.row.14814","31180",1978,261949
"new.row.14815","31180",1979,298375
"new.row.14816","31180",1980,362552
"new.row.14817","31180",1981,451999
"new.row.14818","31180",1982,534562
"new.row.14819","31180",1983,573784
"new.row.14820","31180",1984,618940
"new.row.14821","31180",1985,660813
"new.row.14822","31180",1986,662639
"new.row.14823","31180",1987,654371
"new.row.14824","31180",1988,667669
"new.row.14825","31180",1989,742016
"new.row.14826","31180",1990,721273
"new.row.14827","31180",1991,724727
"new.row.14828","31180",1992,724328
"new.row.14829","31180",1993,741421
"new.row.14830","31180",1994,788787
"new.row.14831","31180",1995,879729
"new.row.14832","31180",1996,926102
"new.row.14833","31180",1997,939626
"new.row.14834","31180",1998,999300
"new.row.14835","31180",1999,971240
"new.row.14836","31180",2000,1065590
"new.row.14837","31180",2001,1089427
"new.row.14838","31180",2002,1046430
"new.row.14839","31180",2003,1152215
"new.row.14840","31180",2004,1097386
"new.row.14841","31180",2005,1276883
"new.row.14842","31180",2006,1353130
"new.row.14843","31180",2007,1588526
"new.row.14844","31180",2008,1924910
"new.row.14845","31180",2009,1655250
